"Final_EA_code","interview__id","Supervisor_id","s4nq109","s4nq110","s4nq111a","s4nq111b","s4nq112"
"204301010302","5f9c806271044865a1c49ca22b9b1289",3,,,,,
"204301010302","5f9c806271044865a1c49ca22b9b1289",1,,,,,
"302303070505","5fd0f31f330a49a79109ca76f86e31f4",1,,,,,
"302303070505","5fd0f31f330a49a79109ca76f86e31f4",2,,,,,
"302303070505","5fd0f31f330a49a79109ca76f86e31f4",3,,,,,
"110203060109","608bfd2bd5f84124be9fc9833b1caaac",2,1,2,6,2019,2
"110203060109","608bfd2bd5f84124be9fc9833b1caaac",3,1,1,3,2019,2
"110203060109","608bfd2bd5f84124be9fc9833b1caaac",1,1,1,3,2019,2
"405104020509","61dc08d3c51a46b88c52bb99d71911c2",3,1,2,6,2019,2
"405104020509","61dc08d3c51a46b88c52bb99d71911c2",1,1,1,9,2019,1
"405104020509","61dc08d3c51a46b88c52bb99d71911c2",2,1,1,7,2019,2
"212105040709","61e4b68c15e0457c9f6f2ff9180e9e7c",1,1,2,2,2019,2
"212105040709","61e4b68c15e0457c9f6f2ff9180e9e7c",3,1,1,12,2018,3
"212105040709","61e4b68c15e0457c9f6f2ff9180e9e7c",2,1,1,5,2019,2
"115206030602","62af21468f5b4edb904b87aa88566ce0",3,2,,,,
"115206030602","62af21468f5b4edb904b87aa88566ce0",2,1,1,11,2019,2
"115206030602","62af21468f5b4edb904b87aa88566ce0",1,1,1,1,2020,2
"211107030208","62f01c4bc6cf48c78a15d668e8e295ed",3,1,2,10,2018,4
"211107030208","62f01c4bc6cf48c78a15d668e8e295ed",1,1,1,3,2019,2
"211107030208","62f01c4bc6cf48c78a15d668e8e295ed",2,1,1,2,2019,2
"417109040205","63ef3bf75fef4be68830b107eef9b96e",1,,,,,
"417109040205","63ef3bf75fef4be68830b107eef9b96e",2,,,,,
"417109040205","63ef3bf75fef4be68830b107eef9b96e",3,,,,,
"226102050810","645e8f52e0284da1af7439cac3420432",2,1,1,6,2019,2
"226102050810","645e8f52e0284da1af7439cac3420432",3,1,1,6,2019,2
"226102050810","645e8f52e0284da1af7439cac3420432",1,1,2,2,2019,1
"412103070506","652892d80eef4dc886ac0f02c5e3747c",1,1,1,4,2019,2
"412103070506","652892d80eef4dc886ac0f02c5e3747c",3,2,,,,
"412103070506","652892d80eef4dc886ac0f02c5e3747c",2,1,1,4,2019,1
"423110010602","6576b15a95a04314b4f24e9060ca7bcb",1,2,,,,
"423110010602","6576b15a95a04314b4f24e9060ca7bcb",3,1,1,2,2020,1
"423110010602","6576b15a95a04314b4f24e9060ca7bcb",2,1,1,2,2020,1
"214102020611","6596c2921b4f49fcb7fa17cfa9d0786a",3,1,1,5,2019,2
"214102020611","6596c2921b4f49fcb7fa17cfa9d0786a",2,1,1,6,2019,2
"214102020611","6596c2921b4f49fcb7fa17cfa9d0786a",1,1,1,7,2019,2
"222111021102","65e342045671412cbeb3d4ecbb507b80",2,1,2,9,2019,2
"222111021102","65e342045671412cbeb3d4ecbb507b80",3,1,2,3,2018,2
"222111021102","65e342045671412cbeb3d4ecbb507b80",1,1,2,6,2019,1
"108301010115","663e019dae8f42e4aa5daaedc81619c0",1,1,1,6,2019,2
"108301010115","663e019dae8f42e4aa5daaedc81619c0",3,1,1,4,2019,4
"108301010115","663e019dae8f42e4aa5daaedc81619c0",2,1,1,5,2019,2
"320108080103","664e98a3af9c4657a4af8f3dfb526818",2,1,1,3,2019,2
"320108080103","664e98a3af9c4657a4af8f3dfb526818",3,1,1,4,2019,3
"320108080103","664e98a3af9c4657a4af8f3dfb526818",1,1,2,12,2018,2
"104105040311","67ac1b9b59384c0caead6c62332352cd",1,1,1,8,2019,2
"104105040311","67ac1b9b59384c0caead6c62332352cd",2,1,1,8,2019,2
"104105040311","67ac1b9b59384c0caead6c62332352cd",3,1,1,9,2019,2
"306201010103","67d77e0fbf754e25affd8ba11aa608d4",3,1,1,4,2019,2
"306201010103","67d77e0fbf754e25affd8ba11aa608d4",2,1,1,3,2019,2
"306201010103","67d77e0fbf754e25affd8ba11aa608d4",1,2,,,,
"215120020808","68984e8f107b4fcfbc983a0691df01bd",2,1,1,2,2020,1
"215120020808","68984e8f107b4fcfbc983a0691df01bd",1,1,1,2,2020,1
"215120020808","68984e8f107b4fcfbc983a0691df01bd",3,1,2,11,2019,2
"112104021001","68b87f690c5e4d41b26440d4af920eff",2,1,1,9,2019,2
"112104021001","68b87f690c5e4d41b26440d4af920eff",3,1,1,9,2019,2
"112104021001","68b87f690c5e4d41b26440d4af920eff",1,1,1,8,2019,2
"203202030310","69fdbce170a34999b98ced8ce8ccb437",1,,,,,
"203202030310","69fdbce170a34999b98ced8ce8ccb437",2,,,,,
"203202030310","69fdbce170a34999b98ced8ce8ccb437",3,,,,,
"406210060603","6aac54099d5446c99029c48d21edbab1",1,1,1,12,2019,1
"406210060603","6aac54099d5446c99029c48d21edbab1",3,1,1,12,2019,2
"406210060603","6aac54099d5446c99029c48d21edbab1",2,1,1,10,2019,2
"418201020305","6be18dc7379a4d86ac204d6d08b614b7",1,1,1,6,2019,2
"418201020305","6be18dc7379a4d86ac204d6d08b614b7",3,1,1,6,2019,2
"418201020305","6be18dc7379a4d86ac204d6d08b614b7",2,1,1,5,2019,1
"306204010301","6cb2e1bf1182402dbb626c64f4ba2cfb",1,1,1,6,2019,2
"306204010301","6cb2e1bf1182402dbb626c64f4ba2cfb",2,2,,,,
"306204010301","6cb2e1bf1182402dbb626c64f4ba2cfb",3,2,,,,
"318102020202","6d561d7e1bb34b0480b61373102428fd",3,,,,,
"318102020202","6d561d7e1bb34b0480b61373102428fd",2,,,,,
"318102020202","6d561d7e1bb34b0480b61373102428fd",1,,,,,
"411402020404","6d6546ea45a24ccf8284463ab31b6654",2,1,1,2,2019,2
"411402020404","6d6546ea45a24ccf8284463ab31b6654",3,1,1,2,2019,2
"411402020404","6d6546ea45a24ccf8284463ab31b6654",1,1,1,2,2019,1
"223120020410","6e7a08685b68404b86a3cfd6815d3824",2,,,,,
"223120020410","6e7a08685b68404b86a3cfd6815d3824",3,,,,,
"223120020410","6e7a08685b68404b86a3cfd6815d3824",1,,,,,
"214101060404","6ec8cecb648e4b6c974f20a8722affe1",2,,,,,
"214101060404","6ec8cecb648e4b6c974f20a8722affe1",3,,,,,
"214101060404","6ec8cecb648e4b6c974f20a8722affe1",1,,,,,
"103107020109","6fb3d5bdcb87496da47243e3711c1dc0",3,1,1,3,2019,2
"103107020109","6fb3d5bdcb87496da47243e3711c1dc0",1,1,1,1,2019,2
"103107020109","6fb3d5bdcb87496da47243e3711c1dc0",2,1,1,3,2019,2
"403301030215","712dd05dfdf54bc4ab5eb46fc55e1e5a",1,,,,,
"403301030215","712dd05dfdf54bc4ab5eb46fc55e1e5a",2,,,,,
"403301030215","712dd05dfdf54bc4ab5eb46fc55e1e5a",3,,,,,
"113113020418","73b6584e55df47ef8692caed8625a956",1,2,,,,
"113113020418","73b6584e55df47ef8692caed8625a956",2,1,1,2,2020,2
"113113020418","73b6584e55df47ef8692caed8625a956",3,1,1,2,2020,4
"111202061528","73edb914e5ec4a6c937147490826972f",3,1,1,7,2019,2
"111202061528","73edb914e5ec4a6c937147490826972f",2,1,1,6,2019,2
"111202061528","73edb914e5ec4a6c937147490826972f",1,1,1,7,2019,2
"102103120844","74879a9428874965ae87feacedc0f2b4",2,,,,,
"102103120844","74879a9428874965ae87feacedc0f2b4",1,,,,,
"102103120844","74879a9428874965ae87feacedc0f2b4",3,,,,,
"314105010202","75df2b5c7d6b49258b3614c8243de9b7",1,1,1,9,2019,1
"314105010202","75df2b5c7d6b49258b3614c8243de9b7",3,1,1,6,2019,2
"314105010202","75df2b5c7d6b49258b3614c8243de9b7",2,1,1,7,2019,2
"225103041522","76a347dba3c945d9a2e4aae06a3c0037",2,1,1,4,2019,1
"225103041522","76a347dba3c945d9a2e4aae06a3c0037",3,1,1,3,2019,3
"225103041522","76a347dba3c945d9a2e4aae06a3c0037",1,1,1,4,2019,2
"412203040507","77b63a2a3a58466ca5b25c52c46907cb",3,1,1,5,2019,2
"412203040507","77b63a2a3a58466ca5b25c52c46907cb",1,1,1,6,2019,1
"412203040507","77b63a2a3a58466ca5b25c52c46907cb",2,1,1,6,2019,1
"106106060103","78b1f1144ce740d7ac6429052767b4a1",2,1,1,5,2019,2
"106106060103","78b1f1144ce740d7ac6429052767b4a1",1,1,1,4,2019,2
"106106060103","78b1f1144ce740d7ac6429052767b4a1",3,1,1,3,2019,2
"315105030209","7934cfadf18a4020840735d003867847",1,1,1,10,2019,2
"315105030209","7934cfadf18a4020840735d003867847",2,2,,,,
"315105030209","7934cfadf18a4020840735d003867847",3,2,,,,
"113113060242","7a92a755edec4d6bae64f894ad5bc2f0",1,1,1,5,2019,1
"113113060242","7a92a755edec4d6bae64f894ad5bc2f0",2,1,2,11,2019,2
"113113060242","7a92a755edec4d6bae64f894ad5bc2f0",3,2,,,,
"415105020404","7af284e10f4046009386ca7cc0df56d7",1,1,1,5,2019,1
"415105020404","7af284e10f4046009386ca7cc0df56d7",2,1,1,5,2019,1
"415105020404","7af284e10f4046009386ca7cc0df56d7",3,1,1,4,2019,1
"122105020311","7b71511069ca41d7952c83c3004520f3",1,1,1,4,2019,2
"122105020311","7b71511069ca41d7952c83c3004520f3",2,1,1,5,2019,2
"122105020311","7b71511069ca41d7952c83c3004520f3",3,1,1,4,2019,2
"304204020110","7b91ac7196d446f7b7c4c92f86fbac42",1,1,1,6,2019,2
"304204020110","7b91ac7196d446f7b7c4c92f86fbac42",3,1,1,6,2019,2
"304204020110","7b91ac7196d446f7b7c4c92f86fbac42",2,1,1,7,2019,1
"204301030308","7ceaac984dc44338a95f7d19824a5621",1,1,1,3,2019,1
"204301030308","7ceaac984dc44338a95f7d19824a5621",2,1,1,3,2019,3
"204301030308","7ceaac984dc44338a95f7d19824a5621",3,1,1,1,2019,2
"203202040303","7f25311583624b7487a569df466b24ac",2,1,,,,
"203202040303","7f25311583624b7487a569df466b24ac",1,1,,,,
"203202040303","7f25311583624b7487a569df466b24ac",3,1,,,,
"407106021906","80c5e48699bc48b29bf11f38cdc04fc5",1,1,1,10,2019,1
"407106021906","80c5e48699bc48b29bf11f38cdc04fc5",2,1,1,12,2019,1
"407106021906","80c5e48699bc48b29bf11f38cdc04fc5",3,1,1,12,2019,2
"112102030202","81def38cfed24edd80e47b293c3bc0b9",2,1,1,4,2019,2
"112102030202","81def38cfed24edd80e47b293c3bc0b9",3,2,,,,
"112102030202","81def38cfed24edd80e47b293c3bc0b9",1,1,1,2,2019,2
"306204020605","81f2300746cc4b068c95f765f2b403ba",1,2,,,,
"306204020605","81f2300746cc4b068c95f765f2b403ba",3,1,1,6,2019,3
"306204020605","81f2300746cc4b068c95f765f2b403ba",2,1,1,6,2019,2
"410101040507","824efbe20846431fba549104887331e5",3,1,1,6,2019,2
"410101040507","824efbe20846431fba549104887331e5",2,1,1,9,2019,1
"410101040507","824efbe20846431fba549104887331e5",1,1,1,8,2019,2
"102103050439","825a4d9c10674fb68ae9182bf65152ca",1,,,,,
"102103050439","825a4d9c10674fb68ae9182bf65152ca",2,,,,,
"102103050439","825a4d9c10674fb68ae9182bf65152ca",3,,,,,
"309104050403","82e2ee46332f4f5c854335056696f881",3,1,2,10,2018,4
"309104050403","82e2ee46332f4f5c854335056696f881",2,1,2,3,2019,2
"309104050403","82e2ee46332f4f5c854335056696f881",1,2,,,,
"324101011403","865a0a2dd0d442a6aeb227dbd3367b05",2,,,,,
"324101011403","865a0a2dd0d442a6aeb227dbd3367b05",3,,,,,
"324101011403","865a0a2dd0d442a6aeb227dbd3367b05",1,,,,,
"117201050401","87d1a29404f24095af33c51ad6ddf04b",1,,,,,
"117201050401","87d1a29404f24095af33c51ad6ddf04b",2,,,,,
"117201050401","87d1a29404f24095af33c51ad6ddf04b",3,,,,,
"318114020701","8b2193d437e64893a12f1635d1aae2bd",1,1,1,5,2019,1
"318114020701","8b2193d437e64893a12f1635d1aae2bd",2,1,1,6,2019,1
"318114020701","8b2193d437e64893a12f1635d1aae2bd",3,2,,,,
"211106070404","8c60b24c5d69459ab88587107842bf8a",3,2,,,,
"211106070404","8c60b24c5d69459ab88587107842bf8a",1,1,2,1,2019,2
"211106070404","8c60b24c5d69459ab88587107842bf8a",2,1,1,6,2019,1
"406212010207","8da56015c708420985ff1484fc7d3201",3,2,,,,
"406212010207","8da56015c708420985ff1484fc7d3201",2,1,1,2,2020,1
"406212010207","8da56015c708420985ff1484fc7d3201",1,1,1,10,2019,2
"102102060108","8ed0e75643204d23b4513def2c5cc970",3,,,,,
"102102060108","8ed0e75643204d23b4513def2c5cc970",1,,,,,
"102102060108","8ed0e75643204d23b4513def2c5cc970",2,,,,,
"110206030911","8f69cfcd9bea4a2a9339fd61390606cf",2,1,1,5,2019,2
"110206030911","8f69cfcd9bea4a2a9339fd61390606cf",1,2,,,,
"110206030911","8f69cfcd9bea4a2a9339fd61390606cf",3,1,1,5,2019,2
"105105020108","909b86e277fe480492fe605802d4b272",1,1,1,3,2019,1
"105105020108","909b86e277fe480492fe605802d4b272",2,1,1,2,2019,2
"105105020108","909b86e277fe480492fe605802d4b272",3,1,1,2,2019,4
"125105010702","91e89e7118c041fba1ad3f88cbbfb499",2,1,1,7,2019,2
"125105010702","91e89e7118c041fba1ad3f88cbbfb499",3,2,,,,
"125105010702","91e89e7118c041fba1ad3f88cbbfb499",1,1,1,6,2019,2
"226104040305","92722375ee7a4828bfbc6565b7a5e522",3,1,1,4,2019,2
"226104040305","92722375ee7a4828bfbc6565b7a5e522",1,1,1,5,2019,1
"226104040305","92722375ee7a4828bfbc6565b7a5e522",2,1,1,5,2019,1
"311102010107","93268921598f4e95a6cbaa15387322f4",3,1,2,4,2019,2
"311102010107","93268921598f4e95a6cbaa15387322f4",1,1,1,7,2019,2
"311102010107","93268921598f4e95a6cbaa15387322f4",2,1,1,7,2019,2
"303202060606","942d21651db14547a1a55d163147f3be",2,2,,,,
"303202060606","942d21651db14547a1a55d163147f3be",3,1,1,3,2019,3
"303202060606","942d21651db14547a1a55d163147f3be",1,1,1,3,2019,2
"422102010506","94a28a335ad8409da18694d554dc6a82",3,,,,,
"422102010506","94a28a335ad8409da18694d554dc6a82",2,,,,,
"422102010506","94a28a335ad8409da18694d554dc6a82",1,,,,,
"224105051111","94ae3c15a2df427092546208e7da8501",3,1,1,2,2019,2
"224105051111","94ae3c15a2df427092546208e7da8501",1,1,1,5,2019,2
"224105051111","94ae3c15a2df427092546208e7da8501",2,1,1,3,2019,1
"210306040102","94d6a92de2aa41848c815b4f7ca810d6",3,1,2,3,2019,2
"210306040102","94d6a92de2aa41848c815b4f7ca810d6",2,1,1,5,2019,1
"210306040102","94d6a92de2aa41848c815b4f7ca810d6",1,1,1,5,2019,1
"410303060103","94e8fb8cab7846d5a723aa902f6d1e1e",1,,,,,
"410303060103","94e8fb8cab7846d5a723aa902f6d1e1e",2,,,,,
"410303060103","94e8fb8cab7846d5a723aa902f6d1e1e",3,,,,,
"124104040103","977cf8b59c214cd6806539e994d0a6d9",3,1,1,8,2019,2
"124104040103","977cf8b59c214cd6806539e994d0a6d9",1,1,3,,,
"124104040103","977cf8b59c214cd6806539e994d0a6d9",2,1,2,6,2019,2
"405211011114","9836e079cdd949e5afc70c7dcb3980c3",1,1,1,1,2020,1
"405211011114","9836e079cdd949e5afc70c7dcb3980c3",3,1,1,1,2020,2
"405211011114","9836e079cdd949e5afc70c7dcb3980c3",2,1,1,2,2020,1
"318103020406","987cf3a3f3f04a53b6295c44afed7cec",3,2,,,,
"318103020406","987cf3a3f3f04a53b6295c44afed7cec",1,2,,,,
"318103020406","987cf3a3f3f04a53b6295c44afed7cec",2,1,2,5,2019,2
"312105020216","989fa310b63545678cb56e3f009ee547",1,1,2,7,2017,4
"312105020216","989fa310b63545678cb56e3f009ee547",3,1,2,1,2012,4
"312105020216","989fa310b63545678cb56e3f009ee547",2,1,2,8,2018,4
"124103021620","98c92ebc81274b48a478e3f3bdecc8d9",2,1,2,11,2018,4
"124103021620","98c92ebc81274b48a478e3f3bdecc8d9",1,1,2,3,2019,3
"124103021620","98c92ebc81274b48a478e3f3bdecc8d9",3,1,1,9,2019,4
"417202010210","98ff8b8f68354855b3a47628eb2e3b13",1,2,,,,
"417202010210","98ff8b8f68354855b3a47628eb2e3b13",3,1,1,5,2019,1
"417202010210","98ff8b8f68354855b3a47628eb2e3b13",2,1,1,5,2019,1
"113301050411","991ea35afb8c4a5a91bded275d3a43cb",2,1,2,4,2018,3
"113301050411","991ea35afb8c4a5a91bded275d3a43cb",3,2,,,,
"113301050411","991ea35afb8c4a5a91bded275d3a43cb",1,1,1,2,2019,2
"232203040502","9ae38f33171f4fb89797a28ed8c32b32",1,1,1,7,2019,2
"232203040502","9ae38f33171f4fb89797a28ed8c32b32",3,2,,,,
"232203040502","9ae38f33171f4fb89797a28ed8c32b32",2,1,1,7,2819,2
"102105040650","9b29a92d675346708b3ed22f07d63387",3,,,,,
"102105040650","9b29a92d675346708b3ed22f07d63387",2,,,,,
"102105040650","9b29a92d675346708b3ed22f07d63387",1,,,,,
"111102010811","9c42c15316c04419af74c9404cb4c0f5",1,1,1,12,2019,1
"111102010811","9c42c15316c04419af74c9404cb4c0f5",3,1,1,12,2019,2
"111102010811","9c42c15316c04419af74c9404cb4c0f5",2,1,1,12,2019,2
"214101040303","9c877a6abcc44e259474046f89edb89f",3,,,,,
"214101040303","9c877a6abcc44e259474046f89edb89f",2,,,,,
"214101040303","9c877a6abcc44e259474046f89edb89f",1,,,,,
"102104190357","9ecbe56df9f249d3be5a6ba4df28dccc",1,,,,,
"102104190357","9ecbe56df9f249d3be5a6ba4df28dccc",3,,,,,
"102104190357","9ecbe56df9f249d3be5a6ba4df28dccc",2,,,,,
"327103030510","9ef24898f0e04e6f9f4c6561cca96f24",2,1,1,5,2019,1
"327103030510","9ef24898f0e04e6f9f4c6561cca96f24",1,1,1,5,2019,1
"327103030510","9ef24898f0e04e6f9f4c6561cca96f24",3,1,2,2,2019,2
"214113010305","a03a17e845b8444b8e147d5e95b315f0",2,,,,,
"214113010305","a03a17e845b8444b8e147d5e95b315f0",3,,,,,
"214113010305","a03a17e845b8444b8e147d5e95b315f0",1,,,,,
"304301040405","a0525377534b48f0bb0d4c99d963fda6",3,1,2,3,2019,4
"304301040405","a0525377534b48f0bb0d4c99d963fda6",1,1,1,5,2019,2
"304301040405","a0525377534b48f0bb0d4c99d963fda6",2,1,2,5,2019,2
"204301020206","a221543631f54480bde0e51df15c6361",3,1,1,5,2019,2
"204301020206","a221543631f54480bde0e51df15c6361",2,1,3,,,
"204301020206","a221543631f54480bde0e51df15c6361",1,1,1,9,2019,2
"307108030908","a29bda3a56964baba85e14f3c2abf988",3,1,1,3,2019,2
"307108030908","a29bda3a56964baba85e14f3c2abf988",1,1,2,12,2018,3
"307108030908","a29bda3a56964baba85e14f3c2abf988",2,1,1,5,2019,2
"321106010504","a3908ba3b92f4fef9ad80450371afeb4",3,1,2,8,2018,3
"321106010504","a3908ba3b92f4fef9ad80450371afeb4",1,1,1,2,2019,2
"321106010504","a3908ba3b92f4fef9ad80450371afeb4",2,1,1,3,2019,1
"102104163014","a4729f20438e49378506cba98596f46c",2,,,,,
"102104163014","a4729f20438e49378506cba98596f46c",3,,,,,
"102104163014","a4729f20438e49378506cba98596f46c",1,,,,,
"418202010203","a5e08a9b241643949baeb09fac3ee420",1,1,1,3,2019,2
"418202010203","a5e08a9b241643949baeb09fac3ee420",3,1,1,4,2019,2
"418202010203","a5e08a9b241643949baeb09fac3ee420",2,1,1,6,2019,1
"108301050512","a93651e6ad8d4de2af53d25e4a9fc082",3,1,1,4,2019,4
"108301050512","a93651e6ad8d4de2af53d25e4a9fc082",2,1,1,5,2019,2
"108301050512","a93651e6ad8d4de2af53d25e4a9fc082",1,1,1,6,2019,2
"322111041206","a9b092b3952f4ec082794dec24de21a1",3,1,1,4,2019,2
"322111041206","a9b092b3952f4ec082794dec24de21a1",1,1,1,3,2019,2
"322111041206","a9b092b3952f4ec082794dec24de21a1",2,1,1,5,2019,1
"310202030204","aeefbdde40724ba291ecf85534647db2",2,,,,,
"310202030204","aeefbdde40724ba291ecf85534647db2",3,,,,,
"310202030204","aeefbdde40724ba291ecf85534647db2",1,,,,,
"111202040320","b00970f7c1fd483599d25b5d7a2c0399",2,1,1,6,2019,2
"111202040320","b00970f7c1fd483599d25b5d7a2c0399",1,1,1,7,2019,2
"111202040320","b00970f7c1fd483599d25b5d7a2c0399",3,1,1,7,2019,2
"319203030409","b0b5ef4a81ee42299b12a7926ba93f4f",1,,,,,
"319203030409","b0b5ef4a81ee42299b12a7926ba93f4f",3,,,,,
"319203030409","b0b5ef4a81ee42299b12a7926ba93f4f",2,,,,,
"101204020501","b0cd107e76604c5c8367347965a11428",2,,,,,
"101204020501","b0cd107e76604c5c8367347965a11428",1,,,,,
"101204020501","b0cd107e76604c5c8367347965a11428",3,,,,,
"117302060527","b105a36a56b84f6ba66b7d1e2ffc388b",2,,,,,
"117302060527","b105a36a56b84f6ba66b7d1e2ffc388b",3,,,,,
"117302060527","b105a36a56b84f6ba66b7d1e2ffc388b",1,,,,,
"303402040806","b136b27d91194229a3d2dcf9252a325e",3,1,1,2,2019,1
"303402040806","b136b27d91194229a3d2dcf9252a325e",1,1,2,8,2018,3
"303402040806","b136b27d91194229a3d2dcf9252a325e",2,1,1,1,2019,2
"310306030909","b137ae14a69249ff994a536b0461599c",1,1,1,5,2019,1
"310306030909","b137ae14a69249ff994a536b0461599c",2,1,1,7,2019,1
"310306030909","b137ae14a69249ff994a536b0461599c",3,2,,,,
"410201010654","b2e36352f5d9409abcd9ff6850c9a17f",3,1,1,6,2019,2
"410201010654","b2e36352f5d9409abcd9ff6850c9a17f",2,1,1,6,2019,2
"410201010654","b2e36352f5d9409abcd9ff6850c9a17f",1,2,,,,
"120106010101","b330812745fa4e77a5f536a967849f73",2,,,,,
"120106010101","b330812745fa4e77a5f536a967849f73",3,,,,,
"120106010101","b330812745fa4e77a5f536a967849f73",1,,,,,
"309103050101","b341d8d46699459d85270dbbf9234423",3,2,,,,
"309103050101","b341d8d46699459d85270dbbf9234423",2,1,1,6,2019,2
"309103050101","b341d8d46699459d85270dbbf9234423",1,1,1,4,2019,2
"324104010503","b4251f797f5f4785bc4d7bf83cf21cad",2,1,1,7,2019,2
"324104010503","b4251f797f5f4785bc4d7bf83cf21cad",3,1,1,7,2019,2
"324104010503","b4251f797f5f4785bc4d7bf83cf21cad",1,1,1,7,2019,1
"218103021305","b562c88957c5417886afa6977f5b2965",1,,,,,
"218103021305","b562c88957c5417886afa6977f5b2965",2,,,,,
"218103021305","b562c88957c5417886afa6977f5b2965",3,,,,,
"113301010130","b59699570a7a45afbefd3140dd85b87e",1,,,,,
"113301010130","b59699570a7a45afbefd3140dd85b87e",3,,,,,
"113301010130","b59699570a7a45afbefd3140dd85b87e",2,,,,,
"302204050508","b60db776f7044c0993c08a34296e7410",3,1,2,12,2017,4
"302204050508","b60db776f7044c0993c08a34296e7410",2,1,1,6,2019,2
"302204050508","b60db776f7044c0993c08a34296e7410",1,1,1,9,2019,2
"424105020201","b6beade8c2fb4ba7b72316080719a6ae",2,1,1,10,2019,2
"424105020201","b6beade8c2fb4ba7b72316080719a6ae",1,2,,,,
"424105020201","b6beade8c2fb4ba7b72316080719a6ae",3,1,1,10,2019,2
"314101030304","b6c120c8e36f4d488a1d22da070a6a01",1,1,1,12,2019,1
"314101030304","b6c120c8e36f4d488a1d22da070a6a01",2,1,1,12,2019,2
"314101030304","b6c120c8e36f4d488a1d22da070a6a01",3,1,1,10,2019,2
"321105050214","b71b6b7c544e41fb929294eed370b7cf",2,1,2,1,2019,2
"321105050214","b71b6b7c544e41fb929294eed370b7cf",3,1,1,3,2019,3
"321105050214","b71b6b7c544e41fb929294eed370b7cf",1,1,1,6,2019,2
"110306010205","b92db033a86e4abbae72c6347c5b82c8",1,1,1,5,2019,2
"110306010205","b92db033a86e4abbae72c6347c5b82c8",3,2,,,,
"110306010205","b92db033a86e4abbae72c6347c5b82c8",2,1,1,5,2019,2
"406201020310","bad2132fae8a42459b20c2aede01de05",3,1,1,7,2019,2
"406201020310","bad2132fae8a42459b20c2aede01de05",1,1,2,3,2019,2
"406201020310","bad2132fae8a42459b20c2aede01de05",2,1,1,7,2019,2
"408102011215","bb6db2bb7e894ee6b96c81013a338db0",3,1,1,3,2019,2
"408102011215","bb6db2bb7e894ee6b96c81013a338db0",1,1,1,5,2019,2
"408102011215","bb6db2bb7e894ee6b96c81013a338db0",2,1,1,4,2019,2
"209201010506","bb91dac00ca941ac91a0e1569d4a6dc8",1,1,2,7,2018,4
"209201010506","bb91dac00ca941ac91a0e1569d4a6dc8",3,1,2,2,2019,2
"209201010506","bb91dac00ca941ac91a0e1569d4a6dc8",2,1,1,3,2019,2
"117301041137","bbb3f63e02a24e3db0e1e1e424e4a991",3,1,1,9,2019,2
"117301041137","bbb3f63e02a24e3db0e1e1e424e4a991",2,1,1,9,2019,2
"117301041137","bbb3f63e02a24e3db0e1e1e424e4a991",1,1,1,9,2019,2
"402210030714","bbd5aebfc1a54cf6826cbe7b44ec361d",2,1,1,5,2019,2
"402210030714","bbd5aebfc1a54cf6826cbe7b44ec361d",3,1,1,4,2019,2
"402210030714","bbd5aebfc1a54cf6826cbe7b44ec361d",1,1,1,4,2019,1
"420107040304","bcc6e03bb2a543348878ca4889658ee5",2,1,1,5,2019,2
"420107040304","bcc6e03bb2a543348878ca4889658ee5",3,1,1,4,2019,2
"420107040304","bcc6e03bb2a543348878ca4889658ee5",1,1,1,3,2019,2
"318112010303","bcf4623a365e43579a50ae7608a20bb4",3,1,1,2,2019,2
"318112010303","bcf4623a365e43579a50ae7608a20bb4",2,1,1,2,2019,1
"318112010303","bcf4623a365e43579a50ae7608a20bb4",1,1,1,1,2019,1
"221109020302","bfade52afbbe499582123960bdf484ad",3,1,1,6,2019,2
"221109020302","bfade52afbbe499582123960bdf484ad",2,1,1,8,2019,1
"221109020302","bfade52afbbe499582123960bdf484ad",1,1,3,,,
"325103060113","bfc868c5c5914281b9d9bd1182bec578",1,1,1,6,2019,2
"325103060113","bfc868c5c5914281b9d9bd1182bec578",2,1,1,6,2019,2
"325103060113","bfc868c5c5914281b9d9bd1182bec578",3,1,1,5,2019,2
"307108030304","c015bae305344f96818cc01ab60541c4",2,,,,,
"307108030304","c015bae305344f96818cc01ab60541c4",1,,,,,
"307108030304","c015bae305344f96818cc01ab60541c4",3,,,,,
"310306040802","c14a86da4ace4064b4410807ad90f8cc",3,2,,,,
"310306040802","c14a86da4ace4064b4410807ad90f8cc",1,1,1,4,2019,2
"310306040802","c14a86da4ace4064b4410807ad90f8cc",2,1,1,5,2019,2
"210306040101","c1a22955cf934b9386559182a0c46c8d",2,1,1,6,2019,1
"210306040101","c1a22955cf934b9386559182a0c46c8d",1,1,1,5,2019,1
"210306040101","c1a22955cf934b9386559182a0c46c8d",3,1,2,3,2019,2
"432205040203","c208d41946924e27803193316fe645f0",2,1,1,2,2020,1
"432205040203","c208d41946924e27803193316fe645f0",1,2,,,,
"432205040203","c208d41946924e27803193316fe645f0",3,1,1,1,2020,1
"124108021108","c2a083238ac94fc8a0b48e3330a8a611",2,,,,,
"124108021108","c2a083238ac94fc8a0b48e3330a8a611",3,,,,,
"124108021108","c2a083238ac94fc8a0b48e3330a8a611",1,,,,,
"107402030203","c33561448066434395fe6c8445631c87",2,1,1,6,2019,2
"107402030203","c33561448066434395fe6c8445631c87",1,1,1,8,2019,2
"107402030203","c33561448066434395fe6c8445631c87",3,2,,,,
