"Final_EA_code","interview__id","Communal_Resource_id","s6eq01","s6eq02","s6eq03","s6eq04","s6eq05","s6eq06","s6eq07a","s6eq07b","s6eq07c","s6eq08a","s6eq08b","s6eq08c","s6eq09a","s6eq09b","s6eq09c","s6eq10","s6eq11","s6eq12","s6eq13","s6eq14"
"117202080201","0b08b47250b441e9a1cef5e119453e39",105,2,,,,,,,,,,,,,,,,,,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",101,2,,,,,,,,,,,,,,,,,,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",103,2,,,,,,,,,,,,,,,,,,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",104,2,,,,,,,,,,,,,,,,,,,
"204203010514","0c7be6801de643efa91970a69114cead",102,2,,,,,,,,,,,,,,,,,,,
"204203010514","0c7be6801de643efa91970a69114cead",104,2,,,,,,,,,,,,,,,,,,,
"204203010514","0c7be6801de643efa91970a69114cead",103,2,,,,,,,,,,,,,,,,,,,
"204203010514","0c7be6801de643efa91970a69114cead",105,2,,,,,,,,,,,,,,,,,,,
"204203010514","0c7be6801de643efa91970a69114cead",101,2,,,,,,,,,,,,,,,,,,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",103,2,,,,,,,,,,,,,,,,,,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",104,2,,,,,,,,,,,,,,,,,,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",102,2,,,,,,,,,,,,,,,,,,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",105,2,,,,,,,,,,,,,,,,,,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",101,2,,,,,,,,,,,,,,,,,,,
"118101041020","0d35d167e05a48cabed55225424424cf",102,2,,,,,,,,,,,,,,,,,,,
"118101041020","0d35d167e05a48cabed55225424424cf",101,2,,,,,,,,,,,,,,,,,,,
"118101041020","0d35d167e05a48cabed55225424424cf",104,2,,,,,,,,,,,,,,,,,,,
"118101041020","0d35d167e05a48cabed55225424424cf",105,2,,,,,,,,,,,,,,,,,,,
"118101041020","0d35d167e05a48cabed55225424424cf",103,2,,,,,,,,,,,,,,,,,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",102,2,,,,,,,,,,,,,,,,,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",105,2,,,,,,,,,,,,,,,,,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",101,2,,,,,,,,,,,,,,,,,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",104,2,,,,,,,,,,,,,,,,,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",103,2,,,,,,,,,,,,,,,,,,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",102,,,,,,,,,,,,,,,,,,,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",105,,,,,,,,,,,,,,,,,,,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",103,,,,,,,,,,,,,,,,,,,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",104,,,,,,,,,,,,,,,,,,,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",101,,,,,,,,,,,,,,,,,,,,
"113105050532","103ae2d40d654ba6ae6314c148087521",104,1,1,1,2,1,2,,,,9,,,6,,,3,2,,2,
"113105050532","103ae2d40d654ba6ae6314c148087521",101,2,,,,,,,,,,,,,,,,,,,
"113105050532","103ae2d40d654ba6ae6314c148087521",102,2,,,,,,,,,,,,,,,,,,,
"113105050532","103ae2d40d654ba6ae6314c148087521",105,2,,,,,,,,,,,,,,,,,,,
"113105050532","103ae2d40d654ba6ae6314c148087521",103,2,,,,,,,,,,,,,,,,,,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",105,2,,,,,,,,,,,,,,,,,,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",102,2,,,,,,,,,,,,,,,,,,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",103,2,,,,,,,,,,,,,,,,,,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",101,2,,,,,,,,,,,,,,,,,,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",104,2,,,,,,,,,,,,,,,,,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",104,2,,,,,,,,,,,,,,,,,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",101,2,,,,,,,,,,,,,,,,,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",103,2,,,,,,,,,,,,,,,,,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",105,2,,,,,,,,,,,,,,,,,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",102,2,,,,,,,,,,,,,,,,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",102,2,,,,,,,,,,,,,,,,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",103,2,,,,,,,,,,,,,,,,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",105,2,,,,,,,,,,,,,,,,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",101,2,,,,,,,,,,,,,,,,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",104,2,,,,,,,,,,,,,,,,,,,
"308102060619","1124288a21f7429c8e9307a11291b298",105,1,1,1,2,1,2,,,,1,,,1,,,3,2,,2,
"308102060619","1124288a21f7429c8e9307a11291b298",104,2,,,,,,,,,,,,,,,,,,,
"308102060619","1124288a21f7429c8e9307a11291b298",103,1,1,1,2,2,2,,,,4,,,3,,,3,2,,2,
"308102060619","1124288a21f7429c8e9307a11291b298",102,2,,,,,,,,,,,,,,,,,,,
"308102060619","1124288a21f7429c8e9307a11291b298",101,2,,,,,,,,,,,,,,,,,,,
"327106020513","11324295e37b4bd8b91976e0d5e61df7",105,2,,,,,,,,,,,,,,,,,,,
"327106020513","11324295e37b4bd8b91976e0d5e61df7",102,2,,,,,,,,,,,,,,,,,,,
"327106020513","11324295e37b4bd8b91976e0d5e61df7",103,2,,,,,,,,,,,,,,,,,,,
"327106020513","11324295e37b4bd8b91976e0d5e61df7",104,2,,,,,,,,,,,,,,,,,,,
"327106020513","11324295e37b4bd8b91976e0d5e61df7",101,2,,,,,,,,,,,,,,,,,,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",101,,,,,,,,,,,,,,,,,,,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",105,,,,,,,,,,,,,,,,,,,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",103,,,,,,,,,,,,,,,,,,,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",104,,,,,,,,,,,,,,,,,,,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",102,,,,,,,,,,,,,,,,,,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",104,2,,,,,,,,,,,,,,,,,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",102,2,,,,,,,,,,,,,,,,,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",101,2,,,,,,,,,,,,,,,,,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",103,2,,,,,,,,,,,,,,,,,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",105,1,1,2,2,1,2,,,,1,,,1,,,1,2,,2,
"115202070303","14c013df40e448d49e47f95ceab9d37e",101,2,,,,,,,,,,,,,,,,,,,
"115202070303","14c013df40e448d49e47f95ceab9d37e",104,1,1,1,2,1,2,,,,4,,,8,,,1,2,,2,
"115202070303","14c013df40e448d49e47f95ceab9d37e",105,2,,,,,,,,,,,,,,,,,,,
"115202070303","14c013df40e448d49e47f95ceab9d37e",103,2,,,,,,,,,,,,,,,,,,,
"115202070303","14c013df40e448d49e47f95ceab9d37e",102,2,,,,,,,,,,,,,,,,,,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",105,2,,,,,,,,,,,,,,,,,,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",104,2,,,,,,,,,,,,,,,,,,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",103,2,,,,,,,,,,,,,,,,,,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",101,2,,,,,,,,,,,,,,,,,,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",102,2,,,,,,,,,,,,,,,,,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",105,2,,,,,,,,,,,,,,,,,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",104,2,,,,,,,,,,,,,,,,,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",103,2,,,,,,,,,,,,,,,,,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",102,2,,,,,,,,,,,,,,,,,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",101,2,,,,,,,,,,,,,,,,,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",103,2,,,,,,,,,,,,,,,,,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",105,2,,,,,,,,,,,,,,,,,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",101,2,,,,,,,,,,,,,,,,,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",104,2,,,,,,,,,,,,,,,,,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",102,2,,,,,,,,,,,,,,,,,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",102,2,,,,,,,,,,,,,,,,,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",103,2,,,,,,,,,,,,,,,,,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",104,2,,,,,,,,,,,,,,,,,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",105,2,,,,,,,,,,,,,,,,,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",101,2,,,,,,,,,,,,,,,,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",104,2,,,,,,,,,,,,,,,,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",101,2,,,,,,,,,,,,,,,,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",105,2,,,,,,,,,,,,,,,,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",103,2,,,,,,,,,,,,,,,,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",102,2,,,,,,,,,,,,,,,,,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",101,2,,,,,,,,,,,,,,,,,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",105,2,,,,,,,,,,,,,,,,,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",104,2,,,,,,,,,,,,,,,,,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",103,2,,,,,,,,,,,,,,,,,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",102,2,,,,,,,,,,,,,,,,,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",105,2,,,,,,,,,,,,,,,,,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",101,2,,,,,,,,,,,,,,,,,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",104,2,,,,,,,,,,,,,,,,,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",103,2,,,,,,,,,,,,,,,,,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",102,2,,,,,,,,,,,,,,,,,,,
"123110030105","19e17412e1bb4367904771f4b7d723b1",104,1,1,1,2,1,2,,,,4,,,8,,,1,2,,2,
"123110030105","19e17412e1bb4367904771f4b7d723b1",105,2,,,,,,,,,,,,,,,,,,,
"123110030105","19e17412e1bb4367904771f4b7d723b1",102,2,,,,,,,,,,,,,,,,,,,
"123110030105","19e17412e1bb4367904771f4b7d723b1",101,2,,,,,,,,,,,,,,,,,,,
"123110030105","19e17412e1bb4367904771f4b7d723b1",103,2,,,,,,,,,,,,,,,,,,,
"307108020605","1a7113db20214db7abccd7c463c86c4c",101,2,,,,,,,,,,,,,,,,,,,
"307108020605","1a7113db20214db7abccd7c463c86c4c",105,2,,,,,,,,,,,,,,,,,,,
"307108020605","1a7113db20214db7abccd7c463c86c4c",103,2,,,,,,,,,,,,,,,,,,,
"307108020605","1a7113db20214db7abccd7c463c86c4c",102,2,,,,,,,,,,,,,,,,,,,
"307108020605","1a7113db20214db7abccd7c463c86c4c",104,1,1,1,2,1,2,,,,2,,,1,,,2,2,,2,
"226105051005","1abf78b9247749bf82b6875f5fa2caac",102,2,,,,,,,,,,,,,,,,,,,
"226105051005","1abf78b9247749bf82b6875f5fa2caac",105,2,,,,,,,,,,,,,,,,,,,
"226105051005","1abf78b9247749bf82b6875f5fa2caac",104,2,,,,,,,,,,,,,,,,,,,
"226105051005","1abf78b9247749bf82b6875f5fa2caac",101,2,,,,,,,,,,,,,,,,,,,
"226105051005","1abf78b9247749bf82b6875f5fa2caac",103,2,,,,,,,,,,,,,,,,,,,
"415115040706","1b8cc2c217144817bece19f488026244",101,2,,,,,,,,,,,,,,,,,,,
"415115040706","1b8cc2c217144817bece19f488026244",102,2,,,,,,,,,,,,,,,,,,,
"415115040706","1b8cc2c217144817bece19f488026244",104,2,,,,,,,,,,,,,,,,,,,
"415115040706","1b8cc2c217144817bece19f488026244",105,2,,,,,,,,,,,,,,,,,,,
"415115040706","1b8cc2c217144817bece19f488026244",103,2,,,,,,,,,,,,,,,,,,,
"310102021618","1d1c39bd455d40e7adb33093f06cefb2",104,2,,,,,,,,,,,,,,,,,,,
"310102021618","1d1c39bd455d40e7adb33093f06cefb2",101,2,,,,,,,,,,,,,,,,,,,
"310102021618","1d1c39bd455d40e7adb33093f06cefb2",102,2,,,,,,,,,,,,,,,,,,,
"310102021618","1d1c39bd455d40e7adb33093f06cefb2",105,2,,,,,,,,,,,,,,,,,,,
"310102021618","1d1c39bd455d40e7adb33093f06cefb2",103,2,,,,,,,,,,,,,,,,,,,
"208202080102","1eb5ffb1eeb14468bc6eb36b5bb54ef5",103,2,,,,,,,,,,,,,,,,,,,
"208202080102","1eb5ffb1eeb14468bc6eb36b5bb54ef5",101,2,,,,,,,,,,,,,,,,,,,
"208202080102","1eb5ffb1eeb14468bc6eb36b5bb54ef5",105,2,,,,,,,,,,,,,,,,,,,
"208202080102","1eb5ffb1eeb14468bc6eb36b5bb54ef5",102,2,,,,,,,,,,,,,,,,,,,
"208202080102","1eb5ffb1eeb14468bc6eb36b5bb54ef5",104,2,,,,,,,,,,,,,,,,,,,
"323104030201","1f82d12a97c547288165584527f40a15",105,2,,,,,,,,,,,,,,,,,,,
"323104030201","1f82d12a97c547288165584527f40a15",102,2,,,,,,,,,,,,,,,,,,,
"323104030201","1f82d12a97c547288165584527f40a15",101,2,,,,,,,,,,,,,,,,,,,
"323104030201","1f82d12a97c547288165584527f40a15",104,2,,,,,,,,,,,,,,,,,,,
"323104030201","1f82d12a97c547288165584527f40a15",103,2,,,,,,,,,,,,,,,,,,,
"303201020510","1f9751e8115d473c98fdd74d60bf3cfe",104,2,,,,,,,,,,,,,,,,,,,
"303201020510","1f9751e8115d473c98fdd74d60bf3cfe",105,2,,,,,,,,,,,,,,,,,,,
"303201020510","1f9751e8115d473c98fdd74d60bf3cfe",101,2,,,,,,,,,,,,,,,,,,,
"303201020510","1f9751e8115d473c98fdd74d60bf3cfe",102,2,,,,,,,,,,,,,,,,,,,
"303201020510","1f9751e8115d473c98fdd74d60bf3cfe",103,2,,,,,,,,,,,,,,,,,,,
"411403030809","20b3dc70a2ef47ffab2bc7cf0cfde6b0",104,2,,,,,,,,,,,,,,,,,,,
"411403030809","20b3dc70a2ef47ffab2bc7cf0cfde6b0",105,2,,,,,,,,,,,,,,,,,,,
"411403030809","20b3dc70a2ef47ffab2bc7cf0cfde6b0",101,2,,,,,,,,,,,,,,,,,,,
"411403030809","20b3dc70a2ef47ffab2bc7cf0cfde6b0",103,2,,,,,,,,,,,,,,,,,,,
"411403030809","20b3dc70a2ef47ffab2bc7cf0cfde6b0",102,2,,,,,,,,,,,,,,,,,,,
"107305070203","22079ff2853f489cae51dabb6c99470d",101,2,,,,,,,,,,,,,,,,,,,
"107305070203","22079ff2853f489cae51dabb6c99470d",102,2,,,,,,,,,,,,,,,,,,,
"107305070203","22079ff2853f489cae51dabb6c99470d",105,2,,,,,,,,,,,,,,,,,,,
"107305070203","22079ff2853f489cae51dabb6c99470d",103,2,,,,,,,,,,,,,,,,,,,
"107305070203","22079ff2853f489cae51dabb6c99470d",104,2,,,,,,,,,,,,,,,,,,,
"403201020515","22305ac5a3e1460c98eca90206d5b6bc",103,2,,,,,,,,,,,,,,,,,,,
"403201020515","22305ac5a3e1460c98eca90206d5b6bc",101,2,,,,,,,,,,,,,,,,,,,
"403201020515","22305ac5a3e1460c98eca90206d5b6bc",102,2,,,,,,,,,,,,,,,,,,,
"403201020515","22305ac5a3e1460c98eca90206d5b6bc",104,2,,,,,,,,,,,,,,,,,,,
"403201020515","22305ac5a3e1460c98eca90206d5b6bc",105,2,,,,,,,,,,,,,,,,,,,
"102105010613","2298e1b9396042d282a34faa2bbeac2d",105,2,,,,,,,,,,,,,,,,,,,
"102105010613","2298e1b9396042d282a34faa2bbeac2d",101,2,,,,,,,,,,,,,,,,,,,
"102105010613","2298e1b9396042d282a34faa2bbeac2d",103,2,,,,,,,,,,,,,,,,,,,
"102105010613","2298e1b9396042d282a34faa2bbeac2d",102,2,,,,,,,,,,,,,,,,,,,
"102105010613","2298e1b9396042d282a34faa2bbeac2d",104,2,,,,,,,,,,,,,,,,,,,
"215115020203","23f6bb268b504e58856725154c372561",104,2,,,,,,,,,,,,,,,,,,,
"215115020203","23f6bb268b504e58856725154c372561",105,2,,,,,,,,,,,,,,,,,,,
"215115020203","23f6bb268b504e58856725154c372561",103,2,,,,,,,,,,,,,,,,,,,
"215115020203","23f6bb268b504e58856725154c372561",101,2,,,,,,,,,,,,,,,,,,,
"215115020203","23f6bb268b504e58856725154c372561",102,2,,,,,,,,,,,,,,,,,,,
"230105040506","24dff56428de471c8f2d55dc2ad1600a",104,2,,,,,,,,,,,,,,,,,,,
"230105040506","24dff56428de471c8f2d55dc2ad1600a",103,2,,,,,,,,,,,,,,,,,,,
"230105040506","24dff56428de471c8f2d55dc2ad1600a",105,2,,,,,,,,,,,,,,,,,,,
"230105040506","24dff56428de471c8f2d55dc2ad1600a",101,2,,,,,,,,,,,,,,,,,,,
"230105040506","24dff56428de471c8f2d55dc2ad1600a",102,2,,,,,,,,,,,,,,,,,,,
"102101080210","2687e3cb2fe0474abeda57d9a8c8ad32",105,2,,,,,,,,,,,,,,,,,,,
"102101080210","2687e3cb2fe0474abeda57d9a8c8ad32",103,2,,,,,,,,,,,,,,,,,,,
"102101080210","2687e3cb2fe0474abeda57d9a8c8ad32",104,2,,,,,,,,,,,,,,,,,,,
"102101080210","2687e3cb2fe0474abeda57d9a8c8ad32",102,2,,,,,,,,,,,,,,,,,,,
"102101080210","2687e3cb2fe0474abeda57d9a8c8ad32",101,2,,,,,,,,,,,,,,,,,,,
"216202030604","26be7462ce5e43d3b0b9cfdda3680cda",104,2,,,,,,,,,,,,,,,,,,,
"216202030604","26be7462ce5e43d3b0b9cfdda3680cda",102,2,,,,,,,,,,,,,,,,,,,
"216202030604","26be7462ce5e43d3b0b9cfdda3680cda",103,2,,,,,,,,,,,,,,,,,,,
"216202030604","26be7462ce5e43d3b0b9cfdda3680cda",105,2,,,,,,,,,,,,,,,,,,,
"216202030604","26be7462ce5e43d3b0b9cfdda3680cda",101,2,,,,,,,,,,,,,,,,,,,
"404102030405","26eef9075b7349a0b4525e9ba09468a2",101,2,,,,,,,,,,,,,,,,,,,
"404102030405","26eef9075b7349a0b4525e9ba09468a2",102,2,,,,,,,,,,,,,,,,,,,
"404102030405","26eef9075b7349a0b4525e9ba09468a2",103,2,,,,,,,,,,,,,,,,,,,
"404102030405","26eef9075b7349a0b4525e9ba09468a2",104,2,,,,,,,,,,,,,,,,,,,
"404102030405","26eef9075b7349a0b4525e9ba09468a2",105,2,,,,,,,,,,,,,,,,,,,
"409101040104","26f0c6653b8b4c1bad87410d14d90552",102,2,,,,,,,,,,,,,,,,,,,
"409101040104","26f0c6653b8b4c1bad87410d14d90552",104,2,,,,,,,,,,,,,,,,,,,
"409101040104","26f0c6653b8b4c1bad87410d14d90552",101,2,,,,,,,,,,,,,,,,,,,
"409101040104","26f0c6653b8b4c1bad87410d14d90552",105,2,,,,,,,,,,,,,,,,,,,
"409101040104","26f0c6653b8b4c1bad87410d14d90552",103,2,,,,,,,,,,,,,,,,,,,
"119104030404","293ecee7a80a482c9e10d861a7ee9c7c",101,2,,,,,,,,,,,,,,,,,,,
"119104030404","293ecee7a80a482c9e10d861a7ee9c7c",103,2,,,,,,,,,,,,,,,,,,,
"119104030404","293ecee7a80a482c9e10d861a7ee9c7c",104,2,,,,,,,,,,,,,,,,,,,
"119104030404","293ecee7a80a482c9e10d861a7ee9c7c",105,2,,,,,,,,,,,,,,,,,,,
"119104030404","293ecee7a80a482c9e10d861a7ee9c7c",102,2,,,,,,,,,,,,,,,,,,,
"422107010808","29cc9b2639524c459e1b9c4f9837262e",104,2,,,,,,,,,,,,,,,,,,,
"422107010808","29cc9b2639524c459e1b9c4f9837262e",102,2,,,,,,,,,,,,,,,,,,,
"422107010808","29cc9b2639524c459e1b9c4f9837262e",103,2,,,,,,,,,,,,,,,,,,,
"422107010808","29cc9b2639524c459e1b9c4f9837262e",105,2,,,,,,,,,,,,,,,,,,,
"422107010808","29cc9b2639524c459e1b9c4f9837262e",101,2,,,,,,,,,,,,,,,,,,,
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",104,2,,,,,,,,,,,,,,,,,,,
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",103,2,,,,,,,,,,,,,,,,,,,
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",105,2,,,,,,,,,,,,,,,,,,,
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",101,2,,,,,,,,,,,,,,,,,,,
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",102,2,,,,,,,,,,,,,,,,,,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",103,2,,,,,,,,,,,,,,,,,,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",105,2,,,,,,,,,,,,,,,,,,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",102,2,,,,,,,,,,,,,,,,,,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",104,2,,,,,,,,,,,,,,,,,,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",101,2,,,,,,,,,,,,,,,,,,,
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",105,2,,,,,,,,,,,,,,,,,,,
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",104,2,,,,,,,,,,,,,,,,,,,
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",101,2,,,,,,,,,,,,,,,,,,,
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",102,2,,,,,,,,,,,,,,,,,,,
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",103,2,,,,,,,,,,,,,,,,,,,
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",103,,,,,,,,,,,,,,,,,,,,
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",104,,,,,,,,,,,,,,,,,,,,
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",102,,,,,,,,,,,,,,,,,,,,
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",105,,,,,,,,,,,,,,,,,,,,
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",101,,,,,,,,,,,,,,,,,,,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",104,2,,,,,,,,,,,,,,,,,,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",105,2,,,,,,,,,,,,,,,,,,,
