"Final_EA_code","interview__id","Community_groups_id","s6bq01","s6bq02","s6bq03","s6bq04","s6bq05"
"107302030503","0aee3535b7234e049787609e8776fee8",304,2,,,,
"107302030503","0aee3535b7234e049787609e8776fee8",308,2,,,,
"107302030503","0aee3535b7234e049787609e8776fee8",310,2,,,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",306,1,2,2017,1,20
"117202080201","0b08b47250b441e9a1cef5e119453e39",301,2,,,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",311,2,,,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",308,2,,,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",309,2,,,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",312,2,,,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",302,1,3,2009,2,25
"117202080201","0b08b47250b441e9a1cef5e119453e39",307,2,,,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",304,2,,,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",305,2,,,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",313,2,,,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",303,2,,,,
"117202080201","0b08b47250b441e9a1cef5e119453e39",310,2,,,,
"204203010514","0c7be6801de643efa91970a69114cead",309,2,,,,
"204203010514","0c7be6801de643efa91970a69114cead",313,2,,,,
"204203010514","0c7be6801de643efa91970a69114cead",303,1,1,2009,2,2
"204203010514","0c7be6801de643efa91970a69114cead",302,2,,,,
"204203010514","0c7be6801de643efa91970a69114cead",310,2,,,,
"204203010514","0c7be6801de643efa91970a69114cead",312,2,,,,
"204203010514","0c7be6801de643efa91970a69114cead",308,2,,,,
"204203010514","0c7be6801de643efa91970a69114cead",304,1,5,2005,1,68
"204203010514","0c7be6801de643efa91970a69114cead",305,2,,,,
"204203010514","0c7be6801de643efa91970a69114cead",307,1,1,2016,3,5
"204203010514","0c7be6801de643efa91970a69114cead",311,2,,,,
"204203010514","0c7be6801de643efa91970a69114cead",301,2,,,,
"204203010514","0c7be6801de643efa91970a69114cead",306,1,3,2010,1,27
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",304,2,,,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",312,2,,,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",305,2,,,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",308,2,,,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",303,2,,,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",307,1,1,2015,9,5
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",309,2,,,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",302,1,1,2016,1,12
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",306,2,,,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",313,2,,,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",311,2,,,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",310,2,,,,
"313104010108","0d07cf9a197b4eaa9ba64ed29c9134ad",301,2,,,,
"118101041020","0d35d167e05a48cabed55225424424cf",310,2,,,,
"118101041020","0d35d167e05a48cabed55225424424cf",304,2,,,,
"118101041020","0d35d167e05a48cabed55225424424cf",306,1,3,2015,2,30
"118101041020","0d35d167e05a48cabed55225424424cf",313,2,,,,
"118101041020","0d35d167e05a48cabed55225424424cf",302,2,,,,
"118101041020","0d35d167e05a48cabed55225424424cf",307,2,,,,
"118101041020","0d35d167e05a48cabed55225424424cf",305,2,,,,
"118101041020","0d35d167e05a48cabed55225424424cf",308,2,,,,
"118101041020","0d35d167e05a48cabed55225424424cf",309,2,,,,
"118101041020","0d35d167e05a48cabed55225424424cf",312,2,,,,
"118101041020","0d35d167e05a48cabed55225424424cf",303,2,,,,
"118101041020","0d35d167e05a48cabed55225424424cf",301,2,,,,
"118101041020","0d35d167e05a48cabed55225424424cf",311,2,,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",304,2,,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",308,2,,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",311,2,,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",307,2,,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",301,2,,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",309,2,,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",306,2,,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",305,2,,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",302,2,,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",303,2,,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",312,2,,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",313,2,,,,
"102104081332","0e0a6e4e61be4e86827a616c7e49c88b",310,2,,,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",312,,,,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",309,,,,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",313,,,,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",301,,,,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",307,,,,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",304,,,,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",308,,,,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",305,,,,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",306,,,,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",310,,,,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",303,,,,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",302,,,,,
"117301041130","0f26d7f7b06f4b93855c5a0a44a4a6d0",311,,,,,
"113105050532","103ae2d40d654ba6ae6314c148087521",313,2,,,,
"113105050532","103ae2d40d654ba6ae6314c148087521",304,1,10,2016,1,10
"113105050532","103ae2d40d654ba6ae6314c148087521",301,2,,,,
"113105050532","103ae2d40d654ba6ae6314c148087521",312,2,,,,
"113105050532","103ae2d40d654ba6ae6314c148087521",303,2,,,,
"113105050532","103ae2d40d654ba6ae6314c148087521",307,1,1,2011,2,25
"113105050532","103ae2d40d654ba6ae6314c148087521",306,1,1,2017,2,30
"113105050532","103ae2d40d654ba6ae6314c148087521",311,1,1,2015,2,3
"113105050532","103ae2d40d654ba6ae6314c148087521",309,1,1,2014,2,15
"113105050532","103ae2d40d654ba6ae6314c148087521",305,2,,,,
"113105050532","103ae2d40d654ba6ae6314c148087521",308,1,1,1995,2,20
"113105050532","103ae2d40d654ba6ae6314c148087521",310,1,1,2016,2,0
"113105050532","103ae2d40d654ba6ae6314c148087521",302,2,,,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",301,2,,,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",313,2,,,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",306,2,,,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",302,2,,,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",310,2,,,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",307,2,,,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",305,2,,,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",309,1,1,2011,2,0
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",308,2,,,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",303,2,,,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",311,2,,,,
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",312,1,1,2010,2,2
"317101010205","104d7f9eb5cc42939d5b89074e036cb9",304,1,3,2016,5,17
"232101040606","1058921f8e3e4719beb3f8c64572daf1",305,2,,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",311,2,,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",312,1,6,2017,1,25
"232101040606","1058921f8e3e4719beb3f8c64572daf1",302,2,,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",301,2,,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",310,2,,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",308,2,,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",313,2,,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",304,2,,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",306,2,,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",303,2,,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",307,2,,,,
"232101040606","1058921f8e3e4719beb3f8c64572daf1",309,2,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",308,2,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",312,2,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",303,2,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",311,2,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",307,2,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",302,2,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",305,2,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",313,2,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",304,2,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",309,2,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",306,2,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",310,2,,,,
"311105051111","10e47f214cb7482aa3d9da38fbb07f61",301,2,,,,
"308102060619","1124288a21f7429c8e9307a11291b298",307,2,,,,
"308102060619","1124288a21f7429c8e9307a11291b298",309,2,,,,
"308102060619","1124288a21f7429c8e9307a11291b298",313,2,,,,
"308102060619","1124288a21f7429c8e9307a11291b298",312,2,,,,
"308102060619","1124288a21f7429c8e9307a11291b298",308,2,,,,
"308102060619","1124288a21f7429c8e9307a11291b298",303,2,,,,
"308102060619","1124288a21f7429c8e9307a11291b298",305,2,,,,
"308102060619","1124288a21f7429c8e9307a11291b298",304,1,1,2013,2,0
"308102060619","1124288a21f7429c8e9307a11291b298",302,1,2,2010,1,18
"308102060619","1124288a21f7429c8e9307a11291b298",310,2,,,,
"308102060619","1124288a21f7429c8e9307a11291b298",311,2,,,,
"308102060619","1124288a21f7429c8e9307a11291b298",306,1,2,2010,1,18
"308102060619","1124288a21f7429c8e9307a11291b298",301,2,,,,
"327106020513","11324295e37b4bd8b91976e0d5e61df7",310,1,1,2011,2,15
"327106020513","11324295e37b4bd8b91976e0d5e61df7",305,2,,,,
"327106020513","11324295e37b4bd8b91976e0d5e61df7",301,2,,,,
"327106020513","11324295e37b4bd8b91976e0d5e61df7",307,1,1,2014,1,10
"327106020513","11324295e37b4bd8b91976e0d5e61df7",302,2,,,,
"327106020513","11324295e37b4bd8b91976e0d5e61df7",312,2,,,,
"327106020513","11324295e37b4bd8b91976e0d5e61df7",309,1,4,2015,3,15
"327106020513","11324295e37b4bd8b91976e0d5e61df7",303,2,,,,
"327106020513","11324295e37b4bd8b91976e0d5e61df7",306,1,20,2016,2,26
"327106020513","11324295e37b4bd8b91976e0d5e61df7",313,2,,,,
"327106020513","11324295e37b4bd8b91976e0d5e61df7",308,1,2,2014,2,25
"327106020513","11324295e37b4bd8b91976e0d5e61df7",304,2,,,,
"327106020513","11324295e37b4bd8b91976e0d5e61df7",311,1,1,2010,1,50
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",303,,,,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",307,,,,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",304,,,,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",305,,,,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",306,,,,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",310,,,,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",308,,,,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",302,,,,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",313,,,,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",312,,,,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",309,,,,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",311,,,,,
"102104020103","120745e30ae2426f86bb7f0dc22bbf48",301,,,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",310,2,,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",305,2,,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",301,2,,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",313,2,,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",307,2,,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",312,2,,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",311,2,,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",308,2,,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",304,2,,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",306,1,3,2016,2,60
"219103170202","14b0a6db23fb42a683d40499e0651e1a",302,2,,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",309,2,,,,
"219103170202","14b0a6db23fb42a683d40499e0651e1a",303,1,1,2017,2,5
"115202070303","14c013df40e448d49e47f95ceab9d37e",308,2,,,,
"115202070303","14c013df40e448d49e47f95ceab9d37e",312,2,,,,
"115202070303","14c013df40e448d49e47f95ceab9d37e",309,2,,,,
"115202070303","14c013df40e448d49e47f95ceab9d37e",302,2,,,,
"115202070303","14c013df40e448d49e47f95ceab9d37e",305,2,,,,
"115202070303","14c013df40e448d49e47f95ceab9d37e",306,1,2,2011,1,40
"115202070303","14c013df40e448d49e47f95ceab9d37e",307,2,,,,
"115202070303","14c013df40e448d49e47f95ceab9d37e",304,2,,,,
"115202070303","14c013df40e448d49e47f95ceab9d37e",313,2,,,,
"115202070303","14c013df40e448d49e47f95ceab9d37e",311,2,,,,
"115202070303","14c013df40e448d49e47f95ceab9d37e",303,2,,,,
"115202070303","14c013df40e448d49e47f95ceab9d37e",310,2,,,,
"115202070303","14c013df40e448d49e47f95ceab9d37e",301,2,,,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",312,1,4,2010,1,80
"303404030404","1559b44962074f1fa1de10a1c4794e7f",306,2,,,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",309,2,,,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",304,2,,,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",305,2,,,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",308,2,,,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",301,2,,,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",313,2,,,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",307,1,3,2015,9,10
"303404030404","1559b44962074f1fa1de10a1c4794e7f",303,2,,,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",302,1,1,2018,1,15
"303404030404","1559b44962074f1fa1de10a1c4794e7f",311,2,,,,
"303404030404","1559b44962074f1fa1de10a1c4794e7f",310,2,,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",302,2,,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",303,2,,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",301,2,,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",309,2,,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",304,2,,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",307,2,,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",306,1,3,2008,2,20
"113105040201","15d825f70832453c8d77d9b0db1b716f",308,2,,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",311,2,,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",310,2,,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",313,2,,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",312,2,,,,
"113105040201","15d825f70832453c8d77d9b0db1b716f",305,2,,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",305,2,,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",313,2,,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",306,1,2,2016,2,15
"223128010204","15daaf897d21429892bdbf6e9764ae66",302,2,,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",304,2,,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",307,2,,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",310,2,,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",301,2,,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",311,2,,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",312,2,,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",308,2,,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",303,2,,,,
"223128010204","15daaf897d21429892bdbf6e9764ae66",309,2,,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",313,2,,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",312,2,,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",307,2,,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",304,1,1,2018,2,24
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",305,2,,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",309,2,,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",311,2,,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",301,2,,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",303,2,,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",302,2,,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",308,2,,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",306,2,,,,
"322108020610","165176d72b6e412cad2ebc29b0a29ee2",310,2,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",307,2,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",311,2,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",306,2,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",309,2,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",310,2,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",303,2,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",312,2,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",305,2,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",313,2,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",301,2,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",304,2,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",302,2,,,,
"102104020313","179be7cbf9884e01833685dd902c2f22",308,2,,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",306,1,10,2007,1,20
"113604010110","17ad285d62d7499fa34b4a79740f73fd",308,2,,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",311,2,,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",301,2,,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",305,2,,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",303,2,,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",310,2,,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",307,1,3,2015,2,15
"113604010110","17ad285d62d7499fa34b4a79740f73fd",302,2,,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",309,2,,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",304,2,,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",313,2,,,,
"113604010110","17ad285d62d7499fa34b4a79740f73fd",312,2,,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",306,1,5,2014,1,25
"221109050505","18cad48cbad4438ab7b9524abfdc566e",308,2,,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",307,1,1,2019,2,15
"221109050505","18cad48cbad4438ab7b9524abfdc566e",310,2,,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",309,2,,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",313,2,,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",305,2,,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",302,2,,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",311,2,,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",303,2,,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",304,2,,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",312,2,,,,
"221109050505","18cad48cbad4438ab7b9524abfdc566e",301,2,,,,
"123110030105","19e17412e1bb4367904771f4b7d723b1",309,2,,,,
"123110030105","19e17412e1bb4367904771f4b7d723b1",308,2,,,,
"123110030105","19e17412e1bb4367904771f4b7d723b1",313,2,,,,
"123110030105","19e17412e1bb4367904771f4b7d723b1",302,2,,,,
"123110030105","19e17412e1bb4367904771f4b7d723b1",311,2,,,,
"123110030105","19e17412e1bb4367904771f4b7d723b1",304,2,,,,
