"Final_EA_code","interview__id","s6q01","s6q02_1","s6q02_2","s6q02_3","s6q02_4","s6q02_5","s6q02_6","s6q02_7"
"226104040305","92722375ee7a4828bfbc6565b7a5e522",200,80,0,0,1,1,17,1
"311102010107","93268921598f4e95a6cbaa15387322f4",230,60,0,0,0,0,40,0
"303202060606","942d21651db14547a1a55d163147f3be",204,60,0,0,0,0,38,2
"422102010506","94a28a335ad8409da18694d554dc6a82",160,50,0,0,0,0,50,0
"224105051111","94ae3c15a2df427092546208e7da8501",140,70,0,0,0,5,20,5
"210306040102","94d6a92de2aa41848c815b4f7ca810d6",136,85,0,0,0,0,15,0
"410303060103","94e8fb8cab7846d5a723aa902f6d1e1e",152,50,0,10,15,10,10,5
"124104040103","977cf8b59c214cd6806539e994d0a6d9",550,10,0,0,0,0,80,10
"405211011114","9836e079cdd949e5afc70c7dcb3980c3",268,40,0,0,0,0,50,10
"318103020406","987cf3a3f3f04a53b6295c44afed7cec",523,25,0,0,50,0,25,0
"312105020216","989fa310b63545678cb56e3f009ee547",72,50,0,0,0,0,45,5
"124103021620","98c92ebc81274b48a478e3f3bdecc8d9",180,60,0,5,15,0,20,0
"417202010210","98ff8b8f68354855b3a47628eb2e3b13",151,60,0,0,0,0,30,10
"113301050411","991ea35afb8c4a5a91bded275d3a43cb",680,0,0,0,0,0,90,10
"232203040502","9ae38f33171f4fb89797a28ed8c32b32",300,40,0,0,0,0,60,0
"102105040650","9b29a92d675346708b3ed22f07d63387",1200,5,0,0,0,0,75,20
"111102010811","9c42c15316c04419af74c9404cb4c0f5",200,20,0,0,50,5,25,0
"214101040303","9c877a6abcc44e259474046f89edb89f",573,50,0,0,0,0,40,10
"102104190357","9ecbe56df9f249d3be5a6ba4df28dccc",350,0,0,0,0,0,99,1
"327103030510","9ef24898f0e04e6f9f4c6561cca96f24",186,50,0,0,30,0,20,0
"214113010305","a03a17e845b8444b8e147d5e95b315f0",,,,,,,,
"304301040405","a0525377534b48f0bb0d4c99d963fda6",245,60,0,0,0,15,15,10
"204301020206","a221543631f54480bde0e51df15c6361",557,10,5,0,0,0,80,5
"307108030908","a29bda3a56964baba85e14f3c2abf988",84,60,0,0,0,10,30,0
"321106010504","a3908ba3b92f4fef9ad80450371afeb4",279,60,0,0,0,5,25,10
"102104163014","a4729f20438e49378506cba98596f46c",,,,,,,,
"418202010203","a5e08a9b241643949baeb09fac3ee420",200,40,0,15,25,0,15,5
"108301050512","a93651e6ad8d4de2af53d25e4a9fc082",440,45,15,0,0,10,20,10
"322111041206","a9b092b3952f4ec082794dec24de21a1",37,70,0,0,0,0,30,0
"310202030204","aeefbdde40724ba291ecf85534647db2",118,70,0,0,0,2,25,3
"111202040320","b00970f7c1fd483599d25b5d7a2c0399",180,50,0,5,5,10,30,0
"319203030409","b0b5ef4a81ee42299b12a7926ba93f4f",412,2,0,2,0,1,90,5
"101204020501","b0cd107e76604c5c8367347965a11428",200,10,0,10,0,0,80,0
"117302060527","b105a36a56b84f6ba66b7d1e2ffc388b",250,35,25,0,0,10,30,0
"303402040806","b136b27d91194229a3d2dcf9252a325e",74,75,0,0,0,0,20,5
"310306030909","b137ae14a69249ff994a536b0461599c",146,75,0,0,0,0,20,5
"410201010654","b2e36352f5d9409abcd9ff6850c9a17f",630,0,0,0,0,0,65,35
"120106010101","b330812745fa4e77a5f536a967849f73",865,0,0,0,20,0,65,15
"309103050101","b341d8d46699459d85270dbbf9234423",192,60,0,0,10,5,20,5
"324104010503","b4251f797f5f4785bc4d7bf83cf21cad",71,20,0,0,50,0,30,0
"218103021305","b562c88957c5417886afa6977f5b2965",34,85,0,0,0,0,15,0
"113301010130","b59699570a7a45afbefd3140dd85b87e",400,0,0,0,0,0,100,0
"302204050508","b60db776f7044c0993c08a34296e7410",120,65,0,0,0,5,30,0
"424105020201","b6beade8c2fb4ba7b72316080719a6ae",86,40,0,0,0,0,60,0
"314101030304","b6c120c8e36f4d488a1d22da070a6a01",57,50,0,0,0,0,50,0
"321105050214","b71b6b7c544e41fb929294eed370b7cf",76,75,0,0,0,5,20,0
"110306010205","b92db033a86e4abbae72c6347c5b82c8",900,0,0,0,0,0,100,0
"406201020310","bad2132fae8a42459b20c2aede01de05",475,60,0,0,0,0,40,0
"408102011215","bb6db2bb7e894ee6b96c81013a338db0",125,60,0,20,5,0,15,0
"209201010506","bb91dac00ca941ac91a0e1569d4a6dc8",160,0,0,0,0,0,99,1
"117301041137","bbb3f63e02a24e3db0e1e1e424e4a991",4000,0,0,0,0,0,100,0
"402210030714","bbd5aebfc1a54cf6826cbe7b44ec361d",230,30,0,0,5,0,35,30
"420107040304","bcc6e03bb2a543348878ca4889658ee5",120,30,50,0,0,0,20,0
"318112010303","bcf4623a365e43579a50ae7608a20bb4",180,60,0,0,0,0,20,20
"221109020302","bfade52afbbe499582123960bdf484ad",280,35,0,0,0,0,64,1
"325103060113","bfc868c5c5914281b9d9bd1182bec578",137,60,0,0,0,5,35,0
"307108030304","c015bae305344f96818cc01ab60541c4",,,,,,,,
"310306040802","c14a86da4ace4064b4410807ad90f8cc",144,80,0,0,0,0,18,2
"210306040101","c1a22955cf934b9386559182a0c46c8d",136,85,0,0,0,0,15,0
"432205040203","c208d41946924e27803193316fe645f0",271,60,0,0,0,0,40,0
"124108021108","c2a083238ac94fc8a0b48e3330a8a611",150,45,0,5,0,5,45,0
"107402030203","c33561448066434395fe6c8445631c87",800,0,0,0,0,0,70,30
"321103040514","c40d2554992447aaab0c9ed075204836",99,60,0,0,0,15,25,0
"311103020202","c5a985e708a74594a6c4522354013a9a",301,50,0,0,0,0,50,0
"225114032604","c7bcab112852484b816748e5dc6c1d12",13,90,0,0,0,0,10,0
"426202040101","c997c4379310457193d2e4fec060d957",98,55,0,10,15,0,20,0
"304102010107","c9f3e3b01148416390d788c451e83853",426,60,0,0,0,5,30,5
"402208050714","ca4736d2f7a74a899d7997d614ac6c76",135,60,0,5,20,0,15,0
"212202010105","caa6f80f888744d0aaaf2e19676dcd23",260,20,0,0,0,0,75,5
"228102030405","cbe3a418c67c4370af13683f11d44636",78,70,0,0,0,0,30,0
"408113040517","cc8047dc8a484aaa9836d72178b1780c",166,75,0,10,0,0,15,0
"325107010301","cd1474d77fac421a97691e211fcbba4c",80,70,0,0,0,5,25,0
"408112020621","ce05dd69d60e43e28966bf07a745ce3d",233,40,0,5,15,15,25,0
"427202040214","ce31748c847d40a9ad2150a36c2438dc",222,50,0,0,0,0,50,0
"103105050501","cedfce2c57e641d18f8cb9d9c783e6a3",160,70,0,0,0,10,20,0
"102105150507","d091d72bf34743fa8b42d63d78c6c4d2",1500,0,0,0,0,0,80,20
"310306041001","d4b645c8dabe4a14801fbe211d9dac91",,,,,,,,
"110204010703","d4e9ef0dc2b74bf38dcb92726ad41f5d",210,60,0,0,10,10,20,0
"307108030708","d56d66a6c7584c298f2d3d3fa7389f35",,,,,,,,
"122102060404","d63a27ac1a6d4af89a64a7cbcd3d4291",250,60,0,0,0,5,30,5
"212104030611","d63ba4eb8a1c4a0e9cca5826e2affa7e",150,70,0,0,0,0,28,2
"102102050406","d6aa486f005240b6b7cb24f89a40734e",247,0,0,0,0,0,90,10
"323108030411","d7b1236aabb94f6bb30da9c00b33bf61",165,50,0,0,0,15,25,10
"303504020504","d7df893335d04af7acb5f703066383af",150,75,0,0,0,0,23,2
"403105050205","d84f5f9e3a694d3ea5d8c6bc57726b98",262,20,0,0,0,0,80,0
"102103060631","d8e480e0083545f38d88e7ca1753924c",120,0,0,0,0,0,100,0
"406303070608","d983e831143f41a08ffd423010b5dfa6",233,20,0,0,0,10,40,30
"325101020514","da5e5ab5a00e480683eae461cba99b13",76,70,0,0,0,5,20,5
"223126011515","da7a73e6a46542769c99839dcac87f10",300,75,0,0,0,0,20,5
"102103080303","db979bdcd2e148f98742974d2a4f9371",500,0,0,0,0,0,60,40
"122106021812","dc1776a9a0e14f4582ec0425908ceea5",350,50,0,10,0,10,30,0
"113111020505","dda5335ce205431184ce477ddbedbef7",750,0,0,0,0,10,70,20
"106101010605","df04ee2c0e3a4107a7da27f23f41944b",170,40,0,10,10,0,20,20
"208102140202","dfbc222d6117426abcbd121d0593bce5",440,50,0,0,10,0,40,0
"115303040507","e106494d0ae84f20a841ab351720b8aa",1200,10,0,0,0,0,80,10
"117106050206","e23a30e088d1453a8394085bff6af8dd",250,45,0,5,5,10,35,0
"417107030404","e24222c61b9f4563830fe94cd944785c",150,50,0,0,0,0,50,0
"406108040102","e282714b05cb42bf8b20fc75e0473960",250,50,0,0,0,0,50,0
"107403060301","e3166e34b04d473eb589f6a033ae53d2",800,45,2,10,0,13,30,0
"104102040606","e4d52a1c0a1148dc830cee53ef0df523",450,30,10,25,5,0,25,5
"404403030304","e4ddc650064a4c0f89867f59f249801e",111,45,0,15,0,10,20,10
"411203020101","e614b8ae67d44c8cbc5bf5aeccecc8f8",180,0,0,0,0,0,45,55
"201210090210","e61b5559a1b4404bb4a22e8c657b33f1",,,,,,,,
"309204060609","e6d0819875ec42e4b949ea30d57fb7e3",105,65,0,0,5,0,28,2
"204101030213","e77d4f6292d24755b7b3c46d7261d6b2",,,,,,,,
"330110010403","e86a2ea031ca4f9cb0b66693561736c8",120,75,0,0,0,2,20,3
"124107010620","e8b86f9566254e76af1d7fe3ff8524a9",92,80,0,0,0,0,20,0
"320102020601","e90883e236674997bdbad9acc116625f",,,,,,,,
"420108030901","e9acfec9f50e43a884c4db8e14f80beb",115,50,0,0,0,0,45,5
"102105030701","e9e027640d2a4506aec7a34b6c679073",1950,0,0,0,0,30,50,20
"319105080306","e9ee6e0d15b54db2b26857f7ed93a52b",65,60,0,1,0,5,30,4
"313102050501","eb8f3695097d4ec5a6d7c65858451483",473,60,0,0,0,5,30,5
"303204050605","ebb0b322a786451d9ec7603dc6731c31",240,2,0,0,0,1,92,5
"102104010236","ed628650c92d4517a20209c12a4e6606",500,0,0,0,0,20,50,30
"405301040904","ee245be814ce483aa8b66c3b2b0b6216",103,10,0,0,0,0,90,0
"223135040509","ef0a2c1050d9446fa88afe6aaecd83fb",180,75,0,0,0,0,24,1
"108106030909","f11ff6935d374a37bd9267163c43ea0e",260,60,0,0,0,3,32,5
"428111030515","f2753e0a1ee1407cbf044f9bf4084302",220,50,0,0,0,0,50,0
"219103120104","f310f9362b1e4295837d273e1b467904",750,50,0,0,0,0,50,0
"223121010401","f4f37a3e35c44dc4924cadb9b8f38a0c",270,70,0,0,0,0,29,1
"214114030515","f7c8666f68b24340884eb314238f39c2",647,10,0,0,0,0,70,20
"415106081213","fa6d43e574104dbeaabc1c15d349f6b4",272,40,0,0,0,0,50,10
"418209070214","fad0449bb4f0427aa9434d98c5e8ddf5",110,60,0,5,10,0,15,10
"415110040403","fbdb75a9b0ab4f63b55032a65a48dc0f",180,40,0,0,0,0,60,0
"417102010602","fc8c4458e87f4d78814c817cd3bb82f9",180,50,0,5,30,0,15,0
"314103040301","fd96d6f934ab45739d166b07618b3031",156,50,10,0,0,0,40,0
"207104010604","fe36e5eff69c4cb2959c1c44ea20f418",146,60,0,0,0,5,35,0
"208107130101","ff38ebd77e0b421a8e2cc2c790ae9232",374,50,0,0,10,5,35,0
"102103010916","ffc83c8361694f8081915379007bb634",395,0,0,0,0,0,97,3
