"Final_EA_code","interview__id","Class_id","s3q53","s3q54","s3q55a","s3q55b","s3q56","s3q57","s3q58","s3q59","s3q60","s3q61","s3q62","s3q63","s3q64","s3q65","s3q66"
"107305070203","22079ff2853f489cae51dabb6c99470d",4,2,2,28,29,1,4,1,,,,2,44,1,1,1
"403201020515","22305ac5a3e1460c98eca90206d5b6bc",5,,,,,,,,,,,,,,,
"403201020515","22305ac5a3e1460c98eca90206d5b6bc",2,,,,,,,,,,,,,,,
"403201020515","22305ac5a3e1460c98eca90206d5b6bc",3,,,,,,,,,,,,,,,
"403201020515","22305ac5a3e1460c98eca90206d5b6bc",4,,,,,,,,,,,,,,,
"403201020515","22305ac5a3e1460c98eca90206d5b6bc",0,,,,,,,,,,,,,,,
"403201020515","22305ac5a3e1460c98eca90206d5b6bc",6,,,,,,,,,,,,,,,
"403201020515","22305ac5a3e1460c98eca90206d5b6bc",1,,,,,,,,,,,,,,,
"102105010613","2298e1b9396042d282a34faa2bbeac2d",6,1,1,15,16,1,3,1,,,,1,30,1,1,1
"102105010613","2298e1b9396042d282a34faa2bbeac2d",0,2,2,29,27,1,3,1,,,,1,54,1,1,1
"102105010613","2298e1b9396042d282a34faa2bbeac2d",2,2,2,40,31,1,3,1,,,,1,61,1,1,1
"102105010613","2298e1b9396042d282a34faa2bbeac2d",5,1,1,21,31,1,4,1,,,,1,50,1,1,1
"102105010613","2298e1b9396042d282a34faa2bbeac2d",3,1,1,31,57,1,4,1,,,,1,75,1,1,1
"102105010613","2298e1b9396042d282a34faa2bbeac2d",1,2,1,21,22,1,3,1,,,,1,43,1,1,1
"102105010613","2298e1b9396042d282a34faa2bbeac2d",4,1,2,30,40,1,4,1,,,,1,50,1,1,1
"215115020203","23f6bb268b504e58856725154c372561",4,1,1,69,65,1,2,1,,,,1,113,2,1,1
"215115020203","23f6bb268b504e58856725154c372561",1,2,2,60,57,2,2,1,,,,1,113,1,2,1
"215115020203","23f6bb268b504e58856725154c372561",3,2,1,72,75,1,3,1,,,,1,122,2,2,1
"215115020203","23f6bb268b504e58856725154c372561",6,1,1,32,29,1,2,1,,,,1,82,1,1,1
"215115020203","23f6bb268b504e58856725154c372561",5,1,2,75,65,1,3,1,,,,1,147,2,2,1
"215115020203","23f6bb268b504e58856725154c372561",2,2,1,64,62,1,2,1,,,,1,93,1,3,1
"215115020203","23f6bb268b504e58856725154c372561",0,2,2,60,55,2,1,1,,,,1,95,1,2,1
"230105040506","24dff56428de471c8f2d55dc2ad1600a",5,,,,,,,,,,,,,,,
"230105040506","24dff56428de471c8f2d55dc2ad1600a",2,,,,,,,,,,,,,,,
"230105040506","24dff56428de471c8f2d55dc2ad1600a",4,,,,,,,,,,,,,,,
"230105040506","24dff56428de471c8f2d55dc2ad1600a",1,,,,,,,,,,,,,,,
"230105040506","24dff56428de471c8f2d55dc2ad1600a",0,,,,,,,,,,,,,,,
"230105040506","24dff56428de471c8f2d55dc2ad1600a",3,,,,,,,,,,,,,,,
"230105040506","24dff56428de471c8f2d55dc2ad1600a",6,,,,,,,,,,,,,,,
"102101080210","2687e3cb2fe0474abeda57d9a8c8ad32",5,,,,,,,,,,,,,,,
"102101080210","2687e3cb2fe0474abeda57d9a8c8ad32",3,,,,,,,,,,,,,,,
"102101080210","2687e3cb2fe0474abeda57d9a8c8ad32",1,,,,,,,,,,,,,,,
"102101080210","2687e3cb2fe0474abeda57d9a8c8ad32",0,,,,,,,,,,,,,,,
"102101080210","2687e3cb2fe0474abeda57d9a8c8ad32",2,,,,,,,,,,,,,,,
"102101080210","2687e3cb2fe0474abeda57d9a8c8ad32",4,,,,,,,,,,,,,,,
"102101080210","2687e3cb2fe0474abeda57d9a8c8ad32",6,,,,,,,,,,,,,,,
"216202030604","26be7462ce5e43d3b0b9cfdda3680cda",2,1,2,94,80,1,1,1,,,,1,22,2,1,1
"216202030604","26be7462ce5e43d3b0b9cfdda3680cda",1,2,2,50,55,1,1,1,,,,1,12,3,1,1
"216202030604","26be7462ce5e43d3b0b9cfdda3680cda",6,1,1,30,22,1,1,1,,,,1,25,1,1,1
"216202030604","26be7462ce5e43d3b0b9cfdda3680cda",4,1,2,58,40,1,1,1,,,,1,11,4,2,1
"216202030604","26be7462ce5e43d3b0b9cfdda3680cda",0,1,2,83,74,1,1,1,,,,1,19,3,1,1
"216202030604","26be7462ce5e43d3b0b9cfdda3680cda",5,1,2,26,26,1,1,1,,,,1,5,1,1,1
"216202030604","26be7462ce5e43d3b0b9cfdda3680cda",3,2,1,87,83,1,1,1,,,,1,22,3,2,1
"404102030405","26eef9075b7349a0b4525e9ba09468a2",2,2,2,16,18,2,5,1,,,,1,31,1,2,2
"404102030405","26eef9075b7349a0b4525e9ba09468a2",4,2,2,7,18,1,3,1,,,,1,25,1,1,2
"404102030405","26eef9075b7349a0b4525e9ba09468a2",6,1,2,10,9,2,3,1,,,,1,19,1,1,1
"404102030405","26eef9075b7349a0b4525e9ba09468a2",3,1,2,12,22,2,4,1,,,,1,33,1,1,2
"404102030405","26eef9075b7349a0b4525e9ba09468a2",5,1,2,12,10,1,3,1,,,,1,22,1,1,2
"404102030405","26eef9075b7349a0b4525e9ba09468a2",0,2,2,16,12,2,5,1,,,,1,28,1,1,2
"404102030405","26eef9075b7349a0b4525e9ba09468a2",1,1,1,20,7,2,5,1,,,,1,26,1,1,2
"409101040104","26f0c6653b8b4c1bad87410d14d90552",2,,,,,,,,,,,,,,,
"409101040104","26f0c6653b8b4c1bad87410d14d90552",4,,,,,,,,,,,,,,,
"409101040104","26f0c6653b8b4c1bad87410d14d90552",3,,,,,,,,,,,,,,,
"409101040104","26f0c6653b8b4c1bad87410d14d90552",0,,,,,,,,,,,,,,,
"409101040104","26f0c6653b8b4c1bad87410d14d90552",1,,,,,,,,,,,,,,,
"409101040104","26f0c6653b8b4c1bad87410d14d90552",5,,,,,,,,,,,,,,,
"409101040104","26f0c6653b8b4c1bad87410d14d90552",6,,,,,,,,,,,,,,,
"119104030404","293ecee7a80a482c9e10d861a7ee9c7c",1,2,2,15,13,1,1,,,,,,,,,
"119104030404","293ecee7a80a482c9e10d861a7ee9c7c",3,2,2,10,9,1,1,,,,,,,,,
"119104030404","293ecee7a80a482c9e10d861a7ee9c7c",4,2,1,9,6,1,3,,,,,,,,,
"119104030404","293ecee7a80a482c9e10d861a7ee9c7c",0,2,1,14,11,1,1,,,,,,,,,
"119104030404","293ecee7a80a482c9e10d861a7ee9c7c",5,1,1,10,11,1,3,,,,,,,,,
"119104030404","293ecee7a80a482c9e10d861a7ee9c7c",6,1,1,2,11,1,3,,,,,,,,,
"119104030404","293ecee7a80a482c9e10d861a7ee9c7c",2,2,1,20,14,1,1,,,,,,,,,
"422107010808","29cc9b2639524c459e1b9c4f9837262e",3,1,2,36,40,1,1,1,,,,1,52,1,2,1
"422107010808","29cc9b2639524c459e1b9c4f9837262e",2,2,1,53,40,1,1,1,,,,1,60,1,2,1
"422107010808","29cc9b2639524c459e1b9c4f9837262e",5,1,2,35,35,1,4,1,,,,1,49,1,4,1
"422107010808","29cc9b2639524c459e1b9c4f9837262e",6,1,2,11,6,1,3,1,,,,1,13,1,1,1
"422107010808","29cc9b2639524c459e1b9c4f9837262e",4,1,2,40,32,1,4,1,,,,1,53,1,2,1
"422107010808","29cc9b2639524c459e1b9c4f9837262e",0,2,2,47,49,1,1,1,,,,1,52,1,2,1
"422107010808","29cc9b2639524c459e1b9c4f9837262e",1,1,1,50,53,1,1,1,,,,1,77,1,2,1
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",1,,,,,,,,,,,,,,,
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",3,,,,,,,,,,,,,,,
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",2,,,,,,,,,,,,,,,
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",0,,,,,,,,,,,,,,,
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",5,,,,,,,,,,,,,,,
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",4,,,,,,,,,,,,,,,
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",6,,,,,,,,,,,,,,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",0,2,1,,,2,5,1,,,,1,100,1,1,1
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",6,2,1,,,1,1,1,,,,1,144,1,1,1
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",3,1,1,,,2,1,1,,,,1,154,1,1,1
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",1,2,2,,,2,4,1,,,,1,125,1,1,1
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",4,1,1,,,1,3,1,,,,1,162,1,1,1
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",2,2,1,,,2,3,1,,,,1,137,1,1,1
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",5,1,1,,,1,3,1,,,,1,116,1,1,1
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",3,2,2,,,1,1,1,,,,1,283,1,1,1
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",2,2,1,,,1,1,1,,,,1,266,1,1,1
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",5,2,1,,,1,1,1,,,,1,194,1,1,1
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",6,2,1,,,1,1,1,,,,1,150,1,1,1
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",1,2,2,,,2,1,1,,,,1,204,1,1,1
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",4,1,2,,,1,1,1,,,,1,202,1,1,1
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",0,2,2,,,2,1,1,,,,1,139,1,1,1
"107202060102","2c4950efbc4f485ca7901eed4a944579",5,1,2,8,9,1,2,,,,,,,,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",3,1,2,15,17,2,3,,,,,,,,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",1,1,1,15,14,2,1,,,,,,,,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",0,2,2,56,58,2,2,,,,,,,,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",2,1,2,10,17,2,2,,,,,,,,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",4,1,2,13,14,1,3,,,,,,,,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",6,1,2,6,8,1,3,,,,,,,,,
"205107030213","2c5000cc7fa54db897421cefd55bae85",0,2,2,101,97,1,3,1,,,,1,94,2,2,1
"205107030213","2c5000cc7fa54db897421cefd55bae85",2,1,1,78,111,1,1,1,,,,1,78,2,1,1
"205107030213","2c5000cc7fa54db897421cefd55bae85",6,1,2,33,43,1,1,1,,,,1,44,2,1,1
"205107030213","2c5000cc7fa54db897421cefd55bae85",1,1,2,68,83,1,3,1,,,,1,89,2,2,1
"205107030213","2c5000cc7fa54db897421cefd55bae85",5,1,2,61,55,1,1,1,,,,1,64,2,1,1
"205107030213","2c5000cc7fa54db897421cefd55bae85",3,1,2,75,88,1,2,1,,,,1,72,2,1,1
"205107030213","2c5000cc7fa54db897421cefd55bae85",4,1,1,64,67,1,1,1,,,,1,72,1,1,1
"330107010101","2c7dff734efc4ccb991e6cba613ab077",4,1,2,58,54,1,4,1,,,,1,72,1,1,2
"330107010101","2c7dff734efc4ccb991e6cba613ab077",1,2,2,76,96,2,4,1,,,,1,135,2,1,1
"330107010101","2c7dff734efc4ccb991e6cba613ab077",3,2,2,84,82,1,2,1,,,,1,137,1,1,1
"330107010101","2c7dff734efc4ccb991e6cba613ab077",5,1,2,84,80,1,3,1,,,,1,109,1,1,1
"330107010101","2c7dff734efc4ccb991e6cba613ab077",2,2,2,101,110,2,2,1,,,,1,160,2,1,1
"330107010101","2c7dff734efc4ccb991e6cba613ab077",6,1,2,38,21,1,2,1,,,,1,57,1,1,1
"330107010101","2c7dff734efc4ccb991e6cba613ab077",0,2,2,95,91,2,4,1,,,,1,138,2,1,1
"303404010207","2c8f787219df44ad88f08faf238da056",1,1,2,93,88,2,5,2,1,9,,1,52,3,4,2
"303404010207","2c8f787219df44ad88f08faf238da056",4,2,2,46,33,1,1,2,2,,9,1,19,1,1,2
"303404010207","2c8f787219df44ad88f08faf238da056",3,1,2,63,55,1,1,2,2,,13,1,39,1,1,2
"303404010207","2c8f787219df44ad88f08faf238da056",2,1,1,56,67,1,4,1,,,,1,44,1,1,2
"303404010207","2c8f787219df44ad88f08faf238da056",6,1,2,11,7,1,1,2,1,9,,2,6,1,1,2
"303404010207","2c8f787219df44ad88f08faf238da056",5,1,2,31,19,1,1,1,,,,1,18,1,1,2
"303404010207","2c8f787219df44ad88f08faf238da056",0,1,2,153,136,2,5,1,,,,2,45,4,2,2
"417103010710","2d21136097a4458a990cfe6f52865418",3,2,2,11,19,1,4,1,,,,1,30,1,1,2
"417103010710","2d21136097a4458a990cfe6f52865418",4,1,2,14,17,1,3,1,,,,1,30,1,1,1
"417103010710","2d21136097a4458a990cfe6f52865418",1,2,1,19,10,2,5,1,,,,1,25,1,1,2
"417103010710","2d21136097a4458a990cfe6f52865418",2,1,2,20,20,2,4,1,,,,1,38,1,1,2
"417103010710","2d21136097a4458a990cfe6f52865418",0,2,2,19,10,2,5,1,,,,1,27,1,2,2
"417103010710","2d21136097a4458a990cfe6f52865418",5,1,2,20,17,1,3,1,,,,1,35,1,1,1
"417103010710","2d21136097a4458a990cfe6f52865418",6,1,2,13,15,1,3,1,,,,1,28,1,1,1
"124101050211","2f0258e282264dd6be94505229e6d055",0,2,1,80,95,2,1,1,,,,1,75,1,2,1
"124101050211","2f0258e282264dd6be94505229e6d055",3,2,2,33,35,1,3,1,,,,1,29,1,2,2
"124101050211","2f0258e282264dd6be94505229e6d055",4,1,2,30,32,1,3,1,,,,1,33,1,1,2
"124101050211","2f0258e282264dd6be94505229e6d055",6,2,2,29,39,1,3,1,,,,1,31,1,1,1
"124101050211","2f0258e282264dd6be94505229e6d055",1,2,2,35,38,2,1,1,,,,1,33,1,2,1
"124101050211","2f0258e282264dd6be94505229e6d055",5,2,2,41,45,1,3,1,,,,1,44,1,1,1
"124101050211","2f0258e282264dd6be94505229e6d055",2,2,2,21,30,2,2,2,1,1,,1,20,1,2,1
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",2,1,2,54,65,1,4,1,,,,1,119,1,2,1
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",3,2,1,37,40,1,4,1,,,,1,77,1,2,2
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",1,2,1,61,38,2,4,1,,,,2,99,1,2,1
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",4,2,2,53,63,1,3,1,,,,1,116,1,3,1
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",6,2,1,37,34,1,4,1,,,,1,69,1,3,1
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",5,2,2,36,56,1,3,1,,,,2,92,1,1,2
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",0,2,2,42,16,2,3,1,,,,2,58,1,2,1
"106101090206","303f41c72565478cbb227a5e342ebc3e",4,1,1,12,30,2,2,1,,,,1,27,1,1,1
"106101090206","303f41c72565478cbb227a5e342ebc3e",2,2,2,15,25,2,1,1,,,,1,27,1,2,1
"106101090206","303f41c72565478cbb227a5e342ebc3e",1,2,1,15,10,2,1,1,,,,1,26,1,2,1
"106101090206","303f41c72565478cbb227a5e342ebc3e",6,2,1,26,24,2,3,1,,,,1,40,1,1,1
"106101090206","303f41c72565478cbb227a5e342ebc3e",0,2,1,36,50,2,1,1,,,,1,45,1,2,1
"106101090206","303f41c72565478cbb227a5e342ebc3e",5,1,2,9,26,2,3,1,,,,1,23,1,1,2
"106101090206","303f41c72565478cbb227a5e342ebc3e",3,2,1,15,13,2,1,1,,,,1,22,1,1,2
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",6,1,1,32,21,1,4,1,,,,1,47,1,1,1
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",2,2,1,70,68,1,3,1,,,,1,103,1,1,2
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",5,1,2,65,61,1,4,1,,,,1,115,1,1,1
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",1,2,2,142,125,2,3,1,,,,1,250,2,1,1
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",0,2,2,152,128,2,2,1,,,,1,248,3,2,2
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",3,1,2,64,62,1,4,1,,,,1,99,1,1,1
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",4,2,2,72,74,1,4,1,,,,1,125,1,1,1
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",2,2,2,46,46,1,2,1,,,,1,87,1,2,1
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",3,1,1,64,54,1,2,1,,,,1,103,1,2,1
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",0,2,2,47,37,1,4,1,,,,1,73,1,2,1
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",6,1,1,40,52,1,2,1,,,,1,92,1,1,1
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",4,2,1,40,52,1,2,1,,,,1,96,1,2,1
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",1,2,1,49,36,1,4,1,,,,1,79,1,2,1
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",5,2,1,54,60,1,2,1,,,,1,74,1,2,1
"318116050101","312a435313e24061969eab79d4d65731",1,2,2,109,43,2,1,1,,,,1,115,5,1,2
"318116050101","312a435313e24061969eab79d4d65731",2,2,2,67,41,2,1,1,,,,1,39,5,1,2
"318116050101","312a435313e24061969eab79d4d65731",5,1,2,26,19,1,2,1,,,,1,13,1,1,1
"318116050101","312a435313e24061969eab79d4d65731",3,1,2,57,55,2,1,1,,,,1,30,4,1,1
"318116050101","312a435313e24061969eab79d4d65731",0,1,2,195,156,2,1,1,,,,1,268,5,1,2
"318116050101","312a435313e24061969eab79d4d65731",6,1,2,26,18,1,2,1,,,,1,23,1,1,1
"318116050101","312a435313e24061969eab79d4d65731",4,1,2,46,34,2,1,1,,,,1,29,4,1,1
"110207040309","31a3f66b54524494a74c267e31e91d05",6,1,1,24,30,1,2,1,,,,1,54,1,1,1
"110207040309","31a3f66b54524494a74c267e31e91d05",2,1,2,54,42,2,1,1,,,,1,91,1,1,1
"110207040309","31a3f66b54524494a74c267e31e91d05",4,1,2,41,47,1,2,1,,,,1,78,2,1,1
"110207040309","31a3f66b54524494a74c267e31e91d05",3,1,2,41,46,1,1,1,,,,1,79,2,1,1
"110207040309","31a3f66b54524494a74c267e31e91d05",0,2,2,141,163,2,2,1,,,,1,342,3,2,2
"110207040309","31a3f66b54524494a74c267e31e91d05",1,1,2,47,51,2,1,1,,,,1,92,2,2,1
"110207040309","31a3f66b54524494a74c267e31e91d05",5,1,2,34,40,1,2,1,,,,1,74,1,1,1
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",3,2,2,41,44,1,,1,,,,1,55,1,,1
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",6,1,2,19,29,1,,1,,,,1,17,,,
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",4,1,2,42,45,1,,1,,,,1,56,1,,
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",5,1,2,32,31,1,,1,,,,1,28,1,,
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",0,2,2,75,80,2,,1,,,,1,108,1,,1
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",2,1,2,54,60,2,,1,,,,1,66,1,,
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",1,2,2,60,58,2,,1,,,,1,82,1,,
"115103020402","34533291de9b4e30a46add0d31cb8f27",0,,,,,,,,,,,,,,,
"115103020402","34533291de9b4e30a46add0d31cb8f27",4,,,,,,,,,,,,,,,
"115103020402","34533291de9b4e30a46add0d31cb8f27",1,,,,,,,,,,,,,,,
"115103020402","34533291de9b4e30a46add0d31cb8f27",2,,,,,,,,,,,,,,,
"115103020402","34533291de9b4e30a46add0d31cb8f27",6,,,,,,,,,,,,,,,
"115103020402","34533291de9b4e30a46add0d31cb8f27",5,,,,,,,,,,,,,,,
"115103020402","34533291de9b4e30a46add0d31cb8f27",3,,,,,,,,,,,,,,,
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",5,1,2,27,19,1,2,1,,,,1,38,1,2,1
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",0,2,2,60,44,2,2,1,,,,1,65,4,3,1
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",2,2,2,60,33,2,2,1,,,,1,63,2,3,1
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",1,2,2,43,48,2,3,1,,,,1,56,4,3,1
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",6,1,2,11,10,1,2,1,,,,1,21,1,2,1
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",3,1,1,66,57,1,4,1,,,,1,66,2,3,1
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",4,1,2,32,52,1,3,1,,,,1,71,2,3,1
"302201050803","34efbcdf896549f7b8f690de4d3ebdf7",6,1,2,48,33,1,4,1,,,,1,73,1,2,1
"302201050803","34efbcdf896549f7b8f690de4d3ebdf7",5,1,2,52,55,2,4,1,,,,1,69,1,2,1
"302201050803","34efbcdf896549f7b8f690de4d3ebdf7",0,2,2,68,79,2,4,1,,,,1,91,1,2,2
"302201050803","34efbcdf896549f7b8f690de4d3ebdf7",1,2,2,54,77,2,4,1,,,,1,95,1,2,1
"302201050803","34efbcdf896549f7b8f690de4d3ebdf7",4,2,2,57,94,1,4,1,,,,1,96,1,3,1
"302201050803","34efbcdf896549f7b8f690de4d3ebdf7",3,1,2,81,109,2,4,2,2,,13,1,109,1,2,2
"302201050803","34efbcdf896549f7b8f690de4d3ebdf7",2,2,2,62,76,2,4,1,,,,1,104,1,2,2
"409301030405","362ff1525f0b427ebc84612761e41586",2,,,,,,,,,,,,,,,
"409301030405","362ff1525f0b427ebc84612761e41586",3,,,,,,,,,,,,,,,
"409301030405","362ff1525f0b427ebc84612761e41586",1,,,,,,,,,,,,,,,
"409301030405","362ff1525f0b427ebc84612761e41586",4,,,,,,,,,,,,,,,
"409301030405","362ff1525f0b427ebc84612761e41586",6,,,,,,,,,,,,,,,
"409301030405","362ff1525f0b427ebc84612761e41586",5,,,,,,,,,,,,,,,
"409301030405","362ff1525f0b427ebc84612761e41586",0,,,,,,,,,,,,,,,
"302101021503","369a2e686b0641f08735d83c69d92007",4,1,1,16,20,1,3,1,,,,1,27,1,2,1
"302101021503","369a2e686b0641f08735d83c69d92007",1,2,2,20,29,2,3,1,,,,1,43,5,4,2
"302101021503","369a2e686b0641f08735d83c69d92007",5,1,1,12,11,1,4,1,,,,1,19,1,3,2
"302101021503","369a2e686b0641f08735d83c69d92007",2,1,1,15,35,2,3,1,,,,1,38,5,3,2
"302101021503","369a2e686b0641f08735d83c69d92007",6,1,1,9,10,1,3,2,2,,13,1,15,1,2,1
"302101021503","369a2e686b0641f08735d83c69d92007",3,1,2,18,34,1,3,1,,,,1,49,1,3,2
"302101021503","369a2e686b0641f08735d83c69d92007",0,2,2,37,22,2,1,1,,,,1,45,5,4,2
"311202010102","37c7d386630e44f0b224b90b5746a370",1,1,2,58,52,2,1,1,,,,1,14,4,4,2
"311202010102","37c7d386630e44f0b224b90b5746a370",4,1,2,48,16,1,3,1,,,,1,14,3,1,1
"311202010102","37c7d386630e44f0b224b90b5746a370",5,1,2,30,19,1,1,1,,,,1,12,3,1,1
"311202010102","37c7d386630e44f0b224b90b5746a370",3,2,1,22,17,2,1,1,,,,1,19,4,1,2
"311202010102","37c7d386630e44f0b224b90b5746a370",6,1,2,35,28,1,1,1,,,,1,36,1,1,1
"311202010102","37c7d386630e44f0b224b90b5746a370",2,2,2,34,26,2,1,1,,,,1,16,4,4,2
"311202010102","37c7d386630e44f0b224b90b5746a370",0,2,2,101,91,2,1,1,,,,1,20,4,4,2
"321107061709","391f45ad2d3548e1a27bd7652fb6719f",2,1,2,55,53,1,1,1,,,,1,37,1,2,2
"321107061709","391f45ad2d3548e1a27bd7652fb6719f",3,1,2,81,82,1,4,1,,,,1,58,1,4,2
"321107061709","391f45ad2d3548e1a27bd7652fb6719f",5,1,3,95,80,1,3,1,,,,1,37,1,3,1
"321107061709","391f45ad2d3548e1a27bd7652fb6719f",4,1,2,64,48,1,4,1,,,,1,26,1,3,1
"321107061709","391f45ad2d3548e1a27bd7652fb6719f",1,2,2,50,44,1,1,1,,,,1,44,1,3,2
"321107061709","391f45ad2d3548e1a27bd7652fb6719f",0,2,2,68,50,1,1,1,,,,1,32,1,3,1
"321107061709","391f45ad2d3548e1a27bd7652fb6719f",6,1,2,19,31,1,4,1,,,,1,25,1,3,1
"113406060107","39627200a32c4626bb07b5c5e5a292e7",2,2,2,23,16,1,2,1,,,,2,39,1,1,1
"113406060107","39627200a32c4626bb07b5c5e5a292e7",4,1,2,18,22,1,2,1,,,,2,38,1,1,1
"113406060107","39627200a32c4626bb07b5c5e5a292e7",6,1,2,18,24,1,2,1,,,,2,41,1,1,1
"113406060107","39627200a32c4626bb07b5c5e5a292e7",0,2,2,15,24,1,3,1,,,,2,39,1,1,1
"113406060107","39627200a32c4626bb07b5c5e5a292e7",1,2,2,21,15,1,3,1,,,,2,35,1,1,1
"113406060107","39627200a32c4626bb07b5c5e5a292e7",5,1,2,19,22,1,3,1,,,,2,41,1,1,1
"113406060107","39627200a32c4626bb07b5c5e5a292e7",3,2,2,29,16,1,2,1,,,,2,45,1,1,1
"230105010304","39e38a8716404f4f8588e28c28dbc0d7",4,1,2,41,38,1,3,1,,,,1,49,3,3,1
"230105010304","39e38a8716404f4f8588e28c28dbc0d7",0,2,2,41,49,1,4,1,,,,1,61,4,4,1
"230105010304","39e38a8716404f4f8588e28c28dbc0d7",3,1,2,35,27,1,4,1,,,,1,67,3,3,1
"230105010304","39e38a8716404f4f8588e28c28dbc0d7",5,1,2,30,34,1,3,1,,,,1,40,3,2,1
"230105010304","39e38a8716404f4f8588e28c28dbc0d7",6,1,1,12,15,1,3,1,,,,1,24,3,3,1
"230105010304","39e38a8716404f4f8588e28c28dbc0d7",1,2,2,36,34,1,4,1,,,,1,49,3,4,1
"230105010304","39e38a8716404f4f8588e28c28dbc0d7",2,2,2,23,40,1,4,1,,,,1,43,4,3,1
"302205050202","3a542ba2ee9a46dcb7835e47f9c7612c",6,1,2,27,20,1,3,1,,,,1,36,1,2,2
"302205050202","3a542ba2ee9a46dcb7835e47f9c7612c",0,2,2,83,72,2,1,1,,,,1,76,5,2,2
"302205050202","3a542ba2ee9a46dcb7835e47f9c7612c",2,2,2,85,94,2,1,1,,,,1,107,5,2,2
"302205050202","3a542ba2ee9a46dcb7835e47f9c7612c",4,2,1,26,37,1,3,1,,,,1,59,1,3,2
"302205050202","3a542ba2ee9a46dcb7835e47f9c7612c",5,1,2,45,41,1,4,1,,,,1,54,1,2,2
"302205050202","3a542ba2ee9a46dcb7835e47f9c7612c",1,1,2,62,81,2,1,1,,,,2,78,5,3,2
"302205050202","3a542ba2ee9a46dcb7835e47f9c7612c",3,1,2,44,55,1,4,1,,,,1,63,4,4,2
"404207040904","3ac09195350c451580bdcc430347f62d",2,2,2,50,30,2,4,1,,,,1,76,2,1,2
"404207040904","3ac09195350c451580bdcc430347f62d",3,2,2,38,34,2,4,1,,,,1,71,2,1,2
"404207040904","3ac09195350c451580bdcc430347f62d",0,2,2,38,53,2,5,1,,,,1,85,2,1,2
