"hhid","parcelID","a2aq1owned","s2aq5_1","s2aq03_1a","s2aq4","s2aq5","s2aq6","s2aq7","s2aq8","s2aq9","s2aq10","s2aq11a","s2aq11b","a2bq12a_1","a2bq12b_1","s2aq14","s2aq15a","s2aq15b","a2aq28","a2aq29a","a2aq29b","a2aq18","s2aq20","s2aq21","s2aq22a","s2aq22b","s2aq23","a2aq31","s2aq26__0","s2aq26__1","a2aq32","a2aq33a","a2aq33b","a2aq33c","s2aq24__0","s2aq24__1","s2aq27__0","s2aq27__1","a2aq34","a2aq25","a2aq35","a2aq36","a2aq37","a2aq38","a2aq39"
"18d147679fcc498fa80763df9172e233",1,1,4,1,1,2,1,4,2,999,1,1,1,,,,95,95,1,1,,2,1,2,8,,4,,,,2,,,,1,,1,4,2,2,2,,1,,3000000
"18ee43e9bf844ba180f87da8b3d47882",1,1,1,1,,3,6,4,9,999,1,1,1,,,,33.3,33,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,4000000
"18ee43e9bf844ba180f87da8b3d47882",2,1,1,1,,2,4,4,2,999,2,1,5,,3,,50,,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,2000000
"191014f8dc824e02b771df097ede918b",1,1,2,1,0.5,0.5,1,4,2,999,1,1,96,,,,40,,1,1,,2,2,,,,4,,,,2,,,,2,,2,,5,2,2,,1,,1000000
"191d75d796be49808dd3a85c7ebe8b7c",1,1,1,1,,0.5,2,4,1,999,2,2,96,,,,100,,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,900000
"191d75d796be49808dd3a85c7ebe8b7c",2,1,1,1,,0.25,1,4,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,3,,,1,,1,,2,2,2,,1,,4000000
"191d75d796be49808dd3a85c7ebe8b7c",4,1,1,1,,0.5,3,4,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,3,,,1,,1,,2,2,2,,1,,1500000
"1929687f2461441e8c309b794682d421",1,1,1,3,1,1,1,4,2,999,1,96,1,,,,,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,1,2,2,,1,,5000000
"1929687f2461441e8c309b794682d421",2,1,1,3,1,1,1,4,2,999,1,96,1,,,,,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,,1,2,2,,1,,5000000
"19791a37650a40e3b6310d5ce84d57d2",1,1,1,3,0.49,0.5,1,1,2,999,1,2,2,,,,99,99,1,1,,2,2,,,,4,,,,2,,,,,,,,5,2,2,,1,,5000000
"19e3862e9e4249d0b664dbc991572348",1,1,2,1,2.5,1.9,1,4,2,999,1,5,1,1,,,,60,1,1,,2,2,,,,4,,,,2,,,,1,2,1,2,2,1,1,1,2,1,4000000
"19e3862e9e4249d0b664dbc991572348",2,1,2,1,1.86,1,3,4,2,999,1,1,1,,,,77,77,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,450000
"1a01e7d9d0d74b5ab6f701c27ee0ff78",1,1,1,1,0.4,0.5,3,4,2,999,1,5,1,2,,,,100,1,1,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,3000000
"1a01e7d9d0d74b5ab6f701c27ee0ff78",2,1,1,1,,2,4,4,2,999,1,6,5,,3,,,,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,2000000
"1a03b0acb8ae4c9d94ee696cb2c287c8",1,1,2,1,2.15,2,2,1,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,1,2,2,,1,,30000000
"1a03b0acb8ae4c9d94ee696cb2c287c8",2,1,2,1,2.72,2.5,2,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,1,2,2,,1,,50000000
"1a1a6e6fcf724e5ca55581d79b4de34b",1,1,1,1,,2,6,4,2,999,1,5,5,3,3,,,,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,2000000
"1a1a6e6fcf724e5ca55581d79b4de34b",2,1,1,1,0.31,0.25,1,4,2,999,2,1,5,,3,,100,,2,,,2,2,,,,4,,,,2,,,,1,,1,,1,2,2,,1,,200000
"1a1a6e6fcf724e5ca55581d79b4de34b",3,1,1,1,,2.5,6,4,2,999,1,5,5,3,3,,,,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,1000000
"1a62404292aa4adeb445409eb5ee7a18",1,1,1,1,,1,1,4,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,3000000
"1a7b65d9be58490a88575b2cdf6f9c2e",1,1,2,3,0.61,1,1,4,2,999,2,5,1,3,,,,75,1,1,,2,2,,,,4,,,,2,,,,2,,2,,1,2,2,,1,,100000
"1a84383c92324677a36acd35ee170405",1,1,1,1,2.64,2.5,1,4,2,999,2,2,2,,,,85,46,1,1,,2,2,,,,4,,,,1,1,,,1,,1,,2,2,2,,1,,12000000
"1af76d643b15430ba98ecdbc7e76f894",1,1,1,1,,1.5,3,4,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,1000000
"1af76d643b15430ba98ecdbc7e76f894",2,1,1,1,,1.5,3,4,8,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,500000
"1af78993dda447e9b94e6fd57d9f9759",1,1,1,3,,0.25,3,4,8,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,300000
"1b3281db1d2047f88013a14f5df40e67",1,1,2,1,,0.5,2,4,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,1000000
"1b3281db1d2047f88013a14f5df40e67",4,1,2,1,,0.5,1,4,1,999,1,2,96,,,,100,,2,,,2,2,,,,4,,,,1,3,,,1,2,1,2,6,2,2,,1,,2000000
"1b3281db1d2047f88013a14f5df40e67",5,1,2,1,,0.6,1,4,1,999,2,96,1,,,,,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,6,2,2,,1,,2500000
"1b4d2861ba324ff69848b23c99fb8db4",1,1,1,1,1,1,1,1,2,999,1,1,1,,,,100,38,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,5,2,2,,1,,6000000
"1b53079ceaf94e0396763c32908ac53f",1,1,2,1,,0.5,3,4,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,96,,,1,2,1,2,6,2,2,,1,,1000000
"1b53079ceaf94e0396763c32908ac53f",2,1,2,1,,0.5,3,4,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,96,,,1,2,1,2,6,2,2,,1,,1500000
"1b53079ceaf94e0396763c32908ac53f",3,1,2,1,,1,4,4,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,96,,,1,2,1,2,6,2,2,,1,,3000000
"1b53079ceaf94e0396763c32908ac53f",4,1,2,1,,0.5,1,4,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,6,2,2,,1,,4000000
"1b9524c2d54d4b21a04f315504d5c5ac",1,1,2,1,,1,2,1,1,999,1,1,1,,,,50,100,2,,,2,2,,,,4,,,,1,96,,,1,2,1,2,5,1,2,,1,,2000000
"1bbe3e1e27a84b0cbfb525ee53dc07e4",1,1,2,3,0.85,1,1,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,2,,2,,2,1,2,,1,,8000000
"1bed181d3f7c4153bb232db5f5d5c324",1,1,1,1,0.62,0.5,1,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,,,,,6,2,2,,1,,5000000
"1bf61c5bcfd74e12b82a527d13da7d36",1,1,1,1,1.21,1,1,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,1,,,1,2,1,2,2,2,2,,1,,6000000
"1bf61c5bcfd74e12b82a527d13da7d36",2,1,1,1,1.81,2,1,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,1,,,1,2,1,2,2,2,2,,1,,12000000
"1c1f76468bfa437d9109f20381751066",1,1,2,1,,1.5,3,4,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,1,,,1,2,1,2,2,2,2,,1,,15000000
"1c337f7b888a44fd836b267fa7edbc2f",1,1,2,3,1.4,1.5,1,1,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,96,,,1,2,1,2,1,1,2,,2,3,6500000
"1c3b57aa045e44bca50b6599b2524740",1,1,2,1,0.5,0.5,1,4,2,999,1,2,2,,,,90,90,2,,,2,2,,,,4,,,,1,1,,,2,,2,,5,2,2,,1,,6000000
"1c3b57aa045e44bca50b6599b2524740",2,1,2,1,,0.75,3,1,1,999,1,1,5,,2,,100,,2,,,2,2,,,,4,,,,1,3,,,1,2,2,,5,2,2,,1,,12000000
"1c41b5d7c9f943f2aee30403e83b187d",1,1,6,1,,2,4,4,2,999,1,2,2,,,,100,100,2,,,2,1,1,6,,4,,,,2,,,,1,6,6,,2,2,2,,1,,2000000
"1c41b5d7c9f943f2aee30403e83b187d",2,1,6,1,2,3,1,4,2,999,1,2,2,,,,100,100,2,,,2,1,1,6,,4,,,,2,,,,1,6,6,,1,2,2,,1,,10000000
"1c4214f6641e482591c91735f5d022b0",1,1,2,1,0.75,0.75,1,4,2,999,2,2,2,,,,90,90,1,1,,2,2,,,,4,,,,1,1,,,1,2,1,2,2,2,2,,1,,5000000
"1c9e0c6842514df987190903df844a48",2,1,7,3,,5,3,1,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,7,,7,,1,2,2,,1,,15000000
"1c9e0c6842514df987190903df844a48",3,1,7,3,,2,3,1,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,7,1,7,1,2,2,,1,,10000000
"1c9e0c6842514df987190903df844a48",4,1,7,3,,10,4,1,1,999,1,7,7,,,,,,2,,,2,2,,,,4,,,,2,,,,1,7,1,7,1,2,2,,1,,85000000
"1cd54786022c47f3899ca5555cc6df40",1,1,2,,,,,,,999,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1cd54786022c47f3899ca5555cc6df40",2,1,2,,,,,,,999,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1cd54786022c47f3899ca5555cc6df40",3,1,2,1,,1,2,1,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,10200000
"1cd54786022c47f3899ca5555cc6df40",4,1,2,1,1.86,2,1,1,2,999,1,2,2,,,,100,100,2,,,3,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,20000000
"1d08f9327ffe4cf5b5a8e352295deec3",1,1,2,1,,1,2,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,4,2,2,,1,,30000080
"1d1b0112e5fc4665b6259b6538dc0939",2,1,1,3,3.07,3,1,1,1,999,1,2,2,,,,99,99,1,1,,2,2,,,,4,,,,1,96,,,1,2,1,2,1,2,2,,1,,9000000
"1d291ad33f6e4704b68c1b8862f7cc64",1,1,1,3,,0.75,3,1,1,999,1,1,1,,,,100,100,2,,,2,2,,,,3,1997,1,2,,,,,1,2,1,2,2,2,2,,1,,30000000
"1d291ad33f6e4704b68c1b8862f7cc64",2,1,1,3,4.24,4.5,1,1,2,999,1,2,2,,,,100,100,1,1,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,100000000
"1d2ab5a3173643ebb4ed90978390cf51",1,1,1,1,0.67,0.5,1,1,1,999,1,2,2,,,,80,80,2,,,2,2,,,,4,,,,2,,,,1,,1,,4,2,2,,1,,10000000
"1d2ab5a3173643ebb4ed90978390cf51",5,1,1,1,0.75,1,1,1,2,999,1,2,2,,,,100,100,2,,,3,2,,,,4,,,,2,,,,1,,1,,4,2,2,,1,,8000000
"1d47458568984727844c852213f7ede1",1,1,1,1,,1.5,3,4,2,999,2,96,1,,,,,50,2,,,3,2,,,,4,,,,2,,,,1,,1,2,2,2,2,,1,,6000000
"1d47458568984727844c852213f7ede1",2,1,1,1,1,1,1,1,2,999,1,96,1,,,,,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,7500000
"1d47e47ac8a2462b95e722667dbf3dc8",1,1,4,1,,1,3,4,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,4,,4,,2,2,2,,1,,3000000
"1d47e47ac8a2462b95e722667dbf3dc8",2,1,4,3,,1.5,3,4,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,4,,4,,2,2,2,,1,,3500000
"1d47e47ac8a2462b95e722667dbf3dc8",3,1,4,3,,0.5,3,4,2,999,1,5,1,1,,,,100,2,,,2,2,,,,4,,,,2,,,,4,,4,,2,2,2,,1,,2500000
"1d5e4c1f17aa4672b0c6b638b10a58ff",1,1,1,3,,0.75,3,4,2,999,1,1,1,,,,30,30,2,,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,1500000
"1d5e4c1f17aa4672b0c6b638b10a58ff",2,1,1,3,,0.5,3,4,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,1000000
"1d5e4c1f17aa4672b0c6b638b10a58ff",3,1,1,3,,0.75,3,4,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,2,,6,2,2,,1,,1000000
"1d5e4c1f17aa4672b0c6b638b10a58ff",4,1,1,1,1.22,1,1,4,2,999,1,1,1,,,,50,50,1,1,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,9000000
"1d70eacf23834d34b4dda5073d230f29",1,1,6,3,,1,4,4,8,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,2,,2,,6,2,2,,1,,1200000
"1da4b5bdf91f4beca8314cd277c6780b",1,1,1,1,,0.5,2,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,3,1,3,4,2,2,,1,,4000000
"1da4b5bdf91f4beca8314cd277c6780b",2,1,1,1,0.62,0.5,1,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,3,1,3,4,2,2,,1,,4000000
"1da4b5bdf91f4beca8314cd277c6780b",3,1,1,1,,0.75,2,2,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,3,1,3,4,2,2,,1,,3000000
"1da4b5bdf91f4beca8314cd277c6780b",4,1,1,1,,0.5,2,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,3,1,3,4,2,2,,1,,5000000
"1dce683cfa83471eb797fdd419bcf82c",1,1,1,1,,3,1,4,2,999,1,2,2,,,,65,40,2,,,2,2,,,,4,,,,1,1,,,1,,1,,2,2,2,,1,,15000000
"1de1d4ac39ed48d591a6ee08f1902033",1,1,2,1,,0.8,3,1,1,999,1,5,5,2,1,,,,2,,,2,2,,,,4,,,,2,,,,1,,1,2,1,2,2,,1,,700000
"1de1d4ac39ed48d591a6ee08f1902033",2,1,2,1,,0.5,3,1,1,999,1,1,5,,2,,100,,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,1,2,2,,1,,600000
"1de1d4ac39ed48d591a6ee08f1902033",3,1,2,1,,0.6,2,1,1,999,1,2,1,,,,100,100,2,,,2,2,,,,4,,,,1,3,,,1,2,1,2,1,2,2,,1,,700000
"1de1d4ac39ed48d591a6ee08f1902033",4,1,2,1,,0.75,2,1,1,999,1,1,5,,2,,100,,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,1,2,2,,1,,800000
"1de1d4ac39ed48d591a6ee08f1902033",5,1,2,1,1.2,1,2,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,1,2,2,,1,,2500000
"1de214e5f7b0487caf7a7911f07b78d7",1,1,1,3,2.35,3,2,3,1,999,2,1,1,,,,100,65,2,,,2,2,,,,1,1968,,,,,,,1,,1,,1,2,2,,1,,100000000
"1de671dc290c488296a0d7820017baea",1,1,2,3,0.3,0.3,1,1,1,999,1,1,1,,,,100,70,1,1,,2,2,,,,4,,,,2,,,,1,2,1,2,1,2,2,,1,,5000000
"1e07ba6b8f1b4dbf9dbc3f54a592ca90",1,1,1,3,,1,3,4,2,999,1,1,1,,,,25,40,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,600000
"1e07ba6b8f1b4dbf9dbc3f54a592ca90",2,1,1,1,,2,3,4,2,999,2,5,5,3,3,,,,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,1000000
"1e07ba6b8f1b4dbf9dbc3f54a592ca90",3,1,1,1,1.57,1,1,4,2,999,1,5,5,3,3,,,,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,1500000
"1e26b1faac164da2b9f5b1b66004325d",2,1,1,1,1.75,2,1,4,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,1,1,3,3,3,1000000
"1e26b1faac164da2b9f5b1b66004325d",3,1,1,3,0.51,0.5,1,4,2,999,1,1,1,,,,100,100,1,1,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,1200000
"1e317ec67a264cf7b0d7a97f0a778424",1,1,1,3,0.24,0.25,1,1,2,999,1,5,1,1,,,,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,800000
"1e317ec67a264cf7b0d7a97f0a778424",2,1,,1,0.3,0.25,1,1,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,,,,,2,2,2,,1,,800000
"1e5254364a5e4079a8a51db53904c345",1,1,2,3,4.45,4.45,1,4,4,999,1,1,1,,,,80,80,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,6,2,2,,1,,4000000
"1e5254364a5e4079a8a51db53904c345",2,1,2,3,1.63,1.5,1,4,4,999,1,5,1,3,,,,90,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,6,2,2,,1,,1200000
"1e951f7b564247088afe5da99452ba04",1,1,1,1,,1,3,4,4,999,1,96,1,,,,,100,2,,,2,2,,,,4,,,,2,,,,1,3,1,,2,2,2,,1,,2500000
"1e993a0776ce4f8991d780a3023abc59",1,1,1,1,,1.35,1,1,1,999,1,1,1,,,,53,100,1,1,,2,2,,,,4,,,,1,96,,,1,2,1,2,1,1,2,,1,,1000000
"1ea8b99986f34675838282efe80f50f5",2,1,2,1,,1,3,1,9,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,1,2,2,,1,,20000000
"1ea8b99986f34675838282efe80f50f5",3,1,2,1,1.85,2,2,1,1,999,1,1,1,,,,100,100,2,,,2,2,,,,1,2000,1,,,,,,1,,1,,1,2,2,,1,,50000000
"1eb0387601424300a1f0f9b1dc3b6c10",3,1,,,,1,1,4,1,1997,2,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,3,1,1,3,1,,7000000
"1ece1b49d0064ce4898999eeebcadb6f",1,1,4,1,0.32,0.5,1,1,2,999,2,1,1,,,,80,80,1,1,,2,2,,,,4,,,,2,,,,4,,4,,1,2,2,,1,,10000000
"1ef1bb52e6184972a679f8183203a57e",1,1,1,1,1.55,2,1,1,2,999,1,2,2,,,,75,100,2,,,2,1,2,6,,4,,,,1,2,,,1,,1,,2,2,2,,1,,4000000
"1ef1bb52e6184972a679f8183203a57e",2,1,1,1,,3,2,4,2,999,1,1,1,,,,100,100,2,,,3,2,,,,4,,,,1,2,,,1,,1,,2,2,2,,1,,5000000
"1f3f5e2ec40a43ca9c47a872f5db02e2",1,1,1,1,,1,3,4,2,999,1,5,5,3,3,,,,2,,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,500000
"1f3f5e2ec40a43ca9c47a872f5db02e2",2,1,1,1,,1,3,4,2,999,2,5,5,3,3,,,,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,500000
"1f3f5e2ec40a43ca9c47a872f5db02e2",3,1,1,3,1.32,1.32,2,4,2,999,1,5,2,3,,,,100,2,,,2,2,,,,4,,,,2,,,,1,,1,2,2,2,2,,1,,500000
"1f5b0d10f8e34735b03f51e5c0a08f64",1,1,1,1,,0.25,1,1,1,999,1,2,2,,,,80,80,1,1,,2,2,,,,4,,,,1,96,,,1,,1,,1,2,2,,1,,20000000
"1f8d122263974ea08d0fc7d8d83588fe",1,1,1,1,0.4,0.25,1,1,1,999,1,1,2,,,,70,70,1,1,,2,2,,,,4,,,,1,96,,,1,6,1,6,2,2,2,,1,,6000000
"1fe4c1318fd54f66b040b4dfb416ef74",1,1,2,3,2,2,1,4,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,2,,2,,2,2,2,,1,,10000000
"1fe4c1318fd54f66b040b4dfb416ef74",3,1,2,1,,1,3,4,8,999,1,5,5,1,1,,,,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,6,2,2,,1,,5000000
"1feae0aafc18488bb26fd8f058eec380",1,1,3,3,,1,1,1,2,999,1,1,1,,,,60,60,1,1,,2,2,,,,4,,,,2,,,,,,,,1,2,2,,1,,6000000
"1ff6fe0fb96849cba993a74d731af461",1,1,2,1,,1,6,4,4,999,1,96,1,,,,,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,6,2,2,,1,,1000000
"1ff6fe0fb96849cba993a74d731af461",2,1,2,1,0.12,0.12,1,4,4,999,1,96,1,,,,,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,6,2,2,,1,,200000
"20296c93a4814fb9b7219849e175b929",2,1,1,1,,2.5,1,4,2,999,1,1,1,,,,75,75,2,,,2,1,1,3,6,4,,,,2,,,,1,,1,,6,2,1,2,2,2,90000000
"2049a03fbeac4ed0882fe5026f52209d",1,1,3,1,0.28,0.25,1,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,5,2,2,,1,,5000000
"206c7066bf5d4d8da3f744045dabbfe5",1,1,1,1,4.43,4,1,4,2,999,1,1,1,,,,83,28,1,1,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,10000000
"207816d73e9f4cd6995648165702bdad",1,1,1,3,,1,2,4,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,2,2,2,2,,1,,1700000
"207816d73e9f4cd6995648165702bdad",2,1,1,3,,1,2,2,8,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,1700000
"207816d73e9f4cd6995648165702bdad",3,1,1,1,0.64,0.5,1,4,2,999,1,1,1,,,,84,84,1,1,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,6000000
"207816d73e9f4cd6995648165702bdad",4,1,1,1,0.88,1,2,4,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,1700000
"207816d73e9f4cd6995648165702bdad",5,1,1,1,,1,4,4,8,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,1700000
"2086f006420f42e7b9656c177859bc18",1,1,1,3,0.88,0.88,1,4,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,1,2,2,,1,,2000000
"209a04c63575451587160a703bf718c7",1,1,4,1,,3.5,3,4,2,999,1,96,1,,,,,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,21000000
"20a7447637264ac081b179d69ff666da",2,1,1,1,0.38,0.5,1,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,1,2,2,,1,,10000000
"20c3b302817c417fa16380c32d06362b",1,1,5,1,1,1,2,1,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,2,,2,,4,2,2,,1,,6000000
"20c3b302817c417fa16380c32d06362b",2,1,5,1,0.25,0.25,1,4,2,999,2,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,1,,,2,,2,,4,2,2,,1,,5000000
"20c3b302817c417fa16380c32d06362b",3,1,2,1,,2,3,4,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,2,,2,,4,2,2,,1,,12000000
"20d4447171b24acf99c377292747e50d",1,1,2,1,0.78,0.8,1,1,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,20000000
"20dab0d44f7d4d1c866c7ba5d226f65b",1,1,1,1,,1,3,4,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,4000000
"20dab0d44f7d4d1c866c7ba5d226f65b",2,1,1,1,0.27,0.5,1,4,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,96,,,1,2,1,2,2,2,2,,1,,2000000
"20dab0d44f7d4d1c866c7ba5d226f65b",4,1,1,1,,1,3,4,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,3000000
"20dab0d44f7d4d1c866c7ba5d226f65b",5,1,1,1,,0.25,4,4,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,1000000
"20dc85914d764218a363309a0e25cef1",1,1,1,1,0.15,0.25,1,3,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,96,,,1,,1,,1,2,2,,1,,30000000
"20ed638ae5df469b886ef8f2727a3a56",1,1,1,1,,1.5,2,1,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,3,,,1,,1,,1,2,2,,1,,5000000
"20ed638ae5df469b886ef8f2727a3a56",2,1,1,1,0.34,0.5,1,1,1,999,1,2,2,,,,100,100,1,1,,2,2,,,,4,,,,1,3,,,1,,1,,1,2,2,,1,,12000000
"20ed638ae5df469b886ef8f2727a3a56",3,1,1,1,,4,3,1,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,3,,,1,,1,,1,2,2,,1,,30000000
"211c7c79c5944a7f92abbeefb202a79e",1,1,3,1,,2,3,4,2,999,1,5,1,1,,,,100,2,,,2,2,,,,4,,,,2,,,,3,,3,,2,1,1,2,2,2,1600000
"211c7c79c5944a7f92abbeefb202a79e",2,1,3,1,,1,1,4,2,999,1,5,1,1,,,,100,2,,,2,2,,,,4,,,,2,,,,3,,3,,2,2,2,,1,,800000
"2140c5c82fb2488b8e6036d60d423225",1,1,2,1,2,2,2,4,2,999,1,1,1,,,,100,50,2,,,2,2,,,,4,,,,1,1,,,2,,2,,2,2,2,,1,,1600000
"21944e9e090548d9a50673fe2601883a",4,1,7,1,3.56,3,1,4,2,999,1,1,1,,,,25,99,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,10000000
"219f2a7d3ec84bada34f1484f4c83d40",1,1,1,1,,0.25,1,1,1,999,1,1,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,1,2,2,,1,,2500000
"219f2a7d3ec84bada34f1484f4c83d40",3,1,1,3,0.44,0.5,1,1,1,999,1,2,2,,,,99,99,1,1,,2,2,,,,4,,,,2,,,,1,2,1,2,1,2,2,,1,,10000000
"219f2a7d3ec84bada34f1484f4c83d40",4,1,1,3,,0.5,2,1,1,999,1,1,5,,3,,100,,2,,,2,2,,,,4,,,,2,,,,1,,1,,1,2,2,,1,,1500000
"219f2a7d3ec84bada34f1484f4c83d40",6,1,1,3,,0.25,3,1,1,999,2,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,96,,,1,,1,,1,1,2,,1,,3000000
