"hhid","parcelID","a2aq1owned","s2aq5_1","s2aq03_1a","s2aq4","s2aq5","s2aq6","s2aq7","s2aq8","s2aq9","s2aq10","s2aq11a","s2aq11b","a2bq12a_1","a2bq12b_1","s2aq14","s2aq15a","s2aq15b","a2aq28","a2aq29a","a2aq29b","a2aq18","s2aq20","s2aq21","s2aq22a","s2aq22b","s2aq23","a2aq31","s2aq26__0","s2aq26__1","a2aq32","a2aq33a","a2aq33b","a2aq33c","s2aq24__0","s2aq24__1","s2aq27__0","s2aq27__1","a2aq34","a2aq25","a2aq35","a2aq36","a2aq37","a2aq38","a2aq39"
"822fda27a3ed40e1ba66c6afc963b68f",1,1,1,3,1.98,2,3,4,2,999,1,1,5,,3,,61.6,,2,,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,3500000
"822fda27a3ed40e1ba66c6afc963b68f",2,1,1,3,0.93,1,3,4,2,999,1,1,1,,,,47.3,64,2,,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,1800000
"822fda27a3ed40e1ba66c6afc963b68f",3,1,1,1,1.02,1,1,4,2,999,1,5,1,3,,,,51,1,1,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,1800000
"822fda27a3ed40e1ba66c6afc963b68f",4,1,1,3,1.24,1,3,4,2,999,1,5,5,3,3,,,,2,,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,1500000
"822fda27a3ed40e1ba66c6afc963b68f",5,1,1,3,,0.75,3,4,1,999,1,5,1,3,,,,87,2,,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,1200000
"822fda27a3ed40e1ba66c6afc963b68f",6,1,1,3,,1.5,3,4,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,1700000
"822fda27a3ed40e1ba66c6afc963b68f",8,1,1,,1.44,1,3,4,2,1986,1,1,1,,,,20,83,2,,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,2000000
"82361c9a81b141cfb5a66abc05e51d59",1,1,1,1,,1,1,4,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,8000000
"8246e0d5706b4027b9c79d7c9b41ab76",1,1,2,3,,1,1,4,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,2,,2,,6,2,2,,1,,1500000
"8246e0d5706b4027b9c79d7c9b41ab76",2,1,2,3,,1,1,4,2,999,1,1,1,,,,50,70,1,1,,2,2,,,,4,,,,2,,,,2,,2,,6,2,2,,1,,2500000
"82493142e03543d0ad5407568d040af2",1,1,1,3,1.72,1,1,4,2,999,1,1,1,,,,100,40,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,1500000
"826daf363c504002a2ebdf09954e1772",1,1,1,1,,4,1,4,2,999,1,6,1,,,,,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,6000000
"828ce0b67c13444d8d0c42bbd71c74cd",4,1,1,1,2.25,2,1,4,2,999,1,1,1,,,,100,99,1,1,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,2,2,3000000
"828ce0b67c13444d8d0c42bbd71c74cd",5,1,1,1,0.47,0.5,1,4,8,999,1,5,1,3,,,,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,3000000
"829b1456e37b454698a77cf53a1b260f",1,1,2,1,,2,4,4,2,999,1,5,1,3,,,,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,6,2,2,,1,,2000000
"82d8faa62d3b44ffb93c714c713651a3",2,1,1,1,,0.5,3,4,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,3500000
"82d8faa62d3b44ffb93c714c713651a3",3,1,2,1,,1,1,4,1,999,1,1,1,,,,75,100,1,1,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,5000000
"83278cd7132c4b3eb3efe432a22d6f68",1,1,1,1,0.24,0.25,1,1,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,1,,,1,,1,,5,2,2,,1,,1500000
"83278cd7132c4b3eb3efe432a22d6f68",2,1,1,1,0.23,0.25,2,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,1,,,1,,1,,5,2,2,,1,,1500000
"8344af2a43c646eb96886addfc228c8e",1,1,1,3,,0.31,3,1,2,999,2,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,2000000
"8344af2a43c646eb96886addfc228c8e",2,1,1,1,0.38,0.3,1,1,2,999,2,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,3000000
"8352dd9759224fd3a2a8854fe4f0f20b",1,1,2,1,0.51,0.51,1,4,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,6000000
"83654067698848d3812bc79c4e1baace",1,1,1,1,,1,4,4,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,6000000
"836e6e47d3964bfdb8facde0f3f2e624",1,1,2,1,1.11,0.5,1,4,2,999,1,1,1,,,,50,50,1,1,,2,2,,,,4,,,,2,,,,2,,2,,1,2,2,,1,,2000000
"8395061c8526434ca0a44b5651bdb5e0",1,1,1,3,1.97,1,1,1,1,999,1,96,1,,,,,70,1,1,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,2100000
"8395188b792442009a34da609a07fcdf",1,1,1,1,0.75,1.5,1,2,2,999,1,1,1,,,,100,100,2,,,2,1,2,6,,4,,,,2,,,,1,,1,,2,2,2,,1,,3000000
"83c98b3903bc467982e20e79f4d1481c",1,1,2,1,0.45,0.5,1,4,2,999,1,2,2,,,,80,80,2,,,2,2,,,,4,,,,1,2,,,1,,1,,6,2,2,,1,,5000000
"83e732e22aa2449e86337eb8d6905ffb",1,1,1,3,4.06,4.5,1,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,1,2016,1,,,,,,1,2,1,2,2,2,2,,1,,20000000
"83f12b630c0f476397672201b158fe17",1,1,1,1,6.4,5,1,4,2,999,1,5,5,3,3,,,,1,1,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,15000000
"83f12b630c0f476397672201b158fe17",2,1,1,3,4.84,4,1,4,2,999,1,5,1,3,,,,90,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,6000000
"83f12b630c0f476397672201b158fe17",3,1,1,3,3.32,3,1,4,2,999,2,3,3,,,180000,,,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,4500000
"83f12b630c0f476397672201b158fe17",5,1,1,1,,2.5,2,4,2,999,1,5,1,3,,,,40,2,,,2,2,,,,4,,,,2,,,,1,2,1,,6,2,2,,1,,4000000
"840c4404f7a048b0a272668392b8150e",2,1,1,1,1,1.5,1,1,1,999,1,1,1,,,,50,100,2,,,2,2,,,,4,,,,1,3,,,1,2,1,2,1,2,2,,1,,8000000
"8416b0586a6e46b09d7ee7e52851e356",1,1,1,1,2.14,1,2,4,1,999,1,1,1,,,,66,93,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,6,2,2,,1,,4000000
"8416b0586a6e46b09d7ee7e52851e356",2,1,1,3,0.98,1,2,4,2,999,1,5,1,3,,,,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,6,2,2,,1,,1500000
"8416b0586a6e46b09d7ee7e52851e356",3,1,1,3,0.66,0.5,1,4,2,999,1,1,5,,3,,70,,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,6,2,2,,1,,1000000
"8451a851dc5c47a391b75868706cacde",1,1,2,1,,0.5,2,1,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,96,,,1,2,1,2,1,2,2,,1,,3000000
"8451a851dc5c47a391b75868706cacde",2,1,2,1,,0.5,2,1,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,96,,,1,2,1,2,1,2,2,,1,,3000000
"8451a851dc5c47a391b75868706cacde",4,1,2,1,,1.35,2,1,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,96,,,1,2,1,2,1,2,2,,1,,10000000
"845ad8e0ee954dd2a942ee543fe364ab",1,1,1,1,,1,3,4,2,999,1,1,1,,,,35,26,2,,,2,2,,,,4,,,,1,1,,,1,,1,,1,2,2,,1,,2000000
"8493157eb05143d19c8d5c8de3572af8",1,1,1,3,,3,3,4,2,999,1,1,1,,,,100,25,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,1,2,2,,1,,9000000
"84b9c4e3761d4a6d9e4408ac725672ac",1,1,2,1,,0.5,4,4,1,999,1,1,1,,,,100,100,2,,,2,1,1,1,6,4,,,,1,3,,,1,2,1,,2,2,2,,1,,10000000
"84b9c4e3761d4a6d9e4408ac725672ac",3,1,2,1,,1,4,4,1,999,1,1,1,,,,100,100,2,,,2,1,1,1,6,4,,,,2,,,,1,2,1,,2,2,2,,1,,13000000
"84b9c4e3761d4a6d9e4408ac725672ac",4,1,2,,,0.5,4,4,1,2018,1,96,1,,,,,100,2,,,2,2,,,,4,,,,1,3,,,1,2,2,,2,2,2,,1,,18000000
"84cd658cc8f24a47ab58eafb75b6d8a1",1,1,1,1,1.98,2,1,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,1,,,3,,3,,2,2,2,,1,,14000000
"84d4073a191540b8a7f3a9a445d6a6ba",4,1,1,1,0.36,0.5,2,4,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,500000
"8503775e512f4b1083dd8e08ad727cbc",1,1,2,1,0.88,0.8,1,3,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,3000000
"8578ed2ee7044479b4a1354a5db411b2",1,1,3,3,,0.75,2,1,2,999,1,1,1,,,,100,100,2,,,2,1,1,3,,4,,,,2,,,,1,3,1,3,5,2,2,,1,,3500000
"8578ed2ee7044479b4a1354a5db411b2",2,1,3,3,0.78,0.6,1,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,3,1,3,5,2,2,,1,,10000000
"8578ed2ee7044479b4a1354a5db411b2",3,1,3,1,,0.5,3,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,3,1,3,5,2,2,,1,,20000000
"857a44ffdbb54af39313f5015ef302c8",1,1,1,3,,0.5,4,4,2,999,1,1,1,,,,74,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,500000
"859603e204a244a0bd209197f9e505e2",1,1,2,1,1.1,1,1,1,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,8000000
"859e020c45b342a5981fa28fbe854679",1,1,1,1,,1,3,4,2,999,2,1,1,,,,55,60,2,,,2,2,,,,4,,,,2,,,,1,,1,,1,2,2,,1,,8000000
"85cc6c4eefbe4150a249c9181ffc1ec4",1,1,1,1,1.05,1.05,1,4,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,4000000
"85cc6c4eefbe4150a249c9181ffc1ec4",2,1,1,1,1.05,1,1,4,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,20000000
"85e900559ba2465b94738c4696a6dadb",1,1,2,3,,1.25,3,1,1,999,1,2,2,,,,100,100,2,,,2,2,,,,3,2009,2,,,,,,2,,2,,5,2,2,,1,,6000000
"86044ba9aa2a4b678462720ea21a3219",1,1,2,3,,1.5,3,4,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,25000000
"86101dafa2ec408d8b695ac8989f8b80",1,1,1,3,,0.1,1,1,1,999,1,1,1,,,,0,100,2,,,3,2,,,,4,,,,2,,,,1,,1,,4,2,2,,1,,700000
"8617f4276d6d483394269baea1f7c05e",1,1,1,1,,1.5,1,4,1,999,1,1,1,,,,86,70,2,,,2,2,,,,4,,,,1,3,,,1,,1,,6,2,2,,1,,20000000
"86295aeb7af04140bc701ebc4d3d116c",2,1,4,3,1.5,1.5,1,1,1,999,1,1,1,,,,80,80,2,,,2,2,,,,4,,,,1,96,,,4,,4,,1,2,2,,1,,3000000
"862ad4472f4142edbed2819baf8bf9b8",2,1,1,3,1.28,1.5,1,1,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,96,,,1,,1,,1,2,2,,1,,8000000
"865566ae88b04323a7f7d67813c32566",1,1,4,3,0.89,1.2,1,1,2,999,1,1,1,,,,80,91,1,1,,2,2,,,,4,,,,2,,,,4,,4,,2,1,2,,1,,7000000
"86809d76f6f14edcaf1f49c8cf43d60c",1,1,1,1,,1.5,1,1,2,999,1,1,1,,,,65,53,1,1,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,20000000
"86a7071b47c14c8bbc22ce3de53f7042",2,1,1,1,,2,1,4,2,999,1,1,1,,,,92,97,2,,,2,1,2,6,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,2400000
"86dd03cd969348dea0666ff862690fc9",1,1,1,3,0.42,0.25,1,4,2,999,1,1,5,,3,,70,,1,1,,2,2,,,,4,,,,2,,,,1,5,1,5,2,2,2,,1,,3000000
"86dd03cd969348dea0666ff862690fc9",2,1,1,3,0.38,0.25,1,4,2,999,1,5,1,3,,,,100,2,,,2,1,1,6,,4,,,,2,,,,1,5,1,5,2,2,2,,1,,4000000
"86f6c965eb1f4e85a3e972799deb779b",2,1,2,1,2,2,1,4,1,999,1,1,1,,,,18,30,2,,,2,2,,,,4,,,,1,96,,,1,2,1,2,1,2,2,,1,,5000000
"8738938247de4c8f96f02f51cf4fdd18",2,1,1,3,,1,2,1,1,999,2,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,96,,,1,,1,,1,2,2,,1,,4000000
"877d861a869941489026e3d225a3eebe",1,1,2,1,,0.5,2,1,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,2,,2,,1,2,2,,1,,3000000
"877d861a869941489026e3d225a3eebe",2,1,2,1,,2,3,1,2,999,2,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,3,,,2,,2,,1,2,2,,1,,8000000
"878feadf5d0f41e194da96936cf9b8ca",1,1,1,1,0.69,0.75,2,1,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,1,,,1,2,1,2,1,2,2,,1,,4000000
"878feadf5d0f41e194da96936cf9b8ca",3,1,1,1,0.21,0.2,1,1,1,999,1,2,2,,,,70,70,1,1,,2,2,,,,4,,,,1,1,,,1,,1,,1,2,2,,1,,20000000
"879c792bde2a499e99d9bc5a5b53dddb",2,1,2,1,0.48,0.5,1,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,1,,,2,,1,2,2,2,2,,1,,10000000
"87a8a334a93d4d979b4f0a89bb641f57",1,1,1,1,,0.5,1,3,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,3,,,1,2,1,2,2,2,2,,1,,3000000
"87a8a334a93d4d979b4f0a89bb641f57",2,1,1,1,,4.5,1,3,1,999,1,1,1,,,,50,100,2,,,3,1,2,6,,4,,,,1,3,,,1,2,1,2,2,2,2,,1,,18000000
"87f08542877948b390ded628dfe27321",1,1,1,1,,2,4,4,2,999,1,5,1,3,,,,100,2,,,3,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,800000
"87f08542877948b390ded628dfe27321",2,1,1,1,,2,4,4,2,999,1,5,1,3,,,,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,800000
"88341a84b20046f6a35f355bf3387b58",1,1,1,3,,0.5,4,4,2,999,2,5,5,3,3,,,,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,500000
"88341a84b20046f6a35f355bf3387b58",2,1,1,3,2.34,4,1,4,2,999,1,1,1,,,,34,50,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,2000000
"88440a34b56e45169a03c446abecfa52",1,1,2,1,1.25,1.25,1,4,2,999,1,1,1,,,,25,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,4,2,2,,1,,5000000
"88703d7ad1574641a2cc68d2c54f6361",1,1,1,1,3.15,3,2,1,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,2,1,2,2,,1,,48000000
"88703d7ad1574641a2cc68d2c54f6361",2,1,1,,0.27,0.25,1,1,1,2018,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,96,,,1,2,1,2,1,2,2,,1,,4000000
"888272c8105a4cd3a67c6ea96778fd60",2,1,1,3,,0.3,1,1,2,999,1,2,2,,,,40,40,1,1,,2,2,,,,4,,,,2,,,,4,,4,,1,2,2,,1,,3000000
"888272c8105a4cd3a67c6ea96778fd60",5,1,1,1,,0.5,2,3,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,96,,,1,,1,,1,2,2,,1,,2000000
"889ee98f22ed48fb8e57c91b84477fa2",1,1,2,1,,0.25,1,4,8,999,1,1,1,,,,100,70,1,1,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,1000000
"889ee98f22ed48fb8e57c91b84477fa2",2,1,1,1,,0.75,2,4,8,999,1,96,1,,,,,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,5000000
"889ee98f22ed48fb8e57c91b84477fa2",3,1,2,1,,0.5,1,4,1,999,1,1,1,,,,100,80,2,,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,3000000
"88a4d46854ed416fbd2c526b54a7b34a",1,1,1,1,3.5,3,1,3,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,96,,,1,,1,,1,2,2,,1,,30000000
"88c5cfe97f6f4602ad9bf2f7a581c2c3",1,1,,1,0.95,1,1,4,2,999,1,1,1,,,,100,100,1,1,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,3000000
"88ca05130f6b429db4f3807b50dadee1",1,1,1,1,0.38,0.5,1,1,2,999,1,1,1,,,,100,100,2,,,2,2,,,,1,9998,1,,,,,,1,,1,,1,2,2,,1,,3000000
"89078df8658144b2a56e3349c60e04bf",3,1,1,3,,4,3,4,2,999,1,1,1,,,,75,75,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,2,2,8000000
"89078df8658144b2a56e3349c60e04bf",4,1,1,3,,5,3,4,2,999,1,1,1,,,,40,40,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,1,2,,2,2,8000000
"89078df8658144b2a56e3349c60e04bf",5,1,1,,,1,2,4,1,2018,1,5,1,3,,,,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,1000000
"89342a57ba6a47b189dae265acb342f5",2,1,1,1,,10,1,4,1,999,1,1,1,,,,42.5,42,2,,,2,2,,,,4,,,,1,3,,,1,2,1,2,2,2,2,,1,,10000000
"893cf68cf1dd4948a0201212c5026a95",1,1,3,1,0.33,0.25,1,1,1,999,1,2,2,,,,100,100,1,1,,2,2,,,,4,,,,1,96,,,3,,3,,1,2,2,,1,,800000
"8956185e1f994c14aaf73ae617430727",1,1,1,3,0.97,1,1,4,2,999,1,5,1,3,,,,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,1000000
"8956185e1f994c14aaf73ae617430727",2,1,1,3,1.38,1.5,1,4,2,999,1,5,1,3,,,,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,1000000
"8956185e1f994c14aaf73ae617430727",3,1,1,3,2.07,2,1,4,2,999,1,5,1,3,,,,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,1500000
"899f8a2cd117463a921b6083117c5e35",1,1,1,1,,0.5,4,4,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,2,,,1,2,1,,6,2,2,,1,,4000000
"899f8a2cd117463a921b6083117c5e35",2,1,1,1,,1,1,4,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,3500000
"89af0090c4f744cfb4b79ca8536a24d2",1,1,1,3,,1,2,4,2,999,1,5,5,3,3,,,,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,2000000
"89af0090c4f744cfb4b79ca8536a24d2",2,1,1,1,1,2,1,4,2,999,1,5,2,3,,,,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,,2,2,2,,1,,500000
"8a1dba9b384c45ee8024c6462db83576",1,1,2,1,,4,4,1,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,3,,,1,2,1,2,2,2,2,,1,,16000000
"8a40dd76b0084606b063c880ca2ab855",1,1,1,1,,1,3,4,2,999,1,96,1,,,,,80,2,,,2,2,,,,4,,,,2,,,,1,,1,,1,1,2,,1,,2000000
"8a40dd76b0084606b063c880ca2ab855",2,1,1,1,,2,4,4,2,999,1,96,1,,,,,50,2,,,2,2,,,,4,,,,2,,,,1,,1,,1,2,2,,1,,3000000
"8a5d66f841064b23ada0de5fed353c11",2,1,1,1,0.25,0.5,1,1,1,999,1,1,1,,,,90,90,1,1,,2,2,,,,3,2011,1,,,,,,1,,1,,1,2,2,,1,,35000000
"8a5ea620d83e42068ba2bf3ef59e5aec",1,1,2,3,,4,1,4,1,999,1,1,1,,,,40,40,2,,,2,2,,,,4,,,,2,,,,1,2,1,,2,2,2,,1,,20000000
"8a66fbea49ae49d78157b208859380d6",1,1,1,3,5.8,6,1,1,2,999,1,2,2,,,,50,50,2,,,2,2,,,,4,,,,1,96,,,1,,1,,6,2,2,,1,,45000000
"8ac1830c403043aba5752609d91c5e9e",1,1,2,1,2.28,2,1,1,1,999,1,1,1,,,,54,45,1,1,,2,2,,,,1,1994,1,,,,,,1,,1,2,2,1,2,,1,,80000000
"8acd20054dcf4e5896b5942c4dda7d3f",1,1,1,1,,0.9,3,3,2,999,1,2,2,,,,100,100,2,,,2,2,,,,1,1980,1,,,,,,1,,1,,6,2,2,,1,,3000000
"8acd20054dcf4e5896b5942c4dda7d3f",2,1,1,3,0.92,1,1,3,2,999,1,2,2,,,,70,50,2,,,2,2,,,,4,,,,2,,,,,,,,6,2,2,,1,,3000000
"8ace712936c44a0cb68976af1969687a",2,1,1,3,,0.1,1,4,2,999,1,5,1,2,,,,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,4,2,2,,1,,600000
"8ace712936c44a0cb68976af1969687a",3,1,1,3,,0.1,1,4,2,999,1,1,1,,,,100,100,1,1,,2,2,,,,4,,,,2,,,,1,,1,,4,2,2,,1,,1000000
"8ad5bed15b194c8297d459dd075109df",1,1,2,3,0.48,0.5,1,1,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,5000000
"8ad5bed15b194c8297d459dd075109df",2,1,2,1,1.2,1.5,1,1,2,999,1,2,2,,,,90,60,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,10000000
"8b15f05dab3b45609dedc21d5e99c76a",1,1,1,1,4.82,5,1,1,1,999,1,1,1,,,,82,62,1,1,,2,2,,,,4,,,,1,96,,,1,2,1,2,1,1,2,,1,,30000000
"8b2a5c876c3249569b643bfced9700c4",1,1,1,3,,1,3,4,2,999,1,1,1,,,,100,100,2,,,2,1,2,6,,4,,,,2,,,,1,,1,,6,2,2,,1,,750000
"8b2a5c876c3249569b643bfced9700c4",2,1,1,3,,1,4,4,2,999,1,1,5,,3,,100,,2,,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,750000
"8b4c43fed99a43a89713fad255b361cd",1,1,2,1,,1.5,1,1,2,999,1,2,2,,,,100,100,1,1,,2,2,,,,4,,,,2,,,,1,,1,,1,2,2,,1,,30000000
"8b79adbce0d2462d95424a84a94e165a",1,1,1,1,,1,3,4,2,999,1,1,1,,,,33.3,33,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,2000000
"8ba30b564d1a40bc867dad9460534b26",1,1,1,3,1.01,1,1,4,2,999,1,2,5,,3,,100,,2,,,2,2,,,,4,,,,2,,,,1,,1,,1,2,2,,1,,1500000
"8ba30b564d1a40bc867dad9460534b26",2,1,1,3,0.76,0.5,1,4,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,1,2,2,,1,,2500000
"8bf6dcc813b146fc9ed7320504721cab",2,1,,1,,0.4,4,4,1,999,1,1,1,,,,70,100,2,,,2,2,,,,4,,,,1,96,,,1,2,1,2,1,2,2,,1,,1000000
"8bfcb13ab41b4401a705516fcb6bd89d",1,1,1,1,0.47,1,1,4,2,999,1,5,1,1,,,,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,2000000
"8bfcb13ab41b4401a705516fcb6bd89d",2,1,1,1,0.52,0.8,1,4,2,999,1,5,1,1,,,,90,1,1,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,1500000
"8bfcb13ab41b4401a705516fcb6bd89d",3,1,1,1,,1,3,1,1,999,1,5,1,1,,,,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,2500000
"8c4443ba9ef54eb68baf73e3d7b89ee0",1,1,1,1,,1,1,4,3,999,1,1,1,,,,50,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,1,2,2,,1,,7000000
"8c526c6e402642369bab5875f6c6753a",1,1,1,1,2.04,2,1,2,2,999,1,1,1,,,,95,95,1,1,,2,2,,,,4,,,,2,,,,1,,1,,4,2,2,,1,,25000000
"8c6170e56c034ea2956d6942dea33b04",1,1,2,3,,0.25,1,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,2,,2,,6,2,2,,1,,1000000
"8c69f5721ee84eac9ffff352a72628cb",1,1,1,1,,0.5,3,2,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,3,,,1,2,1,,2,2,2,,1,,5000000
"8c69f5721ee84eac9ffff352a72628cb",2,1,1,1,,0.75,4,4,1,999,1,1,1,,,,100,100,2,,,3,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,7000000
"8c69f5721ee84eac9ffff352a72628cb",4,1,1,,,1,2,4,2,2017,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,2,,1,2,2,,1,,6000000
"8c6bdb5fb00a45dc90aa7ae00a9ea2ae",1,1,2,3,,2,4,4,2,999,1,1,1,,,,100,50,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,8000000
"8ceaeb1f41a84f689dfb8129239ba0ec",1,1,1,1,,1.5,2,4,2,999,1,1,1,,,,77,100,2,,,2,2,,,,4,,,,2,,,,5,,5,,1,2,2,,1,,10000000
"8ceaeb1f41a84f689dfb8129239ba0ec",2,1,5,1,1,1,1,4,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,5,5,,1,2,2,,1,,15000000
"8ceaeb1f41a84f689dfb8129239ba0ec",3,1,5,3,,1,2,4,2,999,1,1,96,,,,100,,2,,,2,2,,,,4,,,,2,,,,5,,1,5,6,2,2,,1,,2500000
"8ceaeb1f41a84f689dfb8129239ba0ec",4,1,1,1,,1,2,4,1,999,2,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,3,,,1,5,1,5,1,2,2,,1,,10000000
