"interview__key","parcelID","pltid","fam_labour__id","s3aq33","s3aq33_1","hhid"
"94-73-86-29",2,1,1,,,"7f18080980ae4069a9c1dd53aa99d928"
"94-73-86-29",1,1,1,,,"7f18080980ae4069a9c1dd53aa99d928"
"94-73-86-29",2,1,4,,,"7f18080980ae4069a9c1dd53aa99d928"
"94-73-86-29",2,1,3,,,"7f18080980ae4069a9c1dd53aa99d928"
"94-73-86-29",1,1,3,,,"7f18080980ae4069a9c1dd53aa99d928"
"94-73-86-29",2,1,7,,,"7f18080980ae4069a9c1dd53aa99d928"
"94-73-86-29",1,1,7,,,"7f18080980ae4069a9c1dd53aa99d928"
"94-73-86-29",1,1,2,,,"7f18080980ae4069a9c1dd53aa99d928"
"94-73-86-29",1,1,5,,,"7f18080980ae4069a9c1dd53aa99d928"
"24-29-44-60",1,1,1,2,,"7f4ea4f06a43445890c25801d2f482da"
"24-29-44-60",1,1,2,1,14,"7f4ea4f06a43445890c25801d2f482da"
"24-29-44-60",1,1,5,1,15,"7f4ea4f06a43445890c25801d2f482da"
"26-02-69-19",1,2,1,1,15,"7f6cd6fd8cc24f038446e20e163e6276"
"26-02-69-19",1,1,2,1,65,"7f6cd6fd8cc24f038446e20e163e6276"
"26-02-69-19",1,1,1,1,40,"7f6cd6fd8cc24f038446e20e163e6276"
"26-02-69-19",1,2,2,1,30,"7f6cd6fd8cc24f038446e20e163e6276"
"50-38-22-76",1,3,9,2,,"7f86a2edc5d649d78edb9106de25a7c4"
"50-38-22-76",1,2,6,2,,"7f86a2edc5d649d78edb9106de25a7c4"
"50-38-22-76",1,1,7,2,,"7f86a2edc5d649d78edb9106de25a7c4"
"50-38-22-76",1,3,4,2,,"7f86a2edc5d649d78edb9106de25a7c4"
"50-38-22-76",1,1,6,2,,"7f86a2edc5d649d78edb9106de25a7c4"
"50-38-22-76",1,2,2,1,15,"7f86a2edc5d649d78edb9106de25a7c4"
"50-38-22-76",1,1,9,2,,"7f86a2edc5d649d78edb9106de25a7c4"
"50-38-22-76",1,2,3,2,,"7f86a2edc5d649d78edb9106de25a7c4"
"50-38-22-76",1,3,7,1,15,"7f86a2edc5d649d78edb9106de25a7c4"
"50-38-22-76",1,2,4,2,,"7f86a2edc5d649d78edb9106de25a7c4"
"50-38-22-76",1,2,7,1,15,"7f86a2edc5d649d78edb9106de25a7c4"
"50-38-22-76",1,2,9,2,,"7f86a2edc5d649d78edb9106de25a7c4"
"50-38-22-76",1,1,2,1,10,"7f86a2edc5d649d78edb9106de25a7c4"
"50-38-22-76",1,3,2,1,10,"7f86a2edc5d649d78edb9106de25a7c4"
"50-38-22-76",1,3,6,2,,"7f86a2edc5d649d78edb9106de25a7c4"
"50-38-22-76",1,3,3,2,,"7f86a2edc5d649d78edb9106de25a7c4"
"50-38-22-76",1,3,1,2,,"7f86a2edc5d649d78edb9106de25a7c4"
"50-38-22-76",1,1,4,2,,"7f86a2edc5d649d78edb9106de25a7c4"
"50-38-22-76",1,1,3,2,,"7f86a2edc5d649d78edb9106de25a7c4"
"50-38-22-76",1,1,1,2,,"7f86a2edc5d649d78edb9106de25a7c4"
"50-38-22-76",1,2,1,2,,"7f86a2edc5d649d78edb9106de25a7c4"
"55-88-31-72",1,1,10,1,30,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",1,2,4,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",1,1,5,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",3,1,7,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",3,1,2,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",2,1,12,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",1,2,3,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",2,1,10,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",3,1,5,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",2,1,7,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",1,2,7,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",3,1,4,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",1,2,1,1,30,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",1,2,5,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",3,1,1,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",3,1,10,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",2,1,3,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",3,1,6,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",2,1,6,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",1,1,4,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",1,1,1,1,30,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",1,2,10,1,60,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",2,1,2,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",1,1,12,1,30,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",3,1,3,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",1,1,7,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",1,1,3,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",1,1,6,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",1,2,12,1,15,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",2,1,1,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",3,1,12,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",1,2,6,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",2,1,4,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",1,2,2,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",1,1,2,2,,"7fb6d302e9724029be9d38af7fa4580b"
"55-88-31-72",2,1,5,2,,"7fb6d302e9724029be9d38af7fa4580b"
"44-90-21-98",1,1,5,2,,"7fe32876101b490ca3e8109d2ee81beb"
"44-90-21-98",1,1,4,2,,"7fe32876101b490ca3e8109d2ee81beb"
"44-90-21-98",1,1,2,1,16,"7fe32876101b490ca3e8109d2ee81beb"
"44-90-21-98",1,1,1,1,16,"7fe32876101b490ca3e8109d2ee81beb"
"33-15-81-21",2,1,1,1,40,"7ffd0f7a4352484f8a54a1c83dab22e1"
"33-15-81-21",3,1,1,1,28,"7ffd0f7a4352484f8a54a1c83dab22e1"
"33-15-81-21",3,1,2,1,28,"7ffd0f7a4352484f8a54a1c83dab22e1"
"33-15-81-21",2,1,4,2,,"7ffd0f7a4352484f8a54a1c83dab22e1"
"33-15-81-21",2,1,2,1,40,"7ffd0f7a4352484f8a54a1c83dab22e1"
"33-15-81-21",3,1,4,2,,"7ffd0f7a4352484f8a54a1c83dab22e1"
"77-61-80-53",1,1,5,2,,"80165b71b52d4451866e493156a95c54"
"77-61-80-53",1,1,6,2,,"80165b71b52d4451866e493156a95c54"
"77-61-80-53",1,1,4,2,,"80165b71b52d4451866e493156a95c54"
"77-61-80-53",1,1,1,1,10,"80165b71b52d4451866e493156a95c54"
"77-61-80-53",1,1,3,2,,"80165b71b52d4451866e493156a95c54"
"77-61-80-53",1,1,2,1,23,"80165b71b52d4451866e493156a95c54"
"88-66-43-39",2,1,2,1,15,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,1,7,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,2,2,1,30,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",2,1,6,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",3,1,6,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,2,7,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",3,2,1,1,30,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",3,1,5,1,10,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",3,2,4,1,10,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,1,4,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",3,2,3,1,10,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",3,1,3,1,10,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,2,6,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",3,1,9,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,2,1,1,30,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",2,2,9,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",2,2,8,1,3,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,2,3,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",2,2,4,1,3,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,1,9,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",3,1,4,1,10,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,3,6,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",2,1,3,1,10,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,2,5,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",2,1,4,1,10,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",2,2,7,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,2,9,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,3,9,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,1,5,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",3,2,7,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,3,1,1,10,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,1,3,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,2,8,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",2,1,1,1,15,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",3,2,8,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",2,2,6,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",2,2,2,1,10,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,3,2,1,10,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,3,4,1,40,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",2,1,5,1,10,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,1,6,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",3,1,7,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",2,1,8,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",3,1,1,1,30,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,3,8,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",3,1,2,1,30,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",3,1,8,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,1,8,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",3,2,5,1,10,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",2,1,9,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",3,2,9,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,1,2,1,30,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",3,2,6,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,3,3,1,5,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,2,4,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,3,5,1,10,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",2,2,3,1,3,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,1,1,1,30,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",1,3,7,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",2,1,7,2,,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",3,2,2,1,30,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",2,2,1,1,10,"803d97f117e04a4b8c9c38f2e87bf41f"
"88-66-43-39",2,2,5,1,3,"803d97f117e04a4b8c9c38f2e87bf41f"
"59-73-49-51",1,3,6,2,,"8042e10a7e3f4b5388e40f875e9b129b"
"59-73-49-51",1,2,4,1,10,"8042e10a7e3f4b5388e40f875e9b129b"
"59-73-49-51",1,3,3,1,12,"8042e10a7e3f4b5388e40f875e9b129b"
"59-73-49-51",1,1,3,1,10,"8042e10a7e3f4b5388e40f875e9b129b"
"59-73-49-51",1,3,2,1,16,"8042e10a7e3f4b5388e40f875e9b129b"
"59-73-49-51",1,4,1,1,10,"8042e10a7e3f4b5388e40f875e9b129b"
"59-73-49-51",1,1,6,2,,"8042e10a7e3f4b5388e40f875e9b129b"
"59-73-49-51",1,4,6,2,,"8042e10a7e3f4b5388e40f875e9b129b"
"59-73-49-51",1,2,5,2,,"8042e10a7e3f4b5388e40f875e9b129b"
"59-73-49-51",1,4,4,1,10,"8042e10a7e3f4b5388e40f875e9b129b"
"59-73-49-51",1,3,1,1,12,"8042e10a7e3f4b5388e40f875e9b129b"
"59-73-49-51",1,4,2,1,10,"8042e10a7e3f4b5388e40f875e9b129b"
"59-73-49-51",1,2,2,1,15,"8042e10a7e3f4b5388e40f875e9b129b"
"59-73-49-51",1,2,3,1,10,"8042e10a7e3f4b5388e40f875e9b129b"
"59-73-49-51",1,1,1,1,15,"8042e10a7e3f4b5388e40f875e9b129b"
"59-73-49-51",1,1,4,1,10,"8042e10a7e3f4b5388e40f875e9b129b"
"59-73-49-51",1,1,5,2,,"8042e10a7e3f4b5388e40f875e9b129b"
"59-73-49-51",1,2,1,1,12,"8042e10a7e3f4b5388e40f875e9b129b"
"59-73-49-51",1,3,5,1,10,"8042e10a7e3f4b5388e40f875e9b129b"
"59-73-49-51",1,2,6,2,,"8042e10a7e3f4b5388e40f875e9b129b"
"59-73-49-51",1,3,4,1,10,"8042e10a7e3f4b5388e40f875e9b129b"
"59-73-49-51",1,4,5,2,,"8042e10a7e3f4b5388e40f875e9b129b"
"59-73-49-51",1,1,2,1,13,"8042e10a7e3f4b5388e40f875e9b129b"
"59-73-49-51",1,4,3,1,10,"8042e10a7e3f4b5388e40f875e9b129b"
"88-59-17-74",1,1,1,1,30,"8061af8f56ab42b18859520dd44e8172"
"25-84-56-89",2,1,2,1,15,"80685e65116449b2bdbd5a716add2883"
"25-84-56-89",1,1,12,1,18,"80685e65116449b2bdbd5a716add2883"
"25-84-56-89",2,1,12,1,16,"80685e65116449b2bdbd5a716add2883"
"25-84-56-89",1,1,2,1,10,"80685e65116449b2bdbd5a716add2883"
"98-92-30-84",2,1,1,1,12,"806e1e5f6524406690e67a1465f51506"
"98-92-30-84",2,1,2,1,16,"806e1e5f6524406690e67a1465f51506"
"99-52-29-99",1,1,2,1,3,"8080069d9329459db88d6f8f455a4692"
"99-52-29-99",1,2,4,1,31,"8080069d9329459db88d6f8f455a4692"
"99-52-29-99",1,1,5,2,,"8080069d9329459db88d6f8f455a4692"
"99-52-29-99",1,2,1,1,31,"8080069d9329459db88d6f8f455a4692"
"99-52-29-99",2,1,1,1,30,"8080069d9329459db88d6f8f455a4692"
"99-52-29-99",2,1,4,1,28,"8080069d9329459db88d6f8f455a4692"
"99-52-29-99",1,1,6,2,,"8080069d9329459db88d6f8f455a4692"
"99-52-29-99",2,1,6,1,5,"8080069d9329459db88d6f8f455a4692"
"99-52-29-99",2,1,5,1,5,"8080069d9329459db88d6f8f455a4692"
"99-52-29-99",1,2,5,1,3,"8080069d9329459db88d6f8f455a4692"
"99-52-29-99",1,2,3,1,31,"8080069d9329459db88d6f8f455a4692"
"99-52-29-99",1,1,1,1,3,"8080069d9329459db88d6f8f455a4692"
"99-52-29-99",1,1,4,1,3,"8080069d9329459db88d6f8f455a4692"
"99-52-29-99",1,2,6,1,3,"8080069d9329459db88d6f8f455a4692"
"99-52-29-99",1,2,2,1,31,"8080069d9329459db88d6f8f455a4692"
"99-52-29-99",1,1,3,1,3,"8080069d9329459db88d6f8f455a4692"
"99-52-29-99",2,1,3,1,28,"8080069d9329459db88d6f8f455a4692"
"99-52-29-99",2,1,2,1,28,"8080069d9329459db88d6f8f455a4692"
"22-82-97-35",2,1,2,1,27,"8086d94e4b0e47dbab65e9ef255366d9"
"22-82-97-35",3,1,1,1,17,"8086d94e4b0e47dbab65e9ef255366d9"
"22-82-97-35",3,1,4,2,,"8086d94e4b0e47dbab65e9ef255366d9"
"22-82-97-35",3,1,3,2,,"8086d94e4b0e47dbab65e9ef255366d9"
"22-82-97-35",2,1,3,2,,"8086d94e4b0e47dbab65e9ef255366d9"
"22-82-97-35",2,1,1,1,16,"8086d94e4b0e47dbab65e9ef255366d9"
"22-82-97-35",3,1,2,1,24,"8086d94e4b0e47dbab65e9ef255366d9"
"22-82-97-35",2,1,4,2,,"8086d94e4b0e47dbab65e9ef255366d9"
"61-46-69-12",1,1,4,2,,"8098ff33aee0453eba305da364b41922"
"61-46-69-12",4,1,3,2,,"8098ff33aee0453eba305da364b41922"
"61-46-69-12",1,1,3,2,,"8098ff33aee0453eba305da364b41922"
"61-46-69-12",2,1,4,2,,"8098ff33aee0453eba305da364b41922"
"61-46-69-12",4,1,1,1,10,"8098ff33aee0453eba305da364b41922"
"61-46-69-12",2,1,1,1,5,"8098ff33aee0453eba305da364b41922"
"61-46-69-12",1,1,1,1,7,"8098ff33aee0453eba305da364b41922"
"61-46-69-12",1,1,7,2,,"8098ff33aee0453eba305da364b41922"
"61-46-69-12",4,1,2,1,10,"8098ff33aee0453eba305da364b41922"
"61-46-69-12",2,1,3,1,10,"8098ff33aee0453eba305da364b41922"
"61-46-69-12",2,1,7,2,,"8098ff33aee0453eba305da364b41922"
"61-46-69-12",1,1,2,1,7,"8098ff33aee0453eba305da364b41922"
"61-46-69-12",4,1,7,2,,"8098ff33aee0453eba305da364b41922"
"61-46-69-12",4,1,4,2,,"8098ff33aee0453eba305da364b41922"
"61-46-69-12",2,1,2,1,10,"8098ff33aee0453eba305da364b41922"
"35-50-49-29",1,1,1,2,,"809eed217de24680971a954003c0a4ca"
"35-50-49-29",1,1,3,2,,"809eed217de24680971a954003c0a4ca"
"35-50-49-29",1,1,2,2,,"809eed217de24680971a954003c0a4ca"
"35-50-49-29",1,1,4,2,,"809eed217de24680971a954003c0a4ca"
"94-57-38-77",1,1,4,2,,"80a955957c85476c91c1ef1e19b86abe"
"94-57-38-77",2,1,1,1,8,"80a955957c85476c91c1ef1e19b86abe"
"94-57-38-77",2,1,5,1,12,"80a955957c85476c91c1ef1e19b86abe"
"94-57-38-77",1,1,1,1,8,"80a955957c85476c91c1ef1e19b86abe"
"94-57-38-77",2,1,3,1,6,"80a955957c85476c91c1ef1e19b86abe"
"94-57-38-77",1,1,5,1,10,"80a955957c85476c91c1ef1e19b86abe"
"94-57-38-77",2,1,2,2,,"80a955957c85476c91c1ef1e19b86abe"
"94-57-38-77",1,1,3,1,6,"80a955957c85476c91c1ef1e19b86abe"
"94-57-38-77",1,1,2,2,,"80a955957c85476c91c1ef1e19b86abe"
"94-57-38-77",2,1,4,2,,"80a955957c85476c91c1ef1e19b86abe"
"74-43-96-25",3,1,4,2,,"80ad9da8adb04130b3c68966c4d4470d"
"74-43-96-25",3,1,7,2,,"80ad9da8adb04130b3c68966c4d4470d"
"74-43-96-25",3,1,8,2,,"80ad9da8adb04130b3c68966c4d4470d"
"74-43-96-25",5,1,8,1,6,"80ad9da8adb04130b3c68966c4d4470d"
"74-43-96-25",3,1,2,2,,"80ad9da8adb04130b3c68966c4d4470d"
"74-43-96-25",5,1,3,1,3,"80ad9da8adb04130b3c68966c4d4470d"
"74-43-96-25",3,1,1,2,,"80ad9da8adb04130b3c68966c4d4470d"
"74-43-96-25",3,1,3,2,,"80ad9da8adb04130b3c68966c4d4470d"
"74-43-96-25",5,1,7,2,,"80ad9da8adb04130b3c68966c4d4470d"
"74-43-96-25",5,1,1,2,,"80ad9da8adb04130b3c68966c4d4470d"
"74-43-96-25",5,1,2,1,8,"80ad9da8adb04130b3c68966c4d4470d"
"74-43-96-25",5,1,4,1,8,"80ad9da8adb04130b3c68966c4d4470d"
"46-72-10-42",3,1,2,1,25,"80cc66c321854e2fa6b04d2601c1d9b0"
"46-72-10-42",3,1,1,1,15,"80cc66c321854e2fa6b04d2601c1d9b0"
"46-72-10-42",1,2,3,2,,"80cc66c321854e2fa6b04d2601c1d9b0"
"46-72-10-42",3,1,3,2,,"80cc66c321854e2fa6b04d2601c1d9b0"
"46-72-10-42",1,2,4,2,,"80cc66c321854e2fa6b04d2601c1d9b0"
"46-72-10-42",3,1,6,2,,"80cc66c321854e2fa6b04d2601c1d9b0"
"46-72-10-42",1,2,1,1,28,"80cc66c321854e2fa6b04d2601c1d9b0"
"46-72-10-42",3,1,4,2,,"80cc66c321854e2fa6b04d2601c1d9b0"
"46-72-10-42",1,2,2,1,30,"80cc66c321854e2fa6b04d2601c1d9b0"
"46-72-10-42",1,2,6,2,,"80cc66c321854e2fa6b04d2601c1d9b0"
"68-12-67-33",1,2,1,1,10,"80d08b55339d4d22ae79cc5024d01366"
"68-12-67-33",1,3,1,1,20,"80d08b55339d4d22ae79cc5024d01366"
"68-12-67-33",1,3,2,1,5,"80d08b55339d4d22ae79cc5024d01366"
"68-12-67-33",1,4,1,1,6,"80d08b55339d4d22ae79cc5024d01366"
"68-12-67-33",1,2,2,2,,"80d08b55339d4d22ae79cc5024d01366"
"68-12-67-33",2,1,1,1,20,"80d08b55339d4d22ae79cc5024d01366"
"68-12-67-33",1,1,2,1,8,"80d08b55339d4d22ae79cc5024d01366"
"68-12-67-33",1,4,2,2,,"80d08b55339d4d22ae79cc5024d01366"
"68-12-67-33",2,2,2,2,,"80d08b55339d4d22ae79cc5024d01366"
"68-12-67-33",2,2,1,1,15,"80d08b55339d4d22ae79cc5024d01366"
"68-12-67-33",1,1,1,1,8,"80d08b55339d4d22ae79cc5024d01366"
"68-12-67-33",2,1,2,2,,"80d08b55339d4d22ae79cc5024d01366"
"50-76-72-72",1,1,1,1,2,"80ea906e31b54324add561338e3a116d"
"50-76-72-72",1,1,3,2,,"80ea906e31b54324add561338e3a116d"
"50-76-72-72",1,1,2,1,18,"80ea906e31b54324add561338e3a116d"
"83-71-32-32",4,1,4,1,7,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",1,1,6,1,5,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",1,1,2,1,8,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",2,1,2,1,8,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",1,1,1,1,8,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",3,1,8,2,,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",2,1,7,1,5,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",1,1,3,1,5,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",3,1,6,2,,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",2,1,5,1,5,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",4,1,9,2,,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",1,1,5,1,5,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",4,1,7,2,,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",2,1,9,1,5,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",3,1,2,1,10,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",3,1,1,1,10,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",3,1,3,1,10,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",3,1,4,2,,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",1,1,8,1,5,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",1,1,7,1,5,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",1,1,4,1,5,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",3,1,7,2,,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",4,1,1,1,7,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",4,1,5,1,7,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",2,1,6,1,5,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",3,1,9,1,5,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",4,1,3,1,7,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",1,1,9,1,5,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",4,1,6,1,7,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",2,1,4,1,5,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",2,1,1,1,8,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",2,1,8,1,5,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",3,1,5,2,,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",4,1,2,1,7,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",2,1,3,1,5,"8102b3a5a3a1412a91285e777a66ca2b"
"83-71-32-32",4,1,8,2,,"8102b3a5a3a1412a91285e777a66ca2b"
"67-65-14-31",2,4,2,1,18,"810eb772f3fc4ab8a0d6494ed4f1cc97"
"67-65-14-31",1,1,3,1,15,"810eb772f3fc4ab8a0d6494ed4f1cc97"
"67-65-14-31",1,1,2,1,15,"810eb772f3fc4ab8a0d6494ed4f1cc97"
"67-65-14-31",2,2,7,2,,"810eb772f3fc4ab8a0d6494ed4f1cc97"
"67-65-14-31",1,1,1,2,,"810eb772f3fc4ab8a0d6494ed4f1cc97"
"67-65-14-31",2,4,1,2,,"810eb772f3fc4ab8a0d6494ed4f1cc97"
"67-65-14-31",1,1,4,2,,"810eb772f3fc4ab8a0d6494ed4f1cc97"
"67-65-14-31",2,3,7,2,,"810eb772f3fc4ab8a0d6494ed4f1cc97"
"67-65-14-31",2,2,1,1,32,"810eb772f3fc4ab8a0d6494ed4f1cc97"
"67-65-14-31",2,3,5,2,,"810eb772f3fc4ab8a0d6494ed4f1cc97"
"67-65-14-31",2,3,6,2,,"810eb772f3fc4ab8a0d6494ed4f1cc97"
"67-65-14-31",1,1,8,2,,"810eb772f3fc4ab8a0d6494ed4f1cc97"
"67-65-14-31",2,4,7,1,14,"810eb772f3fc4ab8a0d6494ed4f1cc97"
"67-65-14-31",2,2,3,1,20,"810eb772f3fc4ab8a0d6494ed4f1cc97"
"67-65-14-31",2,2,8,2,,"810eb772f3fc4ab8a0d6494ed4f1cc97"
