"interview__key","parcelID","pltid","fam_labour__id","s3aq33","s3aq33_1","hhid"
"51-74-54-18",1,1,3,1,5,"0007d1f1449242feb5a25429644fb991"
"51-74-54-18",1,1,1,1,6,"0007d1f1449242feb5a25429644fb991"
"51-74-54-18",1,1,6,2,,"0007d1f1449242feb5a25429644fb991"
"51-74-54-18",1,1,2,2,,"0007d1f1449242feb5a25429644fb991"
"65-55-82-07",5,1,2,1,8,"0010cbae3cea4ec9831f6cd92b02dc16"
"65-55-82-07",7,1,2,1,6,"0010cbae3cea4ec9831f6cd92b02dc16"
"65-55-82-07",7,1,1,1,12,"0010cbae3cea4ec9831f6cd92b02dc16"
"65-55-82-07",2,1,4,1,6,"0010cbae3cea4ec9831f6cd92b02dc16"
"65-55-82-07",6,1,4,1,15,"0010cbae3cea4ec9831f6cd92b02dc16"
"65-55-82-07",7,1,4,1,6,"0010cbae3cea4ec9831f6cd92b02dc16"
"65-55-82-07",1,1,1,1,15,"0010cbae3cea4ec9831f6cd92b02dc16"
"65-55-82-07",6,1,2,1,21,"0010cbae3cea4ec9831f6cd92b02dc16"
"65-55-82-07",5,1,4,1,10,"0010cbae3cea4ec9831f6cd92b02dc16"
"65-55-82-07",1,1,2,1,12,"0010cbae3cea4ec9831f6cd92b02dc16"
"65-55-82-07",1,1,4,1,8,"0010cbae3cea4ec9831f6cd92b02dc16"
"65-55-82-07",2,1,1,1,15,"0010cbae3cea4ec9831f6cd92b02dc16"
"65-55-82-07",2,1,2,1,12,"0010cbae3cea4ec9831f6cd92b02dc16"
"65-55-82-07",6,1,1,1,14,"0010cbae3cea4ec9831f6cd92b02dc16"
"65-55-82-07",5,1,1,1,10,"0010cbae3cea4ec9831f6cd92b02dc16"
"15-59-27-28",2,1,4,2,,"00246782f8654441a9df0f6ec0b6fc9f"
"15-59-27-28",3,1,4,2,,"00246782f8654441a9df0f6ec0b6fc9f"
"15-59-27-28",3,1,1,1,2,"00246782f8654441a9df0f6ec0b6fc9f"
"15-59-27-28",3,1,3,2,,"00246782f8654441a9df0f6ec0b6fc9f"
"15-59-27-28",3,1,2,1,2,"00246782f8654441a9df0f6ec0b6fc9f"
"15-59-27-28",2,1,1,1,11,"00246782f8654441a9df0f6ec0b6fc9f"
"15-59-27-28",3,1,5,2,,"00246782f8654441a9df0f6ec0b6fc9f"
"15-59-27-28",2,1,3,2,,"00246782f8654441a9df0f6ec0b6fc9f"
"15-59-27-28",2,1,2,1,11,"00246782f8654441a9df0f6ec0b6fc9f"
"15-59-27-28",2,1,5,2,,"00246782f8654441a9df0f6ec0b6fc9f"
"60-42-84-88",1,1,2,2,,"0060071f3f414406af7312d68eae8513"
"60-42-84-88",1,2,1,2,,"0060071f3f414406af7312d68eae8513"
"60-42-84-88",1,2,3,1,30,"0060071f3f414406af7312d68eae8513"
"60-42-84-88",1,1,3,2,,"0060071f3f414406af7312d68eae8513"
"60-42-84-88",1,1,1,2,,"0060071f3f414406af7312d68eae8513"
"60-42-84-88",1,2,2,2,,"0060071f3f414406af7312d68eae8513"
"96-36-60-16",1,1,4,1,5,"009c1baa0edb44f8af47773ce0b7caaa"
"96-36-60-16",1,1,2,1,12,"009c1baa0edb44f8af47773ce0b7caaa"
"96-36-60-16",1,1,1,1,30,"009c1baa0edb44f8af47773ce0b7caaa"
"34-38-33-49",1,1,1,1,60,"00b48fb6bcf84dd581bd7b2be5f908a0"
"34-38-33-49",1,2,1,2,,"00b48fb6bcf84dd581bd7b2be5f908a0"
"76-53-95-73",1,2,3,2,,"00d5da8bbd544c548a71f176496ee4b6"
"76-53-95-73",1,1,3,2,,"00d5da8bbd544c548a71f176496ee4b6"
"76-53-95-73",1,1,2,1,3,"00d5da8bbd544c548a71f176496ee4b6"
"76-53-95-73",1,1,1,1,9,"00d5da8bbd544c548a71f176496ee4b6"
"76-53-95-73",1,1,4,2,,"00d5da8bbd544c548a71f176496ee4b6"
"76-53-95-73",1,2,2,1,6,"00d5da8bbd544c548a71f176496ee4b6"
"76-53-95-73",1,2,4,2,,"00d5da8bbd544c548a71f176496ee4b6"
"76-53-95-73",1,2,1,1,2,"00d5da8bbd544c548a71f176496ee4b6"
"23-36-56-02",2,1,6,1,6,"00dc3a212a1f40698656b2dc7cc97a85"
"23-36-56-02",2,1,1,1,30,"00dc3a212a1f40698656b2dc7cc97a85"
"23-36-56-02",2,1,4,1,8,"00dc3a212a1f40698656b2dc7cc97a85"
"23-36-56-02",3,1,2,1,54,"00dc3a212a1f40698656b2dc7cc97a85"
"23-36-56-02",2,1,7,2,,"00dc3a212a1f40698656b2dc7cc97a85"
"23-36-56-02",3,1,1,1,54,"00dc3a212a1f40698656b2dc7cc97a85"
"23-36-56-02",2,1,5,1,8,"00dc3a212a1f40698656b2dc7cc97a85"
"23-36-56-02",3,1,6,2,,"00dc3a212a1f40698656b2dc7cc97a85"
"23-36-56-02",3,1,5,1,3,"00dc3a212a1f40698656b2dc7cc97a85"
"23-36-56-02",3,1,3,1,3,"00dc3a212a1f40698656b2dc7cc97a85"
"23-36-56-02",3,1,7,2,,"00dc3a212a1f40698656b2dc7cc97a85"
"23-36-56-02",3,1,4,1,3,"00dc3a212a1f40698656b2dc7cc97a85"
"23-36-56-02",2,1,3,1,8,"00dc3a212a1f40698656b2dc7cc97a85"
"23-36-56-02",2,1,2,1,30,"00dc3a212a1f40698656b2dc7cc97a85"
"56-84-94-25",2,1,4,1,6,"0142f6f0c8f9435c97ac2563a6f390ec"
"56-84-94-25",1,1,3,2,,"0142f6f0c8f9435c97ac2563a6f390ec"
"56-84-94-25",1,1,4,1,3,"0142f6f0c8f9435c97ac2563a6f390ec"
"56-84-94-25",2,1,2,1,15,"0142f6f0c8f9435c97ac2563a6f390ec"
"56-84-94-25",3,1,4,2,,"0142f6f0c8f9435c97ac2563a6f390ec"
"56-84-94-25",3,1,6,2,,"0142f6f0c8f9435c97ac2563a6f390ec"
"56-84-94-25",1,1,1,1,10,"0142f6f0c8f9435c97ac2563a6f390ec"
"56-84-94-25",1,1,2,1,10,"0142f6f0c8f9435c97ac2563a6f390ec"
"56-84-94-25",1,1,6,2,,"0142f6f0c8f9435c97ac2563a6f390ec"
"56-84-94-25",1,1,5,2,,"0142f6f0c8f9435c97ac2563a6f390ec"
"56-84-94-25",2,1,1,1,15,"0142f6f0c8f9435c97ac2563a6f390ec"
"56-84-94-25",3,1,1,1,15,"0142f6f0c8f9435c97ac2563a6f390ec"
"56-84-94-25",2,1,6,2,,"0142f6f0c8f9435c97ac2563a6f390ec"
"56-84-94-25",2,1,3,1,6,"0142f6f0c8f9435c97ac2563a6f390ec"
"56-84-94-25",3,1,3,2,,"0142f6f0c8f9435c97ac2563a6f390ec"
"56-84-94-25",3,1,2,1,20,"0142f6f0c8f9435c97ac2563a6f390ec"
"56-84-94-25",3,1,5,2,,"0142f6f0c8f9435c97ac2563a6f390ec"
"56-84-94-25",2,1,5,2,,"0142f6f0c8f9435c97ac2563a6f390ec"
"65-60-49-62",2,1,1,1,17,"0182fc7b5eb44c44aef16c3a178fb762"
"65-60-49-62",2,1,2,1,15,"0182fc7b5eb44c44aef16c3a178fb762"
"10-88-82-30",1,1,7,,,"018d29620fa44db282c80b6627413e5c"
"10-88-82-30",1,1,6,,,"018d29620fa44db282c80b6627413e5c"
"10-88-82-30",1,1,1,,,"018d29620fa44db282c80b6627413e5c"
"10-88-82-30",1,1,2,,,"018d29620fa44db282c80b6627413e5c"
"10-88-82-30",1,1,3,,,"018d29620fa44db282c80b6627413e5c"
"10-83-04-61",2,1,6,2,,"0192cb54d502450ca603738439bf616f"
"10-83-04-61",2,1,3,2,,"0192cb54d502450ca603738439bf616f"
"10-83-04-61",3,1,2,1,28,"0192cb54d502450ca603738439bf616f"
"10-83-04-61",3,1,4,2,,"0192cb54d502450ca603738439bf616f"
"10-83-04-61",3,1,8,2,,"0192cb54d502450ca603738439bf616f"
"10-83-04-61",1,1,5,1,6,"0192cb54d502450ca603738439bf616f"
"10-83-04-61",3,1,5,1,28,"0192cb54d502450ca603738439bf616f"
"10-83-04-61",2,1,8,2,,"0192cb54d502450ca603738439bf616f"
"10-83-04-61",3,1,3,2,,"0192cb54d502450ca603738439bf616f"
"10-83-04-61",1,1,3,2,,"0192cb54d502450ca603738439bf616f"
"10-83-04-61",1,1,1,2,,"0192cb54d502450ca603738439bf616f"
"10-83-04-61",2,1,4,2,,"0192cb54d502450ca603738439bf616f"
"10-83-04-61",1,1,2,1,6,"0192cb54d502450ca603738439bf616f"
"10-83-04-61",2,1,5,1,14,"0192cb54d502450ca603738439bf616f"
"10-83-04-61",1,1,4,2,,"0192cb54d502450ca603738439bf616f"
"10-83-04-61",1,1,6,2,,"0192cb54d502450ca603738439bf616f"
"10-83-04-61",3,1,6,2,,"0192cb54d502450ca603738439bf616f"
"10-83-04-61",2,1,2,1,14,"0192cb54d502450ca603738439bf616f"
"10-83-04-61",3,1,1,2,,"0192cb54d502450ca603738439bf616f"
"10-83-04-61",2,1,1,2,,"0192cb54d502450ca603738439bf616f"
"10-83-04-61",1,1,8,2,,"0192cb54d502450ca603738439bf616f"
"55-14-89-54",1,1,1,1,6,"0197cec68e9246a887cae30b13bc7488"
"47-70-11-32",1,1,2,1,18,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,2,11,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",3,1,10,1,5,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,2,5,1,5,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,3,8,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",1,1,11,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",3,1,12,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,1,7,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,3,1,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",1,1,9,1,2,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,2,1,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,1,10,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,1,2,1,25,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,2,3,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,2,9,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",3,1,1,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,3,12,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",1,1,7,1,18,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,2,2,1,23,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,1,12,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,1,9,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,1,11,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",3,1,3,1,5,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",1,1,3,1,8,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,2,10,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",3,1,2,1,18,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,3,4,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,3,10,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,2,12,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",1,1,5,1,8,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",3,1,4,1,5,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",3,1,5,1,8,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",1,1,4,1,12,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,1,8,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,3,7,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",3,1,7,1,18,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,2,7,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",1,1,12,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",1,1,10,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,2,8,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,3,3,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",1,1,1,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",3,1,11,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",3,1,9,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,1,5,1,6,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,1,1,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,3,11,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,2,4,1,12,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,3,9,1,5,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",3,1,8,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,3,2,1,18,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,3,5,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",1,1,8,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,1,3,2,,"019f06d347d04d5fa22f1846aba0c59b"
"47-70-11-32",4,1,4,1,12,"019f06d347d04d5fa22f1846aba0c59b"
"26-28-68-66",1,1,1,1,16,"01d0f651c2534a1f8355b9e10e0e9dcb"
"26-28-68-66",1,4,1,2,,"01d0f651c2534a1f8355b9e10e0e9dcb"
"26-28-68-66",1,2,1,1,8,"01d0f651c2534a1f8355b9e10e0e9dcb"
"26-28-68-66",1,5,1,1,12,"01d0f651c2534a1f8355b9e10e0e9dcb"
"70-67-64-65",2,2,3,2,,"01d54a65224747fba33cf7b310c7435e"
"70-67-64-65",2,2,4,2,,"01d54a65224747fba33cf7b310c7435e"
"70-67-64-65",2,1,5,2,,"01d54a65224747fba33cf7b310c7435e"
"70-67-64-65",2,1,3,2,,"01d54a65224747fba33cf7b310c7435e"
"70-67-64-65",2,2,7,2,,"01d54a65224747fba33cf7b310c7435e"
"70-67-64-65",2,1,2,1,10,"01d54a65224747fba33cf7b310c7435e"
"70-67-64-65",2,1,4,2,,"01d54a65224747fba33cf7b310c7435e"
"70-67-64-65",2,1,6,2,,"01d54a65224747fba33cf7b310c7435e"
"70-67-64-65",2,2,2,1,5,"01d54a65224747fba33cf7b310c7435e"
"70-67-64-65",2,2,1,2,,"01d54a65224747fba33cf7b310c7435e"
"70-67-64-65",2,1,1,1,5,"01d54a65224747fba33cf7b310c7435e"
"70-67-64-65",2,2,5,2,,"01d54a65224747fba33cf7b310c7435e"
"70-67-64-65",2,2,6,2,,"01d54a65224747fba33cf7b310c7435e"
"70-67-64-65",2,1,7,2,,"01d54a65224747fba33cf7b310c7435e"
"47-08-88-12",2,2,1,1,20,"01e7608a258e42c7a2f5af8b551bc247"
"47-08-88-12",2,2,2,1,10,"01e7608a258e42c7a2f5af8b551bc247"
"47-08-88-12",2,2,4,1,5,"01e7608a258e42c7a2f5af8b551bc247"
"47-08-88-12",2,2,5,2,,"01e7608a258e42c7a2f5af8b551bc247"
"47-08-88-12",2,1,1,1,30,"01e7608a258e42c7a2f5af8b551bc247"
"47-08-88-12",1,1,3,1,20,"01e7608a258e42c7a2f5af8b551bc247"
"47-08-88-12",2,1,5,2,,"01e7608a258e42c7a2f5af8b551bc247"
"47-08-88-12",2,2,3,1,10,"01e7608a258e42c7a2f5af8b551bc247"
"47-08-88-12",2,1,2,1,10,"01e7608a258e42c7a2f5af8b551bc247"
"47-08-88-12",1,1,4,2,,"01e7608a258e42c7a2f5af8b551bc247"
"47-08-88-12",1,1,1,1,30,"01e7608a258e42c7a2f5af8b551bc247"
"47-08-88-12",1,1,5,2,,"01e7608a258e42c7a2f5af8b551bc247"
"47-08-88-12",2,1,4,1,10,"01e7608a258e42c7a2f5af8b551bc247"
"47-08-88-12",1,1,2,1,20,"01e7608a258e42c7a2f5af8b551bc247"
"47-08-88-12",2,1,3,1,10,"01e7608a258e42c7a2f5af8b551bc247"
"61-14-55-08",2,1,2,2,,"02087846085249d1ae73a1070233c8bb"
"61-14-55-08",2,1,1,1,25,"02087846085249d1ae73a1070233c8bb"
"61-14-55-08",2,1,4,1,20,"02087846085249d1ae73a1070233c8bb"
"90-77-11-20",1,4,3,2,,"0222b766ba3d494fbf6fe07cf260dac4"
"90-77-11-20",1,4,2,1,28,"0222b766ba3d494fbf6fe07cf260dac4"
"90-77-11-20",1,3,5,2,,"0222b766ba3d494fbf6fe07cf260dac4"
"90-77-11-20",1,2,1,1,14,"0222b766ba3d494fbf6fe07cf260dac4"
"90-77-11-20",2,1,5,2,,"0222b766ba3d494fbf6fe07cf260dac4"
"90-77-11-20",2,1,3,2,,"0222b766ba3d494fbf6fe07cf260dac4"
"90-77-11-20",1,1,3,2,,"0222b766ba3d494fbf6fe07cf260dac4"
"90-77-11-20",1,2,2,1,18,"0222b766ba3d494fbf6fe07cf260dac4"
"90-77-11-20",1,2,5,2,,"0222b766ba3d494fbf6fe07cf260dac4"
"90-77-11-20",2,1,2,1,8,"0222b766ba3d494fbf6fe07cf260dac4"
"90-77-11-20",1,3,3,2,,"0222b766ba3d494fbf6fe07cf260dac4"
"90-77-11-20",1,4,5,2,,"0222b766ba3d494fbf6fe07cf260dac4"
"90-77-11-20",1,4,1,1,14,"0222b766ba3d494fbf6fe07cf260dac4"
"90-77-11-20",1,3,1,1,20,"0222b766ba3d494fbf6fe07cf260dac4"
"90-77-11-20",2,1,1,1,12,"0222b766ba3d494fbf6fe07cf260dac4"
"90-77-11-20",1,2,3,2,,"0222b766ba3d494fbf6fe07cf260dac4"
"90-77-11-20",1,1,5,2,,"0222b766ba3d494fbf6fe07cf260dac4"
"90-77-11-20",1,1,2,1,12,"0222b766ba3d494fbf6fe07cf260dac4"
"90-77-11-20",1,1,1,1,16,"0222b766ba3d494fbf6fe07cf260dac4"
"90-77-11-20",1,3,2,1,15,"0222b766ba3d494fbf6fe07cf260dac4"
"94-39-98-73",2,1,1,1,61,"024172552bc54600b13887149d11e82c"
"94-39-98-73",1,1,1,1,21,"024172552bc54600b13887149d11e82c"
"70-00-19-13",1,1,2,1,15,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",1,1,4,1,15,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",4,4,5,2,,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",1,1,6,1,15,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",3,1,1,1,20,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",4,3,5,2,,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",4,1,6,1,10,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",3,1,5,2,,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",2,1,6,1,10,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",4,3,4,1,15,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",4,2,2,1,15,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",4,3,2,1,20,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",3,1,2,1,10,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",4,4,4,1,15,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",4,2,6,1,10,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",4,1,1,1,30,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",4,1,4,1,15,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",4,1,2,1,15,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",4,2,5,2,,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",3,1,6,1,10,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",2,1,2,1,10,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",4,1,5,2,,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",4,4,2,1,15,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",4,2,1,1,30,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",4,3,6,1,10,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",1,1,5,2,,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",4,3,1,1,35,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",1,1,1,1,30,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",3,1,4,1,10,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",4,4,1,1,20,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",2,1,4,1,10,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",4,2,4,1,15,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",4,4,6,1,10,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",2,1,1,1,20,"02449af9963842c8b8f615b2232735b1"
"70-00-19-13",2,1,5,2,,"02449af9963842c8b8f615b2232735b1"
"76-65-88-05",2,1,5,2,,"025b88ecba4a44279935bd4a0d19bccd"
"76-65-88-05",1,1,5,2,,"025b88ecba4a44279935bd4a0d19bccd"
"76-65-88-05",1,1,2,1,4,"025b88ecba4a44279935bd4a0d19bccd"
"76-65-88-05",1,1,1,1,4,"025b88ecba4a44279935bd4a0d19bccd"
"76-65-88-05",1,2,4,1,6,"025b88ecba4a44279935bd4a0d19bccd"
"76-65-88-05",1,2,2,1,6,"025b88ecba4a44279935bd4a0d19bccd"
"76-65-88-05",2,1,4,1,3,"025b88ecba4a44279935bd4a0d19bccd"
"76-65-88-05",1,1,3,1,3,"025b88ecba4a44279935bd4a0d19bccd"
"76-65-88-05",1,2,5,2,,"025b88ecba4a44279935bd4a0d19bccd"
"76-65-88-05",1,2,1,1,6,"025b88ecba4a44279935bd4a0d19bccd"
"76-65-88-05",1,2,3,1,6,"025b88ecba4a44279935bd4a0d19bccd"
"76-65-88-05",2,1,2,1,3,"025b88ecba4a44279935bd4a0d19bccd"
"76-65-88-05",2,1,1,1,3,"025b88ecba4a44279935bd4a0d19bccd"
"76-65-88-05",2,1,3,1,3,"025b88ecba4a44279935bd4a0d19bccd"
"76-65-88-05",1,1,4,1,6,"025b88ecba4a44279935bd4a0d19bccd"
"55-21-20-60",2,1,3,2,,"02868c7da57e46529281d2dae35ee7fd"
"55-21-20-60",3,1,3,2,,"02868c7da57e46529281d2dae35ee7fd"
"55-21-20-60",2,1,2,1,30,"02868c7da57e46529281d2dae35ee7fd"
"55-21-20-60",3,2,1,1,5,"02868c7da57e46529281d2dae35ee7fd"
"55-21-20-60",3,1,1,1,15,"02868c7da57e46529281d2dae35ee7fd"
"55-21-20-60",2,1,1,1,28,"02868c7da57e46529281d2dae35ee7fd"
"55-21-20-60",3,1,2,1,16,"02868c7da57e46529281d2dae35ee7fd"
"55-21-20-60",3,2,3,2,,"02868c7da57e46529281d2dae35ee7fd"
"55-21-20-60",3,2,2,1,12,"02868c7da57e46529281d2dae35ee7fd"
"42-38-29-76",1,1,2,1,4,"02b20908f47043f0b2389ba8246c5bdc"
"42-38-29-76",1,1,1,1,3,"02b20908f47043f0b2389ba8246c5bdc"
"42-38-29-76",1,1,4,2,,"02b20908f47043f0b2389ba8246c5bdc"
"42-38-29-76",2,1,1,1,17,"02b20908f47043f0b2389ba8246c5bdc"
"42-38-29-76",1,1,3,2,,"02b20908f47043f0b2389ba8246c5bdc"
"42-38-29-76",2,1,2,1,19,"02b20908f47043f0b2389ba8246c5bdc"
"42-38-29-76",2,1,3,2,,"02b20908f47043f0b2389ba8246c5bdc"
"42-38-29-76",2,1,4,2,,"02b20908f47043f0b2389ba8246c5bdc"
"48-69-26-39",2,1,2,2,,"02efd503602d4d10a508075b811e5913"
"48-69-26-39",1,1,4,2,,"02efd503602d4d10a508075b811e5913"
"48-69-26-39",2,4,3,2,,"02efd503602d4d10a508075b811e5913"
"48-69-26-39",2,1,1,1,15,"02efd503602d4d10a508075b811e5913"
"48-69-26-39",2,2,1,1,30,"02efd503602d4d10a508075b811e5913"
"48-69-26-39",2,4,2,2,,"02efd503602d4d10a508075b811e5913"
"48-69-26-39",2,2,4,1,30,"02efd503602d4d10a508075b811e5913"
"48-69-26-39",2,2,3,2,,"02efd503602d4d10a508075b811e5913"
"48-69-26-39",2,1,4,1,15,"02efd503602d4d10a508075b811e5913"
"48-69-26-39",2,3,1,1,10,"02efd503602d4d10a508075b811e5913"
"48-69-26-39",2,2,2,2,,"02efd503602d4d10a508075b811e5913"
"48-69-26-39",2,3,4,1,10,"02efd503602d4d10a508075b811e5913"
"48-69-26-39",1,1,2,2,,"02efd503602d4d10a508075b811e5913"
"48-69-26-39",1,1,1,1,30,"02efd503602d4d10a508075b811e5913"
"48-69-26-39",1,1,3,2,,"02efd503602d4d10a508075b811e5913"
"48-69-26-39",2,1,3,2,,"02efd503602d4d10a508075b811e5913"
"48-69-26-39",2,4,1,1,10,"02efd503602d4d10a508075b811e5913"
"48-69-26-39",2,4,4,1,10,"02efd503602d4d10a508075b811e5913"
"48-69-26-39",2,3,3,2,,"02efd503602d4d10a508075b811e5913"
"48-69-26-39",2,3,2,2,,"02efd503602d4d10a508075b811e5913"
"80-06-17-35",1,1,4,1,7,"02fbc725a3074d0fa9debb7a02ba23fb"
"80-06-17-35",1,1,5,2,,"02fbc725a3074d0fa9debb7a02ba23fb"
"80-06-17-35",1,1,2,1,19,"02fbc725a3074d0fa9debb7a02ba23fb"
"80-06-17-35",1,1,1,2,,"02fbc725a3074d0fa9debb7a02ba23fb"
"80-06-17-35",1,1,3,1,7,"02fbc725a3074d0fa9debb7a02ba23fb"
"39-39-07-60",1,2,2,1,15,"03003a6f1ccd4b1290629662229b5d83"
"39-39-07-60",1,2,1,1,6,"03003a6f1ccd4b1290629662229b5d83"
"39-39-07-60",1,1,2,1,35,"03003a6f1ccd4b1290629662229b5d83"
"39-39-07-60",1,2,4,2,,"03003a6f1ccd4b1290629662229b5d83"
"39-39-07-60",1,1,4,2,,"03003a6f1ccd4b1290629662229b5d83"
"39-39-07-60",1,1,5,2,,"03003a6f1ccd4b1290629662229b5d83"
"39-39-07-60",1,2,3,1,3,"03003a6f1ccd4b1290629662229b5d83"
"39-39-07-60",1,2,5,2,,"03003a6f1ccd4b1290629662229b5d83"
"39-39-07-60",1,1,3,1,5,"03003a6f1ccd4b1290629662229b5d83"
"39-39-07-60",1,1,1,2,,"03003a6f1ccd4b1290629662229b5d83"
"49-36-35-82",1,1,1,1,10,"032de3aed1c34dd5840aba975a5a4468"
"49-36-35-82",1,1,3,1,4,"032de3aed1c34dd5840aba975a5a4468"
"49-36-35-82",1,1,2,2,,"032de3aed1c34dd5840aba975a5a4468"
"49-36-35-82",1,1,5,2,,"032de3aed1c34dd5840aba975a5a4468"
"40-25-02-37",3,1,3,2,,"034a672611304ed3a91b8a062f4d4046"
"40-25-02-37",1,2,3,1,2,"034a672611304ed3a91b8a062f4d4046"
"40-25-02-37",1,2,1,1,2,"034a672611304ed3a91b8a062f4d4046"
"40-25-02-37",1,1,3,1,5,"034a672611304ed3a91b8a062f4d4046"
"40-25-02-37",3,1,2,2,,"034a672611304ed3a91b8a062f4d4046"
"40-25-02-37",1,1,2,2,,"034a672611304ed3a91b8a062f4d4046"
