"hhid","parcelID","t0_hhid","s2aq05_1","s2aq03_3","a2bq1owned","s2aq03_1","s2aq04","s2aq05","s2aq06","s2aq07","s2aq08","a2bq09","a2bq10","a2bq11","a2bq12a","a2bq12b","a2bq12a_1","a2bq12b_1","a2aq18","s2aq20","s2aq21","s2aq22a","s2aq22b"
"50ce0aeb4a3a4ce4aa88a8d83a3c9d73",1,"H0651",1,1,2,1,,0.25,1,1,9,,3,1,1,5,,3,2,2,,,
"50e0bd6fa19a4d4f8c96669910359c91",2,"H1586",2,1,2,1,,3,3,4,8,150000,6,1,1,1,,,2,2,,,
"50f1b984182f4ad383b4dcdf8685981a",1,"H0977",1,1,2,1,,1,1,4,8,180000,1,1,1,1,,,2,2,,,
"50f1b984182f4ad383b4dcdf8685981a",2,"H0977",1,1,2,3,,0.25,1,4,8,0,4,2,1,1,,,2,2,,,
"511a2974a3ce48ff88c08b1b3dd7c2da",2,"H1721",1,1,2,1,,1,4,4,8,30000,3,1,1,1,,,2,2,,,
"5120b1ab49fe44cab5b197e3615a670f",3,"H0229",1,3,2,,,1,2,1,8,100000,1,1,96,1,,,2,2,,,
"515101ffb1f5495eba8eacd974f4f63a",2,"H1104",1,1,2,1,,1,1,4,9,,10,2,5,1,3,,2,2,,,
"519b87abc4e04a6a8046234b94b91cb3",1,"H3195",1,1,2,1,,2,3,1,8,0,5,1,1,1,,,2,2,,,
"51a5917cfc8743e59c4c4f7df9993550",2,"H2880",1,1,2,1,,0.5,2,3,9,,10,1,2,1,,,2,2,,,
"51b52b3dedef49bf9619f8af719e314f",2,"H3136",1,1,2,1,,10,4,1,8,0,10,1,2,2,,,2,2,,,
"51c657fb541547739f4247c1aaf157c5",3,"H1065",1,1,2,1,,2,6,4,8,0,9999,1,7,1,,,2,2,,,
"5274f9bea0984985b3e8f56b6bd1b8b9",2,"H0952",1,1,2,1,,1.75,3,2,8,40000,10,1,1,1,,,2,1,1,3,
"5274f9bea0984985b3e8f56b6bd1b8b9",3,"H0952",1,1,2,1,,0.5,3,2,8,40000,10,1,1,1,,,2,2,,,
"53a0bbca47fb4e3686bcb4d9354da3c5",1,"H1443",1,1,2,1,0.09,0.12,1,4,9,,3,2,2,2,,,2,2,,,
"53a99bc9b4cf41cbb7e38fa15a64ef34",1,"H2116",1,1,2,1,,1.12,2,4,8,0,7,2,5,1,2,,2,2,,,
"545e128f868a48fb90e83536e307e822",2,"H2190",4,1,2,1,,0.5,3,4,8,95000,0,1,1,1,,,2,2,,,
"5531b1d7466248e688ff0e6f58332ec7",2,"S9999027",,,2,,,1.5,2,1,8,300000,0,1,96,1,,,2,2,,,
"5531b1d7466248e688ff0e6f58332ec7",3,"S9999027",,,2,,,1,3,1,8,150000,0,1,96,1,,,2,2,,,
"5531b1d7466248e688ff0e6f58332ec7",4,"S9999027",,,2,,,1,3,1,9,,2,2,1,1,,,2,2,,,
"5576ad774bfb4fb08234bbfef5d92b5c",1,"H0824",1,1,2,1,2.71,3,1,1,8,0,7,2,2,2,,,2,2,,,
"55cb0ac9e985428394d3f0085cd05ffe",3,"H0601",2,1,2,3,,0.5,3,1,8,70000,2,1,1,1,,,2,2,,,
"55cb0ac9e985428394d3f0085cd05ffe",4,"H0601",2,3,2,,,0.5,2,1,8,0,1,2,1,1,,,2,2,,,
"55e256a234e141cea64051f860072767",4,"H0869",2,2,2,,,,,,,,,,,,,,,,,,
"5607c974af294c06b528674ba44a3bc5",2,"H0186",2,1,2,3,,1.25,3,6,8,150000,5,1,1,1,,,2,2,,,
"561b9da0e83b491fbe93b0b5dc93dbff",1,"H0834",1,1,2,3,,2,3,4,9,,8,1,1,1,,,2,2,,,
"56746c03ed274ca097e558508cdd7803",1,"H0691",1,1,2,3,,1,3,1,8,0,10,1,1,1,,,2,2,,,
"5694adb9ef8f4479a85d95a4dee40cf4",1,"H0039",2,1,2,1,,3,3,6,8,0,2017,1,1,1,,,2,2,,,
"56e2f95e0a8f49ee994aaf22ce16ef5e",1,"H0552",1,1,2,1,,0.5,3,1,8,150000,3,1,1,1,,,2,2,,,
"56e2f95e0a8f49ee994aaf22ce16ef5e",2,"H0552",1,1,2,3,,0.5,3,1,8,70000,3,1,1,1,,,2,2,,,
"57715583020e4b8393c3eebd059edaa9",1,"H1461",1,1,2,3,,0.25,1,4,8,100,100,1,96,1,,,2,2,,,
"577c942c1d9846dba27cb3c2e26950f4",3,"H2999",2,1,2,1,,0.75,2,1,9,,2,2,1,96,,,2,2,,,
"57ba8e9457024ed4bbf5d910d1b98591",2,"H2639",1,3,2,,,1,4,1,8,60000,0,1,5,1,3,,2,2,,,
"5896313ce0e04d6489223a727874d162",1,"H0256",1,2,2,,,,,,,,1,2,,,,,,,,,
"58cd527a930742bb86440a5b61fa2cba",2,"H0511",1,1,2,1,,0.5,2,3,8,80000,4,1,1,1,,,2,2,,,
"58cd527a930742bb86440a5b61fa2cba",3,"H0511",1,1,2,1,,1,1,3,8,0,4,1,1,1,,,2,2,,,
"594de625421b47c3b7d0edb4c9337ca3",1,"H0569",1,1,2,1,,1,4,4,2,,10,2,2,2,,,2,2,,,
"594de625421b47c3b7d0edb4c9337ca3",2,"H0569",1,1,2,3,,0.5,4,1,8,50000,0,1,1,5,,,2,2,,,
"59b3f2f04b98457cb94292769d6e99f2",2,"H1082",1,1,2,1,,1,2,4,8,300000,1,1,1,1,,,2,2,,,
"5a022b3a7584434d93d55ed0d3fc0d7c",3,"H3155",5,1,2,1,,0.25,3,1,8,200000,1,1,1,2,,,2,2,,,
"5a5c898bf25745f9bcf8c21878a8bcdc",1,"S9991015",,,2,1,,1,3,4,4,,5,2,5,2,3,,2,2,,,
"5aa4d09b72144eb38f307e1a32cb0a5c",1,"H2002",1,1,2,1,,1,2,4,9,,10,2,6,1,,,2,2,,,
"5acd41fba38247abac123ad3ea315b8a",2,"H2063",2,1,2,3,,0.5,1,4,8,0,5,2,5,5,3,3,2,2,,,
"5acd41fba38247abac123ad3ea315b8a",3,"H2063",2,3,2,,,1,6,4,8,150000,2,1,5,1,3,,2,2,,,
"5ad6ab2e325d4acd8da289a6afe76e1c",1,"H2749",1,1,2,1,,0.25,1,1,9,,5,1,5,1,3,,2,2,,,
"5ad6ab2e325d4acd8da289a6afe76e1c",2,"H2749",,1,2,1,,0.25,1,1,9,,5,1,1,1,,,2,2,,,
"5ad6ab2e325d4acd8da289a6afe76e1c",3,"H2749",1,1,2,1,,0.25,2,1,9,,8,1,1,1,,,2,2,,,
"5b0fb03d51ff459b89d840951df391ed",1,"H1333",1,1,2,1,,0.5,4,4,8,600000,3,1,1,1,,,3,2,,,
"5b0fb03d51ff459b89d840951df391ed",2,"H1333",1,1,2,1,,1,4,4,8,200000,3,1,1,1,,,2,2,,,
"5b8c0268f0024da88e6f3d6a7106fd7f",3,"H0921",1,3,2,,,0.15,1,4,9,,1,2,1,1,,,2,2,,,
"5b9f45f91a864ba09fbc1b2c6ff83b80",1,"H1415",1,1,2,1,,1,3,4,8,230000,4,1,1,96,,,2,2,,,
"5b9f45f91a864ba09fbc1b2c6ff83b80",2,"H1415",1,1,2,3,,0.5,4,4,8,70000,6,1,96,1,,,2,2,,,
"5b9f45f91a864ba09fbc1b2c6ff83b80",3,"H1415",1,3,2,,,0.5,3,4,8,100000,0,1,96,1,,,2,2,,,
"5b9f45f91a864ba09fbc1b2c6ff83b80",4,"H1415",1,3,2,,,0.5,2,4,8,50000,0,2,96,96,,,2,2,,,
"5bf770e6767c469994f320841a274e58",3,"H0727",1,1,2,1,0.93,1,1,4,8,0,8,2,1,1,,,2,2,,,
"5bf770e6767c469994f320841a274e58",4,"H0727",1,1,2,1,2.21,2,1,4,8,0,6,2,2,2,,,2,2,,,
"5c49d46d90a9479a8bc0509cd57cb5d9",1,"H0968",1,1,2,1,,1.5,1,4,8,0,12,1,1,1,,,2,2,,,
"5c72a06c6bd749cabed476f03a790ec1",1,"H3002",1,1,2,1,0.54,0.3,1,1,8,50000,4,1,1,1,,,2,2,,,
"5cbb6d1f663c44869b31c22cff31d055",2,"H3063",1,1,2,3,,1.5,3,1,8,120000,2,1,1,1,,,2,2,,,
"5dc0193b8eb249df8e6d32b7cb1f2e30",1,"H2866",2,1,2,3,,1,2,1,9,,2,1,1,1,,,2,2,,,
"5dc0193b8eb249df8e6d32b7cb1f2e30",3,"H2866",2,1,2,3,,1,3,1,9,,4,2,1,5,,3,2,2,,,
"5de8b32ba84640c0afc629424a1284d7",2,"H2990",3,3,2,,,0.75,3,1,8,300000,1,1,1,1,,,2,2,,,
"5e5b0339ba74466f864efb5a9ded7c3f",1,"H0850",6,1,2,1,,1,4,4,8,300000,6,1,1,1,,,3,2,,,
"5e5b0339ba74466f864efb5a9ded7c3f",3,"H0850",6,1,2,3,,0.9,3,4,9,,6,1,1,1,,,3,2,,,
"5e5b0339ba74466f864efb5a9ded7c3f",4,"H0850",1,3,2,,,0.75,2,1,8,280000,1,1,5,96,3,,3,2,,,
"5e5b0339ba74466f864efb5a9ded7c3f",5,"H0850",1,3,2,,,0.5,3,1,8,220000,1,1,5,1,1,,3,2,,,
"5e6c30c4feb842198343dfcb49e70b26",1,"H2157",5,1,2,1,,0.5,3,1,9,,2,1,1,1,,,2,2,,,
"5e818374e9e4488eb630f8ce5d79f078",2,"H2701",1,1,2,1,1,1,1,1,8,300000,2,1,1,1,,,2,2,,,
"5eda5fe613e34e9890ba7d1e4aa655e4",1,"H1093",1,1,2,1,,1,1,4,8,0,5,1,96,1,,,2,2,,,
"5fb0bba525354c68a0b5a58b41c5ee26",1,"H2770",2,1,2,1,,0.5,4,4,96,,10,2,2,1,,,2,2,,,
"5fc545f8e5084965b9cbe407a2600ee4",2,"H1426",2,1,2,1,1.46,2,1,4,2,,6,2,1,1,,,2,2,,,
"5fd82aee8bc44937937e1d3bb92f2402",1,"H1935",1,1,2,3,,0.5,4,4,8,0,2,1,5,5,3,3,2,2,,,
"602895c09f314481abbc338227d3bf5f",2,"H1943",1,1,2,3,,0.5,3,4,8,60000,2,1,1,1,,,2,2,,,
"608dd2f241e94df6ad75d3d2dfd1b38c",3,"H2018",1,1,2,1,,7,4,2,9,,4,2,5,5,3,3,2,2,,,
"61099aa11f1e47bea206ce7b43dcf1b4",1,"H0322",4,1,2,3,,0.5,2,1,8,0,5,1,1,1,,,2,2,,,
"6122f2c9a36d4b4a97ff62cb9f86a984",2,"H1605",1,1,2,1,,4.25,1,4,9,,2,2,1,1,,,2,2,,,
"616d8a138a77486ebed79896b96d4e0e",1,"H1921",2,1,2,1,,1,3,4,8,0,3,2,1,1,,,2,2,,,
"61da749fb95c432dabf6c100b9776119",1,"H2901",1,1,2,1,0.47,0.5,2,1,9,,3,1,1,1,,,2,2,,,
"620f96a3fbb848b19b0cc64eff9555da",1,"H1535",1,1,2,1,,1,2,1,8,100000,6,1,1,1,,,2,2,,,
"620f96a3fbb848b19b0cc64eff9555da",2,"H1535",1,1,2,3,,0.25,2,1,9,,1,2,1,96,,,2,2,,,
"620f96a3fbb848b19b0cc64eff9555da",3,"H1535",1,1,2,1,0.17,0.25,1,1,9,,7,2,1,1,,,2,2,,,
"621a09ec49f2455eb5f18f32fa169e71",2,"H1108",3,1,2,1,,1,2,4,8,60000,3,1,2,2,,,2,2,,,
"62484bec83fd4f1da70b5a1bbf048e7e",1,"H0162",1,3,2,,,1,4,1,8,300000,1,1,1,1,,,2,2,,,
"62899cb37c684975ab6393832eb4c221",2,"H3108",2,1,2,3,,1,2,1,9,,5,2,5,1,1,,2,2,,,
"62b3ed471e064d868c80041541667541",1,"H3182",2,1,2,1,,0.25,2,1,8,280000,4,1,1,1,,,2,2,,,
"62c05af903a244399a7eb6b19577120e",2,"H1153",2,1,2,1,,0.25,1,4,8,300000,2,1,1,1,,,2,2,,,
"634c4b86d8e84b4981da01a9d15f7b63",2,"H1391",1,1,2,1,,0.25,4,4,8,70000,3,1,1,1,,,2,2,,,
"639df7ca3e4d421182ad76d2fa42deb2",1,"H1562",1,1,2,1,,1.5,,4,8,150000,4,1,2,2,,,2,2,,,
"63beda83e4004002b1276c1c43f9ab75",2,"H1431",1,1,2,3,,1,2,1,8,100000,5,1,1,5,,2,2,2,,,
"63ca9150586c41c5ae9c27f76edf38f3",3,"H0674",10,1,2,3,,0.25,1,4,8,100000,1,1,1,1,,,2,2,,,
"6404252c51564436a042729153322d07",4,"H2250",9,3,2,,,1,1,4,8,0,0,1,96,1,,,2,2,,,
"6427df928d8245ec9e798903d0e8982e",1,"H1296",1,1,2,1,,3,2,6,9,,3,1,2,2,,,2,2,,,
"64b850dea852453993ce2c51db34f631",2,"H0944",1,1,2,3,,0.15,1,4,8,50000,3,1,1,96,,,2,2,,,
"658d1dae722246879b876bbd32bddf37",4,"H0627",1,1,2,1,,1,2,4,8,100000,2,1,2,2,,,2,2,,,
"65deaa19d2694ea4bc751f9ed444c2b6",2,"H0584",1,3,2,,,1,2,3,8,150000,1,1,1,1,,,2,2,,,
"66713c3781bc4160b16041bce254320e",3,"H1246",1,3,2,,,0.5,4,4,8,80000,1,1,1,1,,,2,2,,,
"66713c3781bc4160b16041bce254320e",4,"H1246",1,3,2,,,0.5,4,4,8,80000,1,1,1,1,,,2,2,,,
"66791e53847547b8be21995e63de09b5",1,"H0961",1,2,2,,,,,,,,1,1,,,,,,,,,
"66d541e5feec4463adedacc263388cf3",1,"S9998027",,,2,2,,1,3,1,9,,2,1,1,1,,,2,2,,,
"66e743d7ae8f446ca798df3a8866240a",2,"H2887",1,1,2,1,,0.15,1,1,8,0,4,2,1,5,,3,2,2,,,
"66e743d7ae8f446ca798df3a8866240a",3,"H2887",1,1,2,1,,0.15,1,1,8,0,4,2,1,1,,,2,2,,,
"66f6953b20594a0d955d1292bf36b08a",2,"H1256",1,1,2,1,,0.5,4,4,8,200000,5,1,2,2,,,2,2,,,
"67a2258d286147569f311ea185d309bb",2,"H2657",2,1,2,1,,1.5,3,1,8,100000,3,1,1,1,,,2,2,,,
"67ee68d46cf24a4eb4ac4ed70a3ac6e2",2,"H2134",1,1,2,1,,1,4,4,8,30000,2,1,5,2,3,,2,2,,,
"688da235db6e488dbd06928c99469fc2",3,"H2459",1,1,2,1,,0.25,2,4,2,,2010,2,1,1,,,2,2,,,
"688da235db6e488dbd06928c99469fc2",4,"H2459",1,1,2,1,,2,4,4,2,,2010,1,1,1,,,2,2,,,
"68963103f88e40878fe865e4a0a1e544",1,"H0654",1,1,2,1,,0.8,2,3,2,,1,2,1,1,,,2,2,,,
"68c06cbb82224e83bc49c837dc15fbfc",2,"H3099",2,1,2,1,0.33,0.3,2,1,2,,4,1,1,1,,,2,2,,,
"68e7df4580f8452b8effc5be6975cb75",1,"H0971",5,1,2,1,,0.5,1,4,8,0,4,1,1,1,,,3,2,,,
"694d8f1dc18e4712817b9b2e64a7177b",2,"H2253",3,1,2,3,,1,3,4,8,5000,1,1,1,1,,,2,2,,,
"694d8f1dc18e4712817b9b2e64a7177b",3,"H2253",3,1,2,3,,1,3,4,8,50000,1,1,1,1,,,2,2,,,
"6a0ad261d8734847a093951f6df92289",1,"H1570",2,1,2,1,,0.25,1,1,8,0,3,1,5,5,3,3,2,2,,,
"6a0ad261d8734847a093951f6df92289",3,"H1570",2,1,2,1,0.25,0.25,1,1,9,,3,2,5,5,3,3,2,2,,,
"6a0ffb46c7594e8f867113b86b225de7",2,"H1266",2,1,2,1,,1,2,4,8,200000,10,1,96,1,,,2,2,,,
"6a3899b9c0624a688b55f57a70e98844",1,"H1546",2,1,2,1,,2,2,4,9,,2,1,1,1,,,2,2,,,
"6a612ce1d9a8472bb5e94c7768b8e986",1,"H1422",2,1,2,1,,0.4,2,4,9,,3,1,1,1,,,2,2,,,
"6a612ce1d9a8472bb5e94c7768b8e986",2,"H1422",2,1,2,1,,0.5,2,4,9,,3,2,1,1,,,2,2,,,
"6a6d97445bbe4a4380268d4104258eb4",2,"H1708",2,1,2,3,,0.5,6,4,9,,5,2,1,1,,,2,2,,,
"6a6d97445bbe4a4380268d4104258eb4",3,"H1708",2,1,2,1,,0.75,4,4,8,0,3,1,1,1,,,2,2,,,
"6ae207f3fee341209153c784bc507ce4",1,"H2709",1,1,2,1,,0.5,3,1,9,,6,1,1,1,,,2,2,,,
"6af42b34d72e4d4d828bc75bb0588c9c",1,"H1423",1,1,2,1,,0.5,4,1,8,140000,2,1,1,1,,,2,2,,,
"6af42b34d72e4d4d828bc75bb0588c9c",3,"H1423",1,1,2,1,,0.5,4,1,9,,4,1,1,1,,,2,2,,,
"6b1e70638ebc4a37abdf470dd295b300",2,"H0813",1,1,2,3,,0.5,2,1,1,,18,2,2,2,,,2,2,,,
"6b1e70638ebc4a37abdf470dd295b300",4,"H0813",1,1,2,3,,0.5,3,1,8,0,0,2,1,1,,,2,2,,,
"6b933522aebf44aba40be62e8c363617",1,"H0218",1,1,2,3,,0.25,1,1,9,,6,2,1,1,,,2,2,,,
"6ba7e38dcbc5483ebda2ad122ad8d586",1,"H1932",1,1,2,3,,0.5,3,4,8,0,3,2,1,1,,,2,2,,,
"6bed6054bbf444c19f6d8847b96a86ae",1,"H1846",1,1,2,3,,1,3,4,8,100000,2,1,5,1,3,,2,2,,,
"6bed6054bbf444c19f6d8847b96a86ae",2,"H1846",2,1,2,3,,0.5,1,4,8,50000,0,1,96,1,,,2,2,,,
"6c4ceae4b5514f1993852e7cb2e0789c",4,"H0423",1,1,2,1,,1.5,2,1,8,200000,0,1,1,1,,,3,2,,,
"6c9e2f8823bc4abe9777913d970fd0d6",2,"H0364",2,1,2,1,,0.5,2,1,9,,2,2,1,1,,,2,2,,,
"6cbdf5a1dabb4bf99cc7b36ab383e9be",1,"H2604",2,2,2,,,,,,,,2,1,,,,,,,,,
"6cfb7f59ca214bcaa1a0c7cfccf81212",1,"H3222",1,1,2,1,,0.25,3,1,8,100000,5,1,1,5,,3,2,2,,,
"6d3991817c2c4227b53365b1eddbc824",1,"H2200",1,1,2,1,,1,1,4,96,,3,2,1,1,,,2,2,,,
"6d3991817c2c4227b53365b1eddbc824",2,"H2200",1,1,2,1,,1,3,4,8,40000,2,1,1,1,,,2,2,,,
"6d3991817c2c4227b53365b1eddbc824",4,"H2200",1,1,2,1,,1,3,4,8,40000,4,1,1,1,,,2,2,,,
"6d58ddebd3ac4a85b8046454b0fc29e7",1,"H1318",2,2,2,,,,,,,,2,2,,,,,,,,,
"6d58ddebd3ac4a85b8046454b0fc29e7",2,"H1318",2,1,2,3,,0.51,1,4,8,50000,4,2,1,1,,,2,2,,,
"6df7df34aecd474aa1dcad1f4347b1e5",1,"H0937",,1,2,3,,0.2,2,4,9,,10,1,1,1,,,3,2,,,
"6df7df34aecd474aa1dcad1f4347b1e5",2,"H0937",,1,2,3,,0.5,2,4,9,,10,2,1,1,,,2,2,,,
"6df7df34aecd474aa1dcad1f4347b1e5",3,"H0937",3,1,2,3,,1,3,4,8,0,10,2,5,1,3,,2,2,,,
"6e09cafe878a4686b5af59056e145fd5",3,"H1841",4,1,2,1,,1,1,2,8,100000,4,1,1,1,,,2,2,,,
"6e09cafe878a4686b5af59056e145fd5",4,"H1841",1,1,2,1,,2,6,2,8,150000,2,1,1,1,,,2,2,,,
"6e2bc5b6f89d41dc8b963c8c9380ed55",4,"H0966",2,3,2,,,0.5,2,4,8,0,1,1,1,1,,,2,2,,,
"6e639d5397534cc7a4a4f172f1bc80fe",1,"H0741",1,1,2,1,,0.5,2,4,2,,3,2,1,5,,1,2,2,,,
"6e639d5397534cc7a4a4f172f1bc80fe",3,"H0741",1,1,2,1,0.65,0.5,1,4,2,,5,2,1,1,,,3,2,,,
"6e70903b953f4f48bca3ffa96ebc184d",3,"H3018",7,1,2,1,,0.5,2,1,8,140000,1,1,5,1,1,,2,2,,,
"6e81a691c3c847339e1aa776dce7f820",2,"H0368",2,1,2,1,,2,4,1,8,100000,3,1,2,2,,,2,2,,,
"6e81a691c3c847339e1aa776dce7f820",3,"H0368",2,1,2,1,,0.5,3,1,8,20000,3,1,2,2,,,2,2,,,
"6f05a77676a145c9a5aa2a9e0d4def30",3,"H0207",1,1,2,3,,1,2,1,8,0,5,1,2,2,,,2,2,,,
"6f4cbca19664408eaea6f2da41aef981",1,"H1207",3,1,2,3,,0.25,1,3,9,,5,1,1,1,,,2,2,,,
"6f4cbca19664408eaea6f2da41aef981",2,"H1207",3,1,2,1,,0.5,1,2,9,,10,2,1,1,,,2,2,,,
"6f62873ad2c04825ade10e0f21852cc7",1,"S9998005",,,2,,,,,,,,0,2,,,,,,,,,
"6f62873ad2c04825ade10e0f21852cc7",2,"S9998005",,,2,1,,1,3,4,9,,0,2,96,2,,,2,2,,,
"6f93fb59e3dd40afb415e194997c4d5c",2,"H0816",1,1,2,1,,0.25,2,3,8,0,5,1,1,1,,,2,1,1,6,
"6fbfd1ca154140099d74bcc494b2f434",6,"H2260",1,3,2,,,1.5,3,2,8,40000,1,1,96,1,,,2,2,,,
"6fbff33993b74df7bf67b3b1723a4623",1,"H1064",8,1,2,1,,1,6,4,9,,5,2,5,5,1,1,2,2,,,
"6fbff33993b74df7bf67b3b1723a4623",2,"H1064",11,1,2,1,,1,6,4,9,,5,2,5,5,3,3,2,2,,,
"6fe4370d67bb4dd49ece404a6be51588",1,"H2687",7,2,2,,,,,,,,0,1,,,,,,,,,
"7047d89a3db14e00a6706498ffbe8037",2,"H3097",2,1,2,1,,0.5,2,1,8,80000,1,1,1,1,,,2,2,,,
"70b60b0e8e8c437dba5ccfac3fcbd53d",2,"H2268",2,1,2,1,,3,6,2,9,,3,1,5,1,3,,2,2,,,
"70e77305baeb4d5fba7abf802061f297",1,"H3000",4,1,2,1,,0.95,2,1,8,120000,5,1,1,96,,,2,2,,,
"71406ef141ba4c8b8849e124aa7e740f",3,"H0644",1,1,2,1,,3,2,1,8,120000,0,2,1,96,,,2,2,,,
"71406ef141ba4c8b8849e124aa7e740f",4,"H0644",1,1,2,1,,2,2,1,8,100000,0,2,96,1,,,2,2,,,
"71460246b2ce4e3480b9cacb147d6f12",1,"H2968",2,2,2,,,,,,,,3,2,,,,,,,,,
"71460246b2ce4e3480b9cacb147d6f12",3,"H2968",2,2,2,,,,,,,,5,2,,,,,,,,,
"718160b39b814f4bb87ce30e9cb4c879",4,"H1860",1,1,2,3,,1,3,4,8,100000,4,1,1,96,,,2,2,,,
"719fee60701a442689658bcb4f0f7aa1",4,"H1089",2,3,2,,,1,3,4,8,150000,0,1,96,1,,,2,2,,,
"724cf4fdb5fb4ba1a1c9a198a635852b",3,"H1216",1,1,2,1,,0.4,3,4,8,40000,0,1,1,96,,,2,2,,,
"724cf4fdb5fb4ba1a1c9a198a635852b",4,"H1216",1,1,2,1,,0.3,2,4,8,70000,2,1,1,1,,,2,2,,,
"724cf4fdb5fb4ba1a1c9a198a635852b",5,"H1216",1,1,2,1,,0.5,2,4,8,70000,0,1,96,1,,,2,2,,,
"72b26194218643a29876fa8e87528fb3",3,"H1686",1,1,2,3,,0.5,4,4,8,0,3,1,1,5,,3,2,2,,,
"731dbc353a29407583ff2d157b3bc76f",3,"H1532",1,1,2,1,,0.25,2,1,9,,1,1,1,1,,,2,2,,,
"736e5276e4b94fc89956d384eea28b5f",2,"H1609",1,1,2,3,,0.5,2,4,9,,2,1,1,1,,,2,2,,,
"736e5276e4b94fc89956d384eea28b5f",4,"H1609",1,1,2,3,,0.5,2,4,9,,1,2,5,5,3,3,2,2,,,
"7386def11c4047cdba7a05b145d25d68",4,"H1262",2,1,2,1,,0.75,3,4,8,0,0,2,96,2,,,2,2,,,
"73a6fb0e66ed4b71a8bd87436b798fdd",4,"H2430",2,1,2,3,,4,2,4,2,,29,1,5,1,3,,2,2,,,
"73cc7a45e13048c5b905032b221402a2",1,"H2518",1,1,2,1,,1,3,1,8,120000,1,2,1,96,,,2,2,,,
"73cc7a45e13048c5b905032b221402a2",3,"H2518",1,1,2,1,,1,3,4,8,100000,1,2,1,96,,,2,2,,,
"73cc7a45e13048c5b905032b221402a2",4,"H2518",2,1,2,1,,,3,1,8,,0,1,,,,,,,,,
"73d2f1c17159428592cfd1994b4926ed",2,"H1551",1,1,2,1,0.4,0.5,1,4,9,,5,2,1,1,,,2,2,,,
"73e3f311ad944cd9bb1dec551f54ced2",2,"H1743",1,1,2,1,1.18,1,2,1,8,0,8,2,1,1,,,2,2,,,
"73e4f417787e4ed2b5d19372264131fe",3,"H0154",1,3,2,,,1,3,3,9,,4,2,1,1,,,2,2,,,
"73e723d7579544cf81670206d0868966",1,"H0347",2,1,2,3,,2.5,3,3,8,1000000,10,1,1,1,,,2,2,,,
"74489d18eec84eea9fc86080de171427",1,"H0242",1,1,2,1,,2,3,3,8,400000,2,1,1,1,,,2,2,,,
"74489d18eec84eea9fc86080de171427",3,"H0242",1,1,2,1,,0.25,2,3,8,50000,5,1,1,1,,,3,2,,,
"7468bbb3abdc4e58812aef391613fa03",1,"H2762",2,1,2,1,,0.5,3,1,8,100000,2,1,1,1,,,2,2,,,
"7474b0b4a0944d0f93fcd25b3f0e9ab9",1,"H2933",2,1,2,1,,0.25,2,1,9,,3,1,1,5,,2,2,2,,,
"7474b0b4a0944d0f93fcd25b3f0e9ab9",3,"H2933",2,1,2,1,,0.25,2,1,9,,2,1,1,1,,,2,2,,,
"74fef92c6c3343edb8c971dd17937504",1,"H2672",4,1,2,1,,1,3,4,8,60000,2,2,1,1,,,2,2,,,
"753053a01925458e8eb49dd4edaf6c4b",1,"H1152",2,1,2,1,,0.25,1,4,8,0,8,1,1,1,,,2,2,,,
"75fb68d00a7f41b0a3e119d3fc4d3554",4,"H1122",2,1,2,2,,0.5,3,4,8,165000,2,1,6,6,,,2,2,,,
"75fb68d00a7f41b0a3e119d3fc4d3554",5,"H1122",1,3,2,,,0.5,2,4,8,150000,0,1,96,1,,,2,1,1,3,
"766c063b35714adf90ddcaff724076df",4,"H1732",2,1,2,1,,0.25,4,4,8,100000,1,1,5,5,3,3,3,2,,,
"767f08f5e6004182b5fb28bdd5139634",1,"H1363",1,1,2,1,,1,1,4,8,0,6,2,1,1,,,2,2,,,
"767f08f5e6004182b5fb28bdd5139634",2,"H1363",1,1,2,1,,1,1,4,8,0,6,2,1,1,,,2,2,,,
"767f08f5e6004182b5fb28bdd5139634",3,"H1363",1,1,2,1,,1,1,4,8,0,6,2,96,96,,,2,2,,,
"76c29aa6ee8a4a5f85e336631e7f495b",1,"H1974",1,1,2,1,,1,1,4,9,,2,1,5,2,3,,2,2,,,
"76c29aa6ee8a4a5f85e336631e7f495b",2,"H1974",1,1,2,1,,3,3,1,9,,2,1,5,2,3,,2,2,,,
"76d7bfad835e4c52a679fcc4ededbcb4",2,"H1597",2,1,2,3,,2,3,4,8,100000,3,1,1,1,,,2,2,,,
"76d7bfad835e4c52a679fcc4ededbcb4",3,"H1597",2,1,2,3,,1,3,4,8,100000,2,1,1,5,,3,2,2,,,
"76d7bfad835e4c52a679fcc4ededbcb4",5,"H1597",2,1,2,1,,1,3,4,9,,2,1,1,1,,,2,2,,,
"77441384e9fd47a9be984d7b95b74385",1,"H0425",1,1,2,1,,3.5,3,2,8,0,6,2,1,1,,,2,2,,,
"77441384e9fd47a9be984d7b95b74385",2,"H0425",1,1,2,3,,4,3,2,8,0,6,2,1,1,,,2,2,,,
"774f350dcee9480a99a6c22932c08347",1,"H0241",1,1,2,3,,0.5,2,1,8,0,4,2,1,96,,,2,2,,,
"774f350dcee9480a99a6c22932c08347",2,"H0241",1,1,2,3,,0.5,2,1,8,0,3,1,1,1,,,2,2,,,
"7777c12b215d4e2fb5681c24ce97b308",2,"H1319",1,3,2,,,1.5,1,4,8,150000,0,2,96,1,,,2,2,,,
