"hhid","parcelID","t0_hhid","s2aq05_1","s2aq03_3","a2bq1owned","s2aq03_1","s2aq04","s2aq05","s2aq06","s2aq07","s2aq08","a2bq09","a2bq10","a2bq11","a2bq12a","a2bq12b","a2bq12a_1","a2bq12b_1","a2aq18","s2aq20","s2aq21","s2aq22a","s2aq22b"
"27c26465f6b24f4b905d7e487640e1cf",3,"S9999024",,,2,1,,4,6,1,8,400000,1,1,1,1,,,2,2,,,
"27deb27ff8c24d329308cc89acb73891",1,"H0623",2,1,2,3,,1,2,1,8,100000,5,1,1,1,,,3,2,,,
"27deb27ff8c24d329308cc89acb73891",3,"H0623",2,3,2,,,1,2,2,8,100000,1,1,1,5,,2,3,2,,,
"28b5dd676913440182de271b1669ac69",1,"H1159",1,1,2,3,0.45,0.5,1,1,8,0,4,2,1,1,,,2,2,,,
"28b5dd676913440182de271b1669ac69",2,"H1159",1,1,2,1,0.06,0.1,1,1,8,0,4,1,1,1,,,2,2,,,
"28cf2e844e8f4445bf3bfccc02b66b49",1,"H2197",1,1,2,1,,1.5,3,4,8,45000,3,1,1,1,,,2,2,,,
"28cf2e844e8f4445bf3bfccc02b66b49",2,"H2197",1,1,2,1,1.05,1,1,2,8,0,5,2,1,1,,,2,2,,,
"28cf2e844e8f4445bf3bfccc02b66b49",3,"H2197",1,1,2,1,,1.5,4,4,8,45000,4,2,1,1,,,2,2,,,
"28cf2e844e8f4445bf3bfccc02b66b49",4,"H2197",1,1,2,1,,2,3,4,8,45000,5,1,1,1,,,2,2,,,
"28cfecdc40fb49b1b9bb757b7bb7626e",2,"H1058",1,3,2,,,1.5,3,4,8,0,0,1,96,1,,,2,2,,,
"28e152a2974244b19c05b3ce649c4ad5",1,"H1505",2,1,2,1,,1.5,3,4,8,450000,4,2,1,1,,,2,2,,,
"28e84a3ac5994a6e841ea52a5edde060",1,"H0156",2,1,2,1,,2,3,3,8,80000,3,1,2,2,,,2,2,,,
"28e84a3ac5994a6e841ea52a5edde060",3,"H0156",2,1,2,1,,2.5,3,3,9,,10,2,2,2,,,2,2,,,
"28e84a3ac5994a6e841ea52a5edde060",5,"H0156",2,1,2,3,,8,4,3,8,280000,2,1,2,2,,,2,2,,,
"29289812788e41029ba621c1f9e300fc",1,"H0227",1,1,2,3,,0.5,2,1,9,,3,1,1,1,,,2,2,,,
"2951158410a34c3fb286fcd6f5179ddc",1,"H1434",2,1,2,1,,0.75,1,4,8,0,0,2,1,96,,,2,2,,,
"2a44b004de2f4686bde1e410c0ab6588",1,"H3010",2,1,2,1,,0.25,2,1,8,20000,2,1,1,1,,,2,2,,,
"2a4a4d639a864da0802b0c7528b8527e",1,"H0918",1,1,2,1,,1,1,4,8,300000,2,1,1,1,,,2,2,,,
"2a4a4d639a864da0802b0c7528b8527e",2,"H0918",1,2,2,,,,,,,,1,1,,,,,,,,,
"2a4a4d639a864da0802b0c7528b8527e",4,"H0918",1,1,2,1,,1,2,4,8,350000,2,1,1,1,,,2,2,,,
"2a4a4d639a864da0802b0c7528b8527e",5,"H0918",1,1,2,1,,1,2,4,8,400000,2,1,1,1,,,2,2,,,
"2a8596db3d5a4dff968707a60106ca7f",1,"H2637",1,1,2,1,1,1.5,1,1,8,20000,20,1,1,1,,,2,2,,,
"2b400e53b4d8472b98f5f9147db5b084",3,"H0275",1,1,2,3,,3,2,1,8,180000,1,1,1,1,,,2,2,,,
"2b537f6c15e7415f88963d61ebc2486a",2,"H3094",2,1,2,3,0.1,0.2,1,1,8,0,1,1,1,1,,,2,2,,,
"2b71b8e86e624fe7bd1d49b2bf2101fe",2,"H1833",2,3,2,,,0.5,3,2,8,50000,0,2,5,1,3,,2,2,,,
"2c26585736444489a370ee90f939872c",1,"H1042",4,1,2,1,,3,3,6,96,,5,2,1,1,,,2,2,,,
"2c5fb73501804b39ad74d51b52188688",1,"H1888",1,1,2,1,,1.5,3,4,8,0,3,1,5,5,3,3,2,2,,,
"2c6ae01abe4748ba8503aa5510c813d5",1,"H3057",1,3,2,,,0.5,3,1,9,,3,2,1,1,,,2,2,,,
"2cd3e8dd3996444786090cdb6dde6914",2,"H2578",1,2,2,,,,,,,,3,1,,,,,,,,,
"2d046279a8c649f1ac617159ae75b191",1,"H2529",1,1,2,3,0.25,0.6,1,4,2,,1970,2,1,5,,3,2,2,,,
"2d046279a8c649f1ac617159ae75b191",2,"H2529",1,2,2,,,,,,,,1,1,,,,,,,,,
"2d07bab4be684daa86e60cac02094012",1,"H3226",2,1,2,1,,2,6,4,8,0,4,1,1,1,,,2,2,,,
"2d1032055a2b43c6ae7d38ec2aacf301",4,"H2283",2,3,2,,1.82,1,2,4,8,80000,2,1,5,1,3,,2,2,,,
"2d1032055a2b43c6ae7d38ec2aacf301",5,"H2283",2,3,2,,,1,3,4,8,60000,5,1,5,1,3,,2,2,,,
"2d380a13be4645bf9037ffe8ba12ee18",1,"H0764",1,1,2,1,0.13,0.25,1,4,2,,40,2,2,2,,,2,2,,,
"2d683a86b3e247ed8e8d9c59c8dba618",2,"H1474",1,1,2,1,,0.5,2,1,8,40000,2,1,1,1,,,2,2,,,
"2da7d0700b344400bedff350462b9339",2,"H1953",2,1,2,3,,2,6,4,8,0,10,2,5,5,3,3,2,1,1,8,
"2da7d0700b344400bedff350462b9339",5,"H1953",2,3,2,,,0.5,3,4,8,45000,0,1,96,1,,,2,2,,,
"2da7d0700b344400bedff350462b9339",6,"H1953",2,3,2,,,0.5,3,4,8,30000,5,1,1,1,,,2,2,,,
"2dd973cdd68e4aebb9022299bb510b2d",2,"H0910",5,1,2,3,,0.5,3,1,8,0,5,2,1,1,,,2,2,,,
"2e24a9f67c484ace96e7b4801f273a95",2,"H0684",2,1,2,1,,0.25,1,3,8,100000,4,1,1,1,,,2,2,,,
"2e3d46d854754424a951d6c3a4cb46bf",1,"H1311",1,1,2,1,,1,4,4,8,200000,4,1,2,2,,,2,2,,,
"2eb976486cfa4f4b992d87c52227a2d3",2,"H1402",2,1,2,1,,0.5,4,4,8,0,4,1,1,1,,,2,2,,,
"2ee24a84680e4852af8da664df0fd0e9",1,"H2652",1,1,2,1,,1,3,6,8,260000,2,1,1,1,,,2,2,,,
"2f1a139a0e0646bc871ff544012d7080",1,"H0203",2,1,2,3,,2,2,1,9,,5,2,1,5,,1,2,2,,,
"2f1a139a0e0646bc871ff544012d7080",2,"H0203",2,1,2,3,,0.5,3,1,9,,2,1,2,96,,,2,2,,,
"2f1a139a0e0646bc871ff544012d7080",3,"H0203",2,1,2,3,,0.3,1,1,9,,3,2,1,96,,,2,2,,,
"2f3a098e58ac41a8b58f0fea74822b1d",2,"H1197",2,1,2,1,,1,3,1,9,,8,1,1,1,,,2,2,,,
"3073111fdc9f45b98627887d8c05519e",1,"H2848",1,1,2,1,,0.5,2,1,8,70000,3,1,1,1,,,2,2,,,
"30b610560a0b481a9d0ae7a8e4a3c811",1,"H0237",1,1,2,1,,0.25,3,1,9,,4,1,1,1,,,2,2,,,
"30b610560a0b481a9d0ae7a8e4a3c811",2,"H0237",1,1,2,1,,0.25,1,1,9,,5,1,2,2,,,2,2,,,
"30c8347ecb774823a55230e9adddb16b",1,"H0874",1,1,2,1,,1,3,4,9,,1,2,1,1,,,2,2,,,
"30d225662f9e41d0881be2ede80c5874",1,"H0371",2,1,2,3,0.23,0.5,1,1,9,,5,2,1,1,,,2,2,,,
"30d225662f9e41d0881be2ede80c5874",3,"H0371",2,1,2,1,,1,3,1,8,120000,2,1,1,1,,,2,2,,,
"30d7a950af634d458b44fd5d5eb1e2a9",1,"H0873",1,1,2,1,0.23,0.5,1,4,9,,8,2,1,5,,3,2,2,,,
"30d7a950af634d458b44fd5d5eb1e2a9",2,"H0873",1,1,2,1,,1.5,1,4,9,,3,2,1,1,,,3,2,,,
"30e5e2170d65446aa2c2b3c73746527a",1,"H1497",1,1,2,1,,1,3,4,8,20000,2,1,1,1,,,3,2,,,
"30e5e2170d65446aa2c2b3c73746527a",2,"H1497",1,1,2,1,,0.5,3,4,8,20000,3,1,1,1,,,2,2,,,
"30e5e2170d65446aa2c2b3c73746527a",4,"H1497",1,1,2,1,,1,3,4,8,20000,3,1,1,1,,,2,2,,,
"317e053943374734a1af09e15fdb2515",4,"H0153",9,1,2,3,,0.25,2,3,2,,1,2,1,5,,3,2,2,,,
"317e053943374734a1af09e15fdb2515",5,"H0153",9,1,2,3,0.58,0.5,1,1,2,,0,2,96,1,,,2,2,,,
"31dfcc57039b4ac2a94a8baa379d1386",1,"H1872",1,1,2,1,,0.5,1,2,8,60000,3,1,1,1,,,2,2,,,
"31e37fcc07a4475bbdd01ea298245c51",3,"H0810",1,1,2,3,,0.5,2,4,8,0,20,1,2,5,,2,2,2,,,
"32007359bef14db0907c3dfd41a7b264",1,"H1756",4,3,2,,,1,6,4,8,0,3,2,5,1,3,,2,2,,,
"323b8b8c7a6d433a99e59d4225b54135",4,"S9993016",,,2,3,,1,2,2,8,60000,1,1,5,1,1,,2,2,,,
"32afbe44aa4e466c96a5a5458bafa4ea",1,"H3091",2,1,2,1,,1,2,1,8,80000,2,1,1,1,,,2,2,,,
"334dee6018014ebdb7c4c7146257e28a",3,"H3188",2,1,2,1,,0.25,3,1,8,40000,1,1,96,1,,,2,2,,,
"335fe1ef7c6546b3bf933b4aa1da6134",1,"H0705",2,1,2,1,,1.5,3,4,8,0,3,2,1,1,,,2,2,,,
"339af980ba28466788f81b4308328dd0",1,"H1272",1,1,2,1,,1.5,1,4,9,,4,1,2,2,,,2,2,,,
"339af980ba28466788f81b4308328dd0",2,"H1272",2,1,2,1,,2,1,4,9,,5,1,2,2,,,2,2,,,
"33de788ba20149f1bb6f9c12cebdf074",1,"H1684",1,1,2,1,,0.25,3,4,8,40000,2,1,1,1,,,2,2,,,
"33de788ba20149f1bb6f9c12cebdf074",5,"H1684",1,1,2,3,0.75,0.63,1,4,9,,6,2,5,5,3,3,2,2,,,
"33de788ba20149f1bb6f9c12cebdf074",6,"H1684",1,1,2,3,,0.25,3,4,8,0,4,1,1,1,,,2,2,,,
"33de788ba20149f1bb6f9c12cebdf074",7,"H1684",1,1,2,1,,0.25,3,4,8,35000,1,1,1,1,,,2,2,,,
"33de788ba20149f1bb6f9c12cebdf074",8,"H1684",1,3,2,,,0.31,3,4,8,35000,3,1,1,1,,,2,2,,,
"33de788ba20149f1bb6f9c12cebdf074",9,"H1684",1,1,2,3,,0.25,3,4,8,35000,3,1,1,5,,3,2,2,,,
"33f56acd52c4423984085f4eb6bf4ad1",1,"H2213",6,3,2,,,0.5,2,4,8,45000,1,1,1,1,,,2,2,,,
"340f7d1cd070433289233c47135b8390",1,"H2525",2,1,2,1,0.25,0.25,1,1,8,0,5,2,1,1,,,2,2,,,
"340f7d1cd070433289233c47135b8390",2,"H2525",2,3,2,,,1,4,4,8,0,3,2,1,1,,,2,2,,,
"3482382222f14ecd8914d2bea0b543d5",1,"H0845",1,1,2,3,,0.25,3,1,8,20000,1,1,1,96,,,2,2,,,
"3482382222f14ecd8914d2bea0b543d5",3,"H0845",1,3,2,,,0.5,2,1,8,45000,0,1,96,1,,,2,2,,,
"34d21965473246159336463c8a6ed1d9",3,"H1203",2,3,2,,,0.25,3,4,9,,0,1,96,1,,,2,2,,,
"351ff4e6c63b4f46bfe6f61bf100ba4f",1,"H3234",2,1,2,1,,2,3,1,8,240000,1,1,1,1,,,2,2,,,
"357decf44a614ba1a851b036ffc037ab",1,"H0855",1,1,2,1,,0.25,3,4,8,0,5,1,1,1,,,2,1,1,6,
"357decf44a614ba1a851b036ffc037ab",2,"H0855",1,1,2,1,,0.5,2,4,8,80000,2,1,1,1,,,3,2,,,
"36386237ed3b4607b384a88bbf8c5ad2",3,"H2222",2,3,2,,,2,1,4,8,110000,2,1,1,1,,,2,2,,,
"365d8c351f3c45f282562a983ef70d6e",5,"H1396",2,1,2,1,,1,3,4,8,350000,3,1,1,1,,,2,2,,,
"367c2cf298dd45f9bce503b87ffeca1f",1,"H1490",2,1,2,1,,0.5,3,4,8,0,10,2,1,1,,,2,2,,,
"36b1194afa2a46889b315a883249769f",1,"H2294",1,1,2,1,,1,1,4,8,70000,1,1,1,1,,,2,2,,,
"36b1194afa2a46889b315a883249769f",3,"H2294",1,1,2,1,,2,2,4,8,70000,4,1,5,1,2,,2,2,,,
"375d654f122349fab11f65375f417a2d",4,"H1519",1,1,2,1,,0.5,3,4,8,0,1,1,1,1,,,2,2,,,
"375d654f122349fab11f65375f417a2d",5,"H1519",2,1,2,1,,0.25,2,4,8,100000,2,1,1,1,,,2,2,,,
"37c65147f7534277984447a500ea7c3c",1,"H0160",1,1,2,1,3.6,4,1,1,2,,2016,2,1,1,,,2,2,,,
"37cd7a15e3294dc29c63e8bb05955312",1,"H2834",2,1,2,3,,1,2,1,8,60000,3,1,1,1,,,2,2,,,
"37cd7a15e3294dc29c63e8bb05955312",3,"H2834",2,1,2,3,,1.25,2,1,8,150000,2,1,1,1,,,2,2,,,
"383f1f35d733452680d14c49bd6290d5",1,"H1150",1,1,2,1,,1,4,4,8,150000,4,1,1,1,,,2,2,,,
"38984cec828a4de78f533ed47c29c79e",3,"H0357",2,1,2,1,,1,4,3,8,0,9,1,1,1,,,2,2,,,
"38aeb51580f7486899b2edd59a8856dd",1,"S9998030",,,2,1,,0.75,2,4,8,150000,2,1,1,5,,3,2,2,,,
"38aeb51580f7486899b2edd59a8856dd",2,"S9998030",,,2,1,,0.75,3,4,8,250000,1,2,1,5,,3,2,2,,,
"38aeb51580f7486899b2edd59a8856dd",3,"S9998030",,,2,1,,0.5,3,4,8,200000,0,2,5,1,3,,2,2,,,
"39b2071f3f034d3c8d7273948184cd21",5,"H0788",2,3,2,,,0.25,3,1,8,150000,0,1,1,1,,,2,2,,,
"39e4ac0ffa65481e8e24d190c2c92667",4,"H1854",1,3,2,,,0.5,2,4,8,85000,0,1,96,1,,,2,2,,,
"39e4ac0ffa65481e8e24d190c2c92667",5,"H1854",1,3,2,,,1,2,4,8,150000,0,1,96,1,,,2,2,,,
"3a1c90799ac7460cb96e3c52b2c5182d",2,"H0854",3,1,2,3,,0.5,2,4,8,40000,2,1,1,1,,,2,2,,,
"3a68ac8a10ff4c3c859ead75990cc409",1,"H0979",1,1,2,1,,0.4,2,4,9,,3,1,1,1,,,2,2,,,
"3b010b3b5a0d46eb94cf1e56ff725850",2,"H3225",1,1,2,1,,7,3,1,8,0,6,1,1,1,,,2,2,,,
"3b486c0be9c6474c803bbeb58aaa0a14",1,"S9996001",,,2,2,,0.5,3,1,96,,4,1,1,1,,,2,2,,,
"3b486c0be9c6474c803bbeb58aaa0a14",2,"S9996001",,,2,2,,0.15,2,1,96,,1,1,1,1,,,2,2,,,
"3bfb0921c87c40648bd552e1bdd06838",4,"H2091",1,3,2,,,1,3,4,8,70000,0,1,5,1,3,,2,2,,,
"3c909c155df640c8acca7d50725bb17e",4,"H3037",1,1,2,3,,1,3,1,8,40000,5,1,1,1,,,2,2,,,
"3cf3e5d4c6254c6d98d048ca83d040a6",2,"H1454",2,1,2,1,,0.5,2,4,8,20000,7,1,96,1,,,2,2,,,
"3d19a96aeab94d2c8529dd95b412f3d2",1,"H1520",,1,2,3,,1,2,4,8,150000,1,1,5,96,3,,2,2,,,
"3d19a96aeab94d2c8529dd95b412f3d2",2,"H1520",,2,2,,,,,,,,2,1,,,,,,,,,
"3d19a96aeab94d2c8529dd95b412f3d2",3,"H1520",,1,2,1,,2,2,1,8,200000,1,1,1,1,,,2,2,,,
"3d19a96aeab94d2c8529dd95b412f3d2",4,"H1520",,3,2,,,,,4,8,450000,1,1,1,1,,,2,2,,,
"3d19a96aeab94d2c8529dd95b412f3d2",5,"H1520",,1,2,3,,2,2,4,8,900000,1,2,1,1,,,2,2,,,
"3d19a96aeab94d2c8529dd95b412f3d2",6,"H1520",,1,2,3,,2,2,1,8,150000,2,1,5,5,3,3,2,2,,,
"3d7b3d04a6cd40f7b00e34ef388034eb",1,"H2462",2,1,2,3,,0.5,4,4,8,40000,2,1,1,1,,,2,2,,,
"3d8f911659254d858bb570a567a5d06b",1,"H0286",2,1,2,1,,1.5,4,1,2,,10,2,1,1,,,2,2,,,
"3d934f9027c042ad8a18718ff3574514",1,"H0633",1,2,2,,,,,,,,1,1,,,,,,,,,
"3da46d5c723b41c4955297d1571c3c9a",1,"H2542",1,1,2,1,,1.5,3,1,8,450000,2,1,1,1,,,2,2,,,
"3e0303b1bb61484c9bcc9d7e53252655",1,"H1796",1,1,2,1,,0.8,3,4,8,40000,2,1,5,1,3,,2,2,,,
"3e3473ea731e4edf9fee930189fa68e0",1,"H0491",2,1,2,1,,1.5,2,1,9,,19,2,1,1,,,2,2,,,
"3e3d33563d904daf905accfd002fc873",1,"H2265",2,2,2,,,,,,,,0,2,,,,,,,,,
"3e3d33563d904daf905accfd002fc873",3,"H2265",2,2,2,,,,,,,,0,2,,,,,,,,,
"3e3d33563d904daf905accfd002fc873",4,"H2265",2,3,2,,,5,4,4,8,70000,2,1,5,1,3,,2,2,,,
"3e3d33563d904daf905accfd002fc873",5,"H2265",2,3,2,,,1.5,4,4,8,60000,0,1,5,1,3,,2,2,,,
"3e3d33563d904daf905accfd002fc873",6,"H2265",2,1,2,1,,2,4,4,8,100000,2,1,96,5,,3,2,2,,,
"3e585de4d95e4b06be8f7a11274483c3",1,"H2263",1,1,2,3,,0.5,4,1,2,,10,1,1,96,,,2,2,,,
"3e86873d49c248c386f34f5524541fc4",2,"H2101",1,1,2,3,,0.8,3,4,8,0,10,2,1,1,,,2,2,,,
"3e86873d49c248c386f34f5524541fc4",3,"H2101",1,1,2,3,,1,2,4,8,0,12,2,1,1,,,2,2,,,
"3ee43e751a664d1abe9b26f5977c9a34",1,"H2993",1,1,2,1,,0.5,3,4,8,0,7,1,1,1,,,2,2,,,
"3fbd6d8a4c1243419054224b9f0f1d37",1,"H1336",2,1,2,1,,0.5,3,4,8,80000,3,1,96,1,,,2,2,,,
"3fd41609787344f0801c2918325cd45c",1,"H3019",1,1,2,1,,0.5,2,1,8,120000,4,1,1,1,,,2,2,,,
"3fd41609787344f0801c2918325cd45c",2,"H3019",1,1,2,1,,0.25,2,1,8,120000,4,1,1,1,,,2,2,,,
"3fe4eda5aca04a948d595361c0295e7c",2,"H0866",1,1,2,1,,0.2,2,4,8,0,4,2,1,1,,,2,2,,,
"404f42d0f05b4d0e8df57aa28868b6d7",1,"H1632",1,1,2,1,,1.5,3,4,9,,10,2,1,1,,,2,2,,,
"404f42d0f05b4d0e8df57aa28868b6d7",2,"H1632",1,1,2,3,,1,1,4,8,160000,2,2,1,1,,,2,2,,,
"404f42d0f05b4d0e8df57aa28868b6d7",3,"H1632",1,3,2,,,1.5,1,4,8,100000,0,1,1,1,,,2,2,,,
"40bbc379b3cd4472b68d8a8c344a861e",1,"H2791",1,1,2,3,,1,2,1,8,50000,3,1,1,1,,,2,2,,,
"40e4b238a7644ad18bc0ee3f82bb1294",1,"H0793",1,1,2,3,,1,3,1,2,,7,1,2,5,,3,2,2,,,
"4115e61c3e4746c0a901b9884df6db5a",2,"H3072",1,3,2,,,0.25,3,1,8,0,1,1,1,1,,,2,2,,,
"4148c3c43e0944e0b8f708379e23070e",3,"H2616",2,1,2,1,,0.5,1,1,8,50000,1,2,1,1,,,2,2,,,
"416dec136ad7406f8c8760d1e9cfef88",1,"H1324",2,1,2,1,,0.5,3,4,8,0,4,1,1,1,,,2,2,,,
"41a0d7ea37784a2fa40f381785b4df50",1,"H0856",2,1,2,1,,1,3,4,9,,1,1,1,96,,,2,2,,,
"420c5338635b4d769aa8fc629ac0b51d",3,"H2306",1,3,2,,,1,2,4,8,0,0,1,96,1,,,2,2,,,
"4262515bdbe5433c97ca0af8712f6c5a",5,"H2236",1,3,2,,,2,1,4,8,100000,2,1,1,1,,,2,2,,,
"42628c9987d74dc68c1ac00a31255fcd",1,"H0287",1,1,2,3,,1,1,3,9,,4,2,1,1,,,2,2,,,
"42628c9987d74dc68c1ac00a31255fcd",2,"H0287",1,1,2,3,,1,1,3,9,,2,2,1,1,,,2,2,,,
"4296df183a47497c87af586bcedc3a7c",1,"H2851",2,1,2,1,,0.5,2,1,9,,4,1,1,1,,,2,2,,,
"42d193eb14754edc81703ffbec7d3228",3,"S9993022",,,2,,0.62,0.5,1,4,9,,0,1,96,1,,,2,2,,,
"42d44dcaaccb4d19b16292b8410195d2",1,"H0809",2,1,2,3,0.15,0.25,1,1,8,35000,1,1,1,96,,,2,2,,,
"42d44dcaaccb4d19b16292b8410195d2",2,"H0809",2,1,2,3,0.13,0.25,1,1,8,50000,1,1,1,1,,,2,2,,,
"42d7b53e230f44fab274e33797a03a40",3,"H0624",2,3,2,,,1.25,3,2,8,150000,0,2,1,1,,,2,2,,,
"4310f37c41cc4282b40ed4de953b8451",1,"H0742",1,1,2,3,,1,1,2,8,0,1,1,1,1,,,2,2,,,
"435113f93aec4ce4b5ba918abadcbc60",3,"H2890",2,3,2,,,0.25,4,1,8,0,5,2,1,1,,,2,2,,,
"43740d64efea4f6f9aae6d98804d35f7",4,"H1838",1,1,2,1,,2,1,1,9,,2,2,1,1,,,2,2,,,
"43740d64efea4f6f9aae6d98804d35f7",5,"H1838",1,1,2,3,,1.5,4,4,8,45000,2,1,1,1,,,2,2,,,
"43740d64efea4f6f9aae6d98804d35f7",6,"H1838",1,1,2,3,,2,4,4,8,0,3,1,5,1,3,,2,2,,,
"43b0e1943e7a4c18878c5d16734359f2",1,"H3022",,1,2,1,,0.75,3,1,8,360000,3,1,1,1,,,2,2,,,
"44b53ab146424f6b98d26c6bbd52929d",3,"H3233",2,3,2,,,0.34,3,1,8,50000,1,1,1,5,,3,2,2,,,
"44d8ad0ee1df435dae55f192a03107eb",1,"H1204",2,1,2,3,,0.5,2,1,9,,12,1,1,1,,,2,2,,,
"44dc722eea4c4971b24d48f882778e2f",2,"H2308",1,1,2,3,,0.5,1,4,9,,2,2,1,96,,,2,2,,,
"45fe14dbb34a4074bc0fd23c317b2177",1,"H1085",1,1,2,1,,1,3,4,8,300000,4,1,1,1,,,2,2,,,
"45fe14dbb34a4074bc0fd23c317b2177",3,"H1085",1,1,2,1,,1,3,4,8,300000,4,1,1,1,,,2,2,,,
"45fe14dbb34a4074bc0fd23c317b2177",4,"H1085",1,1,2,1,,0.5,3,4,8,150000,3,1,96,1,,,2,2,,,
"465331c0853145f9b55e651ed0ffb548",1,"H2193",4,1,2,3,,1,4,4,8,40000,2,1,1,1,,,2,1,2,8,
"465331c0853145f9b55e651ed0ffb548",2,"H2193",4,1,2,3,,3,4,4,8,0,5,2,1,1,,,2,1,2,8,
"475ef9bd4a8844ccbc220ff21f90aa8d",1,"H1172",2,1,2,1,,0.25,3,4,9,,10,2,1,1,,,3,2,,,
"475ef9bd4a8844ccbc220ff21f90aa8d",2,"H1172",2,1,2,1,,1,3,4,8,0,0,1,2,2,,,3,2,,,
"475ef9bd4a8844ccbc220ff21f90aa8d",3,"H1172",2,1,2,1,,0.25,3,4,8,0,10,1,1,1,,,2,2,,,
"475ef9bd4a8844ccbc220ff21f90aa8d",4,"H1172",2,1,2,1,,1,3,4,8,0,10,1,1,96,,,2,2,,,
"47647c043c6849689d68bbcf10093e2f",1,"H0407",3,1,2,3,0.25,0.25,1,1,2,,3,2,2,2,,,2,2,,,
"476ce5bf870d4dff800dff6927e5e10c",2,"H2766",5,1,2,1,,0.25,3,1,8,0,3,1,1,96,,,2,2,,,
"478bb11b7570489b81a7b195c95db5bb",1,"H0892",3,1,2,3,,1,3,1,8,250000,2,1,1,1,,,3,2,,,
"478c789c61a541fea1929c2a25ebed31",1,"H2007",1,1,2,1,,3,1,6,9,,5,2,1,5,,3,2,2,,,
"478c789c61a541fea1929c2a25ebed31",2,"H2007",1,1,2,1,,2,1,1,9,,5,2,5,1,3,,2,2,,,
"4854e44da3904bb49b6cc77c09357018",5,"H1345",1,3,2,,,0.5,3,1,8,100000,0,1,96,1,,,2,2,,,
"4854e44da3904bb49b6cc77c09357018",6,"H1345",2,3,2,,,0.25,3,1,8,50000,0,1,96,1,,,2,2,,,
"485881b6f60a454597da9f4487f31615",4,"H1247",5,1,2,1,,0.5,2,4,8,50000,3,1,1,1,,,2,2,,,
"4864b552d6f54bd7957c946a94ea8f4c",1,"H0204",1,1,2,3,,0.5,3,3,9,,15,2,2,2,,,2,2,,,
"487985446fde4b70ad526bd6a73c9b65",1,"H0836",1,1,2,1,,1,2,1,9,,15,1,1,96,,,2,2,,,
"487985446fde4b70ad526bd6a73c9b65",3,"H0836",1,1,2,1,,1,4,1,9,,4,1,1,1,,,2,2,,,
"487985446fde4b70ad526bd6a73c9b65",4,"H0836",1,3,2,,,1,3,2,9,,1,1,96,1,,,2,2,,,
"4898d4c83547442a8418efb00ae40aaf",2,"H1868",1,1,2,3,,1,2,4,8,100000,8,1,1,1,,,2,2,,,
"4898d4c83547442a8418efb00ae40aaf",3,"H1868",1,1,2,3,,1,2,4,8,100000,8,1,1,1,,,2,2,,,
"489b6a0849fe448b9483256266506ef2",3,"H1962",1,3,2,,,0.5,2,4,8,50000,1,1,5,1,2,,2,2,,,
"48a0e40cceb547b1b876034efb4fd16b",1,"H2010",1,1,2,3,,1,2,4,9,,2,2,1,1,,,2,2,,,
"48b970865cd6430fb2683b2ed40a95da",3,"H1453",1,1,2,1,,1,2,4,8,160000,1,1,1,1,,,2,2,,,
"48b970865cd6430fb2683b2ed40a95da",4,"H1453",1,1,2,1,,0.12,1,4,8,60000,0,2,96,1,,,2,2,,,
"48e3d859a85c4ccd9973f89aaf001129",1,"H1749",1,1,2,3,,0.5,2,4,8,30000,0,2,1,96,,,2,2,,,
"48e3d859a85c4ccd9973f89aaf001129",3,"H1749",1,3,2,,,0.5,1,4,8,25000,0,1,96,5,,3,2,2,,,
"4a8e3be9296a4254b35b14d36c81c065",1,"H2152",1,1,2,3,1,0.75,1,4,8,0,5,2,1,1,,,2,1,2,6,
"4aa7e3e3aa76461eb2006f013c593752",4,"H2243",1,3,2,,,0.8,1,4,8,68000,0,1,1,5,,3,2,2,,,
"4aff9ba979d844f298d8883e424e68d8",1,"H1528",1,1,2,1,,1,3,4,9,,6,2,1,1,,,2,2,,,
"4b451405a99342a5a1343b0154c8c557",1,"H0934",2,3,2,,,0.15,1,4,9,,1,2,1,5,,3,2,2,,,
"4d163b2ea24c4d54806ef89c90376f19",2,"H0365",2,1,2,3,,0.5,2,1,8,60000,3,2,1,1,,,2,2,,,
"4d163b2ea24c4d54806ef89c90376f19",3,"H0365",2,1,2,3,,1.5,4,1,8,150000,2,2,1,1,,,2,2,,,
"4d58adc564a84c70adbd694836fcbdd6",2,"H2469",1,1,2,3,,0.5,2,4,8,0,3,2,1,1,,,2,2,,,
"4d58adc564a84c70adbd694836fcbdd6",3,"H2469",1,1,2,3,,1,6,4,8,40000,3,1,1,1,,,2,2,,,
"4d58adc564a84c70adbd694836fcbdd6",4,"H2469",1,1,2,3,,0.7,1,4,8,30000,7,1,1,6,,,2,2,,,
"4db9eefc7f49412d892c34cfee36b63d",1,"H0893",1,1,2,1,,4,3,4,8,600000,1,2,1,1,,,2,2,,,
"504c4ad1324e4496b358effae531fd25",3,"H0993",1,1,2,3,,0.2,1,4,8,0,2,2,1,1,,,2,2,,,
"5083de06b7284974819a0edafe4f2c9d",3,"H1472",2,1,2,1,,0.5,3,4,8,100000,2,1,1,1,,,2,2,,,
"50af7990fb164f51bb03105db8e410cf",3,"H2192",1,1,2,1,0.11,0.25,1,4,2,,3,2,1,1,,,2,2,,,
"50b14fc9fac141cea423200916456292",3,"H1059",3,1,2,2,,1,3,4,8,80000,0,1,96,1,,,2,2,,,
