"hhid","parcelID","pltid","s3aq03b","s3bq03_1","s2aq05_211_1","s2aq04_1_1","s3bq03_2","s3bq03_3","s3bq03_4a","s3bq03_4b","s3bq03a","s3bq04","s3bq04a","s3bq05","s3bq06","s3bq07","s3bq08","s3bq09","s3bq12","s3bq13","s3bq14","s3bq13a","s3bq15","s3bq16","s3bq17","s3bq18","s3bq19","s3bq22","s3bq23","s3bq24a","s3bq24b","s3bq25","s3bq26","s3bq27","s3bq28","s3bq34","s3bq35a","s3bq35b","s3bq35c","s3bq36","s4bq07"
"0007d1f1449242feb5a25429644fb991",2,3,"PAMBA",6,1,1.03,1,1,,,2,2,,,,,,,,2,,,,,,,,1,2,2,7,1,1,40000,2,1,3,3,0,40000,1.03
"0007d1f1449242feb5a25429644fb991",2,1,"SOYA",6,1,0.95,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,3,3,0,30000,0.95
"0007d1f1449242feb5a25429644fb991",2,2,"ICOK",6,1,0.49,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.49
"0007d1f1449242feb5a25429644fb991",1,2,"APENA",6,1,2.06,1,1,,,2,2,,,,,,,,2,,,,,,,,1,2,2,3,1,1,20000,2,1,1,1,0,13000,2.06
"0007d1f1449242feb5a25429644fb991",1,1,"MWOGO",6,1,0.92,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,1,1,0,12000,0.92
"0010cbae3cea4ec9831f6cd92b02dc16",6,2,"Cassava-old",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.65
"0010cbae3cea4ec9831f6cd92b02dc16",5,1,"Soya Beans",1,1,0.83,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.83
"0010cbae3cea4ec9831f6cd92b02dc16",4,1,"Pigeon peas",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,8,8,0,40000,1.26
"0010cbae3cea4ec9831f6cd92b02dc16",2,1,"Soya Beans",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,6,4,0,30000,0.83
"0010cbae3cea4ec9831f6cd92b02dc16",1,1,"Beans",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,4,0,0,12000,0.75
"0010cbae3cea4ec9831f6cd92b02dc16",6,1,"Cassava-New",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,4,2,0,20000,0.75
"0010cbae3cea4ec9831f6cd92b02dc16",7,1,"Soya Beans",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,8,12,0,45000,3
"00246782f8654441a9df0f6ec0b6fc9f",3,1,"CASSAVA",2,1,0.7,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.7
"00246782f8654441a9df0f6ec0b6fc9f",2,1,"MAIZE",2,1,0.68,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.68
"0060071f3f414406af7312d68eae8513",1,1,"banana",3,2,,1,3,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"0060071f3f414406af7312d68eae8513",1,2,"rented out",3,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,
"008c674975f24ea79f50e30cbd4ee635",3,1,"1SORGHUM /SUNFLOWER",5,2,,2,,1,5,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"008c674975f24ea79f50e30cbd4ee635",2,1,"1.SORGHUM/SUNFLOWER",5,2,,2,,1,5,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"009c1baa0edb44f8af47773ce0b7caaa",1,1,"BANANA FOOD, COFFEE AND BEANS",1,1,0.65,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,2,0,0,20000,0.65
"00b48fb6bcf84dd581bd7b2be5f908a0",1,2,"SWEETPOTATOES",1,1,0.24,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.24
"00b48fb6bcf84dd581bd7b2be5f908a0",1,1,"MIXED PLOT",1,1,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.76
"00cb487f12014891b3efa5c8679d18ab",2,1,"Maize",2,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"00cb487f12014891b3efa5c8679d18ab",3,1,"Beans",2,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"00d5da8bbd544c548a71f176496ee4b6",1,2,"MOGO.",2,1,0.15,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.16
"00d5da8bbd544c548a71f176496ee4b6",1,4,"PAMA",2,1,0.4,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.4
"00d5da8bbd544c548a71f176496ee4b6",1,3,"ICOK",2,1,0.06,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.06
"00d5da8bbd544c548a71f176496ee4b6",1,1,"NWAGI.OKIL",2,1,0.4,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.4
"00dc3a212a1f40698656b2dc7cc97a85",2,1,"MAIZE",1,1,0.42,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,7,3,0,50000,0.42
"0142f6f0c8f9435c97ac2563a6f390ec",3,1,"BEANS",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,3,0,15000,0.5
"0142f6f0c8f9435c97ac2563a6f390ec",2,1,"BANANA FOOD AND COFFEE",1,1,0.93,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.93
"0182fc7b5eb44c44aef16c3a178fb762",2,1,"Cassava",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"0182fc7b5eb44c44aef16c3a178fb762",2,2,"Sorghum",1,1,0.16,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.13
"018d29620fa44db282c80b6627413e5c",1,1,"MAIZE",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,2
"0192cb54d502450ca603738439bf616f",3,1,"MATOOKE, COFFEE AND BEANS PLOT",1,2,,2,,1,8,2,2,,,,,,,,1,4,1,25,1,25,60000,2,1,1,2,1,1,1,20000,2,1,20,20,0,215000,0.4
"0192cb54d502450ca603738439bf616f",2,1,"MATOOKE, COFFEE AND BEANS",1,2,,2,,1,8,2,2,,,,,,,,1,4,1,30,1,30,72000,2,1,1,1,1,1,1,20000,2,1,10,15,0,125000,0.45
"0192cb54d502450ca603738439bf616f",1,1,"BANANA PLOT",1,2,,1,1,,,2,1,1,30,2,,,,1,2,,,,,,,,2,,,,,,,,1,10,0,0,40000,0.25
"0197cec68e9246a887cae30b13bc7488",1,1,"Oranga.nwagi",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"019f06d347d04d5fa22f1846aba0c59b",4,1,"BANANA FOOD",2,1,0.4,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.4
"019f06d347d04d5fa22f1846aba0c59b",1,1,"BANANA FOOD",2,1,0.46,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.46
"019f06d347d04d5fa22f1846aba0c59b",4,2,"BEANS",2,2,,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"019f06d347d04d5fa22f1846aba0c59b",3,1,"BANANA FOOD AND COFFEE",2,1,1.81,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1.81
"01d0f651c2534a1f8355b9e10e0e9dcb",1,4,"BEANS",1,1,0.12,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,2,0,0,10000,0.12
"01d0f651c2534a1f8355b9e10e0e9dcb",1,1,"MATOOKE,COFFEE",1,1,0.5,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,5,0,0,15000,0.5
"01d0f651c2534a1f8355b9e10e0e9dcb",1,2,"SWEET POTATOES",1,1,0.16,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,2,0,0,10000,0.16
"01d0f651c2534a1f8355b9e10e0e9dcb",1,3,"TEA",1,1,0.1,1,1,,,2,2,,,,,,,,1,4,1,50,1,50,140000,4,2,,,,,,,,1,20,0,0,78000,0.1
"01d54a65224747fba33cf7b310c7435e",2,1,"BANANA PLOT",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,30,0,0,150000,2.5
"01d54a65224747fba33cf7b310c7435e",2,2,"MAIZE PLOT",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,20,0,0,100000,1.5
"01e7608a258e42c7a2f5af8b551bc247",2,2,"sweetpotata",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.3
"01e7608a258e42c7a2f5af8b551bc247",1,1,"coffee",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.7
"01e7608a258e42c7a2f5af8b551bc247",2,1,"cassava",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.7
"02087846085249d1ae73a1070233c8bb",2,1,"BEANS  PLOT",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"0222b766ba3d494fbf6fe07cf260dac4",1,1,"Soya Beans",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,12,10,0,60000,1
"0222b766ba3d494fbf6fe07cf260dac4",2,2,"Simsim",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"0222b766ba3d494fbf6fe07cf260dac4",2,1,"Soya Beans",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,80,40,0,640000,6
"0222b766ba3d494fbf6fe07cf260dac4",1,2,"Cassava-New",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,12,10,0,60000,1
"0222b766ba3d494fbf6fe07cf260dac4",1,3,"Maize",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,12,10,0,60000,1
"0222b766ba3d494fbf6fe07cf260dac4",1,5,"Bananas",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"0222b766ba3d494fbf6fe07cf260dac4",1,4,"Cassava-old",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"024172552bc54600b13887149d11e82c",2,1,"BEANS",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.45
"024172552bc54600b13887149d11e82c",1,1,"G.NUTS.",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.1
"02449af9963842c8b8f615b2232735b1",4,2,"BEANS PLOT",1,2,,2,,1,2,1,2,,,,,,,,2,,,,,,,,1,4,2,1,1,1,15000,2,1,10,0,0,50000,0.5
"02449af9963842c8b8f615b2232735b1",2,1,"BANANA PLOT",1,1,0.18,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.18
"02449af9963842c8b8f615b2232735b1",4,1,"SWEET POTATOES PLOT",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,1,1,2,3,1,3,29000,2,2,,,,,3
"02449af9963842c8b8f615b2232735b1",4,3,"MAIZE PLOT",1,2,,2,,1,2,1,2,,,,,,,,2,,,,,,,,1,4,2,1,1,1,15000,1,1,20,0,0,100000,0.5
"02449af9963842c8b8f615b2232735b1",3,1,"BANANA PLOT",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"025b88ecba4a44279935bd4a0d19bccd",1,1,"bean.apena",1,1,1.53,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,31,13,0,135000,1.53
"025b88ecba4a44279935bd4a0d19bccd",2,1,"soya.apena",1,1,0.93,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,2,0,0,47000,0.93
"02868c7da57e46529281d2dae35ee7fd",3,2,"CASSAVA",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.2
"02868c7da57e46529281d2dae35ee7fd",2,1,"RICE",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"02868c7da57e46529281d2dae35ee7fd",3,1,"MAIZE",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"02868c7da57e46529281d2dae35ee7fd",3,3,"SWEET POTATOES",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.3
"02b20908f47043f0b2389ba8246c5bdc",1,1,"Cassava",2,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"02b20908f47043f0b2389ba8246c5bdc",2,1,"Cassava",2,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"02efd503602d4d10a508075b811e5913",2,1,"MATOOKE",1,1,0.6,2,,1,4,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.6
"02efd503602d4d10a508075b811e5913",3,1,"ONIONS",1,2,,2,,1,4,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"02efd503602d4d10a508075b811e5913",2,2,"ONIONS",1,1,0.12,2,,1,4,2,2,,,,,,,,2,,,,,,,,1,1,1,0.75,1,0.75,13000,2,2,,,,,0.12
"02fbc725a3074d0fa9debb7a02ba23fb",2,1,"BEANS",2,2,,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"02fbc725a3074d0fa9debb7a02ba23fb",1,1,"Banana food",2,2,,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.2
"03003a6f1ccd4b1290629662229b5d83",1,2,"Cassava-New",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.35
"03003a6f1ccd4b1290629662229b5d83",1,1,"Cassava-old",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.4
"032de3aed1c34dd5840aba975a5a4468",1,1,"Millet",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"032de3aed1c34dd5840aba975a5a4468",3,1,"Cassava",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"034a672611304ed3a91b8a062f4d4046",3,1,"pola",1,2,,2,,1,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,24,26,0,681000,1.5
"034a672611304ed3a91b8a062f4d4046",1,1,"mogo.maize",3,2,,2,,1,3,2,2,,,,,,,,2,,,,,,,,1,1,2,0.3,1,0.3,12000,2,1,28,16,0,393000,0.5
"034a672611304ed3a91b8a062f4d4046",1,3,"mogo",3,2,,2,,1,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.4
"034a672611304ed3a91b8a062f4d4046",1,2,"icok",3,2,,2,,1,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.18
"0397ef293012436a99a621fce6fc7471",1,1,"BANANA FOOD",1,1,0.21,1,1,,,2,2,,,,,,,,1,4,2,4,1,4,16000,3,2,,,,,,,,1,25,0,0,120000,0.21
"03b2600846004af6ba212269261907a2",2,2,"sweetpotata",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,2,0,0,25000,0.25
"03b2600846004af6ba212269261907a2",2,1,"maize",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.75
"03b2600846004af6ba212269261907a2",1,1,"coffee",1,1,0.9,1,1,,,1,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.9
"03d9ca9332d545378b468a1883127d8b",1,2,"IRISH POTATOES",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"03d9ca9332d545378b468a1883127d8b",1,1,"BEANS",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"03d9ca9332d545378b468a1883127d8b",2,1,"COFFEE",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1.5
"040b3ad7eb264e30acc111646f03422a",1,1,"CASSAVA PLOT",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,3,0,10000,0.5
"040b3ad7eb264e30acc111646f03422a",3,1,"SOYA AND MAIZE PLOT",1,2,,2,,1,5,2,2,,,,,,,,2,,,,,,,,1,1,2,0.2,1,0.2,5000,3,1,6,6,0,48000,1
"040b3ad7eb264e30acc111646f03422a",2,1,"MAIZE AND BEANS PLOT",1,2,,2,,1,5,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"044116a438c040a898ba43daf6bdc2ea",1,2,"SWEET POTATOES AND CASSAVA PLOT",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"044116a438c040a898ba43daf6bdc2ea",1,1,"BANANA, BEANS, MAIZE PLOT",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,1,4,2,1,1,1,13000,2,2,,,,,1.5
"044116a438c040a898ba43daf6bdc2ea",3,1,"BANANA AND IRISH POTATOES PLOT",2,2,,2,,1,2,2,1,1,100,2,,,,1,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"044116a438c040a898ba43daf6bdc2ea",2,1,"COFFEE AND BANANA PLOT",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,1,4,2,3,1,3,40000,2,2,,,,,4
"0442775d8d424d59a433ab5940d510ca",2,1,"Beans/Maize",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"0442775d8d424d59a433ab5940d510ca",3,1,"Groundnuts",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"0442775d8d424d59a433ab5940d510ca",1,1,"Banana food/Cassava",1,1,0.75,2,,1,5,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.76
"046067ad635647c5a02c03f1790df520",2,1,"Maize",1,1,3.23,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,12,12,0,100000,3.23
"046067ad635647c5a02c03f1790df520",2,2,"Soya beans",1,1,3.45,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,10,10,0,100000,3.45
"046067ad635647c5a02c03f1790df520",2,3,"sunflower",1,1,3.42,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,10,10,0,100000,3.42
"046067ad635647c5a02c03f1790df520",1,1,"soya beans",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,1,1,0,103000,2
"0464b7af72994dea923644331716d84e",1,1,"MAIZE  M BEANS",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,1,1,2,1,2,,,,1,5,3,2,30000,1
"0495834806fb40adb50e0fd619ef5094",1,1,"Matooke",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"0495834806fb40adb50e0fd619ef5094",1,2,"Sweetpotatoes",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"0495834806fb40adb50e0fd619ef5094",1,3,"Maize",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"0495834806fb40adb50e0fd619ef5094",3,1,"Matooke",1,2,,2,,1,2,2,1,1,30,2,,,,1,2,,,,,,,,2,,,,,,,,1,5,0,0,15000,2
"04b011de772e4ce08e33e461bb1741eb",1,1,"MATOOKE",10,1,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,30,0,0,100000,3
"04b011de772e4ce08e33e461bb1741eb",1,2,"MAIZE",10,1,1,1,13,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,30,0,0,100000,1
"04c814d7b9cb4aa2b651aa2e31acf4e9",2,1,"MAIZE AND SOYA",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"04c814d7b9cb4aa2b651aa2e31acf4e9",1,1,"MAIZE AND GROUNDNUTS",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.2
"04d55903a5d448c3953d1d1ceda1084d",1,1,"MATOOKE, BEANS AND MAIZE PLOT",5,2,,1,5,,,2,1,2,200,2,,,,3,2,,,,,,,,2,,,,,,,,2,,,,,1.6
"04ee28189feb42c6a75acb852661aef1",1,2,"MAIZE",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.4
"04ee28189feb42c6a75acb852661aef1",1,1,"COFFEE",1,2,,1,1,,,2,1,1,100,2,,,,1,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"0515ceaa3b6d4400bb337565e78db4e4",3,1,"MILLET",1,2,,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"0515ceaa3b6d4400bb337565e78db4e4",2,1,"BEANS/MAIZE",1,1,0.34,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.34
"0515ceaa3b6d4400bb337565e78db4e4",1,1,"COFFEE /BANANA FOOD",1,1,0.6,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.6
"051abf68db894b34a1ecfa22bd2a2509",1,2,"cassava",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"051abf68db894b34a1ecfa22bd2a2509",1,1,"Groundnuts",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"052f8d3f81c3477aa9366a24c54ddf83",4,1,"NiNo",1,2,,2,,1,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"052f8d3f81c3477aa9366a24c54ddf83",3,2,"KAL",1,1,0.4,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.45
"052f8d3f81c3477aa9366a24c54ddf83",1,2,"MOGO.NWAGI",1,1,0.3,2,,1,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.3
"052f8d3f81c3477aa9366a24c54ddf83",2,1,"MOGO",1,1,0.13,2,,1,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.17
"052f8d3f81c3477aa9366a24c54ddf83",1,1,"ABINA",1,1,0.7,2,,1,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.4
"052f8d3f81c3477aa9366a24c54ddf83",3,1,"SIMSIM",1,1,0.6,2,,1,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,1,2,0,10000,1.5
"052f8d3f81c3477aa9366a24c54ddf83",2,3,"NINO",1,1,0.2,2,,1,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.2
"052f8d3f81c3477aa9366a24c54ddf83",2,2,"SWT POTATOES",1,1,0.17,2,,1,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.17
"0540d10333124c9ab290bb9daaf998cc",1,1,"Sorghum",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,2,10,0,35000,3
"054124cd4eff40ec97bf51a44fe4a93c",1,1,"Banana food/Sweet",2,1,0.25,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"054124cd4eff40ec97bf51a44fe4a93c",2,1,"Beans/Maize",1,1,0.38,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.38
"05743465c6254f7baedf141b6381f400",2,1,"Coffee",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"05863e44874d4d0bbe8abdc95d9249b2",2,1,"Plot A Irish potatoes",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,1,4,2,1,1,1,15500,2,2,,,,,0.5
"05863e44874d4d0bbe8abdc95d9249b2",2,2,"Plot B beans",1,2,,1,5,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"05863e44874d4d0bbe8abdc95d9249b2",3,1,"PLOT A IRISH POTATOES",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,1,4,2,1,1,1,10500,3,1,4,4,0,20000,0.5
"05863e44874d4d0bbe8abdc95d9249b2",3,2,"PLOT B BEANS",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"05863e44874d4d0bbe8abdc95d9249b2",1,1,"Plot A Irish potatoes",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,3,0,15000,1
"0586e2b9bcd24aa3bf31580492500327",1,1,"COFFEE PLOT",1,2,,2,,1,4,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"0586e2b9bcd24aa3bf31580492500327",2,1,"BANANA FOOD PLOT",1,2,,2,,1,4,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"058977f6550c4624b8d171b5d1a58a6e",1,1,"MIXED PLOT",1,1,0.3,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.3
"059ff457522a4a8fa64c8b2717080161",2,1,"BEANS",2,1,0.28,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.28
"05bd23b2d9d84b128c7b45db8d2da17f",1,1,"Matooke",1,1,0.1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.1
"05cef9765f92473eb465b6dc4fac72a4",3,1,"SWEET POTATOES",1,1,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,8,2,0,80000,1
"05dafcf31b4d403aad84cdfff9d1fdfc",1,1,"BANANAS",2,1,0.04,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.2
"05dafcf31b4d403aad84cdfff9d1fdfc",1,4,"MAIZE",2,1,0.2,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.2
"05dafcf31b4d403aad84cdfff9d1fdfc",1,2,"BEANS",2,1,0.1,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.1
"05dafcf31b4d403aad84cdfff9d1fdfc",1,3,"SWEET POTATOES",2,1,0.2,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.2
"0602eb95ac184ad3aa8fdba309f3f946",1,1,"SWEET  POTATOES",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"0602eb95ac184ad3aa8fdba309f3f946",2,1,"MAIZE",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
