"hhid","parcelID","pltid","s3aq03b","s3bq03_1","s2aq05_211_1","s2aq04_1_1","s3bq03_2","s3bq03_3","s3bq03_4a","s3bq03_4b","s3bq03a","s3bq04","s3bq04a","s3bq05","s3bq06","s3bq07","s3bq08","s3bq09","s3bq12","s3bq13","s3bq14","s3bq13a","s3bq15","s3bq16","s3bq17","s3bq18","s3bq19","s3bq22","s3bq23","s3bq24a","s3bq24b","s3bq25","s3bq26","s3bq27","s3bq28","s3bq34","s3bq35a","s3bq35b","s3bq35c","s3bq36","s4bq07"
"3f384e917296408b86fee68273bde344",1,1,"MAIZE",2,2,,2,,1,2,2,1,1,200,2,,,,2,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"3f3fedf25b3d4a7899d9bffe6fb1f658",1,1,"MAIZE",1,1,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"3f3fedf25b3d4a7899d9bffe6fb1f658",1,2,"MIXED",1,1,1.03,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"3f6bbcf02a1149a484cc0f0f663c54db",1,1,"BEANS",1,1,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"3f6bbcf02a1149a484cc0f0f663c54db",1,2,"SWEET POTATOES",1,1,0.1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.1
"3f9abfed2edf4cc884dcbab10db4849f",1,1,"Banana",2,1,0.51,1,2,,,1,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,15,0,0,45000,0.51
"3fb589b011234546a95fe2566db38f45",1,2,"2.GROUNDNUTS",1,2,,2,,1,10,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"3fb589b011234546a95fe2566db38f45",1,1,"1. GROUNDNUTS /CASSAVA",1,2,,2,,1,10,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"3fb8d4d90721432f9bd4c3e6927b3c7f",1,1,"COFFEE",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,1,4,2,5,1,5,67500,2,1,6,15,5,90000,7
"3fbd6d8a4c1243419054224b9f0f1d37",1,1,"GNUTS",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,6,0,20000,0.5
"3fbd6d8a4c1243419054224b9f0f1d37",3,1,"Cassava",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"3fbd6d8a4c1243419054224b9f0f1d37",2,1,"Rice",,2,,2,,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,4,0,0,20000,
"3fd41609787344f0801c2918325cd45c",3,1,"MATOOKE",10,2,,2,,1,10,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.38
"3fd41609787344f0801c2918325cd45c",2,1,"BEANS, MAIZE",10,2,,2,,1,10,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"3fd41609787344f0801c2918325cd45c",1,1,"BEANS, MAIZE",10,2,,2,,1,10,1,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"3ff160f46a3b4671aa196dc42d96549a",1,1,"Matooke",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,6,0,15000,0.5
"3ff160f46a3b4671aa196dc42d96549a",1,2,"Maize",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,6,0,0,30000,0.5
"3ff160f46a3b4671aa196dc42d96549a",4,1,"Matooke",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,6,0,16000,1
"3ff160f46a3b4671aa196dc42d96549a",3,1,"Maize",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,8,0,60000,0.5
"404f42d0f05b4d0e8df57aa28868b6d7",2,1,"soya",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,7,0,0,60000,1
"404f42d0f05b4d0e8df57aa28868b6d7",3,1,"nwagi",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,22,20,0,150000,1.5
"404f42d0f05b4d0e8df57aa28868b6d7",1,1,"soya",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,4,12,0,220000,1.5
"40665c26f6a74711bca1c113a79fabea",1,2,"Sorghum",13,1,0.26,1,4,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.26
"40665c26f6a74711bca1c113a79fabea",1,1,"Potatoes",13,1,0.26,1,13,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.26
"4089726857c84e979597dd32f3dcaea8",1,1,"CASSAVA",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,4,0,0,35000,0.63
"408cad43f46a45e09591e83bfc6e3ac7",3,1,"BANANA FOOD",1,1,0.34,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.34
"408cad43f46a45e09591e83bfc6e3ac7",1,1,"Beans/maize",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"40a59bc3945747cfa11872b03e97172b",1,2,"MWOGO",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.95
"40a59bc3945747cfa11872b03e97172b",1,1,"ARANGA",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,1,1,2,2,1,0.5,7000,2,2,,,,,0.95
"40a695dff6b14a9aac1f00d57fdcf00a",1,1,"CASSAVA",1,1,0.53,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.53
"40a695dff6b14a9aac1f00d57fdcf00a",1,2,"LAYATA",1,1,0.59,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.59
"40bbc379b3cd4472b68d8a8c344a861e",1,1,"Beans",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"40bbc379b3cd4472b68d8a8c344a861e",1,2,"Groundnut",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"40bbc379b3cd4472b68d8a8c344a861e",2,2,"Banana Food",1,1,0.52,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.52
"40bbc379b3cd4472b68d8a8c344a861e",2,1,"Beans/Maize",1,1,0.3,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.3
"40bd45903364468c931cc28af39f5064",1,1,"COFFEE AND BANANA FOOD PLOT",2,2,,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.75
"40c891e173024beaa92ab44fa3c8b946",1,1,"BANANA",1,1,0.15,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.15
"40e0a8ec2b5344ee912851ae86bd5171",1,1,"Beans/cassava",2,2,,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.75
"40e0a8ec2b5344ee912851ae86bd5171",1,2,"Sweetpotatoes",2,2,,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"40e4b238a7644ad18bc0ee3f82bb1294",1,1,"fallow",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,
"40fe671de7d7403db17b5143b9400637",2,1,"MAIZE PLOT 1",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"40fe671de7d7403db17b5143b9400637",4,1,"BANANA FOOD PLOT",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"40fe671de7d7403db17b5143b9400637",3,1,"MAIZE PLOT 2",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"40fe671de7d7403db17b5143b9400637",1,1,"SWEET POTATOES PLOT",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"4115e61c3e4746c0a901b9884df6db5a",2,1,"Beans",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"41161a7161a7457b84a221d17c13782c",3,2,"BEANS",1,1,0.05,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.05
"41161a7161a7457b84a221d17c13782c",3,1,"PASSION FRUITS",1,1,0.21,1,1,,,1,1,2,4,1,4,80000,2,,1,1,2,6,1,6,6000,2,1,1,2,10,1,10,80000,2,2,,,,,0.21
"41198746385f4ff59785f94d9a8475d1",1,1,"Banana food",1,1,2.18,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,2.18
"413d5b0ec93349f8979646314ed8ad97",1,1,"SORGHUM",1,1,2.5,2,,1,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,2.5
"4148c3c43e0944e0b8f708379e23070e",3,1,"ONIONS",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,10,5,0,75000,0.5
"4148c3c43e0944e0b8f708379e23070e",1,1,"MATOOKE",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,10,10,0,100000,1
"414d6d0e3b5a490589667ffd66ffadbc",1,1,"MAIZE  M  GROUND NUTS",1,1,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,3,0,9000,2
"414d6d0e3b5a490589667ffd66ffadbc",2,1,"CASSAVA",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,14,0,52000,1
"416dec136ad7406f8c8760d1e9cfef88",2,1,"SORGHUM PLOT",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"416dec136ad7406f8c8760d1e9cfef88",1,1,"SORGHUM AND MILLET PLOT",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"416dec136ad7406f8c8760d1e9cfef88",3,1,"COTTON PLOT",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"41776ecb3d984cebb3c7fceb67431a24",1,1,"Cassava",2,2,,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"419aeb8cf20b477ab14959fed173ed47",2,1,"BEANS & MAIZE",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,19,0,0,70000,1
"419aeb8cf20b477ab14959fed173ed47",1,1,"BANANA FOOD",2,1,2.53,2,,1,2,2,1,1,2000,2,,,,1,2,,,,,,,,2,,,,,,,,1,24,24,0,200000,2.53
"419aeb8cf20b477ab14959fed173ed47",2,2,"BANANA FOOD",2,1,2.01,2,,1,2,2,1,1,3000,2,,,,1,2,,,,,,,,2,,,,,,,,1,32,20,0,300000,2.01
"41a071f11f70493d95c79e97cdfedc25",3,1,"SWEET POTATOES PLOT",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"41a071f11f70493d95c79e97cdfedc25",2,1,"BANANA FOOD, COFFEE, BEANS AND CASSAVA PLOT",2,2,,2,,1,2,2,1,1,500,2,,,,1,2,,,,,,,,2,,,,,,,,2,,,,,2
"41a071f11f70493d95c79e97cdfedc25",1,2,"COCOA PLOT",2,2,,2,,1,2,2,1,1,500,2,,,,1,2,,,,,,,,2,,,,,,,,2,,,,,2
"41a071f11f70493d95c79e97cdfedc25",1,1,"BANANA FOOD AND BANANA SWEET PLOT",2,2,,2,,1,2,2,1,1,550,2,,,,1,2,,,,,,,,2,,,,,,,,2,,,,,2
"41a0d7ea37784a2fa40f381785b4df50",2,1,"BANANA FOOD",2,1,1.23,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1.23
"41a0d7ea37784a2fa40f381785b4df50",3,1,"MAIZE",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"41ba424b666041cda63b370a2a903878",2,2,"COFFEE AND BEANS",1,1,1.06,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,15,0,70000,1.06
"41ba424b666041cda63b370a2a903878",2,1,"BANANA FOOD, COFFEE AND BEANS",1,1,0.7,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,30,0,100000,0.7
"41de39edb2fd4bba8a75e66478b9c738",1,2,"NYWAGI",2,1,0.33,2,,2,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.33
"41de39edb2fd4bba8a75e66478b9c738",2,1,"SOYA",2,1,1.05,2,,2,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1.05
"41de39edb2fd4bba8a75e66478b9c738",1,4,"ARANGA",2,1,0.64,2,,2,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.64
"41de39edb2fd4bba8a75e66478b9c738",4,1,"MAIZE",2,1,1.02,2,,2,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,1,0,0,30000,1.02
"41de39edb2fd4bba8a75e66478b9c738",1,5,"NYANYA",2,1,0.32,2,,2,3,2,2,,,,,,,,2,,,,,,,,1,3,2,1,1,1,18000,2,2,,,,,0.32
"41de39edb2fd4bba8a75e66478b9c738",3,1,"ARANGA",2,1,1.65,2,,2,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1.65
"41de39edb2fd4bba8a75e66478b9c738",1,3,"SOYA",2,1,0.41,2,,2,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.41
"41de39edb2fd4bba8a75e66478b9c738",1,1,"MWOGO",2,1,0.27,2,,2,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.27
"420c5338635b4d769aa8fc629ac0b51d",1,1,"MOGO.OR",1,1,0.28,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.28
"420c5338635b4d769aa8fc629ac0b51d",3,2,"mogo",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"420c5338635b4d769aa8fc629ac0b51d",3,1,"Kal",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"423c8841560f462f8234f263318702d7",1,1,"SORGHUM PLOT",3,2,,2,,3,8,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.75
"4262515bdbe5433c97ca0af8712f6c5a",3,1,"APENA",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"4262515bdbe5433c97ca0af8712f6c5a",1,1,"MOGO",1,1,0.82,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.82
"4262515bdbe5433c97ca0af8712f6c5a",4,1,"MAIZE.APENA",1,1,0.25,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"4262515bdbe5433c97ca0af8712f6c5a",5,1,"SOY.APENA",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,20,32,0,135000,2
"42628c9987d74dc68c1ac00a31255fcd",2,1,"Plot A cassava",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"42628c9987d74dc68c1ac00a31255fcd",1,1,"PLOT A MAIZE",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"4278b9b2a3f54a0ab7d6f0ef477e658b",1,1,"CASSAVA, BEANS",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"4296df183a47497c87af586bcedc3a7c",2,1,"BANANA FOOD",2,1,0.67,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.67
"4296df183a47497c87af586bcedc3a7c",1,1,"BEANS AND MAIZE",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"42b460c56a684d62abac827c6bfcee5f",1,4,"banana",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"42b460c56a684d62abac827c6bfcee5f",1,3,"beans",2,2,,2,,2,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"42b460c56a684d62abac827c6bfcee5f",1,2,"sweetpotatoes",2,2,,2,,2,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"42b460c56a684d62abac827c6bfcee5f",1,1,"suagarcanes",2,2,,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,10,0,0,250000,1
"42c89a0c06dc406daf794cef54865d89",1,1,"CASSAVA PLOT",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"42c89a0c06dc406daf794cef54865d89",1,2,"MILLET PLOT",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"42d193eb14754edc81703ffbec7d3228",3,1,"Cassava-New",1,,,2,,,,1,2,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,0.62
"42d193eb14754edc81703ffbec7d3228",2,1,"Chia",1,,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,0.82
"42d44dcaaccb4d19b16292b8410195d2",2,1,"IRISH POTATOES",2,1,0.13,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,3,0,15000,0.13
"42d4c1e7b7984e4790ee7ddae6727a71",1,3,"SWEET POTATOES PLOT",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,5,0,25000,0.2
"42d4c1e7b7984e4790ee7ddae6727a71",1,1,"BANANA AND COFFEE PLOT",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.6
"42d4c1e7b7984e4790ee7ddae6727a71",1,2,"BEANS, MAIZE AND CASSAVA PLOT",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,4,0,15000,0.2
"42d7b53e230f44fab274e33797a03a40",1,1,"Cassava",2,2,,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"42d7b53e230f44fab274e33797a03a40",2,1,"Tomatoes plot",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,1,1,2,15,1,15,150000,2,1,45,0,0,1500000,0.5
"42d7b53e230f44fab274e33797a03a40",3,1,"BEANS PLOT",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,7,0,0,45000,0.5
"42f4799429c6490ebbcd277e13fa744d",1,1,"CASSAVA 2018",5,1,1.03,2,,1,5,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1.03
"42f4799429c6490ebbcd277e13fa744d",1,2,"CASSAVA 2019",1,1,1.3,2,,1,5,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1.3
"43043f77f99e421aaa48b4bd6b4bb7fb",1,1,"Groundnuts plot",1,2,,2,,1,4,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"43043f77f99e421aaa48b4bd6b4bb7fb",1,2,"Sorghum plot",1,2,,2,,1,4,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,2
"4310f37c41cc4282b40ed4de953b8451",1,1,"MIXED PLOT",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"431957a3478248aeb6c4637eda5a1ad4",1,1,"nino",1,1,1.32,1,1,,,1,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1.32
"431957a3478248aeb6c4637eda5a1ad4",2,1,"mogo",1,1,1.2,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1.2
"431957a3478248aeb6c4637eda5a1ad4",2,2,"beans",1,1,1.78,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1.78
"433547d2a44d43449f3724b48dd90cb5",1,1,"Banana",1,1,0.46,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.46
"43392820ec5e41a382f503a3e366dacb",1,1,"SORGHUM",2,2,,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.85
"43392820ec5e41a382f503a3e366dacb",2,1,"SORGHUM MIXED WITH MAIZE",2,1,0.65,2,,2,5,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.65
"435113f93aec4ce4b5ba918abadcbc60",1,1,"BANANA FOOD/COFFEE",2,1,0.98,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.98
"435113f93aec4ce4b5ba918abadcbc60",3,1,"Beans/Maize",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"435113f93aec4ce4b5ba918abadcbc60",2,1,"BANANA FOOD /COFFEE",2,1,0.89,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.89
"435958379633491091da32dc012eff9c",2,1,"MOGO.SOY",1,1,0.85,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.85
"435987dbfde14869be5af088f849bbd4",1,4,"SWEET POTATOES",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.16
"435987dbfde14869be5af088f849bbd4",1,3,"MILLET",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.2
"435987dbfde14869be5af088f849bbd4",1,2,"MATOOKE",1,2,,1,1,,,2,1,1,50,2,,,,1,2,,,,,,,,2,,,,,,,,2,,,,,0.13
"43740d64efea4f6f9aae6d98804d35f7",6,1,"SOYA",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,3,3,0,160000,2
"43740d64efea4f6f9aae6d98804d35f7",4,1,"SOYA",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,3,3,0,42000,2
"43740d64efea4f6f9aae6d98804d35f7",5,1,"ARANGA",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,1,1,2,2,1,0.5,10000,2,1,3,3,0,93000,1.5
"43740d64efea4f6f9aae6d98804d35f7",3,1,"SOYA",1,2,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,3,0,0,65000,3
"439470905bc046a3b4ca092ebbb281fc",2,1,"BANANA FOOD",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,5,2,0,35000,1.5
"439470905bc046a3b4ca092ebbb281fc",1,1,"BANANA FOOD AND BEANS",2,1,1.2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,3,0,0,10000,1.2
"43b0e1943e7a4c18878c5d16734359f2",2,1,"MATOOKE",1,1,0.12,2,,1,6,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.12
"43b0e1943e7a4c18878c5d16734359f2",1,1,"BEANS AND MAIZE",6,2,,2,,1,6,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.75
"43bac0bfd7ee426194c740ee447ad4d0",1,4,"IRISH POTATOES",1,,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,0.25
"43bac0bfd7ee426194c740ee447ad4d0",1,2,"G.NUTS",1,,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,,,0,,,0.25
"43bac0bfd7ee426194c740ee447ad4d0",1,3,"BEANS",1,,,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,0.25
"43bac0bfd7ee426194c740ee447ad4d0",1,1,"MATOOKE",1,,,1,1,,,2,1,,300,2,,,,2,2,,,,,,,,2,,,,,,,,,,,,,0.25
"43f71a4b91ab4dc5867e722610be922f",2,1,"BANANA AND BEANS PLOT",5,2,,1,5,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"43f71a4b91ab4dc5867e722610be922f",1,1,"COFFEE AND BANANA PLOT",5,2,,1,5,,,2,2,,,,,,,,1,4,1,100,1,100,70000,3,1,4,2,3,1,3,36000,2,1,10,0,0,50000,1.5
"43f71a4b91ab4dc5867e722610be922f",3,1,"MIXED PLOT",5,2,,1,5,,,2,2,,,,,,,,1,4,1,250,1,250,575000,3,1,1,2,25,1,25,800000,3,1,50,30,0,800000,2
"43f71a4b91ab4dc5867e722610be922f",6,1,"COFFEE AND BANANA PLOT",5,2,,1,5,,,2,2,,,,,,,,1,4,1,75,1,75,70000,3,1,4,2,2,1,2,24000,2,1,15,0,0,100000,1
"4404950885f14440b87036328ae2d180",1,1,"sunflower",1,1,0.68,1,1,,,1,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.68
"4431b77d140142969216b6a63dc40667",1,1,"NGOR",2,1,0.8,2,,1,2,2,2,,,,,,,,2,,,,,,,,1,1,2,4,1,4,50000,2,1,2,0,0,45000,0.8
"4431b77d140142969216b6a63dc40667",4,1,"SOYA",2,1,1.64,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,1,1,0,42000,1.64
"4431b77d140142969216b6a63dc40667",3,2,"PAMBA",1,1,1.08,2,,1,2,2,2,,,,,,,,2,,,,,,,,1,2,2,1,1,0.5,3000,2,1,1,0,0,15000,1.08
"4431b77d140142969216b6a63dc40667",3,1,"KILAMAKUKA",1,1,2.14,2,,1,2,2,2,,,,,,,,2,,,,,,,,1,1,2,2,1,0.5,6000,2,1,2,0,0,30000,2.14
"44b53ab146424f6b98d26c6bbd52929d",2,1,"sweetpotatoes",2,2,,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.24
"44b53ab146424f6b98d26c6bbd52929d",1,1,"Sorghum",2,1,0.27,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.27
"44b7eb6679d04f2192783b1c29b05033",2,1,"SUNFLOWER. MAIZE",1,2,,2,,1,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"44d4e3fbc0df4168a77b3c996ff96cee",1,1,"SOYA",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,6,0,0,46000,1
"44d4e3fbc0df4168a77b3c996ff96cee",2,2,"MOGO",1,1,0.47,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,2,0,0,11500,0.47
"44d4e3fbc0df4168a77b3c996ff96cee",2,1,"APENA",1,1,0.53,2,,1,2,2,2,,,,,,,,2,,,,,,,,1,1,2,0.1,1,0.1,3000,2,1,2,0,0,11500,0.53
"44d8ad0ee1df435dae55f192a03107eb",2,1,"MAIZE",2,2,,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"44d8ad0ee1df435dae55f192a03107eb",1,2,"SWEET POTATOES",2,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.2
"44d8ad0ee1df435dae55f192a03107eb",1,1,"MILLET",1,2,,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
