"hhid","parcelID","pltid","s3aq03","s2aq04_1","s3aq03_1","s3aq03_2","s3aq03_3","s3aq03_4a","s3aq03_4b","s3aq03a","s3aq04","s3aq04a","s3aq05","s3aq06","s3aq07","s3aq08","s3aq09","s3aq12","s3aq13","s3aq14","s3aq14a","s3aq15","s3aq16","s3aq17","s3aq18","s3aq19","s3aq22","s3aq23","s3aq24a","s3aq24b","s3aq25","s3aq26","s3aq27","s3aq28","s3aq34","s3aq35a","s3aq35b","s3aq35c","s3aq36","s4aq07"
"0007d1f1449242feb5a25429644fb991",1,1,"NINO",1.79,6,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,3,0,70000,1.79
"0010cbae3cea4ec9831f6cd92b02dc16",6,1,"Cassava",0.65,4,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.65
"0010cbae3cea4ec9831f6cd92b02dc16",1,1,"Field peas",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"0010cbae3cea4ec9831f6cd92b02dc16",7,1,"Sunflower",,4,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,14,12,0,78000,1
"0010cbae3cea4ec9831f6cd92b02dc16",2,1,"Soya Beans",0.83,4,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,8,0,0,24000,0.83
"0010cbae3cea4ec9831f6cd92b02dc16",5,1,"Maize",0.78,4,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"00246782f8654441a9df0f6ec0b6fc9f",2,1,"sheas",0.68,2,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.68
"00246782f8654441a9df0f6ec0b6fc9f",3,1,"cotton",0.7,2,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.7
"0060071f3f414406af7312d68eae8513",1,1,"Rented out",,3,2,,1,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,4.7
"0060071f3f414406af7312d68eae8513",1,2,"banana",0.5,3,2,,1,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"009c1baa0edb44f8af47773ce0b7caaa",1,1,"Bananas",0.65,1,1,1,,,1,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.65
"00b48fb6bcf84dd581bd7b2be5f908a0",1,1,"MIXED PLOT",1,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.75
"00b48fb6bcf84dd581bd7b2be5f908a0",1,2,"SWEETPOTATOES",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"00d5da8bbd544c548a71f176496ee4b6",1,1,"NWAGI.ARANGA",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"00d5da8bbd544c548a71f176496ee4b6",1,2,"MOGO",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"00dc3a212a1f40698656b2dc7cc97a85",3,1,"SOYA",,1,2,,1,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"00dc3a212a1f40698656b2dc7cc97a85",2,1,"MAIZE",0.42,1,2,,1,,2,1,1,100,2,,,,96,2,,,,,,,,2,,,,,,,,2,,,,,0.42
"0142f6f0c8f9435c97ac2563a6f390ec",1,1,"BEANS/ MAIZE/ CASSAVA",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"0142f6f0c8f9435c97ac2563a6f390ec",3,1,"Millet",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,2,0,10000,0.5
"0142f6f0c8f9435c97ac2563a6f390ec",2,1,"BANANA FOOD AND COFFEE",0.93,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.93
"0182fc7b5eb44c44aef16c3a178fb762",2,1,"Cassava",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"018d29620fa44db282c80b6627413e5c",1,1,"NOT CULTIVATED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0192cb54d502450ca603738439bf616f",2,1,"MATOOKE, COFFEE AND BEANS PLOT",,8,1,1,,,2,1,1,50,2,,,,1,2,,,,,,,,2,,,,,,,,2,,,,,0.45
"0192cb54d502450ca603738439bf616f",1,1,"BANANA PLOT",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,10,0,0,80000,0.25
"0192cb54d502450ca603738439bf616f",3,1,"MATOOKE AND COFFEE PLOT",,8,1,1,,,2,1,1,100,2,,,,1,2,,,,,,,,2,,,,,,,,2,,,,,0.4
"0197cec68e9246a887cae30b13bc7488",1,1,"mogo",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"019f06d347d04d5fa22f1846aba0c59b",4,2,"Potatoes",,2,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.15
"019f06d347d04d5fa22f1846aba0c59b",4,3,"Beans",,2,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.35
"019f06d347d04d5fa22f1846aba0c59b",4,1,"Bananas",0.4,5,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.4
"019f06d347d04d5fa22f1846aba0c59b",3,1,"Bananas",1.81,5,1,5,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1.81
"019f06d347d04d5fa22f1846aba0c59b",1,1,"Bananas",0.46,5,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.46
"01d0f651c2534a1f8355b9e10e0e9dcb",1,5,"BEANS",0.12,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.12
"01d0f651c2534a1f8355b9e10e0e9dcb",1,2,"SWEET POTATOES",0.16,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.16
"01d0f651c2534a1f8355b9e10e0e9dcb",1,1,"MATOOKE, COFFEE",0.65,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"01d0f651c2534a1f8355b9e10e0e9dcb",1,4,"TEA",0.24,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,1,0,0,4000,0.1
"01d54a65224747fba33cf7b310c7435e",2,2,"MAIZE PLOT",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,30,0,0,150000,1.5
"01d54a65224747fba33cf7b310c7435e",2,1,"BANANA PLOT",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,40,0,0,200000,2.5
"01e7608a258e42c7a2f5af8b551bc247",2,2,"sweetpotata",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.3
"01e7608a258e42c7a2f5af8b551bc247",1,1,"matooke",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.7
"01e7608a258e42c7a2f5af8b551bc247",2,1,"cassava",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.7
"02087846085249d1ae73a1070233c8bb",2,1,"CASSAVA PLOT",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"0222b766ba3d494fbf6fe07cf260dac4",1,2,"Soya Beans",,2,2,,2,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,20,24,0,1200000,3
"0222b766ba3d494fbf6fe07cf260dac4",1,3,"Bananas",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"0222b766ba3d494fbf6fe07cf260dac4",1,1,"Cassava-New",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,16,0,0,50000,1
"0222b766ba3d494fbf6fe07cf260dac4",1,4,"Cassava-old",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,15,0,45000,0.5
"0222b766ba3d494fbf6fe07cf260dac4",2,1,"Soya Beans",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,80,60,0,480000,6
"024172552bc54600b13887149d11e82c",1,1,"SWEET POTATOES",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"024172552bc54600b13887149d11e82c",2,1,"MAIZE",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.75
"02449af9963842c8b8f615b2232735b1",4,1,"SWEET POTATOES PLOT",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,1,1,2,1,1,1,16000,2,2,,,,,2.5
"02449af9963842c8b8f615b2232735b1",3,1,"BANANA PLOT",,1,2,,1,2,2,1,1,200,2,,,,1,2,,,,,,,,2,,,,,,,,2,,,,,1
"02449af9963842c8b8f615b2232735b1",2,1,"BANANA PLOT",0.18,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.18
"02449af9963842c8b8f615b2232735b1",4,2,"BEANS PLOT",,1,2,,1,2,1,2,,,,,,,,2,,,,,,,,1,4,2,1,1,1,8000,2,1,20,0,0,100000,0.5
"02449af9963842c8b8f615b2232735b1",4,4,"MILLET PLOT",,1,2,,1,2,1,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"02449af9963842c8b8f615b2232735b1",1,1,"MAIZE PLOT",,1,2,,1,2,1,2,,,,,,,,2,,,,,,,,1,4,2,2,1,2,32000,2,1,20,0,0,140000,0.5
"02449af9963842c8b8f615b2232735b1",4,3,"GROUNDNUTS PLOT",,1,2,,1,2,1,2,,,,,,,,2,,,,,,,,1,4,2,1,1,1,16000,2,1,15,0,0,70000,0.5
"025b88ecba4a44279935bd4a0d19bccd",1,2,"peas",0.7,1,2,,1,4,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,3,2,0,36000,0.7
"025b88ecba4a44279935bd4a0d19bccd",1,1,"Beans",,2,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,2,2,0,119000,0.29
"025b88ecba4a44279935bd4a0d19bccd",2,1,"mogo",0.5,1,1,1,,,1,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.93
"02868c7da57e46529281d2dae35ee7fd",2,1,"RICE",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,1,4,1,1,1,1,96000,3,1,8,0,0,25000,1
"02868c7da57e46529281d2dae35ee7fd",3,1,"MAIZE AND BEANS",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.3
"02868c7da57e46529281d2dae35ee7fd",3,2,"CASSAVA",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.2
"02b20908f47043f0b2389ba8246c5bdc",1,1,"Cassava",,2,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,9,0,30000,1
"02b20908f47043f0b2389ba8246c5bdc",2,1,"Cas",,2,2,,1,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1.5
"02efd503602d4d10a508075b811e5913",2,1,"MATOOKE",0.6,1,2,,1,4,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.9
"02efd503602d4d10a508075b811e5913",1,1,"ONIONS",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,1,1,1,0.5,1,0.5,8500,2,1,0,3,0,15000,0.75
"02efd503602d4d10a508075b811e5913",2,2,"ONIONS",0.12,1,2,,1,4,2,2,,,,,,,,2,,,,,,,,1,1,1,0.5,1,0.5,8500,2,2,,,,,0.12
"02efd503602d4d10a508075b811e5913",2,4,"CASSAVA",0.07,1,2,,1,4,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.04
"02efd503602d4d10a508075b811e5913",2,3,"IRISH",0.12,1,2,,1,4,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.12
"02fbc725a3074d0fa9debb7a02ba23fb",1,1,"PLOT A BANANA",0.2,2,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.2
"03003a6f1ccd4b1290629662229b5d83",1,2,"Cassava-old",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,8,0,0,30000,0.5
"03003a6f1ccd4b1290629662229b5d83",1,1,"Sweet potatoes",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.35
"032de3aed1c34dd5840aba975a5a4468",1,1,"Field peas",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"034a672611304ed3a91b8a062f4d4046",1,2,"POLA",,1,2,,1,,2,2,,,,,,,,1,4,1,3,1,3,30000,2,2,,,,,,,,1,52,45,0,599000,1
"034a672611304ed3a91b8a062f4d4046",3,1,"NWAGI.ARANGA",,1,2,,1,3,2,2,,,,,,,,2,,,,,,,,1,1,2,0.3,1,0.3,12000,2,1,50,56,0,695000,1.5
"034a672611304ed3a91b8a062f4d4046",1,1,"NWAGI",,1,2,,1,3,2,2,,,,,,,,1,4,1,3,1,3,30000,2,1,1,2,1,1,1,100000,2,1,48,64,0,850000,1
"0368af34cb614bae9ef98c927741984d",3,1,"Jesca's plot",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"0368af34cb614bae9ef98c927741984d",2,1,"jackline's plot",,14,2,,5,14,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.8
"0368af34cb614bae9ef98c927741984d",2,3,"Florence's plot",,3,2,,1,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"0368af34cb614bae9ef98c927741984d",1,2,"maize (Florence's plot)",,2,2,,2,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"0368af34cb614bae9ef98c927741984d",3,4,"ADIKINI'S plot",,19,2,,6,19,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"0368af34cb614bae9ef98c927741984d",3,3,"jackline's plot",,2,2,,14,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"0368af34cb614bae9ef98c927741984d",1,1,"sweet potatoes (Jesca's plot)",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"0368af34cb614bae9ef98c927741984d",3,2,"Florence's plot",,2,1,3,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"0368af34cb614bae9ef98c927741984d",2,2,"ADIKINI'S plot",,1,2,,6,19,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.7
"0397ef293012436a99a621fce6fc7471",1,1,"BANANA FOOD",0.21,1,2,,1,2,2,2,,,,,,,,1,4,2,3,1,3,12000,3,2,,,,,,,,1,28,0,0,80000,0.21
"03b2600846004af6ba212269261907a2",2,1,"maize",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,7,0,0,30000,0.75
"03b2600846004af6ba212269261907a2",2,2,"sweetpotata",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"03b2600846004af6ba212269261907a2",1,1,"coffee",0.9,1,1,1,,,2,1,1,600,2,,,,1,2,,,,,,,,2,,,,,,,,2,,,,,0.9
"03d9ca9332d545378b468a1883127d8b",2,1,"COFFEE",1.5,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,30,0,0,280000,1.5
"03d9ca9332d545378b468a1883127d8b",1,2,"IRISH",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"03d9ca9332d545378b468a1883127d8b",1,1,"BEANS AND CASSAVA",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"03d9ca9332d545378b468a1883127d8b",2,2,"CASSAVA",0.25,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"040b3ad7eb264e30acc111646f03422a",2,1,"MAIZE AND SOYA PLOT",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,1,1,2,0.2,1,0.2,5000,3,2,,,,,0.25
"040b3ad7eb264e30acc111646f03422a",1,1,"CASSAVA AND SOYA PLOT",,5,1,1,,,2,2,,,,,,,,2,,,,,,,,1,1,2,0.2,1,0.2,5000,3,1,2,0,0,13000,0.5
"044116a438c040a898ba43daf6bdc2ea",3,1,"BANANA PLOT",,2,2,,1,2,2,1,1,200,2,,,,1,2,,,,,,,,1,4,1,1,1,1,7000,2,2,,,,,0.25
"044116a438c040a898ba43daf6bdc2ea",2,1,"COFFEE, BANANA AND BEANS PLOT",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,1,4,2,3,1,3,40000,2,2,,,,,3
"044116a438c040a898ba43daf6bdc2ea",2,2,"SWEET POTATOES AND CASSAVA PLOT",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"044116a438c040a898ba43daf6bdc2ea",1,1,"BANANA PLOT",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,1,4,2,1,1,1,13000,2,2,,,,,2
"0442775d8d424d59a433ab5940d510ca",2,1,"Onions",,5,1,1,,,2,2,,,,,,,,2,,,,,,,,1,2,2,10,1,10,30000,3,1,0,2,0,10000,0.25
"0442775d8d424d59a433ab5940d510ca",1,1,"Banana food/Cassava/Beans",0.76,1,2,,1,5,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.76
"0442775d8d424d59a433ab5940d510ca",3,1,"MILLET",,5,1,1,,,2,2,,,,,,,,2,,,,,,,,1,2,2,10,1,10,30000,3,1,0,3,0,15000,0.5
"046067ad635647c5a02c03f1790df520",2,1,"maize",5.23,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,5.23
"046067ad635647c5a02c03f1790df520",1,1,"sunflower",,1,2,,1,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,5,5,0,309000,2
"0464b7af72994dea923644331716d84e",1,1,"NOT CULTIVATED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0495834806fb40adb50e0fd619ef5094",3,1,"Matooke",,1,2,,1,2,2,1,1,30,2,,,,1,2,,,,,,,,2,,,,,,,,1,0,6,0,14000,2
"0495834806fb40adb50e0fd619ef5094",1,4,"Matooke",,1,2,,1,2,2,1,1,30,2,,,,1,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"0495834806fb40adb50e0fd619ef5094",1,3,"G.nuts",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"0495834806fb40adb50e0fd619ef5094",1,2,"Sweetpotatoes",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"04b011de772e4ce08e33e461bb1741eb",1,1,"MATOOKE",3,1,2,,1,2,2,1,1,300,2,,,,2,2,,,,,,,,2,,,,,,,,1,30,30,0,500000,2.7
"04bfccbfe0c64dfebc28097777937f16",1,1,"CASSAVA",0.5,1,1,1,,,1,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"04c814d7b9cb4aa2b651aa2e31acf4e9",1,1,"GROUND NUTS",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.2
"04c814d7b9cb4aa2b651aa2e31acf4e9",2,1,"MAIZE",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"04d55903a5d448c3953d1d1ceda1084d",1,1,"MATOOKE AND BEANS PLOT",,5,1,5,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1.6
"04ee28189feb42c6a75acb852661aef1",1,2,"COFFEE",,1,1,1,,,2,1,1,50,2,,,,1,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"04ee28189feb42c6a75acb852661aef1",1,3,"POTATOES",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.4
"0515ceaa3b6d4400bb337565e78db4e4",3,1,"Millet",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"0515ceaa3b6d4400bb337565e78db4e4",3,2,"Maize/ Ground nuts",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"0515ceaa3b6d4400bb337565e78db4e4",1,1,"COFFEE/ BANANA FOOD/BEANS/MAIZE",0.6,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.6
"0515ceaa3b6d4400bb337565e78db4e4",2,1,"Beans and maize",0.34,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.34
"051abf68db894b34a1ecfa22bd2a2509",2,1,"CASSAVA",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,2
"052f8d3f81c3477aa9366a24c54ddf83",4,1,"ABINA",,1,2,,1,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"052f8d3f81c3477aa9366a24c54ddf83",2,1,"MOGO",0.5,1,2,,1,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"052f8d3f81c3477aa9366a24c54ddf83",3,1,"SUNFLOWER",1,1,2,,1,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,6,9,0,30000,1
"052f8d3f81c3477aa9366a24c54ddf83",1,1,"BEL",0.7,1,2,,1,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.7
"052f8d3f81c3477aa9366a24c54ddf83",1,2,"KAL",0.3,1,2,,1,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.3
"054124cd4eff40ec97bf51a44fe4a93c",2,2,"MILLET",0.19,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.19
"054124cd4eff40ec97bf51a44fe4a93c",1,1,"BANANA PLANTATION",0.25,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"054124cd4eff40ec97bf51a44fe4a93c",2,1,"BEANS",0.19,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.19
"05743465c6254f7baedf141b6381f400",2,1,"Coffee",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"05863e44874d4d0bbe8abdc95d9249b2",1,1,"PLOT A IRISH POTATOES",,5,1,5,,,2,2,,,,,,,,2,,,,,,,,1,4,2,1,1,1,4500,2,1,0,4,0,20000,0.25
"05863e44874d4d0bbe8abdc95d9249b2",3,1,"PLOT A MAIZE",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,5,0,25000,0.6
"05863e44874d4d0bbe8abdc95d9249b2",3,2,"PLOT B IRISH POTATOES",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,1,4,2,1,1,1,4500,2,1,1,2,0,15000,0.4
"05863e44874d4d0bbe8abdc95d9249b2",2,3,"PLOT C CASSAVA",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.3
"05863e44874d4d0bbe8abdc95d9249b2",1,2,"PLOT B BEANS",,1,1,5,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,2,0,10000,0.75
"05863e44874d4d0bbe8abdc95d9249b2",2,2,"PLOT B GROUNDNUTS",,1,1,5,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,1,0,5000,0.2
"05863e44874d4d0bbe8abdc95d9249b2",2,1,"PLOT A MAIZE",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,2,0,10000,0.5
"0586e2b9bcd24aa3bf31580492500327",2,1,"BANANA FOOD PLOT",,1,2,,1,4,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"0586e2b9bcd24aa3bf31580492500327",1,1,"COFFEE  PLOT",,1,2,,1,4,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"058977f6550c4624b8d171b5d1a58a6e",1,1,"COFFEE PLOT",0.3,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.3
"059ff457522a4a8fa64c8b2717080161",1,1,"sweet potatoes",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"059ff457522a4a8fa64c8b2717080161",2,1,"Beans",0.28,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.28
"05b5aece409440ff8a1231a07558d979",1,2,"CASSAVA",0.45,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,24,0,120000,0.45
"05b5aece409440ff8a1231a07558d979",1,3,"POTATOES",0.05,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,2,0,15000,0.05
"05b5aece409440ff8a1231a07558d979",1,1,"MAIZE",0.55,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,3,0,45000,0.55
"05bd23b2d9d84b128c7b45db8d2da17f",1,1,"Matooke",0.1,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.1
"05cef9765f92473eb465b6dc4fac72a4",2,1,"CASSAVA",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,4,4,0,40000,1
"05cef9765f92473eb465b6dc4fac72a4",3,1,"NOT CULTIVATED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05cef9765f92473eb465b6dc4fac72a4",1,1,"CASSAVA",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,7,3,0,55000,1
"05dafcf31b4d403aad84cdfff9d1fdfc",1,1,"PLOT A BANANA",0.04,2,1,2,,,1,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.04
"05dafcf31b4d403aad84cdfff9d1fdfc",1,2,"PLOT BE BEANS",0.2,2,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.2
"05dafcf31b4d403aad84cdfff9d1fdfc",1,3,"PLOT C SWEET POTATOES",0.3,2,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.3
"0602eb95ac184ad3aa8fdba309f3f946",2,1,"cassava",,,2,,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"0602eb95ac184ad3aa8fdba309f3f946",1,1,"sweet potatoes",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.6
"0602eb95ac184ad3aa8fdba309f3f946",2,2,"maize",,,2,,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,5,0,0,100000,2
"06122c47fee6432f8b973b9ea525fe57",1,4,"SWEET POTATOES",0.18,5,2,,1,5,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.18
"06122c47fee6432f8b973b9ea525fe57",1,3,"BEANS",0.34,5,1,5,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.34
"06122c47fee6432f8b973b9ea525fe57",1,5,"CASSAVA 2017",0.26,5,1,5,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.26
