"hhid","parcelID","pltid","s3aq03","s2aq04_1","s3aq03_1","s3aq03_2","s3aq03_3","s3aq03_4a","s3aq03_4b","s3aq03a","s3aq04","s3aq04a","s3aq05","s3aq06","s3aq07","s3aq08","s3aq09","s3aq12","s3aq13","s3aq14","s3aq14a","s3aq15","s3aq16","s3aq17","s3aq18","s3aq19","s3aq22","s3aq23","s3aq24a","s3aq24b","s3aq25","s3aq26","s3aq27","s3aq28","s3aq34","s3aq35a","s3aq35b","s3aq35c","s3aq36","s4aq07"
"3125d7938c8a4df099a04c983c4ea29b",1,1,"SOYA",1.06,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,1,1,0,30500,1.06
"3125d7938c8a4df099a04c983c4ea29b",2,1,"SOYA",0.86,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.86
"317e053943374734a1af09e15fdb2515",4,1,"PLOT A SWEETPOTATOES",,9,1,9,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"317e053943374734a1af09e15fdb2515",1,1,"PLOT A BEANS",,9,1,9,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.49
"31d7468554bd42e2b42353d2a12fd69e",2,1,"Beans",0.28,3,1,3,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.28
"31d7468554bd42e2b42353d2a12fd69e",1,1,"Beans",0.32,3,1,3,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.32
"31dfcc57039b4ac2a94a8baa379d1386",3,1,"SOYA",,1,2,,1,2,1,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"31dfcc57039b4ac2a94a8baa379d1386",1,1,"NGOR",,1,2,,1,2,1,2,,,,,,,,2,,,,,,,,1,1,2,1,1,1,10500,2,2,,,,,0.5
"31e22abbb2994739990c351e46c36d26",1,1,"Banana food/coffee/Beans/Cassava",0.57,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,1,2,0,40000,0.57
"31e22abbb2994739990c351e46c36d26",2,1,"Beans",,1,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"31e37fcc07a4475bbdd01ea298245c51",1,1,"banana",0.3,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,2,0,0,10000,0.3
"31e37fcc07a4475bbdd01ea298245c51",2,1,"Beans and maize",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,1,1,2,20,1,1,5000,2,1,2,0,0,10000,0.5
"31e37fcc07a4475bbdd01ea298245c51",3,1,"maize and beans",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,1,1,2,20,1,1,5000,2,2,,,,,0.5
"31fa83987d9a417c88f912a27ead6a77",2,1,"SWEET POTATOES",,2,2,,1,2,1,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"31fa83987d9a417c88f912a27ead6a77",1,1,"CASSAVA  PLOT",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"31fa83987d9a417c88f912a27ead6a77",3,2,"CASSAVA PLOT",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"31fa83987d9a417c88f912a27ead6a77",3,1,"RICE PLOT",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"31fa83987d9a417c88f912a27ead6a77",1,2,"MAIZE PLOT",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"323b8b8c7a6d433a99e59d4225b54135",2,1,"beans",,,2,,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.86
"323b8b8c7a6d433a99e59d4225b54135",3,1,"cassava",,,2,,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1.09
"32821b223bf54700b647896533ee9104",1,1,"Simsim",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1.5
"32821b223bf54700b647896533ee9104",1,2,"pigeon peas",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"32821b223bf54700b647896533ee9104",1,3,"Groundnuts",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"32afbe44aa4e466c96a5a5458bafa4ea",2,1,"BANANA FOOD",2.68,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,2.68
"32afbe44aa4e466c96a5a5458bafa4ea",1,1,"IRISH POTATOES",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"32afbe44aa4e466c96a5a5458bafa4ea",3,1,"BEANS/MAIZE",0.71,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.71
"32afbe44aa4e466c96a5a5458bafa4ea",2,2,"COFFEE",0.63,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.63
"32b0123765e54aa8b51604a1eac56758",2,2,"MILLET",0.4,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.4
"32b0123765e54aa8b51604a1eac56758",2,1,"BANANA FOOD/ BEANS",0.82,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.82
"32e6bcbfd8754a888300f4d94e122d08",1,1,"Bananas",0.12,5,2,,1,5,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.12
"32e6bcbfd8754a888300f4d94e122d08",1,2,"Cassava",0.98,5,2,,1,5,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.98
"32e6bcbfd8754a888300f4d94e122d08",1,4,"Simsim",1.24,5,2,,1,5,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1.24
"32e6bcbfd8754a888300f4d94e122d08",1,5,"Cotton",0.78,5,2,,1,5,2,2,,,,,,,,2,,,,,,,,1,1,2,0.15,1,0.15,7000,3,2,,,,,0.76
"32e6bcbfd8754a888300f4d94e122d08",1,3,"Sorghum",1.13,5,2,,1,5,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"3320ef7c916142e5a2bbdc984aa4cf16",1,2,"SORGHUM",,1,2,,3,5,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,2
"3320ef7c916142e5a2bbdc984aa4cf16",1,1,"BEANS",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"332c00b7723640bcbd3b0df2af03f4fa",1,2,"SUGARCANES",1.06,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,2,0,0,20000,1.06
"332c00b7723640bcbd3b0df2af03f4fa",1,1,"BANANA FOOD/COFFEE/BEANS",0.51,1,1,1,,,2,1,1,100,2,,,,1,2,,,,,,,,2,,,,,,,,1,1,0,0,15000,0.51
"334dee6018014ebdb7c4c7146257e28a",1,1,"MATOOKE",0.25,2,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"335fe1ef7c6546b3bf933b4aa1da6134",1,1,"maize",,2,1,1,,,2,1,1,1440,1,1440,120000,4,,1,4,2,2,1,2,32000,3,1,1,2,0.5,1,0.5,7000,2,1,45,0,0,280000,1.5
"335fe1ef7c6546b3bf933b4aa1da6134",2,1,"banana food",,2,2,,1,,2,2,,,,,,,,1,4,2,5,1,,7000,3,1,1,2,0.5,1,0.5,7000,3,2,,,,,1.25
"33746ce25d4546f8a9f283f1c44c6575",3,2,"CASSAVA",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.22
"33746ce25d4546f8a9f283f1c44c6575",2,1,"GROUNDNUTS",0.33,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.33
"33746ce25d4546f8a9f283f1c44c6575",1,1,"CASSAVA",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"33746ce25d4546f8a9f283f1c44c6575",3,1,"POTATOES",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.15
"33960cb846dd4bfd891338e0eb1e2945",2,2,"COFFEE",0.25,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"33960cb846dd4bfd891338e0eb1e2945",1,1,"BANANA PLANTATION",0.51,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.51
"33960cb846dd4bfd891338e0eb1e2945",2,1,"BANANA PLANTATION",1.74,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1.74
"3399544d202a4a1b8d5df7a165d44731",1,1,"Sugarcane",,1,2,,1,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,3,0,0,25000,0.25
"3399544d202a4a1b8d5df7a165d44731",2,1,"Sorghum,pigeon peas",0.5,1,2,,2,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"339af980ba28466788f81b4308328dd0",2,1,"sorghum",,1,2,,1,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,2,6,0,20000,2
"339af980ba28466788f81b4308328dd0",1,1,"cassava",,1,2,,1,,1,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,4,4,0,30000,1.5
"339af980ba28466788f81b4308328dd0",3,1,"cassava",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,1,3,0,12000,1
"33a3fafffb4a474fb4621d9ae24c52b6",1,1,"RICE",,,2,,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"33b5a266a16b4b71b035bcf5479463a6",2,1,"SWEET POTATOES PLOT",,1,2,,1,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"33b5a266a16b4b71b035bcf5479463a6",2,3,"BEANS PLOT",,1,2,,1,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"33b5a266a16b4b71b035bcf5479463a6",2,2,"CASSAVA PLOT",,1,2,,1,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"33b5a266a16b4b71b035bcf5479463a6",1,1,"MAIZE AND BANANA PLOT",0.38,1,2,,1,3,2,1,1,100,2,,,,1,2,,,,,,,,2,,,,,,,,2,,,,,0.38
"33de788ba20149f1bb6f9c12cebdf074",7,1,"cas",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"33de788ba20149f1bb6f9c12cebdf074",6,1,"Cassava",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"33de788ba20149f1bb6f9c12cebdf074",8,1,"CS",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,8,0,0,40000,0.25
"33de788ba20149f1bb6f9c12cebdf074",1,1,"Cassava",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"33de788ba20149f1bb6f9c12cebdf074",9,1,"casa",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"33f56acd52c4423984085f4eb6bf4ad1",1,1,"Sweet potatoes",,1,2,,1,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"33fb9c9f14a043efa04e7daa663430a7",1,1,"MAIZE PLOT",,2,2,,1,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,14,0,0,10000,1
"33fb9c9f14a043efa04e7daa663430a7",5,1,"MAIZE PLOT",,2,2,,1,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,2
"340d75744e9d4eb8aadee885ff324a78",1,1,"Cassava",,2,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.75
"340d75744e9d4eb8aadee885ff324a78",1,2,"Beans",,2,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"340f7d1cd070433289233c47135b8390",3,1,"SWEET POTATOES",0.1,2,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.1
"340f7d1cd070433289233c47135b8390",1,1,"CASSAVA",0.25,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"340f7d1cd070433289233c47135b8390",2,1,"GNUTS",,2,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,5,0,25000,1
"34561220900b4fab84870a14380fb720",2,1,"BANANA FOOD",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.1
"34561220900b4fab84870a14380fb720",1,1,"MAIZE",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,6,0,0,100000,1.5
"34663816318b489b9e6a944d093bca40",6,1,"MATOOKE AND COFFEE PLOT",,2,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,6,0,0,18000,0.08
"34663816318b489b9e6a944d093bca40",3,1,"MATOOKE AND COFFEE PLOT",0.71,1,1,1,,,2,2,,,,,,,,1,1,1,10,1,10,25000,2,2,,,,,,,,2,,,,,0.57
"34663816318b489b9e6a944d093bca40",1,1,"MATOOKE AND COFFEE PLOT",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,10,0,0,30000,0.12
"34663816318b489b9e6a944d093bca40",4,1,"ONION PLOT",0.12,1,1,1,,,2,2,,,,,,,,1,4,1,100,1,100,250000,2,1,1,2,1,1,1,50000,2,1,20,20,0,120000,0.12
"34663816318b489b9e6a944d093bca40",2,1,"MATOOKE AND COFFEE",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,24,0,0,72000,0.5
"3482382222f14ecd8914d2bea0b543d5",1,1,"SWEET POTATOES",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"348cf466da0f48858cd15d49fb4159e5",2,2,"Simsim",1.76,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,1,96,1,6,1,6,120000,2,1,0,18,0,60000,1.76
"34a43e3984a24d5dbbc6cad6c04b692a",2,1,"SORGUM",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"34a43e3984a24d5dbbc6cad6c04b692a",1,1,"CASSAVA",0.55,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.55
"351ff4e6c63b4f46bfe6f61bf100ba4f",1,2,"SWEET POTATOES",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"351ff4e6c63b4f46bfe6f61bf100ba4f",2,2,"MATOOKE",0.5,2,2,,1,2,2,1,1,250,2,,,,2,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"351ff4e6c63b4f46bfe6f61bf100ba4f",1,3,"G.NUTS",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"351ff4e6c63b4f46bfe6f61bf100ba4f",2,1,"TOMATOES",0.25,2,1,1,,,2,2,,,,,,,,2,,,,,,,,1,4,1,6,1,6,180000,2,2,,,,,0.25
"351ff4e6c63b4f46bfe6f61bf100ba4f",1,1,"MAIZE",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,10,10,0,150000,1
"354a41485b2b464fb33495af6e8cf9aa",2,1,"COFFEE",,3,2,,3,4,2,1,1,1000,1,1000,60000,4,,2,,,,,,,,1,4,2,9,1,9,144000,3,1,30,0,0,200000,1
"354a41485b2b464fb33495af6e8cf9aa",4,1,"BANANA FOOD",,3,2,,3,4,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,14,0,50000,0.5
"354a41485b2b464fb33495af6e8cf9aa",1,1,"SWEETPOTATOES",,3,2,,3,4,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,7,0,0,30000,0.5
"354a41485b2b464fb33495af6e8cf9aa",3,1,"BANANA FOOD",,3,2,,3,4,2,1,1,1000,1,1000,60000,4,,2,,,,,,,,1,1,2,0.5,1,0.5,6000,3,1,0,14,0,120000,1
"357decf44a614ba1a851b036ffc037ab",1,1,"MAIZE",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"357decf44a614ba1a851b036ffc037ab",2,1,"MAIZE",,1,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"35f31e253bb147cba3c1ba28825c2c38",1,2,"CASSAVA",0.1,3,1,3,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"35f31e253bb147cba3c1ba28825c2c38",1,1,"MATOOKE",0.45,3,1,1,,,2,1,1,200,2,,,,2,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"361db5497c524c4fab8063f627314604",1,1,"NINO",,4,2,,1,4,2,2,,,,,,,,2,,,,,,,,1,2,2,1,1,0.25,4000,2,1,1,1,0,45000,1
"3631ba7632f147949d4db44588d39442",1,1,"BANANA PLOT",3.13,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,3
"36350959a38d46159a938020fd413b28",1,1,"CASSAVA MIXED WITH MAIZE",1,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1.5
"36350959a38d46159a938020fd413b28",1,2,"ORANGES",1,1,1,1,,,1,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1.75
"36386237ed3b4607b384a88bbf8c5ad2",3,1,"Cassava",,2,2,,2,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"36386237ed3b4607b384a88bbf8c5ad2",1,1,"Sorghum",,2,2,,2,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"36386237ed3b4607b384a88bbf8c5ad2",2,1,"Cassava",,2,2,,2,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"3656b29d648c4432b1c273546093da60",1,1,"MATOOKE",0.5,4,2,,3,4,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"3656b29d648c4432b1c273546093da60",1,3,"BEANS",0.25,4,2,,3,4,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"3656b29d648c4432b1c273546093da60",1,4,"GNUTS",0.12,3,2,,3,4,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.12
"3656b29d648c4432b1c273546093da60",1,2,"MAIZE",0.25,4,2,,3,4,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,6,0,0,30000,0.25
"365d8c351f3c45f282562a983ef70d6e",4,1,"MATOOKE AND BEANS PLOT",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,1,1,2,0.05,1,0.05,2500,2,2,,,,,0.5
"365d8c351f3c45f282562a983ef70d6e",3,1,"BEANS PLOT",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,1,1,2,0.2,1,0.2,10000,2,2,,,,,0.75
"365d8c351f3c45f282562a983ef70d6e",1,1,"SWEET POTATOE PLOT",,2,1,2,,,2,2,,,,,,,,2,,,,,,,,1,1,2,0.1,1,0.1,5000,2,1,0,4,0,12000,0.25
"365d8c351f3c45f282562a983ef70d6e",1,2,"CASSAVA  PLOT",,2,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"365d8c351f3c45f282562a983ef70d6e",2,1,"BEANS PLOT",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,1,1,2,0.2,1,0.2,10000,2,1,12,0,0,36000,0.75
"365d8c351f3c45f282562a983ef70d6e",5,1,"BEANS PLOT",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,1,1,2,0.2,1,0.2,10000,2,1,18,0,0,78000,1
"367c2cf298dd45f9bce503b87ffeca1f",3,1,"CASSAVA PLOT",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"367c2cf298dd45f9bce503b87ffeca1f",2,2,"BEANS PLOT",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"367c2cf298dd45f9bce503b87ffeca1f",1,1,"SWEET POTATOES",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,8,0,0,30000,0.5
"367c2cf298dd45f9bce503b87ffeca1f",2,1,"RICE PLOT",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"367e34a2fdf14986b45290581d0cb347",2,1,"BANANA",,2,2,,2,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,3.5
"367e34a2fdf14986b45290581d0cb347",2,2,"SWEET POTATOES",,3,2,,2,3,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,5,0,0,40000,0.5
"367e34a2fdf14986b45290581d0cb347",1,2,"COFFEE and BANANA",2.07,3,2,,3,,2,1,1,20,2,,,,1,2,,,,,,,,2,,,,,,,,2,,,,,2.07
"367e34a2fdf14986b45290581d0cb347",1,1,"PLOT A COFFEE",1,3,2,,2,3,2,1,1,30,2,,,,1,2,,,,,,,,2,,,,,,,,2,,,,,1
"36b1194afa2a46889b315a883249769f",1,1,"soya  beans",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"36b1194afa2a46889b315a883249769f",4,1,"simsim",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"36b1194afa2a46889b315a883249769f",2,1,"soya beans",,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"36ba58f19ad54b59a05e45c5d094e134",1,1,"MAIZE BEANS",,2,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,48,0,0,200000,1.5
"36df16dfcb5d480481578b031402dbd3",1,1,"BANANA FOOD",,1,2,,1,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,1,0,0,50000,0.5
"36df16dfcb5d480481578b031402dbd3",2,1,"BANANA FOOD",,1,2,,1,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,3,0,100000,1
"36df16dfcb5d480481578b031402dbd3",3,1,"BANANA FOOD",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,3,0,50000,0.5
"36df16dfcb5d480481578b031402dbd3",3,2,"BEANS",,1,2,,1,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,1,2,0,30000,0.25
"36ec3db7c4504589923f5c7e151f56b2",1,1,"MILLET",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,3,0,15000,0.5
"36ec3db7c4504589923f5c7e151f56b2",3,2,"BEANS AND MAIZE",0.5,2,2,,1,2,1,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"36ec3db7c4504589923f5c7e151f56b2",3,3,"SWEET POTATOES",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.43
"36ec3db7c4504589923f5c7e151f56b2",3,1,"COFFEE AND BANANA",1.5,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1.5
"36ec3db7c4504589923f5c7e151f56b2",2,1,"COFFEE",0.32,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.32
"36f41d8c2fee42f18787fc4ae9c8ff91",3,1,"COFFEE NASSERLAND",0.98,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,2,0,0,10000,0.98
"36f41d8c2fee42f18787fc4ae9c8ff91",1,1,"COFFEE NASSERLAND /BANANA FOOD",0.26,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,1,0,0,5000,0.26
"36f41d8c2fee42f18787fc4ae9c8ff91",2,1,"COFFEE ROBUSTA/BANANA FOOD",0.82,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,2,0,0,10000,0.82
"36f41d8c2fee42f18787fc4ae9c8ff91",4,1,"CASSAVA",0.51,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,1,1,0,10000,0.51
"372c6c08f26647e4844a6fc84cf19cb7",1,1,"CASSAVA",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"372c6c08f26647e4844a6fc84cf19cb7",1,2,"DODO",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"375d654f122349fab11f65375f417a2d",8,1,"Coffee",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"375d654f122349fab11f65375f417a2d",7,1,"SWEET POTATOES",,1,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"375d654f122349fab11f65375f417a2d",4,1,"maize",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"375d654f122349fab11f65375f417a2d",1,2,"Sweet potatoes",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1
"375d654f122349fab11f65375f417a2d",1,1,"sugarcane",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,2
"375d654f122349fab11f65375f417a2d",5,1,"cassava",,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"37b70f60adc947949a9b765afb45d71f",1,1,"COFFEE MATOOKE CASSAVA",1.25,2,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1.25
"37b70f60adc947949a9b765afb45d71f",1,2,"TEA",0.25,2,2,,1,2,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.25
"37c65147f7534277984447a500ea7c3c",1,2,"Maize",0.6,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.6
"37c65147f7534277984447a500ea7c3c",1,1,"Coffee",1,1,1,1,,,2,2,,,,,,,,2,,,,,,,,1,2,2,1,1,1,17000,2,2,,,,,1
"37c65147f7534277984447a500ea7c3c",1,3,"Beans",1.7,1,1,1,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,1.7
"37c65147f7534277984447a500ea7c3c",1,4,"Sweet Potatoes",0.3,1,1,1,,,1,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.3
"37cd7a15e3294dc29c63e8bb05955312",3,1,"Beans",,2,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,10,0,40000,1
"37cd7a15e3294dc29c63e8bb05955312",2,1,"Banana food/Coffee",2.76,2,1,2,,,1,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,5,8,0,52000,2.76
"37cd7a15e3294dc29c63e8bb05955312",1,1,"Beans/Maize",,2,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,6,0,24000,0.5
"37cd7a15e3294dc29c63e8bb05955312",1,2,"Millet",,2,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,0.5
"37cd7a15e3294dc29c63e8bb05955312",3,2,"Millet",,2,1,2,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,0,8,0,32000,0.25
