"hhid","LiveStockID","s6aq01","s6aq03a","s6aq03b","s6aq03c","s6aq03d","s6aq03e","s6aq03f","s6aq04a","s6aq04b","s6aq04c","s6aq06","s6aq07","s6aq08","s6aq09","s6aq10","s6aq11","s6aq12","s6aq13a","s6aq13b","s6aq14a","s6aq14b","s6aq15","s6aq15b","s6aq15c","s6aq16"
"17efd64876a946c4ac7ac548aa933c41",10,1,7,1,,1,,1,0,,,7,0,0,0,0,0,0,0,,0,,0,6,,1
"18999e7f64fc4843a27c7c089bafb852",10,1,2,1,2,1,2,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,2,2
"18999e7f64fc4843a27c7c089bafb852",8,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,8,1
"191d75d796be49808dd3a85c7ebe8b7c",1,1,1,1,,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"191d75d796be49808dd3a85c7ebe8b7c",5,1,1,1,,3,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,2
"1929687f2461441e8c309b794682d421",10,1,1,1,,1,3,2,0,,,2,0,0,0,0,0,0,0,,1,500000,0,1,5,2
"193cf962b1a344c185c6cefba882b7d4",9,1,1,1,3,1,3,1,0,,,1,0,0,0,0,0,0,0,,0,,0,2,6,1
"193cf962b1a344c185c6cefba882b7d4",7,1,1,1,3,1,3,1,0,,,1,0,0,0,0,0,0,0,,0,,0,6,7,1
"193cf962b1a344c185c6cefba882b7d4",10,1,1,1,3,1,3,1,0,,,2,0,0,0,0,1,0,0,,0,,0,2,6,1
"19791a37650a40e3b6310d5ce84d57d2",9,1,1,1,,1,,2,0,,,0,0,0,0,0,0,0,1,670000,0,,0,1,2,2
"1a01e7d9d0d74b5ab6f701c27ee0ff78",10,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"1a01e7d9d0d74b5ab6f701c27ee0ff78",7,1,2,1,,1,,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,2,2
"1a62404292aa4adeb445409eb5ee7a18",9,1,0,,,,,,1,1,3,0,0,0,0,0,0,0,0,,0,,0,6,,1
"1a62404292aa4adeb445409eb5ee7a18",10,1,0,,,,,,2,1,3,0,0,0,0,0,0,0,0,,0,,0,6,,1
"1a62404292aa4adeb445409eb5ee7a18",7,1,0,,,,,,2,1,3,0,0,0,0,0,0,0,0,,0,,0,6,,1
"1a84383c92324677a36acd35ee170405",10,1,2,1,,1,,1,0,,,2,0,0,0,0,0,0,0,,0,,0,6,,1
"1a84383c92324677a36acd35ee170405",6,1,1,1,,1,,1,0,,,1,0,0,0,0,0,0,0,,0,,0,6,,1
"1af76d643b15430ba98ecdbc7e76f894",9,1,0,,,,,,0,,,0,1,0,0,0,0,1,0,,0,,0,4,6,1
"1af76d643b15430ba98ecdbc7e76f894",7,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,6,4,1
"1af76d643b15430ba98ecdbc7e76f894",10,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,6,4,2
"1b3281db1d2047f88013a14f5df40e67",9,1,1,1,,1,3,2,0,,,0,0,0,0,0,0,0,1,1000000,0,,0,1,,2
"1b3281db1d2047f88013a14f5df40e67",10,1,1,1,,1,3,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,1
"1b3281db1d2047f88013a14f5df40e67",7,1,2,1,,1,3,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"1c4214f6641e482591c91735f5d022b0",10,1,2,2,,2,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,6,,1
"1c4214f6641e482591c91735f5d022b0",6,1,1,2,,2,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,6,,1
"1c9e0c6842514df987190903df844a48",9,1,1,1,7,1,7,1,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"1c9e0c6842514df987190903df844a48",7,1,1,1,4,1,4,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"1d291ad33f6e4704b68c1b8862f7cc64",6,1,1,1,,1,,2,0,,,1,1,0,0,0,0,1,0,,0,,0,1,6,1
"1d291ad33f6e4704b68c1b8862f7cc64",10,1,2,1,,1,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,2,1
"1d47458568984727844c852213f7ede1",10,1,8,1,2,1,3,2,0,,,8,0,0,0,0,0,0,0,,0,,0,1,5,2
"1d47458568984727844c852213f7ede1",7,1,4,1,2,1,3,2,0,,,6,0,0,0,0,0,0,0,,2,450000,0,6,1,2
"1d47e47ac8a2462b95e722667dbf3dc8",10,1,1,4,,4,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,3,1
"1d47e47ac8a2462b95e722667dbf3dc8",8,1,2,4,,4,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,8,1,1
"1d5e4c1f17aa4672b0c6b638b10a58ff",7,1,1,1,2,1,3,2,0,,,2,0,0,1,0,0,0,0,,0,,0,4,,1
"1d5e4c1f17aa4672b0c6b638b10a58ff",9,1,0,,,,,,0,,,2,0,0,2,0,0,0,0,,0,,0,4,,1
"1dac5db687b34fd0b60a6254b5f9f850",7,1,2,3,,3,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,6,4,1
"1dce683cfa83471eb797fdd419bcf82c",5,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,700000,0,1,2,2
"1dce683cfa83471eb797fdd419bcf82c",4,1,2,1,,1,,2,0,,,1,0,0,0,0,0,0,1,800000,0,,0,1,2,2
"1de1d4ac39ed48d591a6ee08f1902033",6,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"1de214e5f7b0487caf7a7911f07b78d7",5,1,2,1,,6,,2,0,,,1,0,1,0,0,0,0,0,,0,,0,2,1,2
"1de214e5f7b0487caf7a7911f07b78d7",1,1,1,1,,6,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,1
"1e07ba6b8f1b4dbf9dbc3f54a592ca90",10,1,1,1,,1,,1,0,,,1,0,0,0,0,0,0,0,,0,,0,5,6,1
"1e07ba6b8f1b4dbf9dbc3f54a592ca90",9,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,5,6,1
"1e951f7b564247088afe5da99452ba04",10,1,0,,,,,,0,,,2,0,0,0,0,0,2,0,,0,,0,1,6,2
"1eb0387601424300a1f0f9b1dc3b6c10",10,,2,1,,1,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"1ef1bb52e6184972a679f8183203a57e",9,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,6,5,1
"1f3f5e2ec40a43ca9c47a872f5db02e2",8,1,3,1,3,2,1,2,0,,,3,0,0,0,0,0,0,0,,0,,0,6,4,1
"1f3f5e2ec40a43ca9c47a872f5db02e2",7,1,5,1,3,1,3,1,0,,,3,2,0,0,0,0,0,0,,0,,0,6,5,1
"1f3f5e2ec40a43ca9c47a872f5db02e2",10,1,5,1,2,1,2,2,0,,,4,1,0,0,0,0,0,0,,0,,0,2,6,1
"1fb6e880414f4ad3a2eaf4215ff6c077",5,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,400000,0,2,1,1
"1ff6fe0fb96849cba993a74d731af461",6,1,0,,,,,,0,,,0,2,0,0,1,1,0,0,,0,,0,1,,2
"1ff6fe0fb96849cba993a74d731af461",8,1,0,,,,,,0,,,2,0,0,0,2,0,0,0,,0,,0,1,,2
"1ff6fe0fb96849cba993a74d731af461",10,1,0,,,,,,0,,,3,0,0,0,3,0,0,0,,0,,0,1,,2
"206c7066bf5d4d8da3f744045dabbfe5",9,1,2,1,2,1,2,2,0,,,0,0,2,0,0,0,0,0,,0,,0,1,,1
"206c7066bf5d4d8da3f744045dabbfe5",10,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"207816d73e9f4cd6995648165702bdad",6,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"207816d73e9f4cd6995648165702bdad",10,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"209a04c63575451587160a703bf718c7",10,1,3,1,,1,,1,0,,,4,0,0,0,0,0,0,0,,1,750000,0,1,5,2
"209a04c63575451587160a703bf718c7",7,1,10,1,,1,,1,0,,,13,0,0,0,0,0,1,0,,2,1200000,0,1,6,2
"20f5ad6fc2a7428086f48a00eef0980b",4,1,1,1,2,1,2,1,0,,,0,1,0,0,0,0,0,0,,0,,0,1,2,2
"20f5ad6fc2a7428086f48a00eef0980b",5,1,1,1,2,1,2,1,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,1
"20f5ad6fc2a7428086f48a00eef0980b",2,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,2000000,0,1,,2
"21944e9e090548d9a50673fe2601883a",7,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,600000,0,1,8,1
"21d47202fc3b40a28314cce1f536c864",10,1,0,,,,,,2,2,,0,0,0,0,0,0,0,0,,0,,0,6,5,2
"21eb4154ed39408eaeb0ca0f264c67f0",5,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,1800000,0,1,2,2
"21eb4154ed39408eaeb0ca0f264c67f0",10,1,1,1,,1,,2,0,,,0,0,0,0,0,0,0,1,850000,0,,0,1,2,2
"21eb4154ed39408eaeb0ca0f264c67f0",6,1,1,1,,1,,2,0,,,1,1,0,0,0,0,0,0,,1,300000,0,1,,1
"222ddd7beeb6427cac3030800bd3ab80",7,1,1,1,2,1,2,2,0,,,0,0,0,0,0,0,0,1,700000,0,,0,1,,2
"223eaf0efc8f4a89a92e0835945ff65d",5,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,2,2
"223eaf0efc8f4a89a92e0835945ff65d",2,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,430000,0,1,,2
"223eaf0efc8f4a89a92e0835945ff65d",1,1,1,1,2,1,2,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"22468fd5c0654e6fb1c9a07597d232fd",1,1,5,2,,,,2,0,,,0,6,0,0,0,0,1,0,,0,,0,1,,2
"22468fd5c0654e6fb1c9a07597d232fd",5,1,5,2,,2,,2,0,,,5,0,0,0,0,0,0,0,,0,,0,2,1,2
"22f1abe41cf647788695382514c0e513",9,1,2,1,2,2,1,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"2429ea144b6f4c41b194a3e6237278ac",6,1,1,1,,1,,1,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"2429ea144b6f4c41b194a3e6237278ac",10,1,1,1,,1,,1,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"242b689ce8ac46a8ad1ac1b4d235ba50",10,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,600000,0,1,2,1
"2451893ed622478f9ad724cc2eaadfb4",9,1,1,1,2,2,1,2,0,,,1,0,0,0,0,0,0,0,,0,,0,9,1,1
"2451893ed622478f9ad724cc2eaadfb4",7,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,8,1,1
"246c247a85b54d91bc96fbf0eff7e646",10,1,2,1,,1,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"2518fc022fa74be6b43585e877e4accf",5,1,4,1,,1,,2,0,,,5,0,0,0,0,0,0,0,,1,800000,0,2,1,2
"2518fc022fa74be6b43585e877e4accf",1,1,3,1,,1,,2,0,,,0,4,0,0,0,0,1,0,,0,,0,2,1,2
"2518fc022fa74be6b43585e877e4accf",2,1,1,1,,1,,2,0,,,3,0,0,0,0,0,0,0,,2,700000,0,1,2,1
"2518fc022fa74be6b43585e877e4accf",4,1,3,1,,1,,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,,2
"25db106efa724efdb5c0420e2bd97944",10,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,5,2,1
"25db106efa724efdb5c0420e2bd97944",9,1,1,1,,1,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,5,1,1
"2628668b68a743a887d2ac87bc06bd7f",9,1,2,1,2,1,2,2,0,,,1,0,0,0,0,0,0,1,450000,0,,0,1,5,1
"2628668b68a743a887d2ac87bc06bd7f",6,1,1,1,2,1,2,2,1,1,2,0,1,0,0,0,0,0,0,,0,,0,1,,1
"2628668b68a743a887d2ac87bc06bd7f",10,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,5,1
"265c4799c1da4a2395c2fc4729c8ef36",10,1,1,1,,,,1,10,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"26c05771d2a0402ca79673bd662a8a43",5,1,0,,,,,,0,,,0,0,0,0,0,0,0,1,1000000,1,1050000,0,1,,2
"275628d5ba744b6585a7e7b6f5ba8e45",2,1,1,10,,1,10,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"2793689c81fe4a66a7cfe86d1b3150f9",5,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,2,6,2
"2793689c81fe4a66a7cfe86d1b3150f9",2,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,6,1,1
"2793689c81fe4a66a7cfe86d1b3150f9",1,1,1,1,2,1,2,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,6,1
"2799950e3b464fd1b3458b74361da9b9",1,1,3,1,,1,2,2,1,1,,2,1,0,0,0,0,0,0,,0,,0,2,1,2
"2799950e3b464fd1b3458b74361da9b9",5,1,2,1,,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,2,2
"27a3f77de23c471d9b1e72f05e244cec",7,1,3,1,4,4,,2,0,,,0,3,0,0,0,0,0,0,,0,,0,1,5,2
"27a3f77de23c471d9b1e72f05e244cec",6,1,1,4,,4,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,5,2
"27a3f77de23c471d9b1e72f05e244cec",10,1,4,1,,4,,2,0,,,4,0,0,0,0,0,0,0,,0,,0,1,5,2
"27deb27ff8c24d329308cc89acb73891",6,1,1,1,2,2,1,2,0,,,0,1,0,0,0,0,0,0,,0,,0,5,,1
"27deb27ff8c24d329308cc89acb73891",10,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,5,,1
"281c312bde9647dfb1cf585a93608ee0",4,1,5,1,,1,,2,0,,,6,0,0,0,0,0,0,0,,1,850000,0,2,1,2
"281c312bde9647dfb1cf585a93608ee0",1,1,3,1,,1,,2,0,,,4,0,0,0,0,0,0,0,,1,300000,0,1,,2
"28cd2ccd0f144e4c816092654cfc2727",10,1,3,1,2,1,2,2,0,,,3,1,0,0,0,0,1,0,,0,,0,6,1,2
"28cf2e844e8f4445bf3bfccc02b66b49",10,1,1,1,2,1,2,2,0,,,0,0,0,0,0,0,0,1,460000,0,,0,6,4,1
"28cfecdc40fb49b1b9bb757b7bb7626e",9,1,1,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,1,260000,0,1,,2
"28cfecdc40fb49b1b9bb757b7bb7626e",10,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"28cfecdc40fb49b1b9bb757b7bb7626e",8,1,3,1,2,3,4,2,0,,,5,0,0,0,0,0,0,0,,2,850000,0,1,,2
"28e152a2974244b19c05b3ce649c4ad5",7,1,2,1,2,1,,2,0,,,1,0,0,0,0,0,0,1,800000,0,,0,1,,2
"28e152a2974244b19c05b3ce649c4ad5",6,1,1,2,,1,2,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,3,2
"28e152a2974244b19c05b3ce649c4ad5",11,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"28e152a2974244b19c05b3ce649c4ad5",10,1,1,2,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"28e84a3ac5994a6e841ea52a5edde060",1,1,2,1,2,2,1,2,0,,,0,2,0,0,0,0,0,0,,0,,0,1,,2
"28e84a3ac5994a6e841ea52a5edde060",5,1,1,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,1,1700000,0,1,2,2
"2951158410a34c3fb286fcd6f5179ddc",7,1,1,1,,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"2951158410a34c3fb286fcd6f5179ddc",10,1,1,2,,1,2,2,0,,,0,0,0,0,0,0,0,1,680000,0,,0,1,2,1
"299b40786b2c48c9adba592b446d121c",8,1,1,1,2,1,4,2,1,1,4,1,0,0,0,0,0,0,0,,0,,0,1,,1
"299b40786b2c48c9adba592b446d121c",5,1,2,1,2,1,4,2,0,,,3,0,0,0,0,0,0,0,,1,350000,0,1,,1
"2a4a4d639a864da0802b0c7528b8527e",6,1,1,1,8,2,9,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"2a4a4d639a864da0802b0c7528b8527e",9,1,1,1,8,2,9,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"2a4a4d639a864da0802b0c7528b8527e",10,1,1,1,,1,8,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,2
"2a8596db3d5a4dff968707a60106ca7f",10,1,4,1,2,1,2,2,0,,,2,2,0,0,0,0,0,0,,0,,0,1,2,1
"2abee6b40eee427f9120d72d7042384c",10,1,2,1,,1,,2,0,,,1,1,0,0,0,0,0,0,,0,,0,2,5,1
"2b1b98ad61374253a463d772ee88c4fb",6,1,1,1,2,1,7,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"2b1b98ad61374253a463d772ee88c4fb",10,1,3,1,2,1,7,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,,1
"2b6eb2adc2734720993dcdf13102a524",8,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,8,1,2
"2b6eb2adc2734720993dcdf13102a524",10,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,2
"2c26585736444489a370ee90f939872c",7,1,2,4,,4,,2,0,,,4,0,0,0,0,0,0,0,,2,600000,0,7,1,2
"2c788389ef5042f1bbf453bbce1e82fb",7,1,1,1,2,2,3,2,0,,,0,0,0,0,0,0,0,1,700000,0,,0,1,,2
"2cb804b7711d43ba95d3df4f65936505",9,1,2,2,4,4,5,2,0,,,0,2,0,0,0,0,0,0,,0,,0,1,,1
"2cb804b7711d43ba95d3df4f65936505",10,1,3,2,4,4,5,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,,1
"2cb804b7711d43ba95d3df4f65936505",8,1,2,4,5,5,4,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,8,1
"2d1032055a2b43c6ae7d38ec2aacf301",6,1,0,,,,,,0,,,1,0,0,0,0,0,1,0,,0,,0,5,1,1
"2d1032055a2b43c6ae7d38ec2aacf301",8,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,1000000,0,1,8,1
"2d1032055a2b43c6ae7d38ec2aacf301",7,1,2,1,2,1,2,1,0,,,2,0,0,0,0,0,0,0,,0,,0,8,,1
"2d1032055a2b43c6ae7d38ec2aacf301",10,1,2,1,2,1,2,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,1
"2d3a68f349084c0e9cb37611f20112f0",9,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"2d3a68f349084c0e9cb37611f20112f0",10,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,2
"2d3a68f349084c0e9cb37611f20112f0",7,1,0,,,,,,4,1,2,2,0,0,0,0,0,0,0,,2,800000,0,1,,2
"2d7073406afa4cdcb09254fbfb1212e2",6,1,3,1,2,1,2,2,0,,,0,0,0,0,0,0,0,3,500000,0,,0,1,,2
"2d7be721effb4608a669a2f7bcf83acd",7,1,1,1,,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,5,2
"2d7be721effb4608a669a2f7bcf83acd",10,1,1,1,,1,2,2,0,,,0,0,0,0,0,0,0,1,600000,0,,0,1,5,1
"2d960783a5b049c782e95da6a18838c8",10,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,5,2,1
"2db5794700a442ada4dacc58fbefc9ca",8,1,2,3,,3,6,2,0,,,2,0,0,0,0,0,0,0,,0,,0,7,1,2
"2dec332ec9804d0c99abf514cc1ac2ae",10,1,1,1,,1,,1,0,,,1,0,0,0,0,0,0,0,,0,,0,1,5,1
"2dec332ec9804d0c99abf514cc1ac2ae",6,1,1,1,,1,,1,0,,,0,1,0,0,0,0,0,0,,0,,0,6,5,1
"2dec332ec9804d0c99abf514cc1ac2ae",9,1,1,1,,1,,1,0,,,0,1,0,0,0,0,0,0,,0,,0,6,5,1
"2ec765c0b7cb43888fd93a18a79252dc",5,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,2,2
"2ec765c0b7cb43888fd93a18a79252dc",2,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"2ec765c0b7cb43888fd93a18a79252dc",10,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,2,1
"2ec765c0b7cb43888fd93a18a79252dc",8,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"3009572514c64bcfaaba2a6af4c2376d",6,1,5,,,,,2,0,,,7,0,0,0,0,0,3,1,750000,0,,0,1,,1
"3009572514c64bcfaaba2a6af4c2376d",10,1,3,,,,,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,2,1
"3009572514c64bcfaaba2a6af4c2376d",7,1,0,,,,,,0,,,2,0,0,0,0,0,0,0,,2,1000000,0,1,,1
"301cecb0538f48619a90a678973d6aa7",7,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"302d669d9ffa453a9fd5be6bb5989925",7,1,2,,,,,1,0,,,3,0,0,0,0,0,0,0,,1,1600000,0,1,5,2
"302d669d9ffa453a9fd5be6bb5989925",9,1,11,,,,,1,0,,,0,10,0,0,0,0,0,1,700000,0,,0,1,5,2
"302d669d9ffa453a9fd5be6bb5989925",6,1,7,,,,,1,0,,,0,7,0,0,0,0,0,0,,0,,0,1,5,2
"302d669d9ffa453a9fd5be6bb5989925",10,1,19,,,,,2,0,,,20,0,0,0,0,0,0,0,,1,1100000,0,1,5,2
"3042131caccc4771a12bda52c059e81c",7,1,1,1,2,1,2,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,1
"3081c63384054a30a8a0c91aa76bc95c",2,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"3081c63384054a30a8a0c91aa76bc95c",1,1,10,1,,1,,1,0,,,0,1,9,0,0,0,0,0,,0,,0,1,,2
"3081c63384054a30a8a0c91aa76bc95c",5,1,20,1,,1,,2,0,,,22,0,0,0,0,0,0,0,,2,1000000,0,1,,2
"3081c63384054a30a8a0c91aa76bc95c",4,1,5,1,,1,,2,0,,,5,0,0,0,0,0,0,0,,0,,0,1,,2
"309a68a1a2c04e2c95fbb5342b4b28ef",7,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"309a68a1a2c04e2c95fbb5342b4b28ef",2,1,1,1,,1,,2,0,,,1,1,0,1,0,0,0,0,,0,,0,1,4,1
"309a68a1a2c04e2c95fbb5342b4b28ef",10,1,3,1,,1,,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,4,1
"309a68a1a2c04e2c95fbb5342b4b28ef",6,1,2,1,,1,,1,0,,,0,2,0,0,0,0,0,0,,0,,0,1,4,1
"309a68a1a2c04e2c95fbb5342b4b28ef",9,1,5,1,,1,,2,5,1,,3,2,0,0,0,0,0,0,,0,,0,1,4,1
"31dfcc57039b4ac2a94a8baa379d1386",7,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"31fa83987d9a417c88f912a27ead6a77",10,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,2,2
"31fa83987d9a417c88f912a27ead6a77",7,1,2,1,2,1,2,2,0,,,5,0,0,0,0,0,0,0,,3,700000,0,1,,2
"32210d6225b24aebbbf8f61bf555e553",7,1,2,1,2,1,2,1,2,1,2,1,1,0,0,0,0,0,0,,0,,0,1,,1
"32210d6225b24aebbbf8f61bf555e553",10,1,3,1,2,1,2,1,0,,,2,1,0,0,0,0,0,0,,0,,0,1,,1
"323b8b8c7a6d433a99e59d4225b54135",10,,1,1,,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,2
"32821b223bf54700b647896533ee9104",10,1,1,1,2,2,,1,0,,,1,0,0,0,0,0,0,0,,0,,0,5,1,1
"32e6bcbfd8754a888300f4d94e122d08",10,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,2,4,1
"32e6bcbfd8754a888300f4d94e122d08",7,1,0,,,,,,0,,,2,0,0,0,0,0,1,0,,0,,1,4,5,1
"32e6bcbfd8754a888300f4d94e122d08",6,1,1,1,5,1,5,2,0,,,0,1,0,0,0,0,0,0,,0,,0,2,4,1
"3320ef7c916142e5a2bbdc984aa4cf16",10,1,2,5,,5,3,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"3320ef7c916142e5a2bbdc984aa4cf16",7,1,2,5,,5,3,2,0,,,2,1,0,0,0,0,0,0,,1,200000,0,1,,2
"332c00b7723640bcbd3b0df2af03f4fa",5,1,4,1,,1,,1,0,,,4,0,0,0,0,0,0,0,,0,,0,1,2,1
"332c00b7723640bcbd3b0df2af03f4fa",4,1,3,1,,1,,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,2,1
"332c00b7723640bcbd3b0df2af03f4fa",1,1,2,1,,1,,2,0,,,0,2,0,0,0,0,0,0,,0,,0,1,2,1
"332c00b7723640bcbd3b0df2af03f4fa",2,1,3,1,,1,,2,0,,,1,2,0,0,0,0,0,0,,0,,0,1,6,1
"3399544d202a4a1b8d5df7a165d44731",10,1,2,1,,1,,1,2,1,,2,0,0,0,0,0,0,0,,0,,0,6,,1
"33a3fafffb4a474fb4621d9ae24c52b6",6,1,1,2,,2,7,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"33a3fafffb4a474fb4621d9ae24c52b6",7,1,2,1,2,2,7,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,6,2
"33a3fafffb4a474fb4621d9ae24c52b6",10,1,3,2,,2,,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,,2
"33de788ba20149f1bb6f9c12cebdf074",6,1,1,1,2,4,1,1,0,,,0,1,0,0,0,0,0,0,,0,,0,6,5,1
"33de788ba20149f1bb6f9c12cebdf074",10,1,2,1,2,1,,2,2,1,4,2,0,0,0,0,0,0,0,,0,,0,6,4,1
"33fb9c9f14a043efa04e7daa663430a7",6,1,8,1,,1,8,1,5,1,8,0,8,0,0,0,0,0,0,,0,,0,1,,2
"33fb9c9f14a043efa04e7daa663430a7",7,1,0,,,,,,4,1,8,0,0,0,0,0,0,0,0,,0,,0,1,,1
"33fb9c9f14a043efa04e7daa663430a7",10,1,10,1,,1,8,1,30,1,8,10,0,0,0,0,0,0,0,,0,,0,1,2,1
"33fb9c9f14a043efa04e7daa663430a7",9,1,10,1,,1,8,1,30,1,8,10,0,0,0,0,0,0,0,,0,,0,1,,2
"34561220900b4fab84870a14380fb720",6,1,1,1,,1,,1,0,,,0,2,0,0,0,0,1,0,,0,,0,1,,2
"34561220900b4fab84870a14380fb720",10,1,2,1,,1,,1,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,2
