"hhid","LiveStockID","s6aq01","s6aq03a","s6aq03b","s6aq03c","s6aq03d","s6aq03e","s6aq03f","s6aq04a","s6aq04b","s6aq04c","s6aq06","s6aq07","s6aq08","s6aq09","s6aq10","s6aq11","s6aq12","s6aq13a","s6aq13b","s6aq14a","s6aq14b","s6aq15","s6aq15b","s6aq15c","s6aq16"
"51f6b6d5efc3486fb2d24b96b9e2e55f",7,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"5274f9bea0984985b3e8f56b6bd1b8b9",5,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,6,5,1
"5274f9bea0984985b3e8f56b6bd1b8b9",2,1,1,1,,1,,2,0,,,2,0,0,0,0,0,0,0,,1,1000000,0,6,5,1
"528a91a62f9c4010a705c622bda84d3a",7,1,1,1,,1,2,2,0,,,0,0,0,0,0,0,0,1,500000,0,,0,1,,2
"528a91a62f9c4010a705c622bda84d3a",9,1,2,1,,2,1,2,0,,,0,0,2,0,0,0,0,0,,0,,0,1,,2
"52b1e0c2db054589afd4f57f1554d2e2",5,1,4,1,,1,,2,0,,,4,0,0,0,0,0,0,0,,0,,0,1,,2
"52b1e0c2db054589afd4f57f1554d2e2",10,1,7,1,,1,,2,0,,,7,0,0,0,0,0,0,0,,0,,0,1,,2
"52b1e0c2db054589afd4f57f1554d2e2",7,1,3,1,,1,,1,0,,,3,0,0,0,0,0,0,0,,0,,0,1,,2
"52b1e0c2db054589afd4f57f1554d2e2",2,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"52bd215abb644575896b9092ec4486e8",10,1,1,1,7,1,7,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"52bd215abb644575896b9092ec4486e8",7,1,2,1,7,1,7,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,6,1
"52de213e292544f28f0e0a19e6a6f931",2,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,3,1
"5350bcf3dc074d5fba68113e0ed56efe",8,1,4,1,2,1,2,2,0,,,4,0,0,0,0,0,0,0,,0,,0,1,3,1
"5350bcf3dc074d5fba68113e0ed56efe",10,1,3,1,2,1,2,2,1,1,2,3,0,0,0,0,0,0,0,,0,,0,1,,1
"5350bcf3dc074d5fba68113e0ed56efe",9,1,3,1,2,1,2,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,2,1
"53a0bbca47fb4e3686bcb4d9354da3c5",9,1,1,1,,1,2,2,0,,,2,0,1,2,0,0,0,0,,0,,0,1,5,1
"53a99bc9b4cf41cbb7e38fa15a64ef34",10,1,1,1,,2,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"53a99bc9b4cf41cbb7e38fa15a64ef34",8,1,2,1,,1,,2,0,,,4,0,0,0,0,0,2,0,,0,,0,1,,2
"53b1a669bae44dfb90538bebac5ea03b",7,1,1,1,7,1,7,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"53b1a669bae44dfb90538bebac5ea03b",6,1,1,1,7,4,,2,1,1,7,1,1,0,0,0,1,0,0,,0,,0,1,,2
"53b1a669bae44dfb90538bebac5ea03b",10,1,2,1,,1,,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,2
"545e128f868a48fb90e83536e307e822",9,1,1,1,,,,1,0,,,1,0,0,0,0,0,0,0,,0,,0,6,,1
"545e128f868a48fb90e83536e307e822",10,1,5,1,,,,1,0,,,6,0,0,0,0,0,0,0,,1,630000,0,6,1,1
"545e128f868a48fb90e83536e307e822",6,1,2,1,,,,1,0,,,2,0,0,0,0,0,0,0,,0,,0,6,,1
"54be45fa86f24a8f9ecb581f78f992b8",10,1,0,,,,,,0,,,3,0,0,3,0,0,0,0,,0,,0,6,4,1
"54be45fa86f24a8f9ecb581f78f992b8",7,1,2,1,2,1,2,2,0,,,3,0,0,1,0,0,0,0,,0,,0,4,6,1
"54ff8f8e953342da96062ae5d6c862de",6,1,3,1,,1,4,2,0,,,5,4,0,2,0,2,2,0,,0,,0,1,,2
"54ff8f8e953342da96062ae5d6c862de",10,1,6,1,,1,4,2,0,,,13,0,0,4,0,0,0,0,,3,1130000,0,1,2,2
"54ff8f8e953342da96062ae5d6c862de",7,1,1,1,,1,4,2,0,,,6,0,0,0,0,0,1,0,,2,750000,2,1,,2
"55184d4e2cef4b68b0814974b9b43785",10,1,1,1,2,1,2,2,0,,,2,0,0,0,0,0,1,0,,0,,0,1,6,1
"55184d4e2cef4b68b0814974b9b43785",6,1,1,1,2,1,2,2,0,,,2,0,0,1,0,0,0,0,,0,,0,1,6,1
"555ccfcf9a0944c0866a2edf5a6903e0",10,1,1,1,2,1,,2,1,1,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"555ccfcf9a0944c0866a2edf5a6903e0",6,1,2,1,,1,,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,2
"55cb0ac9e985428394d3f0085cd05ffe",5,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,5,2
"55cb0ac9e985428394d3f0085cd05ffe",1,1,1,1,2,1,2,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,5,1
"561b22f3db874c2d9200f5fc5fcd8815",6,1,1,3,,1,3,2,0,,,0,0,1,0,0,0,0,0,,0,,0,1,6,1
"561b22f3db874c2d9200f5fc5fcd8815",9,1,0,,,,,,1,1,,0,0,0,0,0,0,0,0,,0,,0,6,,1
"5650605514ae405cad87c8e185fc51cd",10,1,1,1,,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,2,1,2
"5650605514ae405cad87c8e185fc51cd",6,1,1,1,,1,2,2,1,1,2,0,1,0,0,0,0,0,0,,0,,0,1,,2
"567065d1813e402aae322ad0a6096c6a",10,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,300000,0,1,,2
"567065d1813e402aae322ad0a6096c6a",8,1,1,5,,6,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,8,2
"567065d1813e402aae322ad0a6096c6a",6,1,1,5,,5,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"56746c03ed274ca097e558508cdd7803",7,1,1,1,3,1,6,2,0,,,0,0,0,0,0,0,0,1,450000,0,,0,1,,2
"57385c0cf5dd49b489f99849e31374b8",6,1,1,1,,1,2,2,1,1,2,0,1,0,0,0,0,0,0,,0,,0,1,,2
"57385c0cf5dd49b489f99849e31374b8",10,1,1,1,,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"5787bf9167b9429081326efeefd2634e",7,1,1,1,2,2,1,2,0,,,0,1,0,0,0,0,0,0,,0,,0,6,,1
"5787bf9167b9429081326efeefd2634e",10,1,3,1,2,2,1,2,0,,,2,1,0,0,0,0,0,0,,0,,0,6,,1
"57ad19c7b77b4c01816ae792f50a11b1",10,1,10,1,2,1,2,2,0,,,7,4,0,0,1,0,0,0,,0,,0,1,5,1
"57ad19c7b77b4c01816ae792f50a11b1",7,1,1,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,1,400000,0,1,,1
"57ad19c7b77b4c01816ae792f50a11b1",5,1,3,1,2,1,2,2,0,,,2,1,0,0,0,0,0,0,,0,,0,1,2,1
"57bffaba1b7e46f58b60fa9c0948e0fb",1,1,1,1,,1,,2,0,,,0,0,0,0,0,0,0,1,400000,0,,0,1,,2
"5824cf99fa5a4d309164f552396aba5a",7,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"5824cf99fa5a4d309164f552396aba5a",10,1,2,1,,1,,2,2,1,,2,0,0,0,0,0,0,0,,0,,0,1,6,1
"5824cf99fa5a4d309164f552396aba5a",5,1,1,1,,1,,1,1,1,,1,0,0,0,0,0,0,0,,0,,0,1,2,1
"587e30676b704513b656d0d84c031344",10,1,2,1,,1,3,2,0,,,2,0,0,0,0,0,0,0,,0,,0,6,,1
"5938e3309fca4f80a49835bc91051f60",10,1,0,,,,,,0,,,1,0,0,0,0,1,0,0,,0,,0,1,2,2
"5938e3309fca4f80a49835bc91051f60",7,1,1,2,3,2,3,2,0,,,0,0,0,0,0,0,0,1,600000,0,,0,1,,2
"595e8866103c47a1b2dc8362d39ab867",7,1,1,1,,1,,2,0,,,0,0,1,0,0,0,0,0,,0,,0,1,8,1
"595e8866103c47a1b2dc8362d39ab867",9,1,1,1,,1,,2,0,,,0,0,1,0,0,0,0,0,,0,,0,1,,1
"59753499ae3d4a3c9a41c6923c8e2bb6",10,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"59753499ae3d4a3c9a41c6923c8e2bb6",7,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"59b3f2f04b98457cb94292769d6e99f2",10,1,1,1,7,1,7,2,1,1,7,1,0,0,0,0,0,0,0,,0,,0,2,3,1
"59b3f2f04b98457cb94292769d6e99f2",7,1,1,1,7,1,7,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,3,1
"59b3f2f04b98457cb94292769d6e99f2",9,1,1,1,7,1,7,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,3,1
"5acd41fba38247abac123ad3ea315b8a",10,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"5acd41fba38247abac123ad3ea315b8a",9,1,1,1,2,2,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,1
"5b4d55c8d2dd4c7fa7e716f1024cbed8",1,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,1
"5b4d55c8d2dd4c7fa7e716f1024cbed8",5,1,1,1,2,1,2,2,0,,,3,0,0,0,0,0,0,0,,2,1500000,0,1,,2
"5b4d55c8d2dd4c7fa7e716f1024cbed8",4,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"5b4dba5ebd2245fe8fd1e7efd21a24df",5,1,1,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,1,800000,0,1,5,1
"5b9f45f91a864ba09fbc1b2c6ff83b80",7,1,2,1,4,4,,2,0,,,0,0,0,0,0,0,0,2,450000,0,,0,1,,2
"5bac9c3a21224229b37ea0486eee1b54",7,1,2,1,2,1,2,2,0,,,1,0,0,0,0,0,0,2,600000,1,800000,0,5,4,1
"5bac9c3a21224229b37ea0486eee1b54",6,1,1,1,2,1,2,2,0,,,0,1,0,0,0,0,0,0,,0,,0,5,4,1
"5bac9c3a21224229b37ea0486eee1b54",10,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,5,4,1
"5be44492d0834f42a695c2768ac5ecd9",10,1,2,1,,4,,2,0,,,3,0,0,0,0,0,0,0,,1,700000,0,5,1,2
"5cc4e7d7549b4c1a98ba58c4905a1422",10,1,2,1,2,1,2,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,1
"5cc4e7d7549b4c1a98ba58c4905a1422",8,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"5d85ab9e38614958a4bea69e3d9f37d3",6,1,1,1,2,1,2,2,1,1,2,0,1,0,0,0,0,0,0,,0,,0,1,3,1
"5d85ab9e38614958a4bea69e3d9f37d3",10,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,1
"5d85ab9e38614958a4bea69e3d9f37d3",7,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,1
"5dc0193b8eb249df8e6d32b7cb1f2e30",5,1,1,2,,2,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,5,2
"5df60b4c679840e7b7afd202da9d5abe",10,1,0,,,,,,0,,,1,0,0,0,0,1,0,0,,0,,0,1,,2
"5e377c5d87ff442f912bb9f9e1c6a850",8,1,2,1,,1,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,8,1
"5e4201154be84e5f8e1db067382c3f9a",6,1,1,1,2,2,1,2,0,,,0,1,0,0,0,0,0,0,,0,,0,5,1,1
"5e4201154be84e5f8e1db067382c3f9a",10,1,1,1,2,2,3,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,3,1
"5e550f3224b14a169a53aa670490e07d",8,1,2,1,,1,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,8,1
"5e550f3224b14a169a53aa670490e07d",10,1,3,1,,1,,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,2,1
"5e550f3224b14a169a53aa670490e07d",7,1,4,1,,2,1,2,0,,,4,0,0,0,0,0,0,0,,0,,0,1,,1
"5e5b0339ba74466f864efb5a9ded7c3f",8,1,2,1,,1,,1,0,,,3,0,0,0,0,0,0,0,,1,500000,0,1,8,2
"5e8f1025454b462fb3cc2252d243e5c2",10,1,4,3,7,4,5,2,0,,,3,1,0,0,0,0,0,0,,0,,0,1,,1
"5e8f1025454b462fb3cc2252d243e5c2",7,1,3,3,7,4,5,2,0,,,2,1,0,0,0,0,0,0,,0,,0,1,,2
"5e8f1025454b462fb3cc2252d243e5c2",8,1,2,3,7,4,5,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"5e9b65cb627c420eaf4fd79f57eef14d",10,1,2,1,6,2,4,2,0,,,1,1,0,0,0,0,0,0,,0,,0,6,2,2
"5e9b65cb627c420eaf4fd79f57eef14d",6,1,1,1,2,1,6,2,0,,,0,1,0,0,0,0,0,0,,0,,0,6,1,2
"5e9b65cb627c420eaf4fd79f57eef14d",7,1,3,1,2,2,4,2,0,,,3,0,0,0,0,0,0,0,,0,,0,6,1,2
"5ecb5a1f88f8468e9cf84db23afd0785",10,1,1,1,2,1,2,2,0,,,0,0,0,0,0,0,0,1,1100000,0,,0,1,2,1
"5ef5d94ba15045b79d5e9a9e42a62d29",10,1,5,1,,1,,2,0,,,5,0,0,0,0,0,0,0,,0,,0,1,6,2
"5ef5d94ba15045b79d5e9a9e42a62d29",7,1,3,1,,1,,2,0,,,4,0,0,0,0,0,0,0,,1,600000,0,1,,2
"5f08bbbd7d5941f3b0a9b8dde475c055",5,1,1,1,,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,2,1,1
"5f08bbbd7d5941f3b0a9b8dde475c055",1,1,1,1,2,2,1,2,0,,,0,1,0,0,0,0,0,0,,0,,0,2,1,1
"5f0f3440dce64304adae6320591f97b2",8,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"5f0f3440dce64304adae6320591f97b2",1,1,3,1,2,1,2,2,0,,,2,1,0,0,0,0,0,0,,0,,0,1,,2
"5f0f3440dce64304adae6320591f97b2",5,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,2,2
"5f18649c360345fd83b757426fa37c9f",10,1,4,1,,1,3,2,0,,,3,0,0,0,0,0,0,1,470000,0,,0,1,5,2
"5fc3f95ea2984675a6efec3ec6895d75",10,1,5,1,,1,,1,0,,,3,2,0,0,0,0,0,0,,0,,0,1,5,2
"5ffff62b5d4a470896c790fb7331e63c",9,1,1,1,2,1,2,2,0,,,0,1,0,0,0,0,0,0,,0,,0,5,1,2
"5ffff62b5d4a470896c790fb7331e63c",7,1,1,1,2,1,3,2,1,1,3,1,0,0,0,0,0,0,0,,0,,0,6,5,2
"606b0fcd6a9f4be6ab535f6b8acc7c6d",10,1,2,1,,1,2,2,0,,,3,0,0,0,0,1,0,0,,0,,0,1,,1
"606b0fcd6a9f4be6ab535f6b8acc7c6d",6,1,2,1,,1,2,2,0,,,1,2,0,0,0,0,0,0,,1,600000,0,1,,2
"608ad4e7363d4c9a98d7e384b93f28a6",10,1,6,,,,,1,0,,,6,0,0,0,0,0,0,0,,0,,0,6,4,1
"608ad4e7363d4c9a98d7e384b93f28a6",9,1,1,,,,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,6,4,1
"608ad4e7363d4c9a98d7e384b93f28a6",7,1,4,,,,,2,0,,,4,0,0,0,0,0,0,0,,0,,0,6,4,1
"608dd2f241e94df6ad75d3d2dfd1b38c",8,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"60a52d7677314b03b7aabc5037fe5343",4,1,1,1,,1,,2,0,,,0,0,0,0,0,0,0,1,400000,0,,0,1,,2
"61051cb9f67c4f9e9669a4aed1fa9c2a",9,1,1,1,,1,2,1,0,,,0,0,1,0,0,0,0,0,,0,,0,1,,2
"61051cb9f67c4f9e9669a4aed1fa9c2a",6,1,1,1,,1,2,1,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"61051cb9f67c4f9e9669a4aed1fa9c2a",10,1,2,1,,1,2,1,0,,,2,0,0,0,0,0,0,0,,0,,0,1,2,1
"611d28e0e8354eb2badd6faa64c6b162",10,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,3,1
"61e47488f7044749b1bb8b9bab6c6cfa",10,1,2,1,2,2,1,2,0,,,5,1,0,0,1,0,0,0,,3,600000,0,1,2,2
"61e47488f7044749b1bb8b9bab6c6cfa",7,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,600000,0,1,,2
"622adfbe9fea42cf8fe649eff187b703",7,1,1,7,8,1,3,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"622adfbe9fea42cf8fe649eff187b703",10,1,2,7,8,1,3,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"625d906e24e84f58968078f302bdac2b",9,1,0,,,,,,1,1,,0,0,0,0,0,0,0,0,,0,,0,1,2,2
"62c9c056aa8541a29dee118a5da4a55b",7,1,1,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,1,600000,0,1,,2
"62c9c056aa8541a29dee118a5da4a55b",6,1,3,1,2,1,2,2,0,,,0,3,0,0,0,0,0,0,,0,,0,1,2,2
"62c9c056aa8541a29dee118a5da4a55b",9,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,2,2
"62c9c056aa8541a29dee118a5da4a55b",10,1,3,1,2,1,2,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,2,2
"6303acb4d92a4795b7ade2372f47f566",7,1,2,1,,1,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,9,,3
"634a3d6c035c428cb59c559d0d4f1a91",10,1,1,1,9,1,9,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,2
"634a3d6c035c428cb59c559d0d4f1a91",7,1,2,1,9,1,9,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"634c4b86d8e84b4981da01a9d15f7b63",10,1,2,1,,1,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,2,1
"635bb27ada6140a3bc43667c791e65be",10,1,2,1,,1,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"635bb27ada6140a3bc43667c791e65be",8,1,2,1,,1,,2,0,,,3,0,0,0,0,0,0,0,,1,1350000,0,1,,2
"635bb27ada6140a3bc43667c791e65be",6,1,1,1,,1,,1,0,,,0,1,0,0,0,0,0,0,,0,,0,5,1,1
"635bb27ada6140a3bc43667c791e65be",7,1,2,1,,1,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,5,8,1
"639df7ca3e4d421182ad76d2fa42deb2",7,1,2,1,,1,10,2,0,,,2,0,0,0,0,0,0,0,,0,,0,6,5,1
"63b0a75a1a794a13ab19bc4fec77d65f",10,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"6404252c51564436a042729153322d07",10,1,4,1,,4,9,2,0,,,3,1,0,0,0,0,0,0,,0,,0,1,2,1
"6404252c51564436a042729153322d07",7,1,2,1,,4,9,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,8,1
"6404252c51564436a042729153322d07",9,1,3,1,,4,9,2,0,,,2,1,0,0,0,0,0,0,,0,,0,1,,1
"6404252c51564436a042729153322d07",6,1,5,1,,4,9,2,0,,,2,3,0,0,0,0,0,0,,0,,0,1,,1
"6427df928d8245ec9e798903d0e8982e",7,1,1,1,,1,,1,0,,,1,0,0,0,0,0,0,0,,0,,0,6,4,1
"64983dd3d6a84d13af11ce7948411966",10,1,1,1,,6,,2,0,,,3,0,0,2,0,0,0,0,,0,,0,6,5,1
"64983dd3d6a84d13af11ce7948411966",7,1,1,1,,6,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,4,6,1
"64bf0240455e4312805c7f81ccb4e9f4",1,1,1,1,2,1,2,1,0,,,0,1,0,0,0,0,0,0,,0,,0,1,6,1
"64bf0240455e4312805c7f81ccb4e9f4",5,1,4,1,2,1,2,1,0,,,4,0,0,0,0,0,0,0,,0,,0,1,2,2
"64bf0240455e4312805c7f81ccb4e9f4",2,1,2,1,2,1,2,1,0,,,2,0,0,0,0,0,0,0,,0,,0,1,6,1
"64d0335099aa42d3ababcf4388aa7898",9,1,2,1,2,1,,2,0,,,0,0,0,0,0,0,0,2,425000,0,,0,1,,2
"6509c7b1d78742458078ed2b20f007ef",7,1,4,1,2,1,2,2,0,,,4,0,0,0,0,0,0,0,,0,,0,1,,2
"6509c7b1d78742458078ed2b20f007ef",4,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,2,2
"6509c7b1d78742458078ed2b20f007ef",5,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,2
"6509c7b1d78742458078ed2b20f007ef",10,1,3,1,2,1,2,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,2,2
"658d1dae722246879b876bbd32bddf37",7,1,1,1,,3,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,5,1
"658d1dae722246879b876bbd32bddf37",10,1,2,1,,3,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,5,1
"67a814c6e3414b42a0c734cff8aa986f",10,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,3,1
"67ac2b319baf4ac9af655894c41dd2e4",4,1,1,1,,2,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,2
"67ac2b319baf4ac9af655894c41dd2e4",5,1,1,1,,2,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,2
"67ac2b319baf4ac9af655894c41dd2e4",1,1,1,1,,2,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"68783302c85f40daba8f4f3c72f9e103",10,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"68783302c85f40daba8f4f3c72f9e103",7,1,1,1,2,1,2,2,1,1,2,0,1,0,0,0,0,0,0,,0,,0,1,,1
"68e7df4580f8452b8effc5be6975cb75",6,1,1,1,5,1,5,2,0,,,0,1,0,0,0,0,0,0,,0,,0,5,1,1
"68e7df4580f8452b8effc5be6975cb75",7,1,1,1,5,1,5,2,0,,,1,0,0,0,0,0,0,0,,0,,0,5,1,1
"68e7df4580f8452b8effc5be6975cb75",10,1,1,5,,5,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,5,1
"68f60d1f894d471496e6a6be9d7baff5",9,1,3,1,,1,,2,0,,,3,0,0,0,0,0,0,0,,0,,0,2,1,1
"68f60d1f894d471496e6a6be9d7baff5",6,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"68f60d1f894d471496e6a6be9d7baff5",10,1,3,1,,1,,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,2,2
"68f60d1f894d471496e6a6be9d7baff5",7,1,2,1,,1,,1,0,,,1,0,0,0,0,0,0,1,700000,0,,0,1,8,1
"6903f35aa6d34bc5bd61ceb790941361",7,1,2,1,,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,6,4,1
"69c5d5ef10d04ac3931f47775a423bba",5,1,1,2,,2,1,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,1
"69c5d5ef10d04ac3931f47775a423bba",4,1,4,2,,2,,2,0,,,4,0,0,0,0,0,0,1,600000,1,1200000,0,1,,2
"6a059d75db964ac6a7860e236f1d62e2",10,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,3,1
"6a0ad261d8734847a093951f6df92289",7,1,2,2,,2,,1,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,2
"6a0ad261d8734847a093951f6df92289",10,1,1,2,,2,,1,0,,,1,1,0,0,0,0,0,0,,1,500000,0,1,,2
"6a0ffb46c7594e8f867113b86b225de7",7,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"6a0ffb46c7594e8f867113b86b225de7",5,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,2
"6a0ffb46c7594e8f867113b86b225de7",1,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,500000,0,1,,2
"6a3899b9c0624a688b55f57a70e98844",7,1,1,1,,1,2,2,0,,,0,0,0,0,0,0,0,1,300000,0,,0,5,1,1
"6a3899b9c0624a688b55f57a70e98844",9,1,2,1,,2,1,2,0,,,2,0,0,0,0,0,0,0,,0,,0,5,1,1
"6a612ce1d9a8472bb5e94c7768b8e986",10,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,1
"6a6d97445bbe4a4380268d4104258eb4",7,1,1,1,2,1,4,2,1,1,2,2,0,0,0,0,0,0,0,,1,700000,0,1,6,1
"6a6d97445bbe4a4380268d4104258eb4",10,1,2,1,2,1,4,2,3,1,4,2,0,0,0,0,0,0,0,,0,,0,1,6,1
"6a85d9e2d2fe4ffabdcd4bf78d6ae5b5",9,1,1,1,,1,3,2,0,,,0,0,0,0,0,0,0,1,360000,0,,0,1,,1
"6a85d9e2d2fe4ffabdcd4bf78d6ae5b5",7,1,1,1,,1,,2,0,,,0,0,0,0,0,0,0,1,580000,0,,0,8,1,1
"6b1ee73fb3f446f4844adf2a83da2457",7,1,2,1,,1,4,2,0,,,1,1,0,0,0,0,0,0,,0,,0,5,,1
"6b1ee73fb3f446f4844adf2a83da2457",10,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,400000,0,1,5,1
"6b1ee73fb3f446f4844adf2a83da2457",9,1,2,1,,1,4,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,5,1
"6b77c8585b324fc193c8c153b09da898",7,1,5,1,11,1,11,2,0,,,6,0,0,0,0,0,1,0,,0,,0,1,5,2
"6b77c8585b324fc193c8c153b09da898",10,1,10,1,11,1,11,2,0,,,11,0,0,0,0,0,0,0,,1,300000,0,1,5,2
"6be664eea6a04b6aa1c25aef7de60931",7,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,5,,1
"6bf1431ececa4fc296433c223c5e9d73",5,1,2,1,,1,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,2,1
"6c16acd055e3483cbe4c02dd1b0540b9",5,1,3,2,,2,,2,0,,,5,0,0,0,0,0,0,0,,2,500000,0,1,2,2
"6c16acd055e3483cbe4c02dd1b0540b9",1,1,2,2,,2,,2,0,,,0,2,0,0,0,0,0,0,,0,,0,1,,2
"6d104175444b46e292f8ed01a5af672c",7,1,3,2,,,,1,0,,,3,0,0,0,0,0,0,0,,0,,0,1,6,1
"6d47738e82664d03ae4d14c89e1ee385",2,1,1,1,2,1,2,1,0,,,1,0,0,0,0,0,0,0,,0,,0,1,3,1
"6d8be79bfedb4cc68d13c15449c6e8f9",9,1,4,1,3,1,3,2,0,,,0,0,0,0,0,0,0,4,450000,0,,0,1,,1
"6d8be79bfedb4cc68d13c15449c6e8f9",8,1,2,1,3,1,3,2,0,,,2,0,0,0,0,0,0,0,,0,,0,8,,1
